# ~alp d~p/dz   Phi_p_sgs,z
  -0.1606059E+001   0.0000000E+000
  -0.1990182E+001   0.0000000E+000
  -0.7083977E+001   0.0000000E+000
  -0.8966824E+001   0.0000000E+000
  -0.1165541E+002   0.0000000E+000
  -0.8646609E+001   0.0000000E+000
  -0.3763043E+001   0.0000000E+000
  -0.4059153E+001   0.0000000E+000
  -0.6234890E+001   0.0000000E+000
  -0.3444757E+001   0.0000000E+000
  -0.4655930E+001   0.0000000E+000
  -0.2954787E+002   0.0000000E+000
  -0.1294414E+003   0.0000000E+000
  -0.1032317E+002   0.0000000E+000
  -0.6316073E+001   0.0000000E+000
  -0.2058459E+002   0.0000000E+000
  -0.2469317E+002   0.0000000E+000
  -0.1306680E+003   0.0000000E+000
  -0.1539824E+003   0.0000000E+000
  -0.2447452E+003   0.0000000E+000
  -0.1879150E+002   0.0000000E+000
  -0.5273119E+001   0.0000000E+000
  -0.3132664E+001   0.0000000E+000
  -0.3952842E+001   0.0000000E+000
  -0.3989957E+001   0.0000000E+000
  -0.4987602E+001   0.0000000E+000
  -0.1272929E+002   0.0000000E+000
  -0.7052994E+001   0.0000000E+000
   0.1044127E+002   0.0000000E+000
  -0.3821963E+001   0.0000000E+000
  -0.4198981E+001   0.0000000E+000
  -0.4085520E+001   0.0000000E+000
  -0.3825028E+001   0.0000000E+000
  -0.3779192E+001   0.0000000E+000
  -0.4934265E+001   0.0000000E+000
   0.2411582E+001   0.0000000E+000
  -0.4988151E+001   0.0000000E+000
  -0.3321330E+001   0.0000000E+000
  -0.2842105E+001   0.0000000E+000
  -0.2861768E+001   0.0000000E+000
  -0.4863353E+001   0.0000000E+000
  -0.7203949E+001   0.0000000E+000
  -0.2706800E+001   0.0000000E+000
  -0.6009434E+001   0.0000000E+000
  -0.7339485E+001   0.0000000E+000
  -0.5365959E+001   0.0000000E+000
  -0.1178530E+002   0.0000000E+000
  -0.8589838E+001   0.0000000E+000
  -0.2646448E+001   0.0000000E+000
  -0.8367116E+001   0.0000000E+000
  -0.2049804E+000   0.0000000E+000
  -0.2618608E+002   0.0000000E+000
  -0.1777115E+002   0.0000000E+000
  -0.8340406E+001   0.0000000E+000
  -0.7989419E+001   0.0000000E+000
  -0.6479995E+001   0.0000000E+000
  -0.4377662E+001   0.0000000E+000
   0.6183064E+002   0.0000000E+000
  -0.1512408E+002   0.0000000E+000
   0.1106132E+003   0.0000000E+000
  -0.1475457E+002   0.0000000E+000
  -0.2042742E+002   0.0000000E+000
  -0.1832819E+002   0.0000000E+000
  -0.7342723E+001   0.0000000E+000
  -0.2580168E+001   0.0000000E+000
