# ~alp d~p/dz   Phi_p_sgs,z
  -0.4677763E+001   0.7650461E+000
  -0.4753901E+001   0.1614918E+000
  -0.6640495E+001   0.3516844E+000
  -0.1006059E+002   0.8549358E+000
  -0.1213912E+002   0.9471537E+000
  -0.1191949E+002   0.7850845E+000
  -0.1009825E+002   0.8120003E+000
  -0.8315688E+001   0.1089197E+001
  -0.8254599E+001   0.1754609E+001
  -0.9264180E+001   0.3724750E+001
  -0.1404698E+002   0.5539399E+001
  -0.2448612E+002   0.2881504E+001
  -0.2658955E+002   0.1048312E+001
  -0.2200119E+002  -0.2540523E+001
  -0.1437035E+002   0.1669005E+002
  -0.2615251E+002   0.4467180E+002
  -0.2870005E+002   0.1274735E+003
  -0.1651702E+002   0.1640264E+003
  -0.2326384E+002   0.1407446E+003
  -0.3198216E+002   0.8039698E+002
  -0.3661394E+002   0.1323148E+002
  -0.1931350E+002   0.1751357E+001
  -0.1085407E+002   0.3853995E+001
  -0.7671453E+001   0.3197232E+001
  -0.5506620E+001   0.2039091E+001
  -0.6003503E+001   0.2875616E+001
  -0.6157170E+001   0.5808910E+001
  -0.2948471E+001   0.4680651E+001
  -0.2239560E+000   0.3376965E+001
  -0.1625496E+001   0.2425789E+001
  -0.3362254E+001   0.1511077E+001
  -0.3968421E+001   0.9588053E+000
  -0.3943557E+001   0.8221760E+000
  -0.4014441E+001   0.1185305E+001
  -0.4014445E+001   0.1268099E+001
  -0.3884518E+001   0.1144800E+001
  -0.3879045E+001   0.1330588E+001
  -0.3743610E+001   0.1095258E+001
  -0.3801808E+001   0.9460153E+000
  -0.4343284E+001   0.1042310E+001
  -0.4143796E+001   0.6049882E-001
  -0.4791935E+001   0.1489702E+000
  -0.6452801E+001   0.2626842E+000
  -0.8486702E+001   0.4948916E+000
  -0.8925417E+001   0.3265731E+000
  -0.8345046E+001   0.5159336E-001
  -0.6123089E+001   0.3022069E+000
  -0.6211807E+001   0.2234895E+001
  -0.7803171E+001   0.7337935E+001
  -0.9939425E+001   0.1358648E+002
  -0.1736770E+002   0.1827134E+002
  -0.2629641E+002   0.1625141E+002
  -0.2557562E+002   0.9958461E+001
  -0.1745403E+002   0.5806324E+000
  -0.9512257E+001   0.8063617E+001
  -0.1390969E+002   0.3812367E+002
  -0.1165487E+002   0.8722842E+002
   0.1738078E+001   0.1107834E+003
   0.2630450E+001   0.9159879E+002
  -0.1026085E+002   0.5492614E+002
  -0.2065956E+002   0.1912525E+002
  -0.1734270E+002   0.7511215E+001
  -0.1515416E+002   0.9364478E+001
  -0.1040255E+002   0.8637526E+001
  -0.6955565E+001   0.6527005E+001
  -0.5677637E+001   0.5000083E+001
  -0.6341763E+001   0.6232228E+001
  -0.5971634E+001   0.6042504E+001
  -0.4371439E+001   0.5181155E+001
  -0.4151359E+001   0.2759285E+001
  -0.4363055E+001   0.1295699E+001
  -0.4234632E+001   0.7259283E+000
  -0.3703861E+001   0.7169807E+000
  -0.3889482E+001   0.7581958E+000
  -0.4761494E+001   0.1135993E+001
  -0.5445047E+001   0.1778412E+001
  -0.4852365E+001   0.1905351E+001
  -0.3287682E+001   0.8236597E+000
  -0.2815301E+001   0.2966522E+000
  -0.3321224E+001   0.1671366E+000
  -0.4799939E+001   0.1672124E+000
  -0.5552532E+001   0.3524050E+000
  -0.6455590E+001   0.3389563E+000
  -0.8350674E+001   0.5259175E+000
  -0.8763710E+001   0.3680093E+000
  -0.8217583E+001  -0.4029245E-001
  -0.5578870E+001   0.1957404E+001
  -0.3327090E+001   0.1257320E+002
   0.2340338E+001   0.2728923E+002
   0.6649438E+001   0.3242157E+002
  -0.7533993E+001   0.3745935E+002
  -0.2164998E+002   0.2861690E+002
  -0.2016234E+002   0.1259352E+002
  -0.1118677E+002   0.1081345E+001
  -0.6585775E+001   0.1697906E+001
  -0.7643224E+001   0.2020049E+002
  -0.8050050E+001   0.3827429E+002
  -0.4084388E+001   0.4443311E+002
  -0.2941623E+001   0.3540517E+002
  -0.8319256E+001   0.2052558E+002
  -0.1370544E+002   0.1221533E+002
  -0.1601158E+002   0.7979774E+001
  -0.1724049E+002   0.9981169E+001
  -0.8625607E+001   0.7425950E+001
  -0.1994337E+001   0.6451746E+001
   0.6841597E-001   0.5903807E+001
  -0.2665498E+001   0.7602335E+001
  -0.6295264E+001   0.6645476E+001
  -0.6611707E+001   0.5677191E+001
  -0.6159596E+001   0.2548501E+001
  -0.5464656E+001   0.2022342E+001
  -0.4404464E+001   0.1772962E+001
  -0.3584175E+001   0.1263125E+001
  -0.4103398E+001   0.1010935E+001
  -0.6137168E+001   0.1772420E+001
  -0.6628390E+001   0.2526441E+001
  -0.4493950E+001   0.1862738E+001
  -0.2466327E+001   0.5276958E+000
  -0.2436269E+001   0.1817094E+000
  -0.3398717E+001   0.1112411E+000
  -0.4779280E+001   0.1893437E+000
  -0.5652124E+001   0.4112650E+000
  -0.6123278E+001   0.3232079E+000
  -0.8569954E+001   0.8324709E+000
  -0.9370339E+001   0.1070511E+001
  -0.7719369E+001   0.2072143E+001
  -0.1808291E+001   0.8443596E+001
   0.8893605E+001   0.1778400E+002
   0.2634715E+002   0.2543861E+002
   0.3094521E+002   0.2605736E+002
   0.9047531E+001   0.3325147E+002
  -0.1199047E+002   0.2617723E+002
  -0.1652877E+002   0.1236411E+002
  -0.1154132E+002   0.2995192E+001
  -0.7205702E+001   0.1079155E+001
  -0.5869138E+001   0.2584634E+001
  -0.7639153E+001   0.5771007E+001
  -0.7585889E+001   0.5781082E+001
  -0.8169471E+001   0.6054981E+001
  -0.1004986E+002   0.5527809E+001
  -0.1309035E+002   0.6500881E+001
  -0.1881435E+002   0.7566809E+001
  -0.2109358E+002   0.1112683E+002
  -0.7850254E+001   0.4270988E+001
   0.6030746E+001   0.6988246E+000
   0.6619582E+001   0.3437798E+001
   0.1331785E+001   0.5168599E+001
  -0.4943135E+001   0.3077863E+001
  -0.6092275E+001   0.1576123E+001
  -0.6806572E+001   0.1510753E+001
  -0.6023900E+001   0.3844065E+001
  -0.4023444E+001   0.3676628E+001
  -0.3116309E+001   0.2445503E+001
  -0.4790123E+001   0.1695041E+001
  -0.6842235E+001   0.1745211E+001
  -0.5669036E+001   0.1328902E+001
  -0.2760906E+001   0.4605969E+000
  -0.1647671E+001   0.7436830E-001
  -0.2182321E+001   0.6507013E-001
  -0.3337457E+001   0.6246307E-001
  -0.4408549E+001   0.1776399E+000
  -0.4914818E+001   0.2603236E+000
  -0.4798758E+001   0.2229884E+000
  -0.6660759E+001   0.1384944E+001
  -0.7909716E+001   0.3895501E+001
  -0.5600949E+001   0.1106291E+002
   0.6386333E+001   0.1619023E+002
   0.2589071E+002   0.1712226E+002
   0.4620099E+002   0.1874740E+002
   0.3926643E+002   0.1951144E+002
   0.1712972E+002   0.2389953E+002
  -0.1134449E+001   0.1472119E+002
  -0.1000488E+002   0.8877329E+001
  -0.1496719E+002   0.1176689E+002
  -0.1640193E+002   0.1372551E+002
  -0.1466320E+002   0.1083359E+002
  -0.1147073E+002   0.7480994E+001
  -0.9376456E+001   0.6434713E+001
  -0.9609791E+001   0.6352138E+001
  -0.1039055E+002   0.5677036E+001
  -0.1235188E+002   0.3139917E+001
  -0.2599316E+002   0.6191142E+001
  -0.2910480E+002   0.1024643E+002
  -0.1485342E+002   0.2304866E+001
   0.2420709E+001   0.2566714E+001
   0.5130958E+001   0.4803408E+001
   0.2258948E+001   0.5358289E+001
  -0.3864836E+001   0.2312930E+001
  -0.5893107E+001   0.1601383E+001
  -0.6453819E+001   0.1933941E+001
  -0.5305509E+001   0.4637722E+001
  -0.3023412E+001   0.4484495E+001
  -0.2236113E+001   0.2460653E+001
  -0.4958655E+001   0.2335479E+001
  -0.6201139E+001   0.1592171E+001
  -0.4092289E+001   0.4013544E+000
  -0.1976771E+001  -0.3817224E-001
  -0.1951914E+001   0.5854356E-002
  -0.2595925E+001   0.5080306E-001
  -0.3500523E+001   0.8144344E-001
  -0.4360175E+001   0.9447197E-001
  -0.4099622E+001   0.9224305E-001
  -0.3534705E+001   0.5267864E+000
  -0.4819717E+001   0.3152937E+001
  -0.7117891E+001   0.7767400E+001
  -0.6710705E+001   0.2322151E+002
   0.9402829E+001   0.2820715E+002
   0.2875072E+002   0.2009458E+002
   0.3988719E+002   0.1437057E+002
   0.2434732E+002   0.9515491E+001
   0.1216496E+002   0.9568710E+001
   0.2909893E+001   0.6135127E+001
  -0.3629583E+001   0.5246218E+001
  -0.9091338E+001   0.8529310E+001
  -0.1512312E+002   0.1390437E+002
  -0.1776522E+002   0.1548975E+002
  -0.1468804E+002   0.1347731E+002
  -0.1114745E+002   0.1591378E+002
  -0.1161295E+002   0.1487943E+002
  -0.1177802E+002   0.1189144E+002
  -0.2271868E+002   0.4494613E+001
  -0.3696695E+002   0.6475466E+001
  -0.3401588E+002   0.3785591E+001
  -0.1837008E+002  -0.5455766E+000
  -0.3841402E+001   0.4158957E+001
   0.9038251E+000   0.4614438E+001
   0.6882004E+000   0.4015354E+001
  -0.3845795E+001   0.1393047E+001
  -0.7040285E+001   0.2360339E+001
  -0.7140891E+001   0.2591045E+001
  -0.4801433E+001   0.4974375E+001
  -0.1870810E+001   0.4247294E+001
  -0.2231793E+000   0.1967057E+001
  -0.3566899E+001   0.2462725E+001
  -0.5096874E+001   0.2123599E+001
  -0.3038296E+001   0.4072322E+000
  -0.2001809E+001  -0.2339763E-001
  -0.2308411E+001  -0.4783823E-001
  -0.3165297E+001   0.1949523E-001
  -0.4047965E+001   0.6273904E-001
  -0.4123734E+001   0.3201861E-001
  -0.3361236E+001   0.9754997E-001
  -0.2980007E+001   0.2790395E+001
  -0.4057905E+001   0.6617816E+001
  -0.6946236E+001   0.1183027E+002
  -0.1080707E+002   0.3379255E+002
   0.4464515E+001   0.4139430E+002
   0.2167035E+002   0.2639700E+002
   0.2939398E+002   0.1509385E+002
   0.1345139E+002   0.1638556E+001
   0.7226544E+001   0.3791210E+001
   0.1990565E+001   0.5698390E+001
  -0.1673401E+001   0.5121256E+001
  -0.4582446E+001   0.6454118E+001
  -0.9079343E+001   0.9317876E+001
  -0.1225991E+002   0.1339535E+002
  -0.1091290E+002   0.2067551E+002
  -0.1169100E+002   0.3255848E+002
  -0.1835002E+002   0.3577033E+002
  -0.2460625E+002   0.2464547E+002
  -0.4094432E+002   0.7575255E+001
  -0.4476666E+002   0.2276216E+001
  -0.3360280E+002  -0.4933970E+001
  -0.1580896E+002  -0.1004687E+001
  -0.7108388E+001   0.3586645E+001
  -0.3283110E+001   0.2914243E+001
  -0.2881563E+001   0.1691654E+001
  -0.5300628E+001   0.1089576E+001
  -0.7957525E+001   0.2804313E+001
  -0.6711264E+001   0.3204494E+001
  -0.3384408E+001   0.5185143E+001
   0.5698713E+000   0.4013343E+001
   0.4011407E+001   0.2151040E+001
   0.4574377E+000   0.3287603E+001
  -0.2717257E+001   0.4363862E+001
  -0.3408470E+001   0.2824651E+001
  -0.3254327E+001   0.1077986E+001
  -0.3422434E+001   0.3228673E+000
  -0.3930531E+001   0.1193812E+000
  -0.4359526E+001   0.7937652E-001
  -0.4343621E+001   0.8380148E-001
  -0.3180892E+001   0.6600614E+000
  -0.3413359E+001   0.5649027E+001
  -0.4677424E+001   0.9456129E+001
  -0.7114408E+001   0.1300754E+002
  -0.1184053E+002   0.3221994E+002
   0.1394098E+001   0.4085645E+002
   0.1889249E+002   0.2522913E+002
   0.2666240E+002   0.1490273E+002
   0.1390202E+002   0.2921529E+001
   0.7939260E+001   0.6414529E+001
   0.1009289E+001   0.9082696E+001
  -0.2110013E+001   0.4402465E+001
  -0.2950941E+001   0.2711729E+001
  -0.4566764E+001   0.7632614E+001
  -0.7287367E+000   0.2798917E+002
   0.1295705E+002   0.4770924E+002
   0.1786830E+002   0.6994134E+002
  -0.5848422E+001   0.7921603E+002
