#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9927279E+000   0.4598101E-005  -0.2088632E+000   0.4257905E-001   0.2698873E+001   0.3730835E-034
   0.9914533E+000   0.4127547E-005  -0.2824573E+000   0.1938041E+000   0.2426367E+001   0.3735631E-034
   0.9703299E+000   0.2476171E-004  -0.8586973E-001   0.1715559E+000   0.1430450E+001   0.3816953E-034
   0.9560342E+000   0.8906148E-004  -0.7525064E-001   0.9226354E-001   0.1163408E+001   0.3874028E-034
   0.9524110E+000   0.7200208E-004   0.2816894E-001   0.5768200E-001   0.1040419E+001   0.3888766E-034
   0.9645023E+000   0.3105448E-004   0.9680328E-001   0.3302697E-001   0.1081734E+001   0.3840016E-034
   0.9766507E+000   0.5841404E-005   0.2863408E-001  -0.2215847E-001   0.1291189E+001   0.3792250E-034
   0.9719596E+000   0.5044950E-004  -0.3810239E-001  -0.1857770E-001   0.1225458E+001   0.3810553E-034
   0.9690358E+000   0.3621715E-004   0.8925130E-002  -0.1013931E-001   0.1189330E+001   0.3822051E-034
   0.9806143E+000   0.4331285E-004  -0.3192289E-001  -0.1371647E-001   0.1431463E+001   0.3776922E-034
   0.9739105E+000   0.3854116E-004  -0.9855016E-001  -0.5046674E-001   0.1034857E+001   0.3802920E-034
   0.9071181E+000   0.3919449E-003  -0.7375084E-001  -0.9463338E-001   0.4437341E+000   0.4082935E-034
   0.8339117E+000   0.2842979E-002  -0.1549374E+000   0.2164607E-001   0.3102269E-002   0.4441362E-034
   0.9762070E+000   0.8990113E-004  -0.3445803E+000   0.5125611E-001   0.5801641E+000   0.3793974E-034
   0.9864648E+000   0.9262286E-005  -0.5787193E+000   0.1076194E+000   0.9974611E+000   0.3754522E-034
   0.9751496E+000   0.7991896E-005  -0.7637033E+000   0.3486529E+000   0.8094975E+000   0.3798088E-034
   0.9616392E+000   0.1313860E-002  -0.5632636E+000   0.5375142E+000  -0.2608835E+000   0.3851448E-034
   0.6684509E+000   0.1836455E-001  -0.1441463E+000   0.1506312E+000  -0.9304584E+000   0.5540727E-034
   0.7340415E+000   0.1171346E-001   0.1381296E+000   0.1109638E+000  -0.8003067E+000   0.5045632E-034
   0.8312446E+000   0.2003309E-002   0.8256549E-001   0.1499028E+000  -0.1397546E+000   0.4455612E-034
   0.9019551E+000   0.1790918E-002  -0.7736052E-002   0.1111019E+000   0.4962468E-001   0.4106306E-034
   0.9747843E+000   0.2933617E-003   0.1713162E+000  -0.9784754E-002   0.5685102E+000   0.3799511E-034
   0.9906927E+000   0.5221878E-005   0.3287254E+000  -0.2599316E+000   0.1132011E+001   0.3738499E-034
