#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.1591042E-001   0.1168623E-003   0.7287181E-001   0.7414201E-002   0.1176396E+001   0.2776111E-001
   0.1620643E-001   0.7522884E-004   0.5183870E-001  -0.1415932E-001   0.1212395E+001   0.2010168E-001
   0.2237989E-001   0.1609922E-003   0.2695311E-001  -0.2857775E-001   0.9838350E+000   0.1185876E-001
   0.3749225E-001   0.1000608E-002   0.5984822E-001  -0.2922819E-001   0.6650434E+000   0.6980694E-002
   0.5156462E-001   0.1827974E-002   0.9234395E-001  -0.8609320E-002   0.5004674E+000   0.5271957E-002
   0.5510373E-001   0.1961569E-002   0.1019028E+000   0.5570173E-002   0.4685879E+000   0.5208849E-002
   0.4975619E-001   0.1373606E-002   0.7625475E-001   0.1794497E-001   0.5398349E+000   0.5870293E-002
   0.4356638E-001   0.8489838E-003   0.5666314E-001   0.2984432E-001   0.6022989E+000   0.7203519E-002
   0.3925331E-001   0.7687003E-003   0.5052532E-001   0.4534434E-001   0.5595305E+000   0.8780344E-002
   0.4081665E-001   0.1005168E-002  -0.1250500E-002   0.4564826E-001   0.4042976E+000   0.8272255E-002
   0.5266722E-001   0.1627948E-002  -0.4843051E-001   0.3273517E-001   0.2698423E+000   0.6570735E-002
   0.7661191E-001   0.3214506E-002  -0.6123324E-001   0.2291479E-001   0.1516578E+000   0.5795729E-002
   0.7172806E-001   0.3884492E-002  -0.6418129E-001   0.2403630E-001   0.1189236E+000   0.6720313E-002
   0.5022280E-001   0.3856345E-002  -0.8551564E-001   0.3615859E-001   0.1506900E+000   0.9125400E-002
   0.2409494E-001   0.9111377E-003  -0.2152399E+000   0.1003122E+000   0.4520448E+000   0.3591512E-001
   0.5035059E-001   0.9362131E-002  -0.2948826E+000   0.1196879E+000  -0.4332440E+000   0.4328699E-001
   0.1113491E+000   0.2443714E-001  -0.1773258E+000   0.1078475E+000  -0.8669661E+000   0.2512347E-001
   0.1594785E+000   0.2767984E-001  -0.8930700E-001   0.1066670E+000  -0.9267874E+000   0.1462532E-001
   0.1687956E+000   0.1985421E-001  -0.3645113E-001   0.1064522E+000  -0.6647153E+000   0.7672065E-002
   0.1342933E+000   0.1038148E-001  -0.5231802E-001   0.1077818E+000  -0.3231339E+000   0.6525939E-002
   0.9167822E-001   0.6521386E-002  -0.9729372E-001   0.9401997E-001  -0.8795653E-001   0.7757787E-002
   0.4578993E-001   0.2386649E-002  -0.1000305E+000   0.5932733E-001  -0.9561594E-001   0.1922018E-001
   0.2884089E-001   0.1526146E-002  -0.3952590E-001  -0.8634438E-002  -0.9368921E-001   0.3561418E-001
   0.2005103E-001   0.9138764E-003   0.2163936E-001  -0.5204736E-001   0.7983187E-001   0.4967751E-001
   0.1703421E-001   0.3457699E-003   0.4811086E-001  -0.6088589E-001   0.3579460E+000   0.5435117E-001
   0.2466040E-001   0.4263997E-003   0.2794335E-001  -0.3904989E-001   0.5300806E+000   0.3846133E-001
   0.5594680E-001   0.3211554E-002  -0.3896660E-002  -0.5357758E-001   0.3692724E+000   0.2181989E-001
   0.7935446E-001   0.3371271E-002  -0.2791825E-002  -0.6837496E-001   0.3118295E+000   0.1760836E-001
   0.7750574E-001   0.3174950E-002   0.2413375E-001  -0.7149139E-001   0.3221734E+000   0.1703346E-001
   0.5048965E-001   0.1254200E-002   0.1096845E+000  -0.5357952E-001   0.4750520E+000   0.2067321E-001
   0.3193257E-001   0.3304821E-003   0.2225001E+000  -0.1439675E-001   0.7017340E+000   0.2427765E-001
   0.2592476E-001   0.1818749E-003   0.2399991E+000  -0.2680740E-001   0.7838857E+000   0.2474423E-001
   0.2390275E-001   0.1545430E-003   0.1926828E+000  -0.7127519E-001   0.8253013E+000   0.2495330E-001
   0.3082043E-001   0.3669597E-003   0.9146751E-001  -0.6938620E-001   0.8130272E+000   0.2362451E-001
   0.4340515E-001   0.6906303E-003   0.1875806E-001  -0.1031170E+000   0.9056398E+000   0.2335175E-001
