#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9805049E+000   0.3087479E-003  -0.1627374E+000  -0.2333797E-001   0.1940162E+001   0.4642161E-036
   0.9825667E+000   0.8869467E-004  -0.1664976E+000   0.2560175E-001   0.1899344E+001   0.4632420E-036
   0.9763305E+000   0.2506410E-003  -0.1440651E+000   0.1133884E-001   0.1616133E+001   0.4662009E-036
   0.9624851E+000   0.1141471E-002  -0.9813051E-001  -0.7383620E-002   0.1237583E+001   0.4729072E-036
   0.9501834E+000   0.1725640E-002  -0.6035254E-001  -0.1592451E-001   0.9819990E+000   0.4790298E-036
   0.9433777E+000   0.1937762E-002  -0.2566355E-001  -0.1370050E-001   0.9080823E+000   0.4824856E-036
   0.9442585E+000   0.2011324E-002  -0.1640058E-001  -0.1290721E-001   0.9567107E+000   0.4820355E-036
   0.9527484E+000   0.1413385E-002  -0.1510165E-001  -0.2435909E-001   0.1013208E+001   0.4777401E-036
   0.9566928E+000   0.1401499E-002  -0.3598124E-001  -0.2060214E-001   0.1004031E+001   0.4757704E-036
   0.9552293E+000   0.1667772E-002  -0.8048699E-001  -0.3213880E-001   0.9072558E+000   0.4764994E-036
   0.9446680E+000   0.2678932E-002  -0.1458754E+000  -0.6546082E-001   0.7460565E+000   0.4818266E-036
   0.9271310E+000   0.4025513E-002  -0.1902297E+000  -0.8128728E-001   0.5426049E+000   0.4909405E-036
   0.9344685E+000   0.4168226E-002  -0.2709324E+000  -0.5669538E-001   0.5421384E+000   0.4870856E-036
   0.9507905E+000   0.3674446E-002  -0.4044720E+000   0.3108252E-001   0.7053589E+000   0.4787239E-036
   0.9658290E+000   0.2972525E-002  -0.5385395E+000   0.1594877E+000   0.8311156E+000   0.4712699E-036
   0.9389865E+000   0.1371208E-001  -0.5409302E+000   0.2558563E+000   0.6492799E+000   0.4847419E-036
   0.8920897E+000   0.2416827E-001  -0.3648286E+000   0.2796339E+000   0.2057981E+000   0.5102246E-036
   0.8587180E+000   0.2562880E-001  -0.9835584E-001   0.2307950E+000  -0.1796764E+000   0.5300531E-036
   0.8478100E+000   0.1990702E-001   0.8061649E-001   0.1509785E+000  -0.2437299E+000   0.5368728E-036
   0.8795044E+000   0.1155262E-001   0.1300499E+000   0.1177853E+000  -0.5110990E-001   0.5175257E-036
   0.9135647E+000   0.6743732E-002   0.1463512E+000   0.5028885E-001   0.2382210E+000   0.4982309E-036
   0.9483410E+000   0.3601421E-002   0.1700870E+000  -0.4850690E-001   0.5546062E+000   0.4799604E-036
   0.9675992E+000   0.1874102E-002   0.2238407E+000  -0.1380128E+000   0.8569249E+000   0.4704077E-036
   0.9742293E+000   0.1478688E-002   0.2529032E+000  -0.1681570E+000   0.1099378E+001   0.4672064E-036
   0.9779343E+000   0.8324225E-003   0.2267513E+000  -0.1213132E+000   0.1210147E+001   0.4654363E-036
   0.9678772E+000   0.1186986E-002   0.1650909E+000  -0.6812798E-001   0.1167401E+001   0.4702726E-036
   0.9423579E+000   0.3238660E-002   0.1237883E+000  -0.5212237E-001   0.1013291E+001   0.4830077E-036
   0.9274724E+000   0.3134023E-002   0.1381966E+000  -0.5836663E-001   0.8677998E+000   0.4907598E-036
   0.9281023E+000   0.2981568E-002   0.1966797E+000  -0.4946177E-001   0.8885924E+000   0.4904267E-036
   0.9489694E+000   0.1446963E-002   0.2379762E+000  -0.5372046E-001   0.1052303E+001   0.4796426E-036
   0.9654764E+000   0.4775062E-003   0.2403033E+000  -0.8635590E-001   0.1264197E+001   0.4714420E-036
   0.9722998E+000   0.2858613E-003   0.1907700E+000  -0.1863674E+000   0.1419999E+001   0.4681335E-036
   0.9748037E+000   0.2388690E-003   0.1204087E+000  -0.2755959E+000   0.1505354E+001   0.4669311E-036
   0.9687392E+000   0.4119891E-003   0.5665791E-001  -0.3023680E+000   0.1457875E+001   0.4698542E-036
   0.9587758E+000   0.6773657E-003   0.3706626E-001  -0.2951185E+000   0.1406184E+001   0.4747368E-036
   0.9569901E+000   0.6529061E-003   0.4081482E-001  -0.3152742E+000   0.1475729E+001   0.4756226E-036
   0.9637586E+000   0.6488005E-003   0.3311130E-001  -0.3584633E+000   0.1661626E+001   0.4722823E-036
   0.9729969E+000   0.3972005E-003  -0.3323829E-002  -0.3568355E+000   0.1799239E+001   0.4677981E-036
   0.9770515E+000   0.3708306E-003  -0.6774273E-001  -0.2658207E+000   0.1828851E+001   0.4658569E-036
   0.9780792E+000   0.3883742E-003  -0.1289903E+000  -0.1295768E+000   0.1870535E+001   0.4653673E-036
   0.9842301E+000   0.5659184E-004  -0.2228232E+000  -0.9833278E-001   0.2153224E+001   0.4624591E-036
   0.9833688E+000   0.7320785E-004  -0.2294280E+000  -0.2090022E-001   0.1974214E+001   0.4628641E-036
   0.9778677E+000   0.2326942E-003  -0.2075605E+000   0.4617412E-003   0.1643410E+001   0.4654680E-036
   0.9695361E+000   0.5598345E-003  -0.1669532E+000   0.2975853E-002   0.1309466E+001   0.4694680E-036
   0.9643139E+000   0.5366059E-003  -0.1490728E+000  -0.4292434E-002   0.1117733E+001   0.4720103E-036
   0.9603407E+000   0.4966401E-003  -0.1405875E+000  -0.1962982E-001   0.1083285E+001   0.4739632E-036
   0.9654489E+000   0.3008074E-003  -0.1507129E+000  -0.5634485E-001   0.1160804E+001   0.4714554E-036
   0.9612763E+000   0.1071232E-002  -0.1497180E+000  -0.6892729E-001   0.1115205E+001   0.4735019E-036
   0.9471761E+000   0.3430868E-002  -0.1562168E+000  -0.5186989E-001   0.9802591E+000   0.4805507E-036
   0.9276816E+000   0.5187370E-002  -0.1794415E+000  -0.3081463E-001   0.7430087E+000   0.4906491E-036
   0.9127922E+000   0.5873066E-002  -0.2133524E+000  -0.2702004E-001   0.5374416E+000   0.4986525E-036
   0.9164671E+000   0.5427627E-002  -0.2302654E+000  -0.2439137E-001   0.4489995E+000   0.4966530E-036
   0.9399653E+000   0.4322751E-002  -0.2782503E+000   0.1903120E-003   0.6002099E+000   0.4842372E-036
   0.9630268E+000   0.2519572E-002  -0.3742559E+000   0.8385862E-001   0.8898429E+000   0.4726412E-036
   0.9777725E+000   0.1136971E-002  -0.4758989E+000   0.2334497E+000   0.1060512E+001   0.4655133E-036
   0.9594536E+000   0.8207426E-002  -0.4625355E+000   0.3751112E+000   0.9306473E+000   0.4744014E-036
   0.9270403E+000   0.1604287E-001  -0.3029429E+000   0.4378081E+000   0.5562726E+000   0.4909885E-036
   0.8975264E+000   0.1824919E-001  -0.7338168E-001   0.3933845E+000   0.1988757E+000   0.5071340E-036
   0.8800787E+000   0.1521072E-001   0.8872089E-001   0.2818411E+000   0.5638220E-001   0.5171880E-036
   0.8969816E+000   0.9091321E-002   0.1197976E+000   0.1994764E+000   0.7156484E-001   0.5074420E-036
   0.9148950E+000   0.5438058E-002   0.9487911E-001   0.1156647E+000   0.9987787E-001   0.4975064E-036
   0.9362071E+000   0.3297524E-002   0.8942754E-001   0.2382780E-001   0.1481414E+000   0.4861811E-036
   0.9358848E+000   0.4250545E-002   0.1450306E+000  -0.6125074E-001   0.2237633E+000   0.4863485E-036
   0.9422173E+000   0.4197951E-002   0.2291773E+000  -0.1000241E+000   0.4009806E+000   0.4830798E-036
