 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.3019268E+002   0.3407295E+002
   0.8946132E+002   0.9462635E+002
   0.9970179E+002   0.1053973E+003
   0.9815192E+002   0.1083932E+003
   0.7992588E+002   0.9346834E+002
   0.3068107E+001   0.6361174E+001
  -0.2826664E+002  -0.2838463E+002
  -0.4995613E+002  -0.5131973E+002
  -0.6498664E+002  -0.6697306E+002
  -0.6190887E+002  -0.6527575E+002
  -0.4193236E+002  -0.4754599E+002
  -0.1102643E+002  -0.1638013E+002
   0.2325832E+002   0.2114778E+002
   0.4493727E+002   0.4438221E+002
   0.4820470E+002   0.4734975E+002
   0.3653036E+002   0.3397630E+002
  -0.2487039E+002  -0.5044375E+002
  -0.1260255E+003  -0.1648406E+003
  -0.2511147E+003  -0.2694740E+003
  -0.3011859E+003  -0.3066227E+003
  -0.2802224E+003  -0.2956649E+003
  -0.1920032E+003  -0.2024534E+003
  -0.7947310E+002  -0.8002476E+002
  -0.1975153E+002  -0.1910035E+002
  -0.1520791E+002  -0.1501357E+002
  -0.2490531E+002  -0.2546674E+002
  -0.3632125E+002  -0.3753772E+002
  -0.4855168E+002  -0.4996643E+002
  -0.5125577E+002  -0.5255784E+002
  -0.2330814E+002  -0.2461196E+002
   0.3032196E+002   0.2714205E+002
   0.1130066E+003   0.1085464E+003
   0.2165219E+003   0.2163955E+003
   0.2788929E+003   0.2815432E+003
   0.2839931E+003   0.2955541E+003
   0.2513835E+003   0.2668087E+003
   0.1863808E+003   0.1987905E+003
   0.1121107E+003   0.1203956E+003
   0.6001839E+002   0.6286836E+002
   0.3049684E+002   0.3091142E+002
   0.7213946E+002   0.8051817E+002
   0.8648112E+002   0.9714838E+002
   0.7356620E+002   0.8323412E+002
   0.5752816E+002   0.6808577E+002
   0.3032008E+002   0.3745620E+002
  -0.2173980E+002  -0.2243032E+002
  -0.4280735E+002  -0.4521374E+002
  -0.6499906E+002  -0.6909906E+002
  -0.7589133E+002  -0.8097928E+002
  -0.6688318E+002  -0.7280139E+002
  -0.3720718E+002  -0.4323888E+002
   0.2726787E+001  -0.6348425E+000
   0.3797986E+002   0.3816471E+002
   0.5889187E+002   0.5995818E+002
   0.6449701E+002   0.6504963E+002
   0.6256064E+002   0.6595854E+002
   0.2203456E+002   0.8643730E+001
  -0.5650068E+002  -0.9191720E+002
