 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
  -0.2077227E+002  -0.2077227E+002
  -0.6774536E+003  -0.6774536E+003
   0.1090829E+003   0.1090829E+003
  -0.2671866E+003  -0.2671866E+003
  -0.4549680E+003  -0.4549680E+003
  -0.1334923E+003  -0.1334923E+003
   0.2173156E+002   0.2173156E+002
  -0.5964314E+003  -0.5964314E+003
   0.1976072E+001   0.1976072E+001
  -0.2949644E+003  -0.2949644E+003
  -0.2331191E+003  -0.2331191E+003
  -0.1866478E+003  -0.1866478E+003
  -0.2575507E+003  -0.2575507E+003
  -0.1262240E+004  -0.1262240E+004
  -0.1272711E+004  -0.1272711E+004
   0.1111353E+004   0.1111353E+004
   0.9432462E+003   0.9432462E+003
   0.3313265E+003   0.3313265E+003
   0.9049126E+002   0.9049126E+002
   0.5012582E+001   0.5012582E+001
  -0.6597114E+002  -0.6597114E+002
  -0.1267109E+003  -0.1267109E+003
  -0.1769423E+003  -0.1769423E+003
  -0.1789382E+003  -0.1789382E+003
  -0.1892696E+003  -0.1892696E+003
  -0.1415277E+003  -0.1415277E+003
  -0.1892100E+003  -0.1892100E+003
  -0.5282528E+002  -0.5282528E+002
  -0.8473132E+002  -0.8473132E+002
  -0.7327299E+002  -0.7327299E+002
  -0.2119630E+002  -0.2119630E+002
  -0.2888659E+002  -0.2888659E+002
   0.1195224E+002   0.1195224E+002
   0.1248666E+002   0.1248666E+002
   0.4769693E+002   0.4769693E+002
   0.2280626E+003   0.2280626E+003
   0.7271757E+002   0.7271757E+002
   0.8512330E+002   0.8512330E+002
   0.6108238E+002   0.6108238E+002
   0.1109170E+003   0.1109170E+003
   0.7172685E+002   0.7172685E+002
  -0.7580773E+003  -0.7580773E+003
  -0.9038870E+002  -0.9038870E+002
  -0.4001709E+003  -0.4001709E+003
  -0.2069277E+003  -0.2069277E+003
   0.1639119E+003   0.1639119E+003
  -0.8028231E+001  -0.8028231E+001
  -0.3596800E+001  -0.3596800E+001
  -0.4123130E+003  -0.4123130E+003
  -0.3075578E+003  -0.3075578E+003
  -0.4004680E+003  -0.4004680E+003
  -0.2409240E+003  -0.2409240E+003
  -0.8264494E+003  -0.8264494E+003
  -0.1344814E+004  -0.1344814E+004
  -0.1269669E+004  -0.1269669E+004
  -0.7063113E+003  -0.7063113E+003
   0.2241186E+004   0.2241186E+004
   0.1700303E+004   0.1700303E+004
   0.8699566E+003   0.8699566E+003
   0.7569672E+002   0.7569672E+002
  -0.7792847E+002  -0.7792847E+002
  -0.1387443E+003  -0.1387443E+003
  -0.2117386E+003  -0.2117386E+003
  -0.2603334E+003  -0.2603334E+003
  -0.8086561E+002  -0.8086561E+002
  -0.1590439E+003  -0.1590439E+003
  -0.2411997E+003  -0.2411997E+003
  -0.6074278E+002  -0.6074278E+002
  -0.4791536E+002  -0.4791536E+002
  -0.6116504E+003  -0.6116504E+003
   0.1506950E+003   0.1506950E+003
  -0.6979475E+001  -0.6979475E+001
   0.7580673E+002   0.7580673E+002
   0.6167061E+002   0.6167061E+002
   0.8039860E+002   0.8039860E+002
   0.1005265E+003   0.1005265E+003
   0.1706903E+003   0.1706903E+003
  -0.4884281E+001  -0.4884281E+001
   0.3519383E+002   0.3519383E+002
   0.5114789E+002   0.5114789E+002
   0.1677322E+003   0.1677322E+003
  -0.4876497E+003  -0.4876497E+003
  -0.2146457E+003  -0.2146457E+003
  -0.2642656E+003  -0.2642656E+003
  -0.6263540E+002  -0.6263540E+002
  -0.1659010E+002  -0.1659010E+002
  -0.7788441E+002  -0.7788441E+002
   0.4568128E+002   0.4568128E+002
  -0.8258359E+003  -0.8258359E+003
  -0.1892642E+003  -0.1892642E+003
  -0.7235325E+002  -0.7235325E+002
   0.3330900E+002   0.3330900E+002
   0.2017279E+002   0.2017279E+002
  -0.1367290E+004  -0.1367290E+004
  -0.4228291E+003  -0.4228291E+003
  -0.1711355E+003  -0.1711355E+003
   0.1914570E+004   0.1914570E+004
   0.8938751E+002   0.8938751E+002
   0.7733543E+003   0.7733543E+003
   0.1957428E+004   0.1957428E+004
  -0.1577535E+002  -0.1577535E+002
   0.6876619E+001   0.6876619E+001
  -0.1728524E+003  -0.1728524E+003
  -0.2961758E+003  -0.2961758E+003
  -0.2705884E+003  -0.2705884E+003
  -0.3034714E+003  -0.3034714E+003
  -0.8341364E+001  -0.8341364E+001
   0.1346032E+003   0.1346032E+003
  -0.2006330E+003  -0.2006330E+003
  -0.3018852E+003  -0.3018852E+003
   0.3537136E+003   0.3537136E+003
   0.1389376E+003   0.1389376E+003
   0.1179774E+004   0.1179774E+004
   0.8184178E+002   0.8184178E+002
   0.9031591E+002   0.9031591E+002
   0.7821516E+002   0.7821516E+002
   0.6676195E+002   0.6676195E+002
   0.1092849E+003   0.1092849E+003
  -0.4394273E+001  -0.4394273E+001
   0.1291339E+002   0.1291339E+002
   0.2139620E+003   0.2139620E+003
   0.7352301E+002   0.7352301E+002
  -0.2812678E+003  -0.2812678E+003
  -0.1881490E+003  -0.1881490E+003
  -0.3412151E+003  -0.3412151E+003
  -0.3039034E+003  -0.3039034E+003
  -0.1281569E+003  -0.1281569E+003
   0.3944527E+002   0.3944527E+002
  -0.2077154E+003  -0.2077154E+003
  -0.2637219E+003  -0.2637219E+003
   0.1150350E+003   0.1150350E+003
   0.2379266E+003   0.2379266E+003
   0.3388192E+001   0.3388192E+001
  -0.1270734E+004  -0.1270734E+004
  -0.6455068E+003  -0.6455068E+003
   0.5423137E+003   0.5423137E+003
   0.4745286E+002   0.4745286E+002
   0.5961953E+003   0.5961953E+003
   0.3244427E+003   0.3244427E+003
   0.7347275E+003   0.7347275E+003
   0.7645440E+003   0.7645440E+003
   0.2728249E+003   0.2728249E+003
   0.5394189E+002   0.5394189E+002
  -0.9400349E+002  -0.9400349E+002
  -0.7886714E+002  -0.7886714E+002
   0.9058769E+002   0.9058769E+002
   0.1069942E+003   0.1069942E+003
   0.2454938E+003   0.2454938E+003
  -0.3344427E+002  -0.3344427E+002
  -0.1120675E+004  -0.1120675E+004
   0.2018382E+003   0.2018382E+003
   0.1430306E+003   0.1430306E+003
   0.1790378E+003   0.1790378E+003
   0.7098005E+003   0.7098005E+003
   0.4744676E+002   0.4744676E+002
   0.1081935E+002   0.1081935E+002
  -0.7930177E+001  -0.7930177E+001
   0.2066327E+003   0.2066327E+003
   0.9646145E+001   0.9646145E+001
  -0.2961692E+002  -0.2961692E+002
   0.3013096E+003   0.3013096E+003
   0.6238401E+001   0.6238401E+001
  -0.1566961E+003  -0.1566961E+003
  -0.1878945E+003  -0.1878945E+003
  -0.1471665E+003  -0.1471665E+003
  -0.1406543E+003  -0.1406543E+003
  -0.9477643E+002  -0.9477643E+002
  -0.5393584E+002  -0.5393584E+002
  -0.9017447E+002  -0.9017447E+002
  -0.1112224E+003  -0.1112224E+003
  -0.3419232E+003  -0.3419232E+003
   0.2740784E+002   0.2740784E+002
  -0.9456672E+003  -0.9456672E+003
  -0.1302223E+004  -0.1302223E+004
  -0.1191585E+003  -0.1191585E+003
   0.1579525E+003   0.1579525E+003
  -0.2969865E+003  -0.2969865E+003
   0.2586207E+003   0.2586207E+003
  -0.8481444E+002  -0.8481444E+002
   0.1915452E+003   0.1915452E+003
   0.1435553E+004   0.1435553E+004
   0.4325878E+003   0.4325878E+003
   0.2876533E+003   0.2876533E+003
  -0.4301525E+002  -0.4301525E+002
  -0.7656366E+002  -0.7656366E+002
   0.4861091E+002   0.4861091E+002
  -0.3245986E+002  -0.3245986E+002
   0.3056787E+003   0.3056787E+003
   0.2658448E+003   0.2658448E+003
  -0.3147344E+003  -0.3147344E+003
  -0.8738774E+003  -0.8738774E+003
  -0.6532098E+002  -0.6532098E+002
   0.3587152E+003   0.3587152E+003
   0.3145046E+003   0.3145046E+003
  -0.3436512E+002  -0.3436512E+002
  -0.8228529E+002  -0.8228529E+002
  -0.3444312E+002  -0.3444312E+002
  -0.8332970E+002  -0.8332970E+002
  -0.1786193E+003  -0.1786193E+003
   0.1059767E+003   0.1059767E+003
   0.2317917E+003   0.2317917E+003
   0.2591692E+002   0.2591692E+002
  -0.8362158E+002  -0.8362158E+002
  -0.5457293E+002  -0.5457293E+002
  -0.1376898E+003  -0.1376898E+003
  -0.2237471E+003  -0.2237471E+003
  -0.2085197E+003  -0.2085197E+003
  -0.1741013E+003  -0.1741013E+003
  -0.2468056E+003  -0.2468056E+003
  -0.1300375E+003  -0.1300375E+003
  -0.2404424E+003  -0.2404424E+003
  -0.6493177E+003  -0.6493177E+003
  -0.1569983E+004  -0.1569983E+004
  -0.8562988E+003  -0.8562988E+003
   0.5376039E+002   0.5376039E+002
   0.3024664E+003   0.3024664E+003
   0.3168761E+003   0.3168761E+003
   0.7107515E+002   0.7107515E+002
   0.2143342E+001   0.2143342E+001
   0.1802503E+003   0.1802503E+003
   0.7352347E+003   0.7352347E+003
   0.6758427E+003   0.6758427E+003
   0.1746723E+003   0.1746723E+003
  -0.3292578E+002  -0.3292578E+002
  -0.6092532E+000  -0.6092532E+000
   0.4139856E+003   0.4139856E+003
  -0.9320494E+001  -0.9320494E+001
   0.7812447E+002   0.7812447E+002
   0.8579040E+003   0.8579040E+003
  -0.9820632E+002  -0.9820632E+002
  -0.5291638E+003  -0.5291638E+003
  -0.2873134E+002  -0.2873134E+002
   0.1624155E+003   0.1624155E+003
   0.3340535E+002   0.3340535E+002
  -0.1639870E+002  -0.1639870E+002
  -0.8158468E+002  -0.8158468E+002
  -0.1244931E+003  -0.1244931E+003
  -0.2116839E+003  -0.2116839E+003
  -0.5428809E+002  -0.5428809E+002
  -0.1341628E+002  -0.1341628E+002
  -0.8712202E+002  -0.8712202E+002
   0.1075920E+003   0.1075920E+003
  -0.1157971E+003  -0.1157971E+003
  -0.1267347E+003  -0.1267347E+003
  -0.2704614E+003  -0.2704614E+003
  -0.1224845E+003  -0.1224845E+003
  -0.2204783E+003  -0.2204783E+003
  -0.1919376E+003  -0.1919376E+003
  -0.1787069E+003  -0.1787069E+003
  -0.8961713E+002  -0.8961713E+002
  -0.1584188E+003  -0.1584188E+003
  -0.2619743E+003  -0.2619743E+003
  -0.4908245E+003  -0.4908245E+003
  -0.4093540E+003  -0.4093540E+003
  -0.1620214E+002  -0.1620214E+002
   0.9592091E+002   0.9592091E+002
   0.7469926E+002   0.7469926E+002
  -0.1803705E+002  -0.1803705E+002
  -0.2984861E+002  -0.2984861E+002
   0.2945972E+003   0.2945972E+003
   0.5663392E+003   0.5663392E+003
   0.8986275E+003   0.8986275E+003
   0.3168532E+003   0.3168532E+003
   0.1423318E+003   0.1423318E+003
   0.1377467E+003   0.1377467E+003
   0.4198338E+003   0.4198338E+003
   0.6397984E+002   0.6397984E+002
  -0.4257508E+002  -0.4257508E+002
   0.2116351E+003   0.2116351E+003
  -0.2072585E+003  -0.2072585E+003
  -0.1189354E+003  -0.1189354E+003
   0.8124644E+003   0.8124644E+003
   0.1066068E+003   0.1066068E+003
   0.3532062E+002   0.3532062E+002
  -0.1676820E+002  -0.1676820E+002
  -0.4407214E+002  -0.4407214E+002
  -0.4660490E+003  -0.4660490E+003
   0.1375611E+003   0.1375611E+003
   0.1255231E+003   0.1255231E+003
  -0.1160744E+002  -0.1160744E+002
   0.1693691E+003   0.1693691E+003
   0.7155274E+002   0.7155274E+002
  -0.2400118E+003  -0.2400118E+003
  -0.7323017E+002  -0.7323017E+002
  -0.5617872E+002  -0.5617872E+002
  -0.1246577E+003  -0.1246577E+003
  -0.5959280E+003  -0.5959280E+003
  -0.3716245E+003  -0.3716245E+003
  -0.5032207E+003  -0.5032207E+003
  -0.4019258E+003  -0.4019258E+003
  -0.6867428E+002  -0.6867428E+002
  -0.8768413E+002  -0.8768413E+002
  -0.2408005E+003  -0.2408005E+003
  -0.1340379E+003  -0.1340379E+003
  -0.5302415E+002  -0.5302415E+002
  -0.2243758E+002  -0.2243758E+002
  -0.2448201E+002  -0.2448201E+002
  -0.6772814E+002  -0.6772814E+002
  -0.9963610E+002  -0.9963610E+002
   0.5204860E+003   0.5204860E+003
   0.5399414E+003   0.5399414E+003
   0.3131221E+003   0.3131221E+003
   0.4839363E+003   0.4839363E+003
   0.1016615E+003   0.1016615E+003
   0.7657629E+002   0.7657629E+002
   0.2397070E+003   0.2397070E+003
   0.1350913E+003   0.1350913E+003
  -0.2396361E+003  -0.2396361E+003
   0.1186522E+003   0.1186522E+003
  -0.3122740E+002  -0.3122740E+002
  -0.6890580E+002  -0.6890580E+002
   0.3558458E+003   0.3558458E+003
   0.1678869E+003   0.1678869E+003
   0.1437485E+002   0.1437485E+002
  -0.7440611E+002  -0.7440611E+002
  -0.2252442E+002  -0.2252442E+002
  -0.9190628E+003  -0.9190628E+003
   0.1868847E+003   0.1868847E+003
   0.6345411E+002   0.6345411E+002
  -0.5340719E+002  -0.5340719E+002
   0.1669281E+003   0.1669281E+003
  -0.1792005E+003  -0.1792005E+003
  -0.2812679E+003  -0.2812679E+003
   0.5026589E+002   0.5026589E+002
   0.7552198E+002   0.7552198E+002
  -0.1161323E+003  -0.1161323E+003
  -0.2828385E+003  -0.2828385E+003
  -0.4070067E+003  -0.4070067E+003
  -0.8340731E+003  -0.8340731E+003
  -0.5917771E+003  -0.5917771E+003
  -0.2428485E+003  -0.2428485E+003
  -0.3826384E+002  -0.3826384E+002
  -0.3959125E+002  -0.3959125E+002
  -0.2805963E+002  -0.2805963E+002
   0.3107584E+000   0.3107584E+000
  -0.1173828E+002  -0.1173828E+002
  -0.5339766E+002  -0.5339766E+002
  -0.7667318E+002  -0.7667318E+002
  -0.5832116E+002  -0.5832116E+002
   0.2756662E+003   0.2756662E+003
   0.5448460E+003   0.5448460E+003
   0.2098072E+003   0.2098072E+003
   0.3706650E+003   0.3706650E+003
   0.2934790E+003   0.2934790E+003
   0.1900324E+003   0.1900324E+003
   0.2142513E+003   0.2142513E+003
   0.4110133E+002   0.4110133E+002
  -0.2503901E+003  -0.2503901E+003
   0.8756279E+001   0.8756279E+001
  -0.8427798E+002  -0.8427798E+002
  -0.4938451E+002  -0.4938451E+002
   0.4478262E+002   0.4478262E+002
   0.2279539E+003   0.2279539E+003
   0.1947195E+002   0.1947195E+002
  -0.4162440E+002  -0.4162440E+002
  -0.7443108E+002  -0.7443108E+002
  -0.3880478E+003  -0.3880478E+003
   0.2974935E+002   0.2974935E+002
  -0.2583626E+002  -0.2583626E+002
  -0.2735658E+002  -0.2735658E+002
  -0.1660771E+002  -0.1660771E+002
  -0.5789455E+003  -0.5789455E+003
  -0.2189931E+003  -0.2189931E+003
   0.1926426E+002   0.1926426E+002
   0.1830225E+002   0.1830225E+002
  -0.1728388E+003  -0.1728388E+003
  -0.3300917E+003  -0.3300917E+003
  -0.2447994E+003  -0.2447994E+003
  -0.1054395E+004  -0.1054395E+004
  -0.4473195E+003  -0.4473195E+003
  -0.2269729E+003  -0.2269729E+003
   0.8869218E+002   0.8869218E+002
   0.5471013E+003   0.5471013E+003
   0.8604387E+001   0.8604387E+001
   0.2080352E+002   0.2080352E+002
  -0.5739422E+001  -0.5739422E+001
  -0.1136394E+003  -0.1136394E+003
  -0.2729369E+003  -0.2729369E+003
  -0.3481771E+002  -0.3481771E+002
  -0.7389550E+002  -0.7389550E+002
   0.1110697E+004   0.1110697E+004
   0.1530833E+003   0.1530833E+003
   0.1813157E+003   0.1813157E+003
   0.2940914E+003   0.2940914E+003
   0.1354329E+003   0.1354329E+003
   0.3091695E+003   0.3091695E+003
   0.1617246E+003   0.1617246E+003
   0.5532035E+002   0.5532035E+002
  -0.1251769E+002  -0.1251769E+002
  -0.6100397E+002  -0.6100397E+002
  -0.1872947E+003  -0.1872947E+003
   0.1474847E+003   0.1474847E+003
   0.2364232E+003   0.2364232E+003
   0.6324768E+002   0.6324768E+002
   0.2659787E+002   0.2659787E+002
   0.8774700E+001   0.8774700E+001
  -0.2738291E+003  -0.2738291E+003
  -0.6180196E+002  -0.6180196E+002
  -0.3260664E+002  -0.3260664E+002
  -0.1091047E+003  -0.1091047E+003
  -0.4167731E+002  -0.4167731E+002
  -0.4886036E+003  -0.4886036E+003
  -0.1450249E+003  -0.1450249E+003
  -0.9577596E+002  -0.9577596E+002
   0.9013346E+001   0.9013346E+001
  -0.4309157E+002  -0.4309157E+002
  -0.8296436E+003  -0.8296436E+003
  -0.1952191E+004  -0.1952191E+004
  -0.1068866E+003  -0.1068866E+003
  -0.1781766E+003  -0.1781766E+003
  -0.1881497E+003  -0.1881497E+003
  -0.5527578E+002  -0.5527578E+002
   0.1565167E+003   0.1565167E+003
   0.5635603E+003   0.5635603E+003
   0.1152430E+003   0.1152430E+003
  -0.2534704E+002  -0.2534704E+002
  -0.1068787E+003  -0.1068787E+003
   0.2335453E+003   0.2335453E+003
   0.9432175E+003   0.9432175E+003
   0.1083417E+003   0.1083417E+003
  -0.6447351E+003  -0.6447351E+003
   0.1601956E+003   0.1601956E+003
   0.2436096E+003   0.2436096E+003
   0.1985323E+003   0.1985323E+003
   0.2773518E+003   0.2773518E+003
   0.9261229E+002   0.9261229E+002
   0.1638087E+002   0.1638087E+002
   0.1632616E+002   0.1632616E+002
  -0.3527781E+002  -0.3527781E+002
  -0.1101789E+003  -0.1101789E+003
  -0.2114963E+003  -0.2114963E+003
   0.1091391E+004   0.1091391E+004
   0.3229042E+003   0.3229042E+003
  -0.4240772E+002  -0.4240772E+002
  -0.5528274E+002  -0.5528274E+002
  -0.1067161E+003  -0.1067161E+003
  -0.1053989E+003  -0.1053989E+003
  -0.1924593E+002  -0.1924593E+002
  -0.2662205E+002  -0.2662205E+002
   0.9160269E+002   0.9160269E+002
  -0.2243786E+003  -0.2243786E+003
   0.2989413E+002   0.2989413E+002
  -0.9119199E+002  -0.9119199E+002
  -0.6263915E+003  -0.6263915E+003
   0.2447942E+003   0.2447942E+003
   0.1918194E+002   0.1918194E+002
  -0.1058481E+004  -0.1058481E+004
  -0.1002499E+004  -0.1002499E+004
  -0.1692202E+003  -0.1692202E+003
  -0.8981943E+002  -0.8981943E+002
  -0.3264361E+003  -0.3264361E+003
  -0.4977465E+002  -0.4977465E+002
   0.4337007E+003   0.4337007E+003
   0.6288760E+003   0.6288760E+003
   0.4473648E+003   0.4473648E+003
   0.2184345E+003   0.2184345E+003
   0.2821538E+003   0.2821538E+003
  -0.6945179E+001  -0.6945179E+001
   0.1848176E+003   0.1848176E+003
   0.8409330E+002   0.8409330E+002
  -0.9788165E+003  -0.9788165E+003
   0.4273146E+003   0.4273146E+003
   0.2290493E+003   0.2290493E+003
   0.2038253E+003   0.2038253E+003
   0.2003299E+003   0.2003299E+003
   0.1309702E+002   0.1309702E+002
  -0.2413666E+002  -0.2413666E+002
  -0.1942969E+002  -0.1942969E+002
   0.1323112E+001   0.1323112E+001
  -0.1957247E+003  -0.1957247E+003
  -0.2188363E+003  -0.2188363E+003
   0.2094914E+003   0.2094914E+003
   0.7762254E+003   0.7762254E+003
  -0.1453559E+003  -0.1453559E+003
  -0.6602427E+002  -0.6602427E+002
  -0.9924454E+002  -0.9924454E+002
  -0.9057955E+002  -0.9057955E+002
  -0.2863501E+002  -0.2863501E+002
  -0.1248482E+003  -0.1248482E+003
  -0.6758937E+002  -0.6758937E+002
  -0.1924151E+003  -0.1924151E+003
   0.6842010E+002   0.6842010E+002
  -0.4253230E+001  -0.4253230E+001
  -0.7013400E+003  -0.7013400E+003
  -0.1188940E+003  -0.1188940E+003
   0.6231922E+002   0.6231922E+002
  -0.1125090E+004  -0.1125090E+004
  -0.5137143E+003  -0.5137143E+003
  -0.2282147E+003  -0.2282147E+003
  -0.1556629E+003  -0.1556629E+003
  -0.1117263E+003  -0.1117263E+003
   0.6083176E+003   0.6083176E+003
   0.5837807E+003   0.5837807E+003
  -0.3060441E+003  -0.3060441E+003
  -0.1578781E+003  -0.1578781E+003
   0.4716768E+003   0.4716768E+003
   0.3564779E+003   0.3564779E+003
   0.1118768E+003   0.1118768E+003
  -0.2657502E+003  -0.2657502E+003
  -0.5084500E+001  -0.5084500E+001
  -0.3412116E+003  -0.3412116E+003
   0.3025962E+003   0.3025962E+003
   0.3538962E+003   0.3538962E+003
   0.1813968E+003   0.1813968E+003
   0.4469779E+003   0.4469779E+003
   0.4622747E+002   0.4622747E+002
  -0.2024830E+002  -0.2024830E+002
   0.8015528E+002   0.8015528E+002
   0.7505277E+002   0.7505277E+002
   0.2622282E+002   0.2622282E+002
  -0.7163975E+002  -0.7163975E+002
   0.1713110E+003   0.1713110E+003
   0.2388712E+003   0.2388712E+003
   0.4061379E+002   0.4061379E+002
  -0.4339691E+000  -0.4339691E+000
  -0.6153841E+002  -0.6153841E+002
  -0.6921834E+002  -0.6921834E+002
  -0.2125017E+002  -0.2125017E+002
  -0.1246677E+003  -0.1246677E+003
   0.2330168E+002   0.2330168E+002
  -0.5150683E+003  -0.5150683E+003
  -0.7283812E+002  -0.7283812E+002
  -0.1479315E+003  -0.1479315E+003
  -0.1275533E+003  -0.1275533E+003
  -0.1678799E+003  -0.1678799E+003
  -0.5400279E+003  -0.5400279E+003
  -0.7509785E+003  -0.7509785E+003
  -0.8500543E+003  -0.8500543E+003
  -0.2888366E+003  -0.2888366E+003
  -0.7716695E+002  -0.7716695E+002
  -0.1698943E+002  -0.1698943E+002
   0.1412871E+004   0.1412871E+004
   0.6482682E+003   0.6482682E+003
  -0.2813704E+002  -0.2813704E+002
  -0.3627481E+003  -0.3627481E+003
   0.7672038E+002   0.7672038E+002
   0.6176388E+002   0.6176388E+002
   0.1277716E+003   0.1277716E+003
   0.3597755E+002   0.3597755E+002
  -0.2762879E+003  -0.2762879E+003
  -0.4490262E+002  -0.4490262E+002
  -0.1289604E+003  -0.1289604E+003
   0.1455705E+003   0.1455705E+003
   0.4111049E+003   0.4111049E+003
   0.2868419E+003   0.2868419E+003
   0.3316493E+002   0.3316493E+002
  -0.7957030E+001  -0.7957030E+001
  -0.2151862E+002  -0.2151862E+002
   0.7975318E+001   0.7975318E+001
   0.6392956E+001   0.6392956E+001
  -0.3777201E+002  -0.3777201E+002
  -0.2418420E+002  -0.2418420E+002
   0.1531431E+002   0.1531431E+002
   0.1711196E+002   0.1711196E+002
   0.7464655E+002   0.7464655E+002
   0.3353878E-001   0.3353878E-001
  -0.2932165E+002  -0.2932165E+002
  -0.3754091E+002  -0.3754091E+002
  -0.9485393E+002  -0.9485393E+002
   0.1726790E+003   0.1726790E+003
  -0.3775137E+003  -0.3775137E+003
  -0.3679380E+003  -0.3679380E+003
  -0.1039283E+003  -0.1039283E+003
  -0.3185308E+002  -0.3185308E+002
   0.4407531E+002   0.4407531E+002
   0.2176046E+003   0.2176046E+003
  -0.1068011E+003  -0.1068011E+003
  -0.4621922E+003  -0.4621922E+003
  -0.8871010E+003  -0.8871010E+003
  -0.7956790E+002  -0.7956790E+002
   0.2726648E+002   0.2726648E+002
   0.1795564E+004   0.1795564E+004
  -0.1115807E+003  -0.1115807E+003
  -0.1676761E+003  -0.1676761E+003
  -0.3503238E+003  -0.3503238E+003
  -0.5355250E+002  -0.5355250E+002
   0.4234706E+003   0.4234706E+003
   0.5633745E+002   0.5633745E+002
   0.2806044E+002   0.2806044E+002
   0.4418020E+002   0.4418020E+002
   0.5754808E+002   0.5754808E+002
   0.1187411E+001   0.1187411E+001
   0.9635492E+001   0.9635492E+001
   0.8520849E+003   0.8520849E+003
   0.2259778E+003   0.2259778E+003
   0.6384106E+002   0.6384106E+002
  -0.4930729E+001  -0.4930729E+001
  -0.8584801E+002  -0.8584801E+002
  -0.5837940E+002  -0.5837940E+002
  -0.4170617E+002  -0.4170617E+002
  -0.8290838E+002  -0.8290838E+002
  -0.7767544E+002  -0.7767544E+002
  -0.9892449E+001  -0.9892449E+001
   0.5174097E+002   0.5174097E+002
   0.1325649E+003   0.1325649E+003
   0.8073326E+002   0.8073326E+002
   0.4816688E+002   0.4816688E+002
   0.4536530E+002   0.4536530E+002
   0.1162475E+003   0.1162475E+003
  -0.2882338E+002  -0.2882338E+002
  -0.8850087E+002  -0.8850087E+002
  -0.3169604E+003  -0.3169604E+003
  -0.2145316E+003  -0.2145316E+003
   0.6637170E+002   0.6637170E+002
   0.5848986E+002   0.5848986E+002
   0.1957664E+002   0.1957664E+002
  -0.5686001E+001  -0.5686001E+001
  -0.1812706E+003  -0.1812706E+003
  -0.1001659E+004  -0.1001659E+004
  -0.2246288E+003  -0.2246288E+003
   0.4102619E+003   0.4102619E+003
   0.1013311E+004   0.1013311E+004
  -0.5015800E+002  -0.5015800E+002
  -0.1628213E+003  -0.1628213E+003
  -0.2255501E+003  -0.2255501E+003
  -0.3172852E+003  -0.3172852E+003
   0.8238167E+002   0.8238167E+002
   0.2657786E+002   0.2657786E+002
  -0.1482449E+002  -0.1482449E+002
   0.5595895E+002   0.5595895E+002
   0.1015154E+003   0.1015154E+003
   0.7088301E+002   0.7088301E+002
   0.1707738E+002   0.1707738E+002
   0.8309086E+003   0.8309086E+003
   0.5029308E+003   0.5029308E+003
   0.1710034E+003   0.1710034E+003
   0.6115824E+002   0.6115824E+002
  -0.5867564E+001  -0.5867564E+001
  -0.1087926E+003  -0.1087926E+003
  -0.1492250E+003  -0.1492250E+003
  -0.4123262E+003  -0.4123262E+003
  -0.9360789E+002  -0.9360789E+002
   0.4327898E+002   0.4327898E+002
   0.1114752E+003   0.1114752E+003
   0.1640625E+003   0.1640625E+003
   0.1470531E+003   0.1470531E+003
   0.1218598E+003   0.1218598E+003
   0.5081069E+002   0.5081069E+002
   0.2876824E+002   0.2876824E+002
  -0.3971537E+002  -0.3971537E+002
  -0.9616967E+002  -0.9616967E+002
  -0.8860077E+002  -0.8860077E+002
   0.2011784E+002   0.2011784E+002
   0.1560521E+003   0.1560521E+003
   0.1192749E+003   0.1192749E+003
  -0.1450814E+002  -0.1450814E+002
  -0.3760233E+003  -0.3760233E+003
  -0.2221454E+002  -0.2221454E+002
  -0.1560163E+003  -0.1560163E+003
  -0.5595986E+003  -0.5595986E+003
