 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
  -0.1340249E+003  -0.1395366E+003
  -0.1822259E+003  -0.1784388E+003
  -0.2123928E+003  -0.1957501E+003
  -0.1777837E+003  -0.1716526E+003
  -0.1348586E+003  -0.1295488E+003
  -0.1275937E+003  -0.1242102E+003
  -0.1272041E+003  -0.1292374E+003
  -0.1329474E+003  -0.1388887E+003
  -0.1531417E+003  -0.1643916E+003
  -0.1821735E+003  -0.2058346E+003
  -0.2061063E+003  -0.2322054E+003
  -0.2166596E+003  -0.2222659E+003
  -0.2362408E+003  -0.2357872E+003
  -0.1595191E+003  -0.1745091E+003
   0.4897522E+002   0.2670348E+002
   0.2667883E+003   0.2546737E+003
   0.4259808E+003   0.3966560E+003
   0.5509090E+003   0.4926351E+003
   0.5569212E+003   0.4898926E+003
   0.3984662E+003   0.3800379E+003
   0.1780220E+003   0.1957793E+003
   0.4204108E+002   0.4842872E+002
  -0.6800290E+002  -0.7003546E+002
  -0.1647498E+003  -0.1710547E+003
  -0.2127753E+003  -0.2230685E+003
  -0.2014835E+003  -0.2151313E+003
  -0.1803279E+003  -0.1923815E+003
  -0.1491107E+003  -0.1535727E+003
  -0.9254257E+002  -0.8961997E+002
  -0.1434192E+002  -0.1015350E+002
   0.3072651E+002   0.3364275E+002
   0.4570602E+002   0.4779617E+002
   0.7230506E+002   0.7188564E+002
   0.9451835E+002   0.9617353E+002
   0.9684285E+002   0.1020684E+003
   0.6347027E+002   0.6833543E+002
   0.4958245E+002   0.5382876E+002
   0.3771084E+002   0.4387727E+002
  -0.1996150E+002  -0.8696541E+001
  -0.7720404E+002  -0.7688703E+002
  -0.8957274E+002  -0.9580699E+002
  -0.1337892E+003  -0.1370400E+003
  -0.1750714E+003  -0.1704078E+003
  -0.1659657E+003  -0.1647216E+003
  -0.1278654E+003  -0.1261737E+003
  -0.1228448E+003  -0.1220169E+003
  -0.1283270E+003  -0.1295503E+003
  -0.1329405E+003  -0.1354519E+003
  -0.1463695E+003  -0.1517960E+003
  -0.1678436E+003  -0.1833933E+003
  -0.2021320E+003  -0.2181271E+003
  -0.2293990E+003  -0.2249281E+003
  -0.2496494E+003  -0.2359128E+003
  -0.1817868E+003  -0.1906933E+003
  -0.1881231E+002  -0.4386156E+002
   0.1712631E+003   0.1496164E+003
   0.3347919E+003   0.3012645E+003
   0.4877835E+003   0.4374026E+003
   0.5241076E+003   0.4613791E+003
   0.4051510E+003   0.3796552E+003
   0.2281670E+003   0.2351807E+003
   0.1064923E+003   0.1113833E+003
  -0.5874866E+001  -0.5194572E+001
  -0.1159575E+003  -0.1195196E+003
  -0.1683670E+003  -0.1764029E+003
  -0.1709855E+003  -0.1837973E+003
  -0.1658630E+003  -0.1801211E+003
  -0.1508871E+003  -0.1593213E+003
  -0.1219136E+003  -0.1239418E+003
  -0.4941566E+002  -0.4977403E+002
   0.1215816E+002   0.1314033E+002
   0.4545676E+002   0.4677116E+002
   0.8235671E+002   0.8184697E+002
   0.1077255E+003   0.1089646E+003
   0.1090427E+003   0.1136089E+003
   0.6828695E+002   0.7401395E+002
   0.4720742E+002   0.5252012E+002
   0.4736842E+002   0.5544352E+002
   0.8989737E+001   0.2077918E+002
  -0.4111236E+002  -0.3936374E+002
  -0.4595948E+002  -0.5272765E+002
  -0.8158687E+002  -0.8884025E+002
  -0.1234047E+003  -0.1270736E+003
  -0.1448497E+003  -0.1467750E+003
  -0.1271666E+003  -0.1284567E+003
  -0.1238522E+003  -0.1250334E+003
  -0.1322329E+003  -0.1341555E+003
  -0.1403578E+003  -0.1426760E+003
  -0.1497382E+003  -0.1539744E+003
  -0.1632350E+003  -0.1748293E+003
  -0.2068490E+003  -0.2154950E+003
  -0.2407089E+003  -0.2296939E+003
  -0.2642268E+003  -0.2436398E+003
  -0.2166347E+003  -0.2157338E+003
  -0.9633505E+002  -0.1104508E+003
   0.7578396E+002   0.6854120E+002
   0.2409810E+003   0.2296343E+003
   0.4055674E+003   0.3859155E+003
   0.4854327E+003   0.4452652E+003
   0.4130374E+003   0.3916473E+003
   0.2821558E+003   0.2814793E+003
   0.1745548E+003   0.1759305E+003
   0.7738329E+002   0.7802788E+002
  -0.4139821E+002  -0.4522911E+002
  -0.9563335E+002  -0.1035658E+003
  -0.1138934E+003  -0.1248936E+003
  -0.1178872E+003  -0.1297602E+003
  -0.1181380E+003  -0.1258917E+003
  -0.1200464E+003  -0.1210778E+003
  -0.6261736E+002  -0.6434513E+002
   0.7222541E+001   0.5751034E+001
   0.5035416E+002   0.4906568E+002
   0.8860392E+002   0.8639744E+002
   0.1146856E+003   0.1149754E+003
   0.1140183E+003   0.1178070E+003
   0.6562508E+002   0.7050817E+002
   0.3528148E+002   0.3964518E+002
   0.4342571E+002   0.4994304E+002
   0.3213527E+002   0.4034908E+002
  -0.4760990E+001  -0.3293774E+001
  -0.1728660E+002  -0.2044413E+002
  -0.4230417E+002  -0.4823988E+002
  -0.8143193E+002  -0.8641157E+002
  -0.1201090E+003  -0.1238923E+003
  -0.1265674E+003  -0.1309161E+003
  -0.1249549E+003  -0.1294706E+003
  -0.1437437E+003  -0.1492998E+003
  -0.1556526E+003  -0.1611772E+003
  -0.1612717E+003  -0.1679533E+003
  -0.1706379E+003  -0.1812469E+003
  -0.2244142E+003  -0.2286656E+003
  -0.2585776E+003  -0.2427871E+003
  -0.2751407E+003  -0.2524133E+003
  -0.2403533E+003  -0.2359624E+003
  -0.1489932E+003  -0.1537881E+003
  -0.4378348E+001   0.3120665E+001
   0.1535485E+003   0.1651475E+003
   0.3214840E+003   0.3365924E+003
   0.4289378E+003   0.4264916E+003
   0.4051546E+003   0.4041747E+003
   0.3273059E+003   0.3280892E+003
   0.2444643E+003   0.2437062E+003
   0.1590082E+003   0.1606473E+003
   0.4985647E+002   0.4950232E+002
  -0.8505011E+001  -0.1307305E+002
  -0.4545246E+002  -0.5190389E+002
  -0.5518456E+002  -0.6127245E+002
  -0.6187213E+002  -0.6625192E+002
  -0.9402781E+002  -0.9583864E+002
  -0.5690262E+002  -0.6114695E+002
   0.1180745E+002   0.6925669E+001
   0.5698347E+002   0.5233328E+002
   0.8739326E+002   0.8476785E+002
   0.1054259E+003   0.1068889E+003
   0.9744385E+002   0.1019912E+003
   0.4396838E+002   0.4734214E+002
   0.1032243E+002   0.1248245E+002
   0.2079169E+002   0.2427555E+002
   0.2934984E+002   0.3497805E+002
   0.1182795E+002   0.1515218E+002
   0.1095817E+002   0.1157259E+002
  -0.7591952E+001  -0.9630473E+001
  -0.4773640E+002  -0.5168789E+002
  -0.9656194E+002  -0.1008871E+003
  -0.1258587E+003  -0.1312658E+003
  -0.1336193E+003  -0.1405045E+003
  -0.1575610E+003  -0.1658645E+003
  -0.1753797E+003  -0.1827075E+003
  -0.1773718E+003  -0.1841771E+003
  -0.1801670E+003  -0.1880218E+003
  -0.2312203E+003  -0.2300425E+003
  -0.2676276E+003  -0.2507790E+003
  -0.2599664E+003  -0.2426272E+003
  -0.2225003E+003  -0.2237727E+003
  -0.1571853E+003  -0.1640850E+003
  -0.5714698E+002  -0.4946538E+002
   0.7538583E+002   0.8958010E+002
   0.2214700E+003   0.2475773E+003
   0.3279186E+003   0.3488468E+003
   0.3404848E+003   0.3546245E+003
   0.3312848E+003   0.3364378E+003
   0.2907667E+003   0.2882279E+003
   0.2258900E+003   0.2234278E+003
   0.1352952E+003   0.1320253E+003
   0.8528921E+002   0.7854009E+002
   0.2898661E+002   0.2102495E+002
   0.2749054E+001  -0.4233601E+001
  -0.7143486E+001  -0.1275324E+002
  -0.5762823E+002  -0.6031745E+002
  -0.4284827E+002  -0.4975308E+002
   0.2411419E+002   0.1457986E+002
   0.7050316E+002   0.6031177E+002
   0.8953252E+002   0.8279164E+002
   0.9711834E+002   0.9459082E+002
   0.7522391E+002   0.7587234E+002
   0.1851750E+002   0.1853247E+002
  -0.1563450E+002  -0.1714892E+002
  -0.3285778E+001  -0.4366109E+001
   0.1831118E+002   0.1984412E+002
   0.2826584E+002   0.3208933E+002
   0.2223635E+002   0.2135053E+002
   0.7147899E+001   0.5145075E+001
  -0.2898089E+002  -0.3244678E+002
  -0.8219658E+002  -0.8618387E+002
  -0.1276592E+003  -0.1325081E+003
  -0.1434992E+003  -0.1509739E+003
  -0.1755195E+003  -0.1850195E+003
  -0.2055865E+003  -0.2156524E+003
  -0.2097846E+003  -0.2166618E+003
  -0.2101645E+003  -0.2172689E+003
  -0.2509151E+003  -0.2508500E+003
  -0.2650594E+003  -0.2563644E+003
  -0.2308277E+003  -0.2237092E+003
  -0.1847283E+003  -0.1952370E+003
  -0.1494174E+003  -0.1593727E+003
  -0.8036225E+002  -0.8009335E+002
   0.6592385E+001   0.1166473E+002
   0.1114213E+003   0.1293360E+003
   0.2064213E+003   0.2318211E+003
   0.2524844E+003   0.2739703E+003
   0.2932799E+003   0.3053394E+003
   0.2923270E+003   0.2957975E+003
   0.2608039E+003   0.2642099E+003
   0.1879380E+003   0.1885932E+003
   0.1461073E+003   0.1398426E+003
   0.8993950E+002   0.8108897E+002
   0.6030200E+002   0.5143866E+002
   0.4379934E+002   0.3503775E+002
  -0.1436436E+002  -0.1970207E+002
  -0.5807606E+001  -0.1499591E+002
   0.5147885E+002   0.3832958E+002
   0.8379475E+002   0.6741450E+002
   0.9066819E+002   0.7663859E+002
   0.9008568E+002   0.8011402E+002
   0.5448987E+002   0.4789509E+002
  -0.4326392E+001  -0.8473831E+001
  -0.3967894E+002  -0.4473719E+002
  -0.2872908E+002  -0.3373523E+002
   0.3317164E+001   0.9052380E+000
   0.3361773E+002   0.3481312E+002
   0.9948423E+001   0.7048096E+001
   0.4262389E-001  -0.3016499E+001
  -0.2443583E+002  -0.2650696E+002
  -0.7218725E+002  -0.7277723E+002
  -0.1130622E+003  -0.1145406E+003
  -0.1318697E+003  -0.1349644E+003
  -0.1761396E+003  -0.1796997E+003
  -0.2255758E+003  -0.2307765E+003
  -0.2460273E+003  -0.2480196E+003
  -0.2552734E+003  -0.2548628E+003
  -0.2813794E+003  -0.2748449E+003
  -0.2640066E+003  -0.2564490E+003
  -0.2062254E+003  -0.2048699E+003
  -0.1606101E+003  -0.1691957E+003
  -0.1302298E+003  -0.1396113E+003
  -0.7744109E+002  -0.8208193E+002
