 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.5413185E+002   0.5869135E+002
   0.8156039E+002   0.8667343E+002
   0.8783391E+002   0.9380974E+002
   0.8786453E+002   0.9849179E+002
   0.7857029E+002   0.9454289E+002
   0.3522420E+002   0.4522580E+002
  -0.2840290E+002  -0.2810408E+002
  -0.5429764E+002  -0.5600850E+002
  -0.6344335E+002  -0.6566462E+002
  -0.5688368E+002  -0.6071962E+002
  -0.3960295E+002  -0.4541415E+002
  -0.1402510E+002  -0.1983624E+002
   0.1584043E+002   0.1294454E+002
   0.3665733E+002   0.3560887E+002
   0.3954468E+002   0.3828117E+002
   0.2072771E+002   0.1283584E+002
  -0.4447487E+002  -0.8004727E+002
  -0.1314191E+003  -0.1771830E+003
  -0.2162780E+003  -0.2472256E+003
  -0.2490893E+003  -0.2648786E+003
  -0.2464240E+003  -0.2604744E+003
  -0.1986310E+003  -0.2084248E+003
  -0.1282650E+003  -0.1303833E+003
  -0.4442921E+002  -0.4478440E+002
  -0.1798126E+002  -0.1874065E+002
  -0.1453974E+002  -0.1547183E+002
  -0.1905178E+002  -0.2038341E+002
  -0.2702577E+002  -0.2923657E+002
  -0.2462489E+002  -0.2665371E+002
   0.6536957E+001   0.4803464E+001
   0.5389209E+002   0.5161213E+002
   0.1233256E+003   0.1194229E+003
   0.1902507E+003   0.1919777E+003
   0.2337984E+003   0.2430632E+003
   0.2443757E+003   0.2596817E+003
   0.2244759E+003   0.2400886E+003
   0.1659415E+003   0.1786035E+003
   0.9537250E+002   0.1025936E+003
   0.4993528E+002   0.5235074E+002
   0.2615381E+002   0.2748953E+002
   0.7860307E+002   0.8721950E+002
   0.7538037E+002   0.8374385E+002
   0.6519531E+002   0.7367048E+002
   0.5528692E+002   0.6538016E+002
   0.3834893E+002   0.4800880E+002
  -0.4862213E+001  -0.3653668E+001
  -0.4958539E+002  -0.5230260E+002
  -0.6538237E+002  -0.6876846E+002
  -0.6674615E+002  -0.7072971E+002
  -0.5326922E+002  -0.5816015E+002
  -0.2743974E+002  -0.3203869E+002
   0.4884152E+001   0.2388748E+001
   0.3535615E+002   0.3582189E+002
   0.5538916E+002   0.5702228E+002
   0.6023218E+002   0.6178959E+002
   0.4678286E+002   0.4688996E+002
  -0.6888979E+001  -0.3436193E+002
  -0.6806952E+002  -0.1117316E+003
  -0.1373823E+003  -0.1805870E+003
  -0.1899830E+003  -0.2225660E+003
  -0.2174084E+003  -0.2410181E+003
  -0.1896096E+003  -0.2034733E+003
  -0.1620768E+003  -0.1682364E+003
  -0.1229675E+003  -0.1274413E+003
  -0.1047289E+003  -0.1047371E+003
  -0.7840611E+002  -0.7679861E+002
  -0.7110461E+002  -0.7096165E+002
  -0.5807653E+002  -0.5972858E+002
  -0.3519969E+002  -0.3716733E+002
   0.5697139E+001   0.4007640E+001
   0.5095317E+002   0.4882044E+002
   0.1169223E+003   0.1149440E+003
   0.1704008E+003   0.1742234E+003
   0.2126643E+003   0.2242167E+003
   0.2309942E+003   0.2484432E+003
   0.2239906E+003   0.2432414E+003
   0.1786423E+003   0.1931651E+003
   0.1237563E+003   0.1332323E+003
   0.8664319E+002   0.9170157E+002
   0.6534494E+002   0.6953860E+002
   0.9144115E+002   0.9985728E+002
   0.7378579E+002   0.8061370E+002
   0.5505482E+002   0.6125264E+002
   0.3572041E+002   0.4160802E+002
   0.4249626E+001   0.6336636E+001
  -0.3816190E+002  -0.4068785E+002
  -0.6397441E+002  -0.6604443E+002
  -0.6911368E+002  -0.7217362E+002
  -0.5993301E+002  -0.6346509E+002
  -0.3163335E+002  -0.3379769E+002
   0.6917468E+001   0.7630587E+001
   0.3826751E+002   0.4142178E+002
   0.6293571E+002   0.6880538E+002
   0.7852413E+002   0.8529350E+002
   0.8104333E+002   0.8641382E+002
   0.7093340E+002   0.7960606E+002
   0.3192829E+002   0.2428795E+002
  -0.1524189E+002  -0.4161856E+002
  -0.7210295E+002  -0.1090881E+003
  -0.1277622E+003  -0.1657878E+003
  -0.1879990E+003  -0.2233143E+003
  -0.1953007E+003  -0.2189998E+003
  -0.1899142E+003  -0.1990405E+003
  -0.1887528E+003  -0.1934747E+003
  -0.1862042E+003  -0.1869919E+003
  -0.1392853E+003  -0.1388523E+003
  -0.1008537E+003  -0.1036278E+003
  -0.6955105E+002  -0.7377329E+002
  -0.2845461E+002  -0.3376365E+002
   0.2551606E+002   0.2321716E+002
   0.5250887E+002   0.5389622E+002
   0.1005743E+003   0.1040597E+003
   0.1297189E+003   0.1378064E+003
   0.1639121E+003   0.1787680E+003
   0.1849134E+003   0.2055250E+003
   0.1926150E+003   0.2146620E+003
   0.1652484E+003   0.1801853E+003
   0.1289642E+003   0.1394810E+003
   0.1037853E+003   0.1092874E+003
   0.8980806E+002   0.9372063E+002
   0.5200202E+002   0.5228161E+002
   0.3004147E+002   0.3014604E+002
   0.1594728E+002   0.1705293E+002
   0.6901400E+001   0.8893045E+001
  -0.1043331E+002  -0.9660116E+001
  -0.3020078E+002  -0.3154327E+002
  -0.3782324E+002  -0.4076923E+002
  -0.3430081E+002  -0.3952620E+002
  -0.2070295E+002  -0.2694259E+002
   0.1093454E+002   0.6923072E+001
   0.5308234E+002   0.5394701E+002
   0.7971897E+002   0.8436679E+002
   0.9770275E+002   0.1067824E+003
   0.1077567E+003   0.1196669E+003
   0.1046094E+003   0.1152945E+003
   0.8832031E+002   0.9594577E+002
   0.6801833E+002   0.7702438E+002
   0.3261516E+002   0.2967462E+002
  -0.1516720E+002  -0.3398400E+002
  -0.7205769E+002  -0.1038484E+003
  -0.1465549E+003  -0.1876356E+003
  -0.2069499E+003  -0.2445349E+003
  -0.2318198E+003  -0.2430102E+003
  -0.2599336E+003  -0.2571125E+003
  -0.2616226E+003  -0.2588528E+003
  -0.2000397E+003  -0.2061417E+003
