 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.2830724E+002   0.3032608E+002
   0.9182248E+002   0.9907703E+002
   0.1105840E+003   0.1162402E+003
   0.9675697E+002   0.1056461E+003
   0.3942196E+002   0.4516467E+002
  -0.1495319E+002  -0.1474911E+002
  -0.2617293E+002  -0.2622568E+002
  -0.4391101E+002  -0.4439806E+002
  -0.6305529E+002  -0.6447550E+002
  -0.6651723E+002  -0.6866542E+002
  -0.4393799E+002  -0.4837123E+002
  -0.5657380E+001  -0.9345417E+001
   0.3060839E+002   0.2966355E+002
   0.5124558E+002   0.5097720E+002
   0.5711186E+002   0.5704749E+002
   0.4798171E+002   0.4654868E+002
   0.6599116E+001  -0.4429824E+001
  -0.1424025E+003  -0.1743658E+003
  -0.2818639E+003  -0.2857597E+003
  -0.3760554E+003  -0.3780910E+003
  -0.2888176E+003  -0.3049291E+003
  -0.1702432E+003  -0.1786622E+003
  -0.3406600E+002  -0.3436656E+002
  -0.9990504E+001  -0.9098128E+001
  -0.1851216E+002  -0.1736195E+002
  -0.3696483E+002  -0.3677460E+002
  -0.4615627E+002  -0.4722451E+002
  -0.5387546E+002  -0.5471138E+002
  -0.7138631E+002  -0.7174940E+002
  -0.6056232E+002  -0.6112557E+002
   0.4459406E+001   0.2034463E+001
   0.1158327E+003   0.1133544E+003
   0.2289289E+003   0.2291135E+003
   0.3038098E+003   0.3045036E+003
   0.3110377E+003   0.3129812E+003
   0.2737065E+003   0.2878459E+003
   0.1977203E+003   0.2108338E+003
   0.1349089E+003   0.1420838E+003
   0.7719483E+002   0.7868112E+002
   0.3974212E+002   0.3825787E+002
   0.8519341E+002   0.9176158E+002
   0.1117755E+003   0.1257907E+003
   0.9227073E+002   0.1010890E+003
   0.5354314E+002   0.6213483E+002
  -0.3978340E+001  -0.3062576E+001
  -0.2238346E+002  -0.2312463E+002
  -0.3296112E+002  -0.3389557E+002
  -0.5672838E+002  -0.5984953E+002
  -0.8060207E+002  -0.8591032E+002
  -0.8050641E+002  -0.8592063E+002
  -0.4659960E+002  -0.5265688E+002
   0.3469375E+001   0.3061104E+000
   0.4119382E+002   0.4158784E+002
   0.5976625E+002   0.6031597E+002
   0.6750204E+002   0.6767227E+002
   0.7125342E+002   0.7345657E+002
   0.6193202E+002   0.6561633E+002
  -0.4068927E+002  -0.6377382E+002
