 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.3752868E+003   0.3753146E+003
   0.3286709E+003   0.3291362E+003
   0.3019188E+003   0.3019133E+003
   0.2237846E+003   0.2238727E+003
   0.2113042E+003   0.2118959E+003
   0.2902207E+003   0.2906609E+003
   0.3479654E+003   0.3465585E+003
   0.4743700E+003   0.4668742E+003
   0.9662445E+003   0.9815941E+003
   0.1090334E+004   0.1086122E+004
   0.1087292E+004   0.1079190E+004
   0.5794686E+003   0.5780832E+003
   0.6072203E+003   0.6109835E+003
   0.5496161E+003   0.5555225E+003
   0.5102807E+003   0.5127961E+003
   0.6474748E+003   0.6454988E+003
   0.7265376E+003   0.7139013E+003
   0.4367340E+003   0.4365752E+003
   0.4585109E+003   0.4584952E+003
   0.4769469E+003   0.4767561E+003
   0.5437951E+003   0.5437374E+003
   0.5914018E+003   0.5909613E+003
   0.6294482E+003   0.6290593E+003
   0.4328066E+003   0.4311590E+003
   0.2699428E+003   0.2700613E+003
   0.3263205E+003   0.3247998E+003
   0.5551208E+003   0.5556319E+003
   0.4843324E+003   0.4838494E+003
   0.5273806E+003   0.5292223E+003
   0.6299199E+003   0.6144892E+003
   0.7553941E+003   0.7576918E+003
   0.7039086E+003   0.7099170E+003
   0.7613566E+003   0.7705413E+003
   0.6328584E+003   0.6333137E+003
   0.5429324E+003   0.5431812E+003
   0.4097402E+003   0.4097862E+003
   0.3941854E+003   0.3941170E+003
   0.4427061E+003   0.4422930E+003
   0.4224991E+003   0.4220298E+003
   0.3939260E+003   0.3937819E+003
   0.4214398E+003   0.4223266E+003
   0.4005576E+003   0.4026346E+003
   0.4063111E+003   0.4075668E+003
   0.3665312E+003   0.3647155E+003
   0.3651887E+003   0.3634097E+003
   0.4357495E+003   0.4348058E+003
   0.5511743E+003   0.5512229E+003
   0.6010918E+003   0.5962651E+003
   0.1080727E+004   0.1093697E+004
   0.1051891E+004   0.1056936E+004
   0.1159194E+004   0.1149440E+004
   0.5828349E+003   0.5843082E+003
   0.7134395E+003   0.7123563E+003
   0.4823078E+003   0.4814408E+003
   0.5497309E+003   0.5553497E+003
   0.9100849E+003   0.9039903E+003
   0.3994849E+003   0.3990524E+003
   0.4134393E+003   0.4137416E+003
   0.4843144E+003   0.4841048E+003
   0.5852336E+003   0.5849180E+003
   0.6078448E+003   0.6079114E+003
   0.6367554E+003   0.6364523E+003
   0.6548918E+003   0.6547195E+003
   0.5288072E+003   0.5280727E+003
   0.4062631E+003   0.4055913E+003
   0.3762110E+003   0.3757165E+003
   0.4265123E+003   0.4283975E+003
   0.3575290E+003   0.3575888E+003
   0.2325054E+003   0.2323947E+003
   0.3356020E+003   0.3325175E+003
   0.7707802E+003   0.7814069E+003
