 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.4261370E+003   0.4439723E+003
   0.4032151E+003   0.4193208E+003
   0.4034204E+003   0.4116337E+003
   0.4132453E+003   0.4112181E+003
   0.4507626E+003   0.4458761E+003
   0.5130845E+003   0.5116079E+003
   0.5990111E+003   0.5979027E+003
   0.7003751E+003   0.7042209E+003
   0.8052925E+003   0.8268629E+003
   0.9132611E+003   0.9408299E+003
   0.9687011E+003   0.9688162E+003
   0.9921555E+003   0.9737822E+003
   0.9781025E+003   0.9584761E+003
   0.9327624E+003   0.9193126E+003
   0.8754003E+003   0.8658998E+003
   0.8304349E+003   0.8219739E+003
   0.8023016E+003   0.7987004E+003
   0.7947480E+003   0.7920177E+003
   0.7913739E+003   0.7917974E+003
   0.7977549E+003   0.7969081E+003
   0.8215270E+003   0.8199032E+003
   0.8461646E+003   0.8486477E+003
   0.8711301E+003   0.8599714E+003
   0.8796360E+003   0.8503530E+003
   0.8479849E+003   0.8124023E+003
   0.7725738E+003   0.7376400E+003
   0.6820198E+003   0.6636727E+003
   0.6231277E+003   0.6220164E+003
   0.6222454E+003   0.6297763E+003
   0.6461113E+003   0.6548749E+003
   0.6823123E+003   0.6944639E+003
   0.6979039E+003   0.7254402E+003
   0.6827970E+003   0.7135676E+003
   0.6481980E+003   0.6747913E+003
   0.6076401E+003   0.6238357E+003
   0.5803923E+003   0.6093323E+003
   0.5683451E+003   0.6060188E+003
   0.5422794E+003   0.5772437E+003
   0.5174209E+003   0.5465206E+003
   0.4759710E+003   0.4968682E+003
   0.4825911E+003   0.5094257E+003
   0.4639262E+003   0.4831864E+003
   0.4763089E+003   0.4850739E+003
   0.4976931E+003   0.4961486E+003
   0.5377815E+003   0.5315043E+003
   0.5961359E+003   0.5908206E+003
   0.6680005E+003   0.6648658E+003
   0.7593837E+003   0.7590397E+003
   0.8468663E+003   0.8597424E+003
   0.9361189E+003   0.9536344E+003
   0.9801126E+003   0.9877911E+003
   0.9966480E+003   0.9804215E+003
   0.9761817E+003   0.9582949E+003
   0.9332391E+003   0.9177121E+003
   0.8663019E+003   0.8510846E+003
   0.7960109E+003   0.7854229E+003
   0.7320435E+003   0.7331595E+003
   0.6829096E+003   0.6887581E+003
   0.6619522E+003   0.6663566E+003
   0.6767655E+003   0.6741757E+003
   0.7231709E+003   0.7187079E+003
   0.7820009E+003   0.7796447E+003
   0.8344020E+003   0.8190341E+003
   0.8484597E+003   0.8167008E+003
   0.8087748E+003   0.7697419E+003
   0.7218740E+003   0.6838704E+003
   0.6064237E+003   0.5895012E+003
   0.5274029E+003   0.5285192E+003
   0.5302369E+003   0.5342461E+003
   0.5701316E+003   0.5723700E+003
   0.6329671E+003   0.6334774E+003
   0.6725893E+003   0.6905506E+003
   0.6696386E+003   0.6958502E+003
   0.6423884E+003   0.6706491E+003
   0.6093805E+003   0.6417861E+003
   0.5907041E+003   0.6318731E+003
   0.5948634E+003   0.6411050E+003
   0.5830538E+003   0.6270809E+003
   0.5604189E+003   0.5999598E+003
   0.5236725E+003   0.5568387E+003
   0.5995838E+003   0.6216442E+003
   0.5871484E+003   0.6041239E+003
   0.6001472E+003   0.6090905E+003
   0.6266645E+003   0.6270979E+003
   0.6609511E+003   0.6565884E+003
   0.6986994E+003   0.6958039E+003
   0.7481323E+003   0.7473675E+003
   0.8105841E+003   0.8103722E+003
   0.8657822E+003   0.8718667E+003
   0.9417570E+003   0.9453650E+003
   0.9822508E+003   0.9810920E+003
   0.1003245E+004   0.9743463E+003
   0.9974520E+003   0.9651249E+003
   0.9618975E+003   0.9326149E+003
   0.8889286E+003   0.8626343E+003
   0.8042784E+003   0.7907999E+003
   0.7187165E+003   0.7214581E+003
   0.6404189E+003   0.6442096E+003
   0.6132989E+003   0.6121008E+003
   0.6344505E+003   0.6319128E+003
   0.6932373E+003   0.6909161E+003
