 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.7313917E+002  -0.9663430E+002
  -0.5309444E+002  -0.7510321E+002
  -0.6087922E+002  -0.8648401E+002
  -0.3595044E+002  -0.7083241E+002
   0.6793888E+002   0.4196780E+002
   0.1837758E+003   0.1777078E+003
   0.2104064E+003   0.2130797E+003
   0.1671060E+003   0.1629524E+003
   0.1009266E+003   0.8800109E+002
   0.8850160E+002   0.8339752E+002
   0.1028430E+003   0.1091221E+003
   0.9385983E+002   0.1022876E+003
   0.6886827E+002   0.7024759E+002
   0.6152318E+002   0.6530060E+002
  -0.5262925E+002  -0.7076162E+002
  -0.3202936E+003  -0.3129907E+003
  -0.5519697E+003  -0.4312847E+003
  -0.5646910E+003  -0.3778967E+003
  -0.3834316E+003  -0.3022502E+003
  -0.2045338E+003  -0.1901762E+003
  -0.7199216E+002  -0.7706661E+002
  -0.3461920E+002  -0.3834349E+002
  -0.3872988E+002  -0.4102499E+002
  -0.5820399E+002  -0.6136181E+002
  -0.7123417E+002  -0.7348814E+002
  -0.8890035E+002  -0.9122359E+002
  -0.8932282E+002  -0.9218288E+002
  -0.9068750E+002  -0.9309969E+002
  -0.1437981E+003  -0.1484520E+003
  -0.1931971E+003  -0.1978538E+003
  -0.2220490E+003  -0.2214412E+003
  -0.1742264E+003  -0.1798417E+003
  -0.1385072E+003  -0.1512065E+003
  -0.1033322E+003  -0.1104523E+003
  -0.1099271E+003  -0.1175911E+003
  -0.1197366E+003  -0.1319268E+003
  -0.1153095E+003  -0.1283707E+003
  -0.1201857E+003  -0.1286307E+003
  -0.1260233E+003  -0.1322650E+003
  -0.1259850E+003  -0.1552954E+003
  -0.1324343E+003  -0.1609884E+003
  -0.1208683E+003  -0.1389209E+003
  -0.1000879E+003  -0.1273772E+003
  -0.7513218E+002  -0.1036039E+003
  -0.2847773E+001  -0.1764561E+002
   0.5611087E+002   0.5482576E+002
   0.5418386E+002   0.5145606E+002
   0.2418457E+002   0.1963215E+002
  -0.1950165E+002  -0.2775122E+002
  -0.1264098E+002  -0.1600401E+002
   0.5890187E+002   0.5632204E+002
   0.1159206E+003   0.1241935E+003
   0.5427460E+002   0.6735929E+002
  -0.6877031E+002  -0.6058017E+002
  -0.1976590E+003  -0.2131970E+003
  -0.3019751E+003  -0.3018801E+003
  -0.4813063E+003  -0.4307408E+003
  -0.7296030E+003  -0.6330254E+003
  -0.8600176E+003  -0.7524019E+003
  -0.7131961E+003  -0.6500977E+003
  -0.4524695E+003  -0.4420845E+003
  -0.2620207E+003  -0.2878989E+003
  -0.1806351E+003  -0.1984560E+003
  -0.1204682E+003  -0.1334202E+003
  -0.6099373E+002  -0.6704073E+002
   0.2515628E+002   0.2866208E+002
   0.1026468E+003   0.1173229E+003
   0.7469797E+002   0.8999389E+002
  -0.8451403E+002  -0.8645992E+002
  -0.2395153E+003  -0.2506493E+003
  -0.3028392E+003  -0.3071155E+003
  -0.2733435E+003  -0.2815528E+003
  -0.1988373E+003  -0.2201932E+003
  -0.1219806E+003  -0.1357996E+003
  -0.9651620E+002  -0.1042461E+003
  -0.1236665E+003  -0.1313660E+003
  -0.1362489E+003  -0.1466011E+003
  -0.1282770E+003  -0.1423141E+003
  -0.1159118E+003  -0.1243445E+003
  -0.1462788E+003  -0.1745062E+003
  -0.1022899E+003  -0.1308144E+003
  -0.7015141E+002  -0.9116399E+002
  -0.8766461E+001  -0.3174982E+002
   0.3287333E+002   0.1906282E+002
   0.4156925E+002   0.3351527E+002
  -0.1038790E+002  -0.1134236E+002
  -0.9036349E+002  -0.9035487E+002
