 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.1322629E+003  -0.1322629E+003
   0.4683899E+002   0.4683899E+002
  -0.2397777E+003  -0.2397777E+003
  -0.4668428E+003  -0.4668428E+003
  -0.2021399E+003  -0.2021399E+003
   0.2087756E+003   0.2087756E+003
   0.4315145E+003   0.4315145E+003
   0.5225304E+003   0.5225304E+003
  -0.2277034E+002  -0.2277034E+002
  -0.1235156E+003  -0.1235156E+003
   0.1411004E+003   0.1411004E+003
   0.1615141E+003   0.1615141E+003
   0.4381609E+002   0.4381609E+002
   0.1186699E+003   0.1186699E+003
   0.1380901E+003   0.1380901E+003
  -0.1076764E+004  -0.1076764E+004
  -0.1103882E+004  -0.1103882E+004
  -0.2923209E+003  -0.2923209E+003
   0.2498755E+002   0.2498755E+002
   0.3233468E+002   0.3233468E+002
   0.1391053E+002   0.1391053E+002
   0.5853858E+001   0.5853858E+001
  -0.4741080E+002  -0.4741080E+002
  -0.1298438E+002  -0.1298438E+002
  -0.8993805E+002  -0.8993805E+002
  -0.5484558E+002  -0.5484558E+002
  -0.9989202E+002  -0.9989202E+002
  -0.5747831E+002  -0.5747831E+002
  -0.9393613E+002  -0.9393613E+002
  -0.3140246E+003  -0.3140246E+003
  -0.1965498E+003  -0.1965498E+003
  -0.1914193E+003  -0.1914193E+003
  -0.2793811E+003  -0.2793811E+003
  -0.1392805E+003  -0.1392805E+003
  -0.8076248E+002  -0.8076248E+002
  -0.2312388E+003  -0.2312388E+003
  -0.7841339E+002  -0.7841339E+002
  -0.9186753E+002  -0.9186753E+002
  -0.1901126E+003  -0.1901126E+003
  -0.1558664E+003  -0.1558664E+003
  -0.2247703E+003  -0.2247703E+003
  -0.5582712E+002  -0.5582712E+002
  -0.3108461E+003  -0.3108461E+003
  -0.4879978E+003  -0.4879978E+003
  -0.2730433E+003  -0.2730433E+003
  -0.1264534E+003  -0.1264534E+003
  -0.1370314E+003  -0.1370314E+003
  -0.1861113E+003  -0.1861113E+003
   0.1830894E+002   0.1830894E+002
  -0.4290021E+002  -0.4290021E+002
  -0.1369247E+003  -0.1369247E+003
   0.1300833E+003   0.1300833E+003
   0.1032521E+003   0.1032521E+003
  -0.3879169E+003  -0.3879169E+003
   0.4846012E+002   0.4846012E+002
   0.1360097E+002   0.1360097E+002
  -0.2463958E+004  -0.2463958E+004
  -0.2028079E+004  -0.2028079E+004
  -0.1411378E+004  -0.1411378E+004
  -0.7556300E+002  -0.7556300E+002
   0.1782993E+001   0.1782993E+001
  -0.6949182E+001  -0.6949182E+001
  -0.6444158E+002  -0.6444158E+002
  -0.7893330E+002  -0.7893330E+002
  -0.2695736E+002  -0.2695736E+002
  -0.2415376E+002  -0.2415376E+002
   0.9320337E+001   0.9320337E+001
   0.3427757E+001   0.3427757E+001
  -0.1991640E+002  -0.1991640E+002
  -0.3927989E+003  -0.3927989E+003
  -0.4400915E+003  -0.4400915E+003
  -0.2927523E+003  -0.2927523E+003
  -0.4000165E+002  -0.4000165E+002
  -0.8454681E+002  -0.8454681E+002
  -0.8983291E+002  -0.8983291E+002
  -0.9383279E+002  -0.9383279E+002
  -0.2372576E+003  -0.2372576E+003
  -0.9673722E+002  -0.9673722E+002
  -0.1025392E+003  -0.1025392E+003
  -0.1407320E+003  -0.1407320E+003
  -0.3306579E+003  -0.3306579E+003
  -0.2101212E+003  -0.2101212E+003
   0.8811140E+002   0.8811140E+002
   0.7218906E+003   0.7218906E+003
   0.2948517E+003   0.2948517E+003
  -0.2277122E+001  -0.2277122E+001
  -0.7797115E+002  -0.7797115E+002
  -0.7802363E+002  -0.7802363E+002
  -0.1841296E+002  -0.1841296E+002
  -0.8082887E+002  -0.8082887E+002
   0.1471687E+003   0.1471687E+003
   0.3275807E+003   0.3275807E+003
   0.1385020E+003   0.1385020E+003
   0.5964158E+003   0.5964158E+003
  -0.1448591E+004  -0.1448591E+004
   0.4580737E+003   0.4580737E+003
   0.2765425E+004   0.2765425E+004
  -0.4592796E+003  -0.4592796E+003
  -0.2276874E+004  -0.2276874E+004
  -0.3498690E+004  -0.3498690E+004
  -0.1615100E+004  -0.1615100E+004
  -0.1059047E+004  -0.1059047E+004
  -0.2770977E+003  -0.2770977E+003
  -0.2702588E+003  -0.2702588E+003
  -0.1430743E+003  -0.1430743E+003
   0.8616093E+002   0.8616093E+002
   0.1330652E+003   0.1330652E+003
   0.5714704E+002   0.5714704E+002
  -0.2065501E+003  -0.2065501E+003
  -0.2054036E+003  -0.2054036E+003
  -0.3584728E+003  -0.3584728E+003
  -0.2344713E+003  -0.2344713E+003
  -0.8825659E+003  -0.8825659E+003
  -0.4352458E+002  -0.4352458E+002
  -0.3080090E+002  -0.3080090E+002
  -0.7484118E+002  -0.7484118E+002
  -0.1585736E+003  -0.1585736E+003
