#dudx    dudy    dudz    dvdx    dvdy    dvdz    dwdx    dwdy    dwdz   div(u)  S_norm
  -0.9740328E+000   0.4119138E+001   0.1089476E+002  -0.1541315E+002   0.6460212E+001   0.2542458E+001  -0.2434015E+002   0.5624237E+001   0.1509494E+002   0.2058112E+002   0.3168602E+003
  -0.1750633E+001  -0.5531549E+001   0.9364512E+001  -0.3375669E+001   0.3655475E+001  -0.1489616E+000   0.2587648E+001  -0.4010743E+001   0.8254067E+001   0.1015891E+002   0.1699036E+003
   0.1080087E+002  -0.3003959E+002  -0.7819420E+001   0.1758058E+002  -0.9216865E+001  -0.1736240E+002   0.5620184E+002  -0.1202763E+002  -0.1254564E+002  -0.1096163E+002   0.1998880E+004
   0.9614048E+001  -0.2455746E+002  -0.1245117E+002   0.7121726E+001  -0.1199003E+002  -0.1642812E+002   0.2299822E+002   0.1188011E+002   0.1966378E+002   0.1728780E+002   0.7411970E+003
  -0.7447825E+001  -0.8520775E+001  -0.1055399E+002   0.8980203E+001  -0.1809971E+001  -0.1118159E+002   0.8218969E+001   0.1300219E+002   0.2231690E+002   0.1305911E+002   0.5044325E+003
  -0.2641529E+002   0.6826724E+001  -0.5337362E+000   0.1554050E+002   0.8209148E+001  -0.7413810E+001  -0.6604462E+002  -0.1944479E+002   0.1650092E+002  -0.1705221E+001   0.3863646E+004
  -0.1697369E+002   0.1020030E+002   0.5512133E+001  -0.4485663E+002  -0.3824305E+001  -0.2730933E+001  -0.7475810E+002  -0.2507111E+001   0.2025891E+002  -0.5390890E+000   0.3724809E+004
  -0.6125100E+001  -0.7992904E+001   0.8457189E-001  -0.2244338E+002  -0.8255144E+001  -0.7947835E+001  -0.1045276E+002  -0.1774249E+002   0.5842359E+001  -0.8537884E+001   0.9624287E+003
   0.6261406E+001  -0.1123929E+002  -0.2108596E+001   0.1444090E+002  -0.1772666E+000  -0.6244183E+001   0.6261182E+002  -0.1414225E+002   0.4076269E+001   0.1016041E+002   0.2064690E+004
   0.3199448E+000  -0.2011859E+002  -0.3935216E+001   0.1972758E+002  -0.6502017E+001  -0.5461934E+001   0.5360384E+002   0.3121164E+002   0.1694601E+002   0.1076394E+002   0.1856011E+004
  -0.9720211E+000  -0.2992578E+002  -0.6352883E+001  -0.1413584E+002  -0.3466885E+001  -0.1967678E+001   0.9686293E+002   0.5478657E+002   0.1796344E+002   0.1352454E+002   0.6736344E+004
  -0.1583283E+002  -0.6016197E+002  -0.1539768E+002  -0.3778915E+002  -0.5933301E+001  -0.2311310E+001   0.1073692E+003  -0.9227151E+001   0.2625135E+002   0.4485218E+001   0.1006147E+005
  -0.8283854E+002  -0.1204624E+003  -0.5579899E+002  -0.4743867E+000  -0.9773243E+001  -0.4616214E+000  -0.4988139E+002  -0.8958624E+002   0.6091402E+001  -0.8652038E+002   0.2145092E+005
   0.1410256E+002  -0.1313862E+002   0.2769758E+001   0.1195547E+002   0.2374442E+002   0.8003130E+001  -0.1022108E+003  -0.5537706E+002  -0.1493991E+002   0.2290708E+002   0.6878072E+004
