#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1908144E+001  -0.6384504E+000  -0.1860834E+001   0.1942187E+001   0.9833539E+000   0.9931718E+001
   0.9765551E+000   0.2158124E+000  -0.3697942E+000   0.1144450E+001  -0.5993559E+000   0.4642119E+001
   0.5503477E+000   0.4356374E+000   0.5422841E-001   0.1212861E+001  -0.4087263E+000   0.6659933E+001
   0.5942929E+000   0.3172994E+000   0.6429225E-001   0.1153113E+001  -0.6028358E+000   0.9391072E+001
   0.6586073E+000   0.2321402E+000   0.1653068E+000   0.1179738E+001  -0.9382412E+000   0.1078362E+002
   0.8147587E+000   0.1792015E+000   0.8051343E+000   0.1045788E+001  -0.1070039E+001   0.1107570E+002
   0.1065003E+001   0.1765058E+000   0.1437157E+001   0.9647525E+000  -0.8859933E+000   0.1153167E+002
   0.1186759E+001   0.1322537E+000   0.1455063E+001   0.8720289E+000  -0.4379516E+000   0.1094529E+002
   0.1459842E+001  -0.3030333E-001   0.5890961E+000   0.7933607E+000  -0.8256209E-001   0.9757685E+001
   0.2474636E+001   0.1679673E+000  -0.8336084E+000   0.1083930E+001  -0.1428057E-001   0.9521708E+001
   0.2789951E+001   0.4850012E+000  -0.1966964E+001   0.1292054E+001  -0.2305806E+000   0.9673433E+001
   0.2099859E+001   0.5168827E+000  -0.2665854E+001   0.1411760E+001  -0.8555036E+000   0.1231482E+002
   0.1379690E+001   0.4255561E+000  -0.2606548E+001   0.1578196E+001  -0.1689831E+001   0.1448070E+002
   0.1388751E+001   0.5480526E+000  -0.2738419E+001   0.1781686E+001  -0.2484404E+001   0.1535643E+002
   0.1405883E+001   0.7617871E+000  -0.2487458E+001   0.1880783E+001  -0.3336139E+001   0.1579693E+002
   0.1426000E+001   0.8279892E+000  -0.2073721E+001   0.1821407E+001  -0.3798379E+001   0.1648420E+002
   0.1439891E+001   0.7808332E+000  -0.1295407E+001   0.1755464E+001  -0.3088335E+001   0.1584077E+002
   0.1501710E+001   0.9161993E+000  -0.4407297E+000   0.1910820E+001  -0.2148894E+001   0.1327879E+002
   0.1529608E+001   0.8450520E+000   0.6717547E+000   0.1788036E+001  -0.1096665E+001   0.1384008E+002
   0.1444618E+001   0.6370868E+000   0.1429932E+001   0.1568363E+001  -0.5091694E+000   0.1527134E+002
   0.1263699E+001   0.5124721E+000   0.2438923E+001   0.1431907E+001   0.3322640E+000   0.1502171E+002
   0.1268250E+001   0.5935049E+000   0.2682526E+001   0.1422297E+001   0.7513049E+000   0.1561244E+002
   0.1437782E+001   0.6435783E+000   0.2618019E+001   0.1252927E+001   0.1048221E+001   0.1500177E+002
   0.1437652E+001   0.6950048E+000   0.2344705E+001   0.1599889E+001   0.1352237E+001   0.1394679E+002
   0.1377818E+001   0.8045677E+000   0.1898705E+001   0.2450947E+001   0.2416699E+001   0.1434386E+002
   0.1338226E+001   0.7235731E+000   0.9061381E+000   0.2971399E+001   0.3902611E+001   0.1751015E+002
   0.1395749E+001   0.3440515E+000  -0.8841222E+000   0.2699185E+001   0.3722260E+001   0.1887939E+002
   0.1306616E+001   0.8743164E-001  -0.1823602E+001   0.1552209E+001   0.1706908E+001   0.1802284E+002
   0.1291472E+001   0.1881153E-002  -0.2438700E+001   0.1252153E+001   0.9564447E+000   0.1729907E+002
   0.1360409E+001  -0.1700383E+000  -0.3652767E+001   0.1388838E+001   0.2562863E+001   0.3207096E+002
   0.1622679E+001  -0.4594036E+000  -0.5137951E+001   0.1895010E+001   0.4609225E+001   0.4287985E+002
