 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1393355E+004   0.1529118E+004
   0.1490757E+004   0.1666370E+004
   0.1551983E+004   0.1697490E+004
   0.1604563E+004   0.1687268E+004
   0.1649531E+004   0.1737343E+004
   0.1658546E+004   0.1861288E+004
   0.1620986E+004   0.1890954E+004
   0.1531115E+004   0.1905358E+004
   0.1427091E+004   0.1744613E+004
   0.1303216E+004   0.1500320E+004
   0.1155075E+004   0.1334274E+004
   0.1040135E+004   0.1199528E+004
   0.9424570E+003   0.1059664E+004
   0.8890944E+003   0.9564396E+003
   0.9045161E+003   0.9511279E+003
   0.9925289E+003   0.1058816E+004
   0.1043445E+004   0.1136232E+004
   0.1041519E+004   0.1111907E+004
   0.1058346E+004   0.1116624E+004
   0.1135405E+004   0.1288867E+004
   0.1221322E+004   0.1432360E+004
   0.1316166E+004   0.1530330E+004
   0.1364723E+004   0.1513362E+004
   0.1311695E+004   0.1391030E+004
   0.1194723E+004   0.1377970E+004
   0.1089796E+004   0.1409872E+004
   0.1025063E+004   0.1268729E+004
   0.9124023E+003   0.1053350E+004
   0.8429529E+003   0.9690925E+003
   0.8276114E+003   0.9071953E+003
   0.8569268E+003   0.8790647E+003
   0.9838597E+003   0.1016973E+004
   0.1107592E+004   0.1189717E+004
   0.1146023E+004   0.1265699E+004
   0.1145220E+004   0.1287415E+004
   0.1116648E+004   0.1219359E+004
   0.1087341E+004   0.1127148E+004
   0.1149647E+004   0.1174861E+004
   0.1264201E+004   0.1302717E+004
   0.1339200E+004   0.1385250E+004
   0.1355546E+004   0.1450564E+004
   0.1424027E+004   0.1542057E+004
   0.1486080E+004   0.1599409E+004
   0.1559183E+004   0.1646653E+004
   0.1649289E+004   0.1738052E+004
   0.1666903E+004   0.1843402E+004
   0.1602786E+004   0.1820357E+004
   0.1510440E+004   0.1754972E+004
   0.1428723E+004   0.1568456E+004
   0.1355557E+004   0.1459243E+004
   0.1275485E+004   0.1411505E+004
   0.1189997E+004   0.1339799E+004
   0.1094565E+004   0.1230272E+004
   0.1043375E+004   0.1145221E+004
   0.1067432E+004   0.1144938E+004
   0.1136021E+004   0.1215623E+004
   0.1166911E+004   0.1239836E+004
   0.1145768E+004   0.1198542E+004
   0.1139581E+004   0.1181346E+004
   0.1200812E+004   0.1306538E+004
   0.1269082E+004   0.1495114E+004
   0.1325765E+004   0.1560555E+004
   0.1333769E+004   0.1496660E+004
   0.1252954E+004   0.1345628E+004
   0.1129798E+004   0.1308948E+004
   0.1028375E+004   0.1351201E+004
   0.9620002E+003   0.1210908E+004
   0.8360240E+003   0.9482591E+003
   0.7366110E+003   0.8089026E+003
   0.6828869E+003   0.7296245E+003
   0.6875245E+003   0.7109005E+003
   0.7892606E+003   0.8095232E+003
   0.9245092E+003   0.9578438E+003
   0.1007317E+004   0.1070062E+004
   0.1044607E+004   0.1148030E+004
   0.1059638E+004   0.1165728E+004
   0.1085438E+004   0.1146661E+004
   0.1146941E+004   0.1181612E+004
   0.1265257E+004   0.1299992E+004
   0.1342078E+004   0.1394469E+004
   0.1268025E+004   0.1342453E+004
   0.1305471E+004   0.1403144E+004
   0.1378930E+004   0.1490261E+004
   0.1481584E+004   0.1587404E+004
   0.1599624E+004   0.1694260E+004
   0.1609978E+004   0.1761265E+004
   0.1541012E+004   0.1709707E+004
   0.1469620E+004   0.1608478E+004
   0.1414049E+004   0.1461963E+004
   0.1405208E+004   0.1443315E+004
   0.1403309E+004   0.1465051E+004
   0.1355596E+004   0.1457711E+004
   0.1272692E+004   0.1422064E+004
   0.1220811E+004   0.1399306E+004
   0.1235672E+004   0.1436016E+004
   0.1269727E+004   0.1492587E+004
   0.1278714E+004   0.1501655E+004
   0.1257495E+004   0.1466108E+004
   0.1233671E+004   0.1438346E+004
   0.1251667E+004   0.1473882E+004
   0.1275428E+004   0.1549190E+004
   0.1294720E+004   0.1545032E+004
   0.1268331E+004   0.1431475E+004
   0.1185252E+004   0.1270671E+004
   0.1098245E+004   0.1255152E+004
   0.9924303E+003   0.1333673E+004
   0.8995951E+003   0.1167858E+004
   0.7687472E+003   0.8883451E+003
   0.6250181E+003   0.6887310E+003
   0.5466830E+003   0.6008323E+003
   0.5438362E+003   0.5845958E+003
   0.6198646E+003   0.6613759E+003
   0.7570677E+003   0.8016218E+003
   0.8825359E+003   0.9319284E+003
   0.9727222E+003   0.1049444E+004
   0.1027123E+004   0.1118793E+004
   0.1099007E+004   0.1169524E+004
   0.1149682E+004   0.1190383E+004
