 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1412507E+004   0.1563473E+004
   0.1489021E+004   0.1687099E+004
   0.1531157E+004   0.1715150E+004
   0.1561699E+004   0.1737311E+004
   0.1592097E+004   0.1808662E+004
   0.1620346E+004   0.1899320E+004
   0.1579172E+004   0.1935011E+004
   0.1506659E+004   0.1944689E+004
   0.1425466E+004   0.1871389E+004
   0.1329515E+004   0.1597206E+004
   0.1181244E+004   0.1370090E+004
   0.1064252E+004   0.1223592E+004
   0.9910537E+003   0.1130148E+004
   0.9656894E+003   0.1063218E+004
   0.9818879E+003   0.1043772E+004
   0.1028060E+004   0.1112134E+004
   0.1045129E+004   0.1128632E+004
   0.1074538E+004   0.1142834E+004
   0.1135823E+004   0.1260510E+004
   0.1185079E+004   0.1374132E+004
   0.1188494E+004   0.1402001E+004
   0.1225667E+004   0.1430977E+004
   0.1283013E+004   0.1445522E+004
   0.1268178E+004   0.1411539E+004
   0.1168738E+004   0.1405851E+004
   0.1098540E+004   0.1384721E+004
   0.1039712E+004   0.1266439E+004
   0.9575798E+003   0.1097203E+004
   0.8750775E+003   0.9829792E+003
   0.8512354E+003   0.9381563E+003
   0.8877194E+003   0.9297562E+003
   0.9549457E+003   0.1020982E+004
   0.1011658E+004   0.1108742E+004
   0.1043499E+004   0.1156946E+004
   0.1102666E+004   0.1227344E+004
   0.1143474E+004   0.1263789E+004
   0.1136761E+004   0.1210239E+004
   0.1184693E+004   0.1232668E+004
   0.1276378E+004   0.1312804E+004
   0.1352161E+004   0.1422179E+004
   0.1352177E+004   0.1460495E+004
   0.1419500E+004   0.1565523E+004
   0.1482974E+004   0.1624854E+004
   0.1530955E+004   0.1662772E+004
   0.1576613E+004   0.1734257E+004
   0.1604323E+004   0.1798380E+004
   0.1565469E+004   0.1801674E+004
   0.1516107E+004   0.1784866E+004
   0.1453530E+004   0.1698055E+004
   0.1374383E+004   0.1528855E+004
   0.1260439E+004   0.1419242E+004
   0.1181918E+004   0.1358290E+004
   0.1121280E+004   0.1309141E+004
   0.1089823E+004   0.1260974E+004
   0.1090843E+004   0.1238707E+004
   0.1116948E+004   0.1255904E+004
   0.1126512E+004   0.1243467E+004
   0.1140068E+004   0.1235280E+004
   0.1180443E+004   0.1279629E+004
   0.1210069E+004   0.1393933E+004
   0.1204642E+004   0.1418769E+004
   0.1212592E+004   0.1407149E+004
   0.1236802E+004   0.1384917E+004
   0.1203998E+004   0.1333019E+004
   0.1106099E+004   0.1328990E+004
   0.1037566E+004   0.1332537E+004
