 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1335843E+004   0.1338858E+004
   0.1412290E+004   0.1496806E+004
   0.1602976E+004   0.1712561E+004
   0.1613322E+004   0.1719670E+004
   0.1363426E+004   0.1428222E+004
   0.1110592E+004   0.1094247E+004
   0.1117744E+004   0.1286517E+004
   0.1415242E+004   0.1457197E+004
   0.1344592E+004   0.1382562E+004
   0.1221476E+004   0.1314777E+004
   0.1107067E+004   0.1262352E+004
   0.9640402E+003   0.1029679E+004
   0.8549778E+003   0.8859880E+003
   0.8243914E+003   0.8550175E+003
   0.9096766E+003   0.9477078E+003
   0.1063282E+004   0.1101732E+004
   0.1186893E+004   0.1247774E+004
   0.1151937E+004   0.1217504E+004
   0.9010894E+003   0.9232301E+003
   0.8396646E+003   0.8401637E+003
   0.1180827E+004   0.1222908E+004
   0.1486618E+004   0.1591422E+004
   0.1373190E+004   0.1400392E+004
   0.1185371E+004   0.1193439E+004
   0.1133627E+004   0.1162244E+004
   0.1051221E+004   0.1149116E+004
   0.1086445E+004   0.1305088E+004
   0.9456972E+003   0.1150318E+004
   0.7402110E+003   0.7670421E+003
   0.6837458E+003   0.6789757E+003
   0.6252727E+003   0.6421433E+003
   0.7579851E+003   0.6997011E+003
   0.1620115E+004   0.1510614E+004
   0.1745386E+004   0.1958389E+004
   0.1106184E+004   0.1177465E+004
   0.7033182E+003   0.6998629E+003
   0.6374978E+003   0.6322665E+003
   0.8767362E+003   0.8821876E+003
   0.1127150E+004   0.1214391E+004
   0.1267589E+004   0.1295848E+004
   0.1328296E+004   0.1354424E+004
   0.1290467E+004   0.1326608E+004
   0.1367873E+004   0.1396007E+004
   0.1556748E+004   0.1601212E+004
   0.1519275E+004   0.1537829E+004
   0.1372139E+004   0.1372295E+004
   0.1270949E+004   0.1472715E+004
   0.1257205E+004   0.1287310E+004
   0.1240624E+004   0.1282142E+004
   0.1416447E+004   0.1438760E+004
   0.1420837E+004   0.1452171E+004
   0.1118932E+004   0.1178198E+004
   0.9687542E+003   0.9899811E+003
   0.9870315E+003   0.1006735E+004
   0.1089551E+004   0.1143926E+004
   0.1197995E+004   0.1268648E+004
   0.1185138E+004   0.1212895E+004
   0.1075055E+004   0.1082694E+004
   0.9480039E+003   0.9463789E+003
   0.9263532E+003   0.9283214E+003
   0.1149776E+004   0.1163321E+004
   0.1782513E+004   0.2083564E+004
   0.2034835E+004   0.2277423E+004
   0.1711555E+004   0.1773969E+004
   0.1406674E+004   0.1405906E+004
   0.9788493E+003   0.1061273E+004
   0.7504308E+003   0.1045484E+004
   0.6253005E+003   0.7351249E+003
   0.5263915E+003   0.5550389E+003
   0.3627921E+003   0.3825571E+003
   0.3165510E+003   0.3233307E+003
   0.4112592E+003   0.4321685E+003
   0.9107739E+003   0.8802881E+003
   0.1339048E+004   0.1332416E+004
   0.1262727E+004   0.1385064E+004
   0.9834708E+003   0.1071640E+004
   0.8240914E+003   0.8245235E+003
   0.1104024E+004   0.1101510E+004
   0.1257665E+004   0.1351147E+004
   0.1259189E+004   0.1269573E+004
   0.1461700E+004   0.1482214E+004
   0.1230756E+004   0.1257334E+004
   0.1224796E+004   0.1283550E+004
   0.1490681E+004   0.1543982E+004
   0.1915862E+004   0.1916951E+004
   0.1779012E+004   0.1922388E+004
   0.1196997E+004   0.1329827E+004
   0.1019838E+004   0.1059348E+004
   0.1185983E+004   0.1231340E+004
   0.1511515E+004   0.1538985E+004
   0.1762231E+004   0.1796477E+004
   0.1486002E+004   0.1490688E+004
   0.1097254E+004   0.1159764E+004
   0.1046811E+004   0.1106519E+004
   0.1121082E+004   0.1175932E+004
   0.1249545E+004   0.1287250E+004
   0.1339227E+004   0.1380015E+004
   0.1274853E+004   0.1305959E+004
   0.1195883E+004   0.1204052E+004
   0.1171459E+004   0.1184151E+004
   0.1531934E+004   0.1665154E+004
   0.2231201E+004   0.2722051E+004
