 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1366504E+004   0.1393951E+004
   0.1439571E+004   0.1577054E+004
   0.1531345E+004   0.1652295E+004
   0.1621394E+004   0.1709131E+004
   0.1648333E+004   0.1683398E+004
   0.1552897E+004   0.1617442E+004
   0.1534274E+004   0.1783646E+004
   0.1449223E+004   0.1723186E+004
   0.1397468E+004   0.1483541E+004
   0.1237326E+004   0.1363682E+004
   0.1127380E+004   0.1307348E+004
   0.1007593E+004   0.1149186E+004
   0.8907357E+003   0.9440475E+003
   0.8392184E+003   0.8804286E+003
   0.8815721E+003   0.9300728E+003
   0.9855343E+003   0.1046090E+004
   0.1090300E+004   0.1180103E+004
   0.1052391E+004   0.1123751E+004
   0.9441118E+003   0.9959011E+003
   0.9638577E+003   0.9848513E+003
   0.1249615E+004   0.1434478E+004
   0.1473818E+004   0.1701827E+004
   0.1431006E+004   0.1564235E+004
   0.1306897E+004   0.1340398E+004
   0.1172525E+004   0.1249220E+004
   0.1122586E+004   0.1350228E+004
   0.9802723E+003   0.1244215E+004
   0.9002806E+003   0.1076382E+004
   0.8063545E+003   0.9125036E+003
   0.7648427E+003   0.8031270E+003
   0.7688313E+003   0.7927652E+003
   0.1014546E+004   0.9780069E+003
   0.1340056E+004   0.1331018E+004
   0.1477825E+004   0.1650517E+004
   0.1194253E+004   0.1349005E+004
   0.8753642E+003   0.9102915E+003
   0.8451514E+003   0.8322112E+003
   0.1027141E+004   0.1028438E+004
   0.1222130E+004   0.1286062E+004
   0.1296962E+004   0.1348409E+004
   0.1344171E+004   0.1377407E+004
   0.1351272E+004   0.1408765E+004
   0.1402925E+004   0.1466876E+004
   0.1557541E+004   0.1600251E+004
   0.1719850E+004   0.1734877E+004
   0.1685698E+004   0.1781073E+004
   0.1548221E+004   0.1765031E+004
   0.1323007E+004   0.1433609E+004
   0.1319590E+004   0.1352021E+004
   0.1362997E+004   0.1412163E+004
   0.1351112E+004   0.1438070E+004
   0.1182125E+004   0.1278967E+004
   0.9988205E+003   0.1056618E+004
   0.9538514E+003   0.9755882E+003
   0.1042579E+004   0.1079987E+004
   0.1162830E+004   0.1225216E+004
   0.1220387E+004   0.1284540E+004
   0.1149800E+004   0.1182652E+004
   0.1035316E+004   0.1041567E+004
   0.1033118E+004   0.1034929E+004
   0.1280777E+004   0.1414479E+004
   0.1538059E+004   0.1827447E+004
   0.1583749E+004   0.1776083E+004
   0.1451887E+004   0.1533627E+004
   0.1224541E+004   0.1268716E+004
   0.1051777E+004   0.1327839E+004
   0.8250634E+003   0.1093333E+004
   0.7243197E+003   0.8161820E+003
   0.5913876E+003   0.6389787E+003
   0.4853687E+003   0.5147316E+003
   0.4381375E+003   0.4671334E+003
   0.6253632E+003   0.6415970E+003
   0.9525258E+003   0.9438727E+003
   0.1170947E+004   0.1207056E+004
   0.1113813E+004   0.1247881E+004
   0.9579320E+003   0.1069795E+004
   0.9809777E+003   0.1007878E+004
   0.1127753E+004   0.1131564E+004
   0.1278399E+004   0.1355305E+004
