#dudx    dudy    dudz    dvdx    dvdy    dvdz    dwdx    dwdy    dwdz   div(u)  S_norm
  -0.4515487E+002   0.1749579E+002  -0.1470682E+002   0.5291275E+002   0.5464777E+001   0.2450557E+002   0.4048509E+001  -0.2396715E+003   0.3659249E+002  -0.3097601E+001   0.2908831E+005
  -0.3042438E+002   0.3011335E+002  -0.8209588E+001  -0.1177552E+002  -0.6987345E+001   0.1042046E+002  -0.3603945E+002  -0.1585816E+003   0.3561696E+002  -0.1794764E+001   0.1436494E+005
  -0.5956797E+001   0.2270558E+002  -0.9587630E+001  -0.6159187E+002  -0.2609337E+002  -0.3205956E+001  -0.1044740E+003   0.2447770E+002   0.3023779E+002  -0.1812379E+001   0.9116920E+004
   0.1877635E+002   0.9733380E+001  -0.4643269E+001  -0.3704451E+002  -0.3136936E+002   0.7147338E+000  -0.1045835E+003   0.1599310E+003   0.1128839E+002  -0.1304620E+001   0.2070517E+005
   0.3360715E+001   0.1472909E+002   0.3088539E+001   0.2960523E+002  -0.2636141E+002   0.1854673E+002  -0.1816065E+002   0.1370878E+003   0.2169457E+002  -0.1306123E+001   0.1438371E+005
   0.6836980E+000   0.3448674E+002   0.1881546E+002   0.7368977E+002  -0.1329828E+002   0.3485045E+002  -0.9198311E+002   0.3418081E+002   0.1163771E+002  -0.9768692E+000   0.1122292E+005
  -0.1657489E+002   0.3803682E+002   0.2403286E+002   0.2486696E+002  -0.2616035E+001   0.3465889E+002  -0.5721465E+002  -0.3492581E+002   0.1661924E+002  -0.2571682E+001   0.3084559E+004
   0.3509802E+001   0.4420404E+002   0.2747774E+002  -0.1273358E+001   0.5696673E+001   0.3503080E+002  -0.6644899E+002  -0.1160798E+003  -0.1281139E+002  -0.3604913E+001   0.5169940E+004
   0.1295373E+002   0.2679893E+002   0.1420935E+002  -0.3068484E+000   0.1518251E+002   0.2896414E+002  -0.1400400E+002  -0.1649615E+003  -0.3449212E+002  -0.6355878E+001   0.1117312E+005
   0.2291829E+002   0.9213874E+001   0.2407558E+001   0.3665031E+001   0.1068463E+002   0.1976252E+002  -0.5344143E+002  -0.1936958E+003  -0.3866790E+002  -0.5064984E+001   0.1863761E+005
   0.2903117E+002   0.1524405E+001   0.1995379E+001  -0.7482503E+001  -0.7159480E+000   0.8385493E+001  -0.1191647E+003  -0.2365334E+003  -0.3299980E+002  -0.4684572E+001   0.3483281E+005
   0.1576890E+002   0.6844869E+001   0.9764547E+001  -0.3280856E+002   0.1078225E+001   0.7160986E+001  -0.9984501E+002  -0.2189885E+003  -0.2400674E+002  -0.7159617E+001   0.2763880E+005
   0.3905355E+001   0.7338758E+001  -0.5317846E+001  -0.2892563E+002   0.1382190E+002   0.1311949E+002   0.4294806E+002  -0.1617852E+003  -0.2417758E+002  -0.6450332E+001   0.1276875E+005
   0.4591750E+001   0.1291362E+002  -0.3449388E+002  -0.8730343E+000   0.2475660E+002   0.2124618E+002   0.2128279E+003  -0.1215410E+003  -0.4099958E+002  -0.1165123E+002   0.2327321E+005
  -0.1892269E+002   0.1744653E+002  -0.4540057E+002   0.2346217E+002   0.2304293E+002   0.1563448E+002   0.1824392E+003  -0.1749713E+001  -0.3114627E+001   0.1005613E+001   0.1122136E+005
  -0.3712166E+002   0.3764723E+001  -0.4017598E+002   0.2711987E+002   0.2082665E+002   0.1178617E+002   0.2365389E+003   0.1377269E+003   0.1887934E+002   0.2584332E+001   0.3309918E+005
  -0.4441890E+002  -0.1792751E-001  -0.3384856E+002   0.2805254E+002   0.1912518E+002   0.8257951E+001   0.2515696E+003   0.2343035E+003   0.2137597E+002  -0.3917746E+001   0.5630284E+005
  -0.2059910E+002  -0.4784563E+001  -0.2806525E+002   0.4105056E+001   0.1867289E+002   0.1302793E+002   0.9354545E+002   0.2225483E+003   0.3853915E+000  -0.1540810E+001   0.3066449E+005
  -0.6567987E+001  -0.9570188E+001  -0.2284595E+002   0.2182741E+001   0.3383483E+002   0.1119198E+002  -0.9341761E+002   0.1660433E+003  -0.2717001E+002   0.9682865E-001   0.2441821E+005
  -0.1801206E+002  -0.2201713E+002  -0.3569086E+002  -0.7880694E+002   0.5210015E+002   0.3418900E+001  -0.7242618E+002   0.1059957E+003  -0.3246036E+002   0.1627732E+001   0.2100483E+005
  -0.8680798E+002  -0.1320580E+002  -0.5840930E+002  -0.9561426E+002   0.8282189E+002  -0.2069333E+002   0.1132816E+003   0.2638463E+001   0.7792570E+001   0.3806483E+001   0.2204036E+005
  -0.9296246E+002   0.1380297E+002  -0.4274119E+002  -0.5901388E+002   0.7877679E+002  -0.2136856E+002   0.1415558E+003  -0.5652040E+002   0.1814054E+002   0.3954863E+001   0.2410919E+005
  -0.1424619E+002   0.5141252E+002   0.2607824E+002   0.5753329E+002   0.6904087E+002   0.1732485E+001  -0.1714010E+002  -0.9131329E+002  -0.5456271E+002   0.2319655E+000   0.1793357E+005
   0.9365181E+002   0.7832370E+002   0.8909001E+002   0.9105572E+002   0.5382041E+002   0.2070859E+002  -0.1794596E+003  -0.9246285E+002  -0.1442543E+003   0.3217877E+001   0.5347553E+005
   0.1034373E+003   0.7283537E+002   0.9070847E+002   0.7861542E+002   0.3544765E+002   0.2373457E+002  -0.2056502E+003  -0.8904587E+002  -0.1380725E+003   0.8124869E+000   0.5122685E+005
   0.3811340E+002   0.4012380E+002   0.3935262E+002   0.2345584E+002   0.7659879E+001   0.2767972E+001  -0.1087006E+003  -0.5283200E+002  -0.4665568E+002  -0.8824057E+000   0.9366758E+004
  -0.8701323E+001   0.2868756E+001  -0.2782335E+001   0.8884382E+001  -0.1578792E+001  -0.5162673E+001  -0.6660889E+002  -0.5041816E+002   0.8456786E+001  -0.1823329E+001   0.4169868E+004
   0.2499567E+002  -0.6686111E+001  -0.6671497E+001  -0.2480029E+002  -0.1184926E+001  -0.3110135E+001  -0.2160799E+002  -0.5056067E+002  -0.2451296E+002  -0.7022103E+000   0.3562747E+004
   0.4648160E+002  -0.1353899E+002  -0.1424527E+002  -0.2740636E+002   0.5021227E+001   0.5764215E+001   0.4584319E+002  -0.2538592E+002  -0.5175328E+002  -0.2504481E+000   0.6394114E+004
   0.2328733E+002  -0.1165784E+002  -0.2413954E+002  -0.1167046E+002   0.1065317E+002   0.2059629E+001   0.1403491E+003   0.1237984E+002  -0.3731962E+002  -0.3379113E+001   0.9173422E+004
  -0.1390237E+002   0.6725438E+001  -0.2117807E+002   0.1235691E+002   0.1662511E+002  -0.4604063E+001   0.1067181E+003  -0.2565327E+002  -0.6453677E+001  -0.3730934E+001   0.4805052E+004
  -0.3311283E+002   0.2672630E+002  -0.8693072E+001   0.9373951E+001   0.1516235E+002  -0.7048622E+000   0.3359309E+002  -0.9432472E+002   0.1484335E+002  -0.3107135E+001   0.7020393E+004
  -0.3027405E+002   0.3320219E+002  -0.9800035E+000  -0.2834657E+002   0.1659549E+002   0.1723124E+002   0.1869726E+002  -0.1641745E+003   0.9920718E+001  -0.3757841E+001   0.1225054E+005
  -0.6933502E+001   0.2230164E+002  -0.4979797E+001  -0.5248438E+002   0.1835626E+002   0.4167242E+002   0.6011101E+002  -0.1743984E+003  -0.1583819E+002  -0.4415428E+001   0.1141270E+005
   0.1932260E+002   0.2762096E+002  -0.1182342E+002  -0.7977044E+002   0.3458354E+002   0.4399046E+002   0.2556392E+002  -0.1261117E+003  -0.5697311E+002  -0.3066978E+001   0.9638317E+004
   0.4263741E+002   0.2803932E+002  -0.1596709E+002   0.7622143E+001   0.3581858E+002   0.3975007E+002  -0.1235528E+003   0.4999493E+000  -0.7759264E+002   0.8633610E+000   0.2030009E+005
   0.4312562E+002   0.3453242E+002  -0.2203709E+002   0.2108262E+002   0.2011351E+002   0.2541887E+002  -0.8506698E+002   0.7348814E+002  -0.6186401E+002   0.1375117E+001   0.1826435E+005
   0.2707407E+002   0.2102679E+002  -0.2197375E+002   0.1689637E+002  -0.1795172E+002   0.1865112E+002   0.5910419E-001   0.3132049E+002  -0.9492911E+001  -0.3705683E+000   0.3353129E+004
  -0.3636354E+001   0.1022107E+002  -0.2233673E+002   0.1295343E+001  -0.2088486E+002   0.1800826E+002   0.1861168E+002  -0.9400826E+002   0.2321452E+002  -0.1306701E+001   0.3948997E+004
  -0.4493268E+002   0.2165120E+001  -0.2023511E+002   0.4087557E+002  -0.1095326E+001   0.2366767E+002   0.3010365E+002  -0.2000331E+003   0.4242579E+002  -0.3602211E+001   0.2034310E+005
  -0.1865408E+002   0.3888814E+002  -0.7306999E+001   0.3178873E+002   0.4195974E+001   0.3332359E+002  -0.1699203E+001  -0.1252730E+003   0.1305520E+002  -0.1402914E+001   0.7300873E+004
  -0.2925527E+002   0.5443358E+002  -0.1098694E+002  -0.2550527E+002  -0.1898438E+002   0.2024563E+002   0.7183700E+002  -0.9558963E+002   0.4593747E+002  -0.2302181E+001   0.8432909E+004
  -0.3024050E+002   0.4586093E+002  -0.2149268E+002  -0.5989004E+002  -0.2056795E+002   0.8323177E+001   0.5574467E+002   0.1186447E+001   0.4907482E+002  -0.1733626E+001   0.4475088E+004
   0.1361623E+002   0.2707490E+002  -0.1474165E+002  -0.2575435E+002   0.1768914E+000   0.1342162E+002  -0.7683824E+002   0.5014141E+002  -0.1445872E+002  -0.6655990E+000   0.6608779E+004
   0.8919692E+001   0.2139886E+002  -0.6693793E+000   0.2762073E+002  -0.1765823E+001   0.1499270E+002  -0.7106819E+002   0.3591249E+002  -0.8135476E+001  -0.9816073E+000   0.5218813E+004
   0.1023152E+002   0.2438005E+002   0.2707374E+002   0.7366170E+002  -0.1510105E+002   0.1632160E+002  -0.1492108E+003  -0.6191858E+001   0.3188913E+001  -0.1680625E+001   0.1265809E+005
  -0.1884874E+002   0.3112470E+002   0.3808317E+002   0.2669425E+002  -0.2531142E+002   0.5719906E+001  -0.8298990E+002  -0.2432936E+002   0.3857139E+002  -0.5588771E+001   0.5326262E+004
   0.2811055E+001   0.3106385E+002   0.4365905E+002   0.1243019E+002  -0.1910880E+002   0.5465100E+001  -0.8761024E+002  -0.3572286E+002   0.1249104E+002  -0.3806711E+001   0.2893730E+004
   0.2894379E+001   0.2864856E+002   0.2967786E+002   0.1419057E+001  -0.9239120E+001  -0.1622527E+000  -0.7747307E+002  -0.5160621E+002   0.1869426E+001  -0.4475314E+001   0.3024766E+004
   0.1512334E+002   0.2402299E+002   0.1518909E+002  -0.1330126E+001  -0.1148911E+002  -0.4365981E+001  -0.9739948E+002  -0.8799590E+002  -0.4137109E+001  -0.5028798E+000   0.8279862E+004
   0.2511678E+002   0.1553503E+002   0.7305060E+001  -0.1290393E+002  -0.1898522E+002  -0.8917166E+001  -0.1447541E+003  -0.8830499E+002  -0.6493229E+001  -0.3616699E+000   0.1520907E+005
   0.8510321E+001   0.1956139E+001   0.7050859E+001  -0.1597225E+002  -0.8906889E+001  -0.6788443E+001  -0.3615806E+002  -0.1578706E+002   0.1882155E+001   0.1485588E+001   0.9312319E+003
   0.3620161E+001  -0.9882517E+001  -0.1347972E+001  -0.5884068E+001   0.1194258E+002  -0.1421247E+001   0.6166970E+002   0.5471452E+001  -0.1385055E+002   0.1712187E+001   0.2298441E+004
   0.5885071E+001  -0.1840153E+002  -0.2272331E+002   0.7165484E+001   0.4163901E+002   0.8515390E+001   0.2021204E+003  -0.7108705E+002  -0.5471115E+002  -0.7187077E+001   0.2285692E+005
  -0.2315083E+002  -0.2183649E+002  -0.4138702E+002   0.1925537E+002   0.4108799E+002   0.1476354E+002   0.2855181E+003  -0.9716475E+002  -0.2205553E+002  -0.4118377E+001   0.3590328E+005
  -0.4242102E+002  -0.1875359E+002  -0.4537950E+002   0.7288086E+001   0.2584619E+002   0.2047035E+002   0.3436396E+003  -0.4693816E+002   0.1823436E+002   0.1659543E+001   0.4769468E+005
  -0.3781298E+002  -0.8810846E+001  -0.4304278E+002   0.2208635E+002   0.1849176E+000   0.1990446E+002   0.2864962E+003   0.1803819E+002   0.3394078E+002  -0.3687282E+001   0.3302002E+005
  -0.2192203E+002  -0.4193682E+001  -0.3441898E+002   0.1014036E+002  -0.3795980E+001   0.1992599E+002   0.7814776E+002   0.2949137E+002   0.2419594E+002  -0.1522070E+001   0.3274478E+004
  -0.2388553E+002  -0.1209562E+002  -0.2444184E+002   0.2552359E+002   0.1729974E+002   0.1608372E+002  -0.1269132E+003   0.6478565E+001   0.6382260E+001  -0.2035332E+000   0.1270937E+005
  -0.2452299E+002  -0.2118333E+002  -0.2744431E+002  -0.4163720E+002   0.4520710E+002   0.1724302E+002  -0.1430163E+003  -0.1011812E+001  -0.1876945E+002   0.1914656E+001   0.1962947E+005
  -0.5392003E+002  -0.1542253E+001  -0.3899582E+002  -0.7773549E+002   0.8201096E+002   0.7311718E+001   0.4238994E+001  -0.9358659E+002  -0.2271959E+002   0.5371348E+001   0.1760790E+005
  -0.5009666E+002   0.3922513E+002  -0.1924556E+002  -0.5771838E+002   0.9356806E+002   0.7910195E+001   0.8995285E+002  -0.1601626E+003  -0.3989586E+002   0.3575543E+001   0.2711323E+005
   0.1873519E+002   0.7965925E+002   0.3284784E+002   0.3486095E+002   0.9168952E+002   0.1623355E+002  -0.7943282E+001  -0.1821508E+003  -0.1070049E+003   0.3419858E+001   0.4083594E+005
   0.9127682E+002   0.8129127E+002   0.7652986E+002   0.6264752E+002   0.5399150E+002   0.1548964E+002  -0.1407447E+003  -0.1200575E+003  -0.1404638E+003   0.4804520E+001   0.4885711E+005
