#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9726095E+000   0.3487360E-003  -0.8820782E+000   0.3553494E+000   0.2899781E+001   0.4679845E-036
   0.9564620E+000   0.1487802E-002  -0.7269869E+000   0.3876395E+000   0.2079600E+001   0.4758852E-036
   0.9400444E+000   0.2496884E-002  -0.4954917E+000   0.3679081E+000   0.1366525E+001   0.4841964E-036
   0.9245168E+000   0.3150017E-002  -0.2567454E+000   0.3254216E+000   0.8872253E+000   0.4923287E-036
   0.9086907E+000   0.4358950E-002  -0.1514569E+000   0.2448759E+000   0.7017741E+000   0.5009033E-036
   0.9003628E+000   0.6384637E-002  -0.3942431E-001   0.2439107E+000   0.1049228E+001   0.5055364E-036
   0.9093598E+000   0.6053266E-002   0.1484904E+000   0.2214120E+000   0.1892824E+001   0.5005347E-036
   0.9323800E+000   0.5332147E-002   0.4034644E+000   0.1261441E+000   0.3148716E+001   0.4881766E-036
   0.9606682E+000   0.1043485E-002   0.5715027E+000  -0.6506047E-001   0.4264057E+001   0.4738016E-036
   0.9633748E+000   0.9261455E-003   0.6428311E+000  -0.1897414E+000   0.4942298E+001   0.4724705E-036
   0.9709336E+000   0.1016818E-002   0.6132246E+000  -0.9696609E-001   0.5793925E+001   0.4687923E-036
   0.9774299E+000   0.9896522E-003   0.5210697E+000   0.4903744E-001   0.6339156E+001   0.4656765E-036
   0.9883599E+000   0.2845304E-003   0.3588334E+000   0.1154737E+000   0.6709512E+001   0.4605267E-036
   0.9921750E+000   0.2296799E-004   0.1944227E+000   0.6559776E-001   0.6745191E+001   0.4587559E-036
   0.9923737E+000   0.2602388E-004   0.1198307E+000   0.1618822E-001   0.6835571E+001   0.4586641E-036
   0.9914661E+000   0.3485735E-004   0.1506417E+000  -0.1071754E-001   0.6877114E+001   0.4590839E-036
   0.9884473E+000   0.7930987E-004   0.2719115E+000  -0.2956588E-001   0.6516454E+001   0.4604860E-036
   0.9878467E+000   0.7016650E-004   0.3032923E+000  -0.1102400E+000   0.6054706E+001   0.4607660E-036
   0.9889276E+000   0.6870989E-004   0.1548340E+000  -0.3082803E+000   0.5998981E+001   0.4602623E-036
   0.9901751E+000   0.1072417E-003  -0.1281099E+000  -0.5176145E+000   0.6179695E+001   0.4596825E-036
   0.9838495E+000   0.7254371E-003  -0.1922004E+000  -0.6414767E+000   0.5951180E+001   0.4626380E-036
   0.9770661E+000   0.9048688E-003   0.2758175E-001  -0.6471294E+000   0.4926444E+001   0.4658499E-036
   0.9723387E+000   0.8673724E-003   0.3532482E+000  -0.5669989E+000   0.3768937E+001   0.4681148E-036
   0.9722776E+000   0.4952299E-003   0.5370785E+000  -0.5226088E+000   0.2893893E+001   0.4681442E-036
   0.9606368E+000   0.1351590E-002   0.5353343E+000  -0.4638013E+000   0.1893848E+001   0.4738171E-036
   0.9061114E+000   0.1800000E-001   0.5131114E+000  -0.3801446E+000   0.7848239E+000   0.5023291E-036
   0.8529112E+000   0.2822039E-001   0.4090234E+000  -0.2351747E+000  -0.3020632E+000   0.5336618E-036
   0.8348075E+000   0.2787017E-001   0.3267410E+000  -0.9003339E-001  -0.8503115E+000   0.5452348E-036
   0.8613342E+000   0.2456088E-001   0.2653513E+000   0.1863965E-001  -0.6957817E+000   0.5284431E-036
   0.9159723E+000   0.8227008E-002   0.2307198E+000   0.1355966E-001  -0.4765158E+000   0.4969213E-036
   0.9300490E+000   0.7742786E-002   0.1134119E+000  -0.2148685E-001  -0.1766162E+000   0.4894002E-036
   0.9309276E+000   0.5707032E-002  -0.4378917E-001   0.5757011E-001  -0.1130476E+000   0.4889383E-036
   0.9275257E+000   0.5506908E-002   0.8820919E-001   0.2993413E+000   0.2831070E+000   0.4907315E-036
   0.9392280E+000   0.4051326E-002   0.4276591E+000   0.5741606E+000   0.1060770E+001   0.4846173E-036
   0.9622342E+000   0.2136615E-002   0.6343716E+000   0.6519561E+000   0.1816267E+001   0.4730305E-036
   0.9794636E+000   0.5280747E-003   0.4822564E+000   0.5422468E+000   0.2129409E+001   0.4647096E-036
   0.9755599E+000   0.4687012E-003   0.1037671E+000   0.3175625E+000   0.1914163E+001   0.4665691E-036
   0.9705692E+000   0.5017212E-003  -0.2603522E+000   0.1598438E+000   0.2027246E+001   0.4689683E-036
   0.9695414E+000   0.4152054E-003  -0.5729697E+000   0.1673075E+000   0.2585491E+001   0.4694654E-036
   0.9731358E+000   0.2102410E-003  -0.7672646E+000   0.2370529E+000   0.2981592E+001   0.4677314E-036
