#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.2396967E-001   0.6350579E-004  -0.4199055E+000   0.4643914E-001   0.7211267E+000   0.1135620E+000
   0.4157515E-001   0.1477915E-002  -0.2197702E+000   0.1312708E+000  -0.1789372E+000   0.7772798E-001
   0.5866861E-001   0.2346223E-002  -0.8917184E-001   0.1644145E+000  -0.5729494E+000   0.4963818E-001
   0.7383149E-001   0.3192381E-002  -0.2323466E-001   0.1979776E+000  -0.6971480E+000   0.3060461E-001
   0.8793162E-001   0.4078508E-002  -0.9800644E-002   0.1903629E+000  -0.6397749E+000   0.2313149E-001
   0.1035263E+000   0.6531862E-002  -0.2170435E-001   0.2241806E+000  -0.5248372E+000   0.2645788E-001
   0.9176027E-001   0.6572846E-002   0.1924011E-002   0.2326063E+000  -0.1990534E+000   0.4084818E-001
   0.5790022E-001   0.4039186E-002   0.7253503E-001   0.2067917E+000   0.6316230E+000   0.6079080E-001
   0.3480818E-001   0.4344410E-003   0.1391511E+000  -0.3980525E-002   0.2120004E+001   0.7497569E-001
   0.3475245E-001   0.8713989E-003   0.4742743E-001  -0.1732796E+000   0.2491729E+001   0.5249100E-001
   0.3016778E-001   0.1086867E-002  -0.1950021E-003  -0.1832822E+000   0.2533566E+001   0.5200866E-001
   0.2160805E-001   0.9580473E-003  -0.1793756E-001  -0.1491058E+000   0.2576311E+001   0.6042294E-001
   0.9480822E-002   0.7398031E-004  -0.1211894E+000  -0.3154480E-001   0.2669772E+001   0.9882292E-001
   0.7873473E-002   0.1972346E-004  -0.1911068E+000  -0.4705229E-001   0.2484253E+001   0.1063360E+000
   0.8106252E-002   0.2841563E-004  -0.1633082E+000  -0.2951986E-001   0.2321202E+001   0.1264089E+000
   0.9057769E-002   0.3659936E-004  -0.6891521E-001   0.2875101E-001   0.2243333E+001   0.1496264E+000
   0.1173040E-001   0.6994004E-004   0.7201726E-001   0.1075583E+000   0.2135430E+001   0.1404419E+000
   0.1291793E-001   0.6474408E-004   0.1306870E+000   0.1298959E+000   0.2154429E+001   0.1260121E+000
   0.1119805E-001   0.6326291E-004   0.1237157E+000   0.1247656E+000   0.2157948E+001   0.1229291E+000
   0.7677161E-002   0.1665937E-004   0.2749387E-002   0.7028959E-001   0.2035759E+001   0.1796203E+000
   0.1318659E-001   0.5764507E-003   0.6835210E-001  -0.3431007E-002   0.7200261E+000   0.1542062E+000
   0.2096954E-001   0.8255510E-003   0.1873279E+000  -0.8828584E-001   0.4465417E+000   0.1235370E+000
   0.2548069E-001   0.7983512E-003   0.2611470E+000  -0.1797064E+000   0.4660195E+000   0.9892697E-001
   0.2415374E-001   0.2715366E-003   0.2006811E+000  -0.2615850E+000   0.5671837E+000   0.9740339E-001
   0.3299337E-001   0.6282227E-003   0.1415627E+000  -0.2181753E+000  -0.1974714E+000   0.6301031E-001
   0.8648577E-001   0.1341881E-001   0.1829433E+000  -0.2274627E+000  -0.1488113E+001   0.2216870E-001
   0.1605735E+000   0.3204825E-001   0.1240036E+000  -0.2214041E+000  -0.2017544E+001   0.9097701E-002
   0.1794671E+000   0.3146421E-001   0.7959056E-001  -0.2081861E+000  -0.2148495E+001   0.7742564E-002
   0.1404011E+000   0.2272350E-001   0.2505696E-002  -0.1269661E+000  -0.2104600E+001   0.6849931E-002
   0.8421765E-001   0.8568253E-002  -0.1794960E-002  -0.2912898E-001  -0.1892352E+001   0.8564744E-002
   0.6466747E-001   0.7300032E-002   0.3637509E-001   0.4591947E-001  -0.1799015E+001   0.1036506E-001
   0.6927103E-001   0.5938526E-002   0.7627533E-001   0.1130214E+000  -0.1632871E+001   0.2177166E-001
   0.7883042E-001   0.5769229E-002   0.1177859E+000   0.1782923E+000  -0.1466982E+001   0.3591689E-001
   0.6354842E-001   0.3785889E-002   0.1752786E+000   0.2316383E+000  -0.1322238E+001   0.5161785E-001
   0.3120761E-001   0.1664063E-002   0.3162461E+000   0.2885817E+000  -0.1133037E+001   0.7845607E-001
   0.1428308E-001   0.1811965E-003   0.3921915E+000   0.2128186E+000  -0.6470773E+000   0.1065248E+000
   0.2026121E-001   0.3523518E-003   0.2115471E+000  -0.1371653E-001  -0.1115517E-001   0.7858500E-001
   0.2983670E-001   0.4763840E-003   0.9752721E-001  -0.8996611E-001   0.2053815E+000   0.5950761E-001
   0.3155940E-001   0.4345998E-003  -0.3222004E-001  -0.9637354E-001   0.4447816E+000   0.5671448E-001
   0.2530818E-001   0.2020546E-003  -0.2664466E+000  -0.5023557E-001   0.7848937E+000   0.8168187E-001
   0.2418456E-001   0.9183326E-004  -0.3822866E+000   0.1349522E+000   0.6229437E+000   0.1156258E+000
   0.3186774E-001   0.4047978E-003  -0.2602209E+000   0.1307592E+000   0.1097790E+000   0.8365499E-001
   0.4378167E-001   0.9770395E-003  -0.1604500E+000   0.1184699E+000  -0.2116569E+000   0.5051017E-001
   0.5802290E-001   0.1600050E-002  -0.1002013E+000   0.1582709E+000  -0.2554144E+000   0.3740558E-001
   0.7351363E-001   0.2531654E-002  -0.5804017E-001   0.2042211E+000  -0.2344325E+000   0.3318598E-001
   0.7653781E-001   0.4774869E-002  -0.4422093E-001   0.2464597E+000  -0.9343990E-001   0.4043100E-001
   0.6200099E-001   0.4783555E-002  -0.1865749E-001   0.2260091E+000   0.2976352E+000   0.5136199E-001
   0.4193119E-001   0.2366015E-002   0.3284872E-001   0.1026101E+000   0.1471741E+001   0.6085059E-001
   0.3872229E-001   0.5279846E-003   0.4967010E-001  -0.7671215E-001   0.2261885E+001   0.4339035E-001
