#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9767402E+000   0.0000000E+000  -0.9258442E+000   0.3750688E+000   0.3345768E+001   0.0000000E+000
   0.9861352E+000   0.0000000E+000  -0.1455039E+001   0.5206504E+000   0.3569401E+001   0.0000000E+000
   0.9788604E+000   0.0000000E+000  -0.1066731E+001   0.8679450E+000   0.2713764E+001   0.0000000E+000
   0.9847213E+000   0.0000000E+000  -0.4716210E+000   0.5852178E+000   0.3138418E+001   0.0000000E+000
   0.9890870E+000   0.0000000E+000  -0.3144814E+000   0.6513588E+000   0.3035732E+001   0.0000000E+000
   0.9161165E+000   0.0000000E+000  -0.4209734E+000   0.1328961E+000   0.1246406E+000   0.0000000E+000
   0.9646362E+000   0.0000000E+000   0.1790441E+000  -0.1804467E+000   0.1560803E+001   0.0000000E+000
   0.9803733E+000   0.0000000E+000   0.4068724E+000   0.2806664E+000   0.4696887E+001   0.0000000E+000
   0.9743002E+000   0.0000000E+000   0.6931312E+000  -0.1992306E+000   0.4401552E+001   0.0000000E+000
   0.9781110E+000   0.0000000E+000   0.4316866E+000  -0.5142937E+000   0.4841980E+001   0.0000000E+000
   0.9782830E+000   0.0000000E+000   0.3846920E+000  -0.2170776E+000   0.4673762E+001   0.0000000E+000
   0.9921283E+000   0.0000000E+000   0.5473997E+000   0.2794432E+000   0.7063415E+001   0.0000000E+000
   0.9929515E+000   0.0000000E+000   0.1893685E+000   0.1074352E+000   0.6205990E+001   0.0000000E+000
   0.9931010E+000   0.0000000E+000  -0.1375804E+000  -0.7340490E-001   0.5686403E+001   0.0000000E+000
   0.9896520E+000   0.0000000E+000  -0.3036076E+000  -0.1297975E+000   0.4595267E+001   0.0000000E+000
   0.9781456E+000   0.0000000E+000  -0.2470081E+000  -0.2451493E+000   0.3696822E+001   0.0000000E+000
   0.9821386E+000   0.0000000E+000   0.1087932E+000  -0.2058790E+000   0.4971498E+001   0.0000000E+000
   0.9870467E+000   0.0000000E+000   0.6306227E+000  -0.5514348E-001   0.5901807E+001   0.0000000E+000
   0.9887639E+000   0.0000000E+000   0.3500116E+000  -0.1813901E+000   0.5225612E+001   0.0000000E+000
   0.9951465E+000   0.0000000E+000  -0.2496539E+000  -0.5498999E+000   0.6712530E+001   0.0000000E+000
   0.9951366E+000   0.0000000E+000  -0.4799948E+000  -0.7539904E+000   0.7799107E+001   0.0000000E+000
   0.9932466E+000   0.0000000E+000   0.3258337E-001  -0.6843567E+000   0.6946929E+001   0.0000000E+000
   0.9905951E+000   0.0000000E+000   0.7450883E+000  -0.8197995E+000   0.4761659E+001   0.0000000E+000
   0.9887019E+000   0.0000000E+000   0.9236022E+000  -0.8427800E+000   0.3957419E+001   0.0000000E+000
   0.9803700E+000   0.0000000E+000   0.8757376E+000  -0.5284180E+000   0.2604835E+001   0.0000000E+000
   0.9802008E+000   0.0000000E+000   0.4716563E+000  -0.5807295E+000   0.6416488E+000   0.0000000E+000
   0.8279506E+000   0.0000000E+000   0.5548833E+000  -0.5295540E+000  -0.1621463E+001   0.0000000E+000
   0.8294076E+000   0.0000000E+000   0.9453370E-001  -0.1120615E+000  -0.2056137E+001   0.0000000E+000
   0.8597920E+000   0.0000000E+000   0.1794586E+000   0.2608274E+000  -0.2052488E+001   0.0000000E+000
   0.9661316E+000   0.0000000E+000   0.3482214E+000   0.1022603E+000  -0.1342144E+001   0.0000000E+000
   0.9907916E+000   0.0000000E+000   0.1358355E+000   0.7099240E-001  -0.6190826E+000   0.0000000E+000
   0.9941878E+000   0.0000000E+000  -0.1674570E-001   0.6581549E-001  -0.1314322E+000   0.0000000E+000
   0.8096331E+000   0.0000000E+000  -0.5903885E+000   0.5448301E+000  -0.8620698E+000   0.0000000E+000
   0.9799279E+000   0.0000000E+000   0.1036027E+001   0.1145942E+001   0.2180780E+001   0.0000000E+000
   0.9929227E+000   0.0000000E+000   0.1464207E+001   0.7921723E+000   0.3278048E+001   0.0000000E+000
   0.9939457E+000   0.0000000E+000   0.7617620E+000   0.5153115E+000   0.3046830E+001   0.0000000E+000
   0.9908575E+000   0.0000000E+000   0.1501257E+000   0.3547305E+000   0.2047532E+001   0.0000000E+000
   0.9731140E+000   0.0000000E+000  -0.2702382E+000  -0.9450395E-001   0.1549040E+001   0.0000000E+000
   0.9646077E+000   0.0000000E+000  -0.3660917E+000  -0.1004159E+000   0.1823638E+001   0.0000000E+000
   0.9843774E+000   0.0000000E+000  -0.1250897E+001   0.5078807E+000   0.4186780E+001   0.0000000E+000
