 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
  -0.1288152E+003  -0.1208615E+003
  -0.1331055E+002  -0.1241097E+002
   0.3227442E+002   0.3497772E+002
   0.1073321E+002   0.1239688E+002
  -0.8727191E+002  -0.8381035E+002
  -0.1895948E+003  -0.1857730E+003
  -0.2171506E+003  -0.2261352E+003
  -0.1324407E+003  -0.1294580E+003
   0.6463954E+002   0.1287976E+003
   0.2042041E+003   0.2766914E+003
   0.3119476E+003   0.3225604E+003
   0.3276174E+003   0.2999851E+003
   0.3035224E+003   0.2632487E+003
   0.2456757E+003   0.2179088E+003
   0.1559597E+003   0.1567928E+003
   0.8470131E+002   0.9152877E+002
   0.4941061E+002   0.5708770E+002
   0.7003374E+002   0.7816525E+002
   0.1117339E+003   0.1256829E+003
   0.1427838E+003   0.1637167E+003
   0.1410862E+003   0.1545376E+003
   0.1139091E+003   0.1155382E+003
   0.7063555E+002   0.7281114E+002
  -0.6360369E+000  -0.1464555E+002
  -0.4738754E+002  -0.6778684E+002
  -0.6308429E+002  -0.7529878E+002
  -0.3014162E+002  -0.3506154E+002
   0.5000657E+001   0.1800284E+001
   0.1344202E+002   0.1155895E+002
   0.2459774E+002   0.2185433E+002
   0.2352989E+002   0.2236200E+002
   0.8406968E+002   0.8006693E+002
   0.9888161E+002   0.9594738E+002
   0.7724041E+002   0.7579033E+002
  -0.1185127E+003  -0.1070368E+003
  -0.4348838E+003  -0.4084549E+003
  -0.6811004E+003  -0.6627159E+003
  -0.7137094E+003  -0.7076824E+003
  -0.5336476E+003  -0.5334682E+003
  -0.2799454E+003  -0.2707541E+003
  -0.1796764E+003  -0.1658174E+003
  -0.6580987E+002  -0.6555542E+002
  -0.2992079E+002  -0.2873802E+002
  -0.3668575E+002  -0.3318941E+002
  -0.1054161E+003  -0.1005961E+003
  -0.1956895E+003  -0.1945660E+003
  -0.2268735E+003  -0.2397869E+003
  -0.1285367E+003  -0.1264084E+003
   0.1239254E+003   0.1846120E+003
   0.2904732E+003   0.3511953E+003
   0.3671367E+003   0.3673138E+003
   0.2965160E+003   0.2728921E+003
   0.2772915E+003   0.2372121E+003
   0.2165280E+003   0.1855138E+003
   0.1560677E+003   0.1406498E+003
   0.6817875E+002   0.6888379E+002
   0.2969897E+002   0.3311007E+002
   0.5322439E+002   0.5613610E+002
   0.9063122E+002   0.9464108E+002
   0.1194925E+003   0.1250439E+003
   0.1287132E+003   0.1321394E+003
   0.1145015E+003   0.1155947E+003
   0.8890811E+002   0.8952178E+002
   0.4126355E+002   0.3780433E+002
  -0.9063337E+001  -0.2876447E+002
  -0.4207659E+002  -0.6267125E+002
  -0.4347612E+002  -0.5377943E+002
  -0.9502356E+000  -0.3815386E+001
   0.2672569E+002   0.2529641E+002
   0.5612035E+002   0.5535865E+002
   0.4895070E+002   0.4775499E+002
   0.7390426E+002   0.7261675E+002
   0.8472381E+002   0.8569983E+002
   0.7508763E+002   0.7630645E+002
  -0.5814116E+002  -0.5124511E+002
  -0.3142318E+003  -0.2930051E+003
  -0.5703512E+003  -0.5457947E+003
  -0.6647535E+003  -0.6462820E+003
  -0.5666594E+003  -0.5491182E+003
  -0.3352017E+003  -0.3127774E+003
  -0.2412583E+003  -0.2741793E+003
  -0.1504409E+003  -0.1765495E+003
