 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.3346318E+002   0.3220951E+002
   0.8131384E+002   0.8110624E+002
   0.8281321E+002   0.8399518E+002
   0.9087177E+002   0.9414079E+002
  -0.3318923E+002  -0.2887789E+002
  -0.3078120E+003  -0.3029887E+003
  -0.3182918E+003  -0.3290523E+003
  -0.1373453E+003  -0.1399173E+003
   0.1274533E+003   0.1983581E+003
   0.4200808E+003   0.4417658E+003
   0.2991348E+003   0.2914119E+003
   0.2553403E+003   0.2447239E+003
   0.2481819E+003   0.2311537E+003
   0.1517063E+003   0.1510044E+003
   0.1388299E+003   0.1465059E+003
   0.7629919E+002   0.8557869E+002
   0.4456610E+000  -0.1495368E-001
   0.5032546E+002   0.5338029E+002
   0.1337449E+003   0.1335431E+003
   0.1442767E+003   0.1467970E+003
   0.1333728E+003   0.1341672E+003
   0.1261312E+003   0.1258944E+003
   0.7593265E+002   0.7553403E+002
   0.2039994E+002   0.1753450E+002
  -0.7929914E+002  -0.9956527E+002
  -0.1295237E+003  -0.1334182E+003
  -0.6108179E+002  -0.6490561E+002
   0.7926087E+001   0.7015753E+001
   0.4006355E+002   0.3965863E+002
   0.3516955E+002   0.3486371E+002
   0.9483732E+002   0.9157758E+002
   0.1314465E+003   0.1263516E+003
   0.1166500E+003   0.1119362E+003
   0.1591296E+002   0.1813100E+002
  -0.6035291E+002  -0.5866579E+002
  -0.3497446E+003  -0.3291702E+003
  -0.1158974E+004  -0.1155534E+004
  -0.1169079E+004  -0.1179419E+004
  -0.3820808E+003  -0.3602034E+003
  -0.7064426E+002  -0.5591161E+002
  -0.8562410E+002  -0.8696961E+002
  -0.7857822E+002  -0.7974156E+002
  -0.1978122E+002  -0.1955790E+002
   0.2092278E+002   0.2509428E+002
  -0.4690450E+002  -0.4214888E+002
  -0.2234070E+003  -0.2209739E+003
  -0.3250826E+003  -0.3273952E+003
  -0.1920823E+003  -0.1970564E+003
   0.1734556E+003   0.2420680E+003
   0.5150463E+003   0.5366629E+003
   0.3487816E+003   0.3333246E+003
   0.3015661E+003   0.2869225E+003
   0.3019879E+003   0.2726236E+003
   0.1652184E+003   0.1457720E+003
   0.5345339E+002   0.5734736E+002
   0.7924565E+001   0.1109153E+002
   0.2005994E+002   0.2101750E+002
   0.5406381E+002   0.5588831E+002
   0.8722449E+002   0.9104408E+002
   0.1156052E+003   0.1188548E+003
   0.1354486E+003   0.1367033E+003
   0.1366625E+003   0.1370343E+003
   0.9501920E+002   0.9511524E+002
   0.4712511E+002   0.4658934E+002
   0.3202013E+001  -0.3624496E+001
  -0.6510053E+002  -0.8192593E+002
  -0.9374603E+002  -0.9520938E+002
  -0.3434742E+002  -0.3532999E+002
   0.4328366E+002   0.4316146E+002
   0.6347732E+002   0.6432849E+002
   0.9484404E+002   0.9726754E+002
   0.7615622E+002   0.7635751E+002
   0.9039921E+002   0.9091116E+002
   0.1147107E+003   0.1109431E+003
   0.1031770E+003   0.9943765E+002
  -0.1553952E+003  -0.1457012E+003
  -0.6542352E+003  -0.6208076E+003
  -0.9226239E+003  -0.8969822E+003
  -0.5858474E+003  -0.5768297E+003
  -0.1867658E+003  -0.1728279E+003
  -0.1541232E+003  -0.1746133E+003
  -0.1250964E+003  -0.1437953E+003
  -0.1297720E+003  -0.1353837E+003
  -0.1176370E+003  -0.1183094E+003
  -0.7862711E+002  -0.7760018E+002
  -0.1558439E+003  -0.1573659E+003
  -0.2638350E+003  -0.2814687E+003
  -0.2272912E+003  -0.2560944E+003
   0.1870157E+002   0.3274942E+002
   0.3592439E+003   0.4014818E+003
   0.4077737E+003   0.4061437E+003
   0.4197132E+003   0.3956547E+003
   0.4284607E+003   0.3611559E+003
   0.1928901E+003   0.1554001E+003
   0.2215243E+002   0.2309731E+002
  -0.4280529E+000   0.5010531E+000
   0.2120188E+002   0.2170774E+002
   0.4596954E+002   0.4712610E+002
   0.8019929E+002   0.8020739E+002
   0.1120080E+003   0.1121325E+003
   0.1173519E+003   0.1176456E+003
   0.1140550E+003   0.1136736E+003
   0.9643278E+002   0.9660527E+002
   0.6793296E+002   0.6771414E+002
   0.3952285E+002   0.3886691E+002
   0.1707133E+002   0.1044108E+002
  -0.3446049E+002  -0.4972087E+002
  -0.7971072E+002  -0.8126373E+002
  -0.1362120E+002  -0.1102053E+002
   0.8462105E+002   0.8621167E+002
   0.8830265E+002   0.8874054E+002
   0.7045390E+002   0.7110186E+002
   0.1055291E+003   0.1105539E+003
   0.1598758E+003   0.1708341E+003
   0.7174769E+002   0.7504049E+002
  -0.1835557E+003  -0.1872140E+003
  -0.4418384E+003  -0.4441623E+003
  -0.7841235E+003  -0.7939825E+003
  -0.7317497E+003  -0.7367123E+003
  -0.3526682E+003  -0.3669277E+003
  -0.1296123E+003  -0.1631277E+003
  -0.1947684E+003  -0.2236799E+003
  -0.3122407E+003  -0.3707240E+003
  -0.2237040E+003  -0.2239193E+003
  -0.1224889E+002  -0.4804937E+001
  -0.1424357E+002  -0.2000171E+002
   0.2344016E+002   0.1407912E+002
  -0.8359988E+002  -0.9070335E+002
  -0.2415363E+003  -0.2513393E+003
  -0.2432045E+002  -0.8521840E+001
   0.2631368E+003   0.2809354E+003
   0.5398586E+003   0.5231628E+003
   0.5466809E+003   0.4885557E+003
   0.1840475E+003   0.1746241E+003
   0.7701509E+002   0.7470777E+002
   0.4342577E+002   0.4322042E+002
   0.4534147E+002   0.4502144E+002
   0.7284952E+002   0.7308432E+002
   0.1117683E+003   0.1148477E+003
   0.1574389E+003   0.1626435E+003
   0.1434481E+003   0.1418914E+003
   0.8794320E+002   0.8915026E+002
   0.7390165E+002   0.7382855E+002
