 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
  -0.2389626E+003  -0.2338341E+003
  -0.1817463E+003  -0.1721585E+003
  -0.1200763E+003  -0.1100636E+003
  -0.1072338E+003  -0.9821986E+002
  -0.1233958E+003  -0.1159309E+003
  -0.1318482E+003  -0.1295445E+003
  -0.1066328E+003  -0.1043707E+003
  -0.5987767E+002  -0.4626912E+002
   0.1263122E+002   0.4315152E+002
   0.1301306E+003   0.1726599E+003
   0.2178230E+003   0.2504638E+003
   0.2771344E+003   0.2744563E+003
   0.3061434E+003   0.2748283E+003
   0.2964706E+003   0.2603670E+003
   0.2350364E+003   0.2071304E+003
   0.1785881E+003   0.1647502E+003
   0.1524877E+003   0.1524127E+003
   0.1122139E+003   0.1271034E+003
   0.1082033E+003   0.1247382E+003
   0.1233980E+003   0.1446652E+003
   0.1260851E+003   0.1507329E+003
   0.9165705E+002   0.1073413E+003
   0.5079666E+002   0.5176262E+002
   0.1925485E+002   0.1069775E+002
  -0.1049772E+002  -0.2393358E+002
  -0.2059358E+002  -0.3203506E+002
  -0.6034873E+001  -0.1181135E+002
   0.5536142E+001   0.2107356E+001
   0.1703261E+002   0.1407798E+002
   0.2995830E+002   0.2726362E+002
   0.4932197E+002   0.4650512E+002
   0.5179551E+002   0.5016029E+002
   0.3456856E+002   0.3474500E+002
  -0.4806201E+002  -0.4549593E+002
  -0.1684196E+003  -0.1583090E+003
  -0.2896622E+003  -0.2746122E+003
  -0.3787694E+003  -0.3668693E+003
  -0.4521491E+003  -0.4460422E+003
  -0.4329678E+003  -0.4318446E+003
  -0.3451332E+003  -0.3438522E+003
  -0.2465776E+003  -0.2641178E+003
  -0.1896545E+003  -0.2055903E+003
  -0.1238452E+003  -0.1362453E+003
  -0.1238953E+003  -0.1353091E+003
  -0.1385705E+003  -0.1476059E+003
  -0.1382980E+003  -0.1524360E+003
  -0.1049257E+003  -0.1152030E+003
  -0.4606092E+002  -0.3590346E+002
   0.3630313E+002   0.6841052E+002
   0.1445910E+003   0.1826796E+003
   0.2094509E+003   0.2310363E+003
   0.2706547E+003   0.2612697E+003
   0.2919361E+003   0.2600448E+003
   0.2717788E+003   0.2392136E+003
