 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.2552957E+003   0.2552957E+003
   0.1524938E+003   0.1524938E+003
   0.3216894E+003   0.3216894E+003
   0.1392951E+003   0.1392951E+003
   0.9531390E+002   0.9531390E+002
   0.5165822E+000   0.5165822E+000
  -0.3310173E+003  -0.3310173E+003
   0.4313151E+002   0.4313151E+002
  -0.7339707E+002  -0.7339707E+002
  -0.1752392E+003  -0.1752392E+003
  -0.4536008E+000  -0.4536008E+000
   0.6074775E+002   0.6074775E+002
   0.3016559E+002   0.3016559E+002
   0.4674876E+001   0.4674876E+001
  -0.1007106E+002  -0.1007106E+002
  -0.1047421E+003  -0.1047421E+003
  -0.1377762E+003  -0.1377762E+003
  -0.9177326E+002  -0.9177326E+002
  -0.8914152E+002  -0.8914152E+002
  -0.1048315E+003  -0.1048315E+003
  -0.1651189E+003  -0.1651189E+003
  -0.1886238E+003  -0.1886238E+003
  -0.1706800E+003  -0.1706800E+003
  -0.1241687E+003  -0.1241687E+003
  -0.1702904E+003  -0.1702904E+003
  -0.1741694E+003  -0.1741694E+003
  -0.7973319E+003  -0.7973319E+003
   0.3179704E+003   0.3179704E+003
   0.1274839E+004   0.1274839E+004
   0.3287089E+002   0.3287089E+002
  -0.1720454E+001  -0.1720454E+001
   0.5186058E+000   0.5186058E+000
   0.1308363E+004   0.1308363E+004
   0.4892036E+003   0.4892036E+003
   0.1190464E+003   0.1190464E+003
   0.5584258E+002   0.5584258E+002
   0.8109101E+002   0.8109101E+002
   0.7679589E+002   0.7679589E+002
   0.2313343E+002   0.2313343E+002
   0.2371988E+003   0.2371988E+003
   0.1106391E+003   0.1106391E+003
   0.3355925E+003   0.3355925E+003
   0.4843184E+003   0.4843184E+003
   0.1080310E+004   0.1080310E+004
   0.4012149E+003   0.4012149E+003
  -0.3560633E+003  -0.3560633E+003
  -0.3497813E+002  -0.3497813E+002
   0.1066679E+003   0.1066679E+003
  -0.8342989E+002  -0.8342989E+002
  -0.4595487E+003  -0.4595487E+003
  -0.9818991E+003  -0.9818991E+003
  -0.5832076E+002  -0.5832076E+002
   0.1321101E+002   0.1321101E+002
  -0.2591303E+002  -0.2591303E+002
  -0.5717413E+002  -0.5717413E+002
  -0.6251035E+002  -0.6251035E+002
  -0.6346376E+002  -0.6346376E+002
  -0.9241705E+002  -0.9241705E+002
  -0.7167237E+002  -0.7167237E+002
  -0.1339349E+003  -0.1339349E+003
  -0.1403933E+003  -0.1403933E+003
  -0.3040761E+003  -0.3040761E+003
  -0.8260785E+003  -0.8260785E+003
  -0.3935497E+003  -0.3935497E+003
  -0.7285398E+003  -0.7285398E+003
  -0.5136395E+003  -0.5136395E+003
  -0.2257080E+003  -0.2257080E+003
   0.5834677E+003   0.5834677E+003
   0.9462510E+002   0.9462510E+002
   0.4442646E+002   0.4442646E+002
  -0.1233948E+002  -0.1233948E+002
  -0.3010113E+002  -0.3010113E+002
   0.1641223E+003   0.1641223E+003
   0.1930788E+004   0.1930788E+004
   0.8207334E+003   0.8207334E+003
   0.1634262E+003   0.1634262E+003
   0.4337781E+002   0.4337781E+002
   0.3431369E+002   0.3431369E+002
   0.2886823E+002   0.2886823E+002
   0.1290685E+003   0.1290685E+003
   0.3224854E+003   0.3224854E+003
   0.3494573E+003   0.3494573E+003
   0.6446386E+003   0.6446386E+003
   0.1030297E+004   0.1030297E+004
   0.4596201E+003   0.4596201E+003
   0.4854721E+003   0.4854721E+003
   0.2631180E+003   0.2631180E+003
   0.1727974E+003   0.1727974E+003
   0.4584826E+002   0.4584826E+002
  -0.7507820E+002  -0.7507820E+002
  -0.2145080E+003  -0.2145080E+003
  -0.6945909E+003  -0.6945909E+003
  -0.7747179E+002  -0.7747179E+002
  -0.6284956E+002  -0.6284956E+002
  -0.5417496E+002  -0.5417496E+002
  -0.1877136E+002  -0.1877136E+002
  -0.6343752E+002  -0.6343752E+002
  -0.6763544E+002  -0.6763544E+002
  -0.6594054E+001  -0.6594054E+001
  -0.7113219E+002  -0.7113219E+002
  -0.1034193E+003  -0.1034193E+003
  -0.2092534E+002  -0.2092534E+002
  -0.3354474E+003  -0.3354474E+003
   0.1556355E+003   0.1556355E+003
   0.9837320E+002   0.9837320E+002
  -0.9600461E+001  -0.9600461E+001
   0.1475129E+003   0.1475129E+003
  -0.2557643E+004  -0.2557643E+004
  -0.3991090E+003  -0.3991090E+003
  -0.5822128E+001  -0.5822128E+001
   0.1220359E+002   0.1220359E+002
  -0.6429347E+002  -0.6429347E+002
  -0.2049502E+002  -0.2049502E+002
   0.3790862E+003   0.3790862E+003
   0.6123719E+003   0.6123719E+003
   0.4789914E+003   0.4789914E+003
   0.1211248E+003   0.1211248E+003
   0.2273334E+003   0.2273334E+003
   0.2367366E+003   0.2367366E+003
   0.1992906E+003   0.1992906E+003
   0.6212949E+003   0.6212949E+003
   0.3834386E+003   0.3834386E+003
   0.2819349E+003   0.2819349E+003
   0.2143280E+003   0.2143280E+003
   0.5215297E+003   0.5215297E+003
   0.7399727E+003   0.7399727E+003
   0.1863606E+003   0.1863606E+003
   0.1217452E+003   0.1217452E+003
   0.2167539E+003   0.2167539E+003
   0.3657741E+003   0.3657741E+003
   0.6986660E+003   0.6986660E+003
   0.2684493E+003   0.2684493E+003
  -0.5995611E+002  -0.5995611E+002
   0.1338555E+003   0.1338555E+003
   0.3588831E+003   0.3588831E+003
   0.1530309E+003   0.1530309E+003
   0.1594128E+003   0.1594128E+003
   0.2378095E+003   0.2378095E+003
   0.2335777E+003   0.2335777E+003
   0.4105946E+002   0.4105946E+002
  -0.1688032E+002  -0.1688032E+002
  -0.1598668E+004  -0.1598668E+004
   0.1698768E+003   0.1698768E+003
   0.3160368E+003   0.3160368E+003
   0.4652079E+003   0.4652079E+003
   0.8548600E+002   0.8548600E+002
   0.1287011E+004   0.1287011E+004
   0.9951038E+003   0.9951038E+003
  -0.2788994E+001  -0.2788994E+001
  -0.6975750E+002  -0.6975750E+002
  -0.3623300E+002  -0.3623300E+002
  -0.5409404E+002  -0.5409404E+002
  -0.3081295E+002  -0.3081295E+002
   0.5608696E+002   0.5608696E+002
   0.8656969E+002   0.8656969E+002
   0.1375935E+003   0.1375935E+003
   0.1537432E+003   0.1537432E+003
   0.1565478E+003   0.1565478E+003
   0.4785208E+003   0.4785208E+003
   0.4800801E+003   0.4800801E+003
   0.1587244E+003   0.1587244E+003
   0.1932633E+003   0.1932633E+003
   0.1794290E+003   0.1794290E+003
   0.2156078E+003   0.2156078E+003
  -0.2292617E+003  -0.2292617E+003
  -0.1480422E+003  -0.1480422E+003
   0.7715907E+002   0.7715907E+002
   0.1489520E+003   0.1489520E+003
   0.2818643E+003   0.2818643E+003
   0.3839505E+003   0.3839505E+003
   0.2393242E+003   0.2393242E+003
  -0.1277957E+003  -0.1277957E+003
  -0.1049320E+003  -0.1049320E+003
  -0.1821446E+003  -0.1821446E+003
   0.1422943E+003   0.1422943E+003
   0.1260670E+003   0.1260670E+003
   0.4053293E+003   0.4053293E+003
   0.6184329E+003   0.6184329E+003
   0.4715574E+003   0.4715574E+003
   0.6831295E+003   0.6831295E+003
   0.5034450E+002   0.5034450E+002
   0.2394732E+004   0.2394732E+004
   0.3196953E+003   0.3196953E+003
   0.5599363E+002   0.5599363E+002
   0.3887293E+003   0.3887293E+003
   0.2785640E+003   0.2785640E+003
   0.4857134E+003   0.4857134E+003
   0.4117756E+003   0.4117756E+003
  -0.1078252E+003  -0.1078252E+003
  -0.7815028E+002  -0.7815028E+002
  -0.7384308E+002  -0.7384308E+002
  -0.3594132E+002  -0.3594132E+002
  -0.3514886E+002  -0.3514886E+002
  -0.7775843E+002  -0.7775843E+002
   0.3417701E+002   0.3417701E+002
   0.5226708E+003   0.5226708E+003
   0.9783453E+002   0.9783453E+002
   0.2814778E+002   0.2814778E+002
   0.1428897E+003   0.1428897E+003
   0.1454864E+003   0.1454864E+003
   0.1575758E+003   0.1575758E+003
   0.2352832E+003   0.2352832E+003
   0.3445955E+003   0.3445955E+003
   0.1064449E+004   0.1064449E+004
   0.6032923E+002   0.6032923E+002
  -0.3469632E+003  -0.3469632E+003
   0.2163411E+003   0.2163411E+003
   0.3545337E+003   0.3545337E+003
   0.6053779E+003   0.6053779E+003
   0.5022127E+003   0.5022127E+003
   0.5506229E+003   0.5506229E+003
  -0.8179450E+001  -0.8179450E+001
  -0.1790603E+003  -0.1790603E+003
  -0.8781448E+003  -0.8781448E+003
  -0.2932229E+003  -0.2932229E+003
   0.1384051E+003   0.1384051E+003
   0.6093857E+003   0.6093857E+003
   0.2635204E+002   0.2635204E+002
   0.3049667E+003   0.3049667E+003
   0.6448251E+003   0.6448251E+003
   0.1828668E+004   0.1828668E+004
   0.7407262E+003   0.7407262E+003
   0.6835760E+002   0.6835760E+002
   0.1221633E+003   0.1221633E+003
   0.4032300E+003   0.4032300E+003
   0.1130042E+004   0.1130042E+004
   0.5989144E+003   0.5989144E+003
  -0.6328527E+002  -0.6328527E+002
  -0.1229199E+003  -0.1229199E+003
  -0.9482283E+002  -0.9482283E+002
  -0.7477762E+002  -0.7477762E+002
  -0.1559617E+003  -0.1559617E+003
  -0.2369266E+003  -0.2369266E+003
  -0.1344539E+003  -0.1344539E+003
  -0.7536057E+002  -0.7536057E+002
   0.2176753E+002   0.2176753E+002
   0.3239893E+003   0.3239893E+003
   0.6409539E+002   0.6409539E+002
   0.2304865E+003   0.2304865E+003
   0.1170906E+003   0.1170906E+003
   0.2592463E+003   0.2592463E+003
   0.2771785E+003   0.2771785E+003
   0.5129996E+003   0.5129996E+003
   0.2361522E+003   0.2361522E+003
   0.1559308E+004   0.1559308E+004
   0.8678292E+003   0.8678292E+003
   0.8643235E+003   0.8643235E+003
   0.6551346E+003   0.6551346E+003
   0.4231010E+003   0.4231010E+003
   0.7240693E+003   0.7240693E+003
   0.1071949E+004   0.1071949E+004
   0.2600407E+004   0.2600407E+004
   0.5324262E+003   0.5324262E+003
   0.1168508E+004   0.1168508E+004
   0.1614574E+003   0.1614574E+003
  -0.4567136E+003  -0.4567136E+003
  -0.1040675E+003  -0.1040675E+003
  -0.3637802E+002  -0.3637802E+002
   0.9040347E+002   0.9040347E+002
   0.1307363E+003   0.1307363E+003
   0.1687395E+003   0.1687395E+003
   0.2659707E+003   0.2659707E+003
   0.2944842E+003   0.2944842E+003
   0.4631422E+002   0.4631422E+002
   0.6416211E+003   0.6416211E+003
   0.1162339E+004   0.1162339E+004
   0.1735513E+003   0.1735513E+003
  -0.1731217E+003  -0.1731217E+003
  -0.1603385E+003  -0.1603385E+003
  -0.1061797E+003  -0.1061797E+003
  -0.3684496E+003  -0.3684496E+003
  -0.5112716E+003  -0.5112716E+003
  -0.3348564E+003  -0.3348564E+003
  -0.1287392E+003  -0.1287392E+003
  -0.1211274E+003  -0.1211274E+003
  -0.8224020E+002  -0.8224020E+002
  -0.4960358E+001  -0.4960358E+001
   0.2479290E+003   0.2479290E+003
   0.2254226E+003   0.2254226E+003
   0.2472313E+003   0.2472313E+003
   0.1583683E+003   0.1583683E+003
   0.2589801E+003   0.2589801E+003
   0.5736525E+002   0.5736525E+002
  -0.2537200E+003  -0.2537200E+003
  -0.2605446E+003  -0.2605446E+003
   0.1243261E+004   0.1243261E+004
   0.2941147E+001   0.2941147E+001
   0.3554130E+002   0.3554130E+002
   0.9711304E+002   0.9711304E+002
   0.1145242E+002   0.1145242E+002
   0.7462724E+000   0.7462724E+000
   0.5953632E+002   0.5953632E+002
   0.2943578E+004   0.2943578E+004
   0.1931979E+004   0.1931979E+004
   0.6391904E+003   0.6391904E+003
   0.3402000E+003   0.3402000E+003
  -0.1812238E+003  -0.1812238E+003
  -0.1012212E+002  -0.1012212E+002
  -0.2338808E+001  -0.2338808E+001
   0.4803283E+002   0.4803283E+002
   0.1084070E+003   0.1084070E+003
   0.3877151E+003   0.3877151E+003
   0.1022465E+004   0.1022465E+004
   0.1003307E+004   0.1003307E+004
   0.2372644E+003   0.2372644E+003
  -0.4057354E+002  -0.4057354E+002
  -0.2476289E+003  -0.2476289E+003
  -0.2634754E+003  -0.2634754E+003
  -0.2383687E+003  -0.2383687E+003
  -0.2209861E+003  -0.2209861E+003
  -0.3644310E+003  -0.3644310E+003
  -0.2182780E+003  -0.2182780E+003
  -0.2814177E+003  -0.2814177E+003
