 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.1891114E+003   0.2003839E+003
   0.1669585E+003   0.1876612E+003
   0.1026109E+003   0.1173569E+003
  -0.1279151E+002  -0.1066106E+002
  -0.1409912E+003  -0.1475557E+003
  -0.2261221E+003  -0.2597833E+003
  -0.1916279E+003  -0.2379013E+003
  -0.1214783E+003  -0.1605027E+003
  -0.9266921E+002  -0.1169016E+003
  -0.1418337E+003  -0.1794739E+003
  -0.1351197E+003  -0.1920268E+003
  -0.7632418E+002  -0.1228217E+003
  -0.5887736E+001  -0.1973703E+002
   0.2017262E+001  -0.5901304E+000
  -0.1764040E+002  -0.2162380E+002
  -0.3320963E+002  -0.3815730E+002
  -0.4418603E+002  -0.4889068E+002
  -0.6267229E+002  -0.6734441E+002
  -0.9209731E+002  -0.9264055E+002
  -0.1446597E+003  -0.1550768E+003
  -0.1959590E+003  -0.2409585E+003
  -0.2124806E+003  -0.2504908E+003
  -0.1894072E+003  -0.2111374E+003
  -0.1672831E+003  -0.1725383E+003
  -0.2044116E+003  -0.2330870E+003
  -0.2397741E+003  -0.2881991E+003
  -0.1245739E+003  -0.1672353E+003
   0.1260063E+003   0.1477731E+003
   0.3736155E+003   0.4042924E+003
   0.4868716E+003   0.4805294E+003
   0.4674493E+003   0.4499461E+003
   0.5239721E+003   0.5051597E+003
   0.5765213E+003   0.5890262E+003
   0.5428265E+003   0.6190223E+003
   0.3849876E+003   0.4643328E+003
   0.2061911E+003   0.2318981E+003
   0.1086065E+003   0.1074646E+003
   0.9133480E+002   0.9155605E+002
   0.1213337E+003   0.1239929E+003
   0.1516213E+003   0.1553381E+003
   0.2416816E+003   0.2565346E+003
   0.2820094E+003   0.3082208E+003
   0.3341730E+003   0.3675274E+003
   0.3109367E+003   0.3305817E+003
   0.2020004E+003   0.2111878E+003
   0.7370796E+002   0.7246060E+002
   0.1251955E+002   0.1632002E+001
  -0.4405492E+001  -0.1614666E+002
  -0.5554751E+002  -0.6790694E+002
  -0.1674537E+003  -0.1872677E+003
  -0.2009903E+003  -0.2373624E+003
  -0.1595180E+003  -0.1968522E+003
  -0.8201958E+002  -0.1035849E+003
  -0.4038651E+002  -0.4669994E+002
  -0.4093030E+002  -0.4420668E+002
  -0.5331811E+002  -0.5724750E+002
  -0.5986523E+002  -0.6427532E+002
  -0.5947845E+002  -0.6242189E+002
  -0.6814757E+002  -0.6767821E+002
  -0.8307466E+002  -0.8005788E+002
  -0.1051274E+003  -0.9924674E+002
  -0.1387002E+003  -0.1385501E+003
  -0.1447088E+003  -0.1421934E+003
  -0.1679777E+003  -0.1695650E+003
  -0.2122478E+003  -0.2400115E+003
  -0.2650492E+003  -0.3223128E+003
  -0.2590617E+003  -0.3262950E+003
  -0.8185869E+002  -0.7754346E+002
   0.1260727E+003   0.1229183E+003
   0.2499089E+003   0.2336668E+003
   0.2334790E+003   0.2178232E+003
