 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.2512260E+003   0.2515464E+003
   0.1586812E+003   0.1583201E+003
   0.2994355E+003   0.2997453E+003
   0.1396351E+003   0.1363799E+003
   0.8404382E+002   0.8294009E+002
  -0.6326645E+002  -0.6591377E+002
  -0.3172427E+003  -0.3424846E+003
   0.2540665E+002   0.2479374E+002
  -0.6650848E+002  -0.6619790E+002
  -0.1898537E+003  -0.2024658E+003
  -0.4215665E+002  -0.5536355E+002
   0.5785548E+002   0.5759942E+002
   0.2895997E+002   0.2895734E+002
   0.5946065E+000  -0.1906041E+000
  -0.2197440E+002  -0.2463884E+002
  -0.9228716E+002  -0.9170011E+002
  -0.1198831E+003  -0.1240465E+003
  -0.9052487E+002  -0.9356944E+002
  -0.8856544E+002  -0.8871698E+002
  -0.1082176E+003  -0.1079605E+003
  -0.1658678E+003  -0.1662877E+003
  -0.1928715E+003  -0.1951210E+003
  -0.1787321E+003  -0.1785028E+003
  -0.1445056E+003  -0.1459904E+003
  -0.1720820E+003  -0.1745268E+003
  -0.2456743E+003  -0.2593950E+003
  -0.6103934E+003  -0.6029187E+003
   0.4240070E+003   0.3826498E+003
   0.1292090E+004   0.1142903E+004
   0.5108174E+003   0.4449843E+003
   0.1069413E+003   0.1140722E+003
   0.1585046E+002   0.1784680E+002
   0.1054690E+004   0.1016930E+004
   0.5904450E+003   0.6244528E+003
   0.1361583E+003   0.1359566E+003
   0.5645040E+002   0.5620430E+002
   0.7839988E+002   0.7819210E+002
   0.6723610E+002   0.6674913E+002
   0.2989617E+002   0.3100220E+002
   0.2313875E+003   0.2318121E+003
   0.1278201E+003   0.1286639E+003
   0.3494963E+003   0.3529172E+003
   0.5678413E+003   0.5787069E+003
   0.1126393E+004   0.1118436E+004
   0.4971924E+003   0.4934490E+003
  -0.3037434E+003  -0.2958873E+003
  -0.8623294E+002  -0.1225807E+003
   0.8112658E+002   0.7269623E+002
  -0.9684170E+002  -0.9732607E+002
  -0.4415219E+003  -0.4420272E+003
  -0.8175991E+003  -0.8139057E+003
  -0.7755134E+002  -0.8415495E+002
   0.8618341E+001   0.9004536E+001
  -0.3018077E+002  -0.3054864E+002
  -0.5840521E+002  -0.5919204E+002
  -0.6197538E+002  -0.6251844E+002
  -0.6509154E+002  -0.6535131E+002
  -0.9002014E+002  -0.9012449E+002
  -0.7488602E+002  -0.7493025E+002
  -0.1305264E+003  -0.1304219E+003
  -0.1428341E+003  -0.1428493E+003
  -0.2936724E+003  -0.3021047E+003
  -0.4563224E+003  -0.4300391E+003
  -0.3459857E+003  -0.3414323E+003
  -0.6315810E+003  -0.6244429E+003
  -0.4436187E+003  -0.4406520E+003
  -0.3483919E+003  -0.5045721E+003
   0.1971735E+003   0.9155834E+002
   0.3338090E+002   0.3550668E+002
   0.4237059E+002   0.4288574E+002
  -0.1330531E+002  -0.1335396E+002
  -0.3209893E+002  -0.3191876E+002
   0.3128443E+003   0.2879407E+003
   0.1590605E+004   0.1566973E+004
   0.8009053E+003   0.8622334E+003
   0.2021516E+003   0.2096629E+003
   0.5243143E+002   0.5241126E+002
