# ~alp d~p/dx   Phi_p_sgs,x
  -0.1036216E+002  -0.6530405E+001
  -0.1256333E+001  -0.1232597E+001
   0.6745856E+000  -0.1815853E+000
  -0.1041323E+001   0.2281172E+000
  -0.5629597E+001   0.1166878E+001
  -0.7070600E+001   0.2124369E+000
  -0.3367495E+001  -0.1923621E+001
   0.1868755E+001   0.5800029E+000
   0.1470685E+002   0.8760347E+001
   0.2988567E+002   0.6007021E+001
   0.3547902E+002   0.1383270E+002
   0.3191774E+002   0.1669621E+002
   0.2313589E+002   0.1899522E+002
   0.1617689E+002   0.1675820E+002
   0.9467210E+001   0.8532656E+001
   0.5029994E+001   0.5258920E+001
   0.2696414E+001   0.2906874E+001
   0.3619531E+001   0.1838677E+001
   0.5253306E+001   0.1237469E+001
   0.4919318E+001   0.1520967E+001
   0.2550160E+001   0.6247725E+000
   0.1103487E+001   0.8794322E-001
   0.8122700E+000  -0.1245553E+001
   0.2115275E+000  -0.3374124E+001
  -0.1059535E+001  -0.3531577E+001
  -0.2066623E+001  -0.2715235E+001
  -0.8229999E+000  -0.9832050E+000
   0.8953184E+000  -0.5831025E+000
   0.1123697E+001  -0.7707649E+000
   0.1470254E+001  -0.3858816E+000
   0.1499603E+001  -0.1638452E+001
   0.6022820E+001   0.2192506E+001
   0.7557517E+001   0.4128249E+001
   0.6130932E+001   0.8518513E+001
  -0.6014296E+001  -0.2559991E+000
  -0.3337835E+002  -0.1739669E+002
  -0.7171770E+002  -0.2541419E+002
  -0.8170731E+002  -0.2222793E+002
  -0.5921557E+002  -0.2177225E+002
  -0.2471219E+002  -0.8830148E+001
  -0.1569422E+002  -0.6773636E+001
  -0.3183181E+001  -0.1318193E+001
  -0.4085711E+000   0.7582283E+000
  -0.1036330E+001   0.8791650E+000
  -0.3384617E+001   0.1422999E+001
  -0.4701167E+001  -0.2866021E+000
  -0.4321908E+001  -0.1276210E+001
  -0.1051605E+000   0.8432458E+000
   0.1404973E+002   0.1128865E+002
   0.3165756E+002   0.8865531E+001
   0.3799945E+002   0.1155295E+002
   0.2756245E+002   0.1444909E+002
   0.2230227E+002   0.2227573E+002
   0.1382715E+002   0.2147995E+002
   0.7687808E+001   0.1859270E+002
   0.2443687E+001   0.6767533E+001
   0.6807619E+000   0.1164789E+001
   0.1467392E+001   0.3128890E+000
   0.2481963E+001   0.6457271E-001
   0.2610108E+001   0.3868908E-001
