# ~alp d~p/dx   Phi_p_sgs,x
  -0.1827740E+002  -0.1215422E+002
  -0.1443682E+002  -0.1494555E+002
  -0.9451125E+001  -0.1073682E+002
  -0.7605530E+001  -0.6225560E+001
  -0.7323895E+001  -0.4718993E+001
  -0.5333311E+001  -0.4856446E+001
  -0.1829283E+001  -0.1197570E+001
   0.2224464E+000   0.6451816E+001
   0.4892099E+001   0.9331016E+001
   0.1436120E+002   0.1675278E+002
   0.2269602E+002   0.1995683E+002
   0.2708897E+002   0.2658901E+002
   0.2881891E+002   0.2958227E+002
   0.2480254E+002   0.3141511E+002
   0.1663572E+002   0.2654525E+002
   0.1116141E+002   0.1936018E+002
   0.8905674E+001   0.1403535E+002
   0.5604356E+001   0.4163217E+001
   0.4554100E+001   0.1371450E+001
   0.4394495E+001   0.1173702E+001
   0.3807633E+001   0.1306819E+001
   0.2328942E+001  -0.1119924E+001
   0.1240306E+001  -0.3262905E+001
   0.6046678E+000  -0.3968310E+001
  -0.2711791E+000  -0.3817090E+001
  -0.6398937E+000  -0.3353745E+001
  -0.1117610E+000  -0.1981129E+001
   0.5134004E+000  -0.1155223E+001
   0.1214237E+001  -0.7862743E+000
   0.2063901E+001  -0.5410901E+000
   0.3537165E+001   0.1017099E+001
   0.3925203E+001   0.2757017E+001
   0.3238938E+001   0.3488109E+001
  -0.9886730E+000  -0.5341524E-001
  -0.8928209E+001  -0.5275701E+001
  -0.1871117E+002  -0.1100347E+002
  -0.2534709E+002  -0.1358217E+002
  -0.3331712E+002  -0.1896805E+002
  -0.3388513E+002  -0.1895872E+002
  -0.2716451E+002  -0.1634339E+002
  -0.2435741E+002  -0.8554490E+001
  -0.1768039E+002  -0.9684236E+001
  -0.1003031E+002  -0.5039271E+001
  -0.8660800E+001  -0.1988853E+001
  -0.7977858E+001   0.1881357E+001
  -0.6515226E+001   0.1314868E+001
  -0.3230282E+001   0.1027214E+001
  -0.2691298E+000   0.5870366E+001
   0.5969036E+001   0.8329308E+001
   0.1544679E+002   0.1547988E+002
   0.2089390E+002   0.1824770E+002
   0.2511960E+002   0.2603197E+002
   0.2544386E+002   0.2983623E+002
   0.2003190E+002   0.3134188E+002
   0.1289629E+002   0.2570644E+002
   0.8561670E+001   0.1900025E+002
   0.6289128E+001   0.1351608E+002
   0.3474730E+001   0.2731264E+001
   0.3067860E+001   0.8875200E+000
   0.2942139E+001   0.6404757E+000
   0.2448594E+001   0.1050333E+001
   0.1530959E+001   0.6239556E-001
   0.9074667E+000  -0.1486174E+001
   0.5386984E+000  -0.1959754E+001
   0.1932049E+000  -0.2027637E+001
  -0.1398324E-001  -0.1814305E+001
   0.1299684E+000  -0.7935252E+000
   0.8269399E+000  -0.4800388E-001
   0.1500275E+001   0.5408185E-001
   0.2221229E+001  -0.4838226E+000
   0.3869497E+001   0.1756547E+000
   0.4292958E+001   0.1464679E+001
   0.3559315E+001   0.1715339E+001
   0.3954973E+000  -0.2133321E+001
  -0.5689744E+001  -0.7512571E+001
  -0.1471600E+002  -0.1254508E+002
  -0.2301620E+002  -0.1366737E+002
  -0.3482186E+002  -0.1778196E+002
  -0.3872086E+002  -0.1424946E+002
  -0.3537055E+002  -0.1133474E+002
  -0.3115413E+002  -0.5819469E+001
  -0.2456861E+002  -0.7189635E+001
  -0.1351778E+002  -0.2858976E+001
  -0.9890093E+001   0.2254107E+001
  -0.8388675E+001   0.7398074E+001
  -0.6392286E+001   0.6409795E+001
