#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.8380658E-001   0.3159647E-001   0.9634396E-001   0.1408492E+000   0.3857674E-001   0.6956018E+000
   0.6853607E-001   0.3943866E-001   0.1415755E+000   0.1831714E+000   0.1437524E+000   0.6891294E+000
   0.6595331E-001   0.1619831E-001   0.1472541E+000   0.1454027E+000   0.1486590E+000   0.6960521E+000
   0.8181782E-001   0.1540429E-002   0.1052880E+000   0.8695691E-001   0.1090300E+000   0.5755870E+000
   0.1241273E+000  -0.2569050E-001  -0.6687661E-002   0.6844467E-001   0.8651846E-001   0.6287236E+000
   0.1275383E+000  -0.5030454E-001  -0.1002047E+000   0.6287054E-001  -0.1406070E-001   0.6032044E+000
   0.9507536E-001  -0.3718874E-001  -0.6113844E-001   0.6772742E-001  -0.5911145E-001   0.7741822E+000
   0.2249786E+000  -0.3467939E-001  -0.2213748E+000   0.6767502E-001   0.2752771E-001   0.6654101E+000
   0.4390915E+000  -0.1065302E+000  -0.8929546E+000   0.9216447E-001   0.3754280E+000   0.3571479E+001
   0.3985416E+000  -0.1297522E+000  -0.7654378E+000   0.1054819E+000   0.3878536E+000   0.2845379E+001
   0.1122429E+000  -0.2538654E-001  -0.7927387E-001   0.5255276E-001  -0.1421078E-001   0.2472276E+000
   0.3425383E-001   0.6048824E-003   0.6469438E-002   0.5982496E-001  -0.3113481E-001   0.1009291E+000
   0.2768931E-001   0.5281563E-002  -0.5365668E-002   0.4945891E-001  -0.4548421E-002   0.8635543E-001
   0.3666945E-001   0.1337078E-001   0.2121364E-001   0.3399643E-001   0.3382476E-001   0.1756494E+000
   0.4048890E-001   0.2378817E-001   0.1726229E-001   0.4084827E-001   0.6544639E-001   0.5620131E+000
   0.2818661E-001   0.1650126E-001   0.5331107E-001   0.3807648E-001   0.7157690E-001   0.1004656E+001
   0.3626556E-001   0.7169016E-002   0.9902333E-001   0.3712205E-001   0.2835401E-001   0.9869985E+000
   0.5396234E-001  -0.1745419E-001   0.9739268E-001   0.2839173E-001  -0.2136795E-001   0.7538896E+000
   0.5994481E-001  -0.4920863E-002   0.1028444E+000   0.2074249E-001   0.4053680E-002   0.7960083E+000
   0.5374495E-001   0.2902351E-001   0.1395278E+000   0.3962763E-001   0.9891495E-001   0.9830809E+000
   0.3299788E-001   0.3151320E-001   0.1068431E+000   0.6670748E-001   0.1109202E+000   0.7259884E+000
   0.3609031E-001   0.5797799E-002   0.1165276E+000   0.3124921E-001   0.1798226E-001   0.5085469E+000
   0.1395055E+000   0.6115455E-001   0.3267919E+000   0.4151182E-001   0.1167441E+000   0.8912743E+000
   0.2873069E+000   0.1383909E+000   0.6972971E+000   0.1000588E+000   0.2732254E+000   0.1901645E+001
   0.2291883E+000   0.6994597E-001   0.6335677E+000   0.6496994E-001   0.1701490E+000   0.2019986E+001
   0.8123108E-001  -0.1598307E-001   0.1794421E+000   0.2086481E-001  -0.5044043E-001   0.8581951E+000
   0.5145153E-001  -0.1085005E-001   0.2257878E-001   0.1550990E-001   0.4894591E-002   0.1913179E+000
   0.5899619E-001  -0.1274787E-001   0.3439226E-001   0.2281269E-001  -0.1535631E-002   0.1905178E+000
   0.5860386E-001  -0.2046823E-001   0.3860890E-001   0.5684890E-001  -0.1735889E-001   0.1511743E+000
   0.4114366E-001   0.3015506E-002   0.3278843E-001   0.8063460E-001   0.1371513E-001   0.1468253E+000
   0.3079746E-001   0.1143830E-001   0.2734308E-001   0.5538663E-001   0.1030271E-001   0.1466004E+000
   0.2696732E-001   0.4745833E-002  -0.3430145E-003   0.5379115E-001   0.9865151E-002   0.1859333E+000
   0.3206157E-001  -0.2086999E-002  -0.5290269E-001   0.4705865E-001   0.1561815E-001   0.2454949E+000
