#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1970345E+000   0.4057449E-001   0.2126204E+000   0.2995581E+000   0.1148265E+000   0.1701454E+001
   0.1781809E+000   0.5044419E-001   0.1909309E+000   0.2416002E+000   0.1352917E+000   0.1585220E+001
   0.2074752E+000   0.1254434E-001   0.1080329E+000   0.2097698E+000   0.1587107E+000   0.1315954E+001
   0.2353922E+000  -0.3757953E-001   0.4642135E-001   0.1628247E+000   0.1363657E+000   0.1126631E+001
   0.2317390E+000  -0.7007737E-001   0.4344395E-003   0.1485832E+000   0.2372318E-001   0.1130829E+001
   0.2500388E+000  -0.7081977E-001  -0.3776300E-001   0.1492936E+000  -0.4965082E-001   0.1496392E+001
   0.3607174E+000  -0.7647207E-001  -0.2137291E+000   0.1686642E+000  -0.4935461E-001   0.1449659E+001
   0.4200282E+000  -0.8088182E-001  -0.4590036E+000   0.2175277E+000   0.1571814E-001   0.1939220E+001
   0.4171906E+000  -0.7644544E-001  -0.6461980E+000   0.2594013E+000   0.1066211E+000   0.2814064E+001
   0.4210652E+000  -0.5899081E-001  -0.7364338E+000   0.2656252E+000   0.1757803E+000   0.3227751E+001
   0.3922657E+000  -0.4326602E-001  -0.6312250E+000   0.2721154E+000   0.2510443E+000   0.2620106E+001
   0.2595079E+000  -0.1749762E-002  -0.3152915E+000   0.2546038E+000   0.1312925E+000   0.1209091E+001
   0.1169034E+000   0.4710472E-001  -0.4606449E-001   0.1974311E+000   0.3748146E-001   0.6454478E+000
   0.9936277E-001   0.5865389E-001   0.1565394E-001   0.1491170E+000   0.2244522E-001   0.5753973E+000
   0.8275417E-001   0.4643322E-001   0.1141479E-001   0.1014680E+000  -0.1618233E-002   0.6984851E+000
   0.6515650E-001   0.3200217E-001   0.3929507E-001   0.6963279E-001  -0.3026588E-001   0.1049994E+001
   0.6815143E-001   0.1406234E-001   0.8518693E-001   0.5407938E-001  -0.5420436E-001   0.1498726E+001
   0.9300298E-001   0.5074902E-002   0.1587698E+000   0.5857092E-001  -0.4261117E-001   0.1767780E+001
   0.1329996E+000   0.1946115E-001   0.2639108E+000   0.6763346E-001   0.9363496E-002   0.1921400E+001
   0.1512262E+000   0.5305750E-001   0.3252992E+000   0.8985624E-001   0.8585862E-001   0.2004257E+001
   0.1616798E+000   0.7570584E-001   0.3986281E+000   0.1034641E+000   0.1557655E+000   0.2085186E+001
   0.2235192E+000   0.9219109E-001   0.5708355E+000   0.1068034E+000   0.2179609E+000   0.2192506E+001
   0.3170416E+000   0.1047753E+000   0.7840807E+000   0.9821450E-001   0.2240536E+000   0.2416550E+001
   0.3801334E+000   0.1169736E+000   0.9602013E+000   0.1026123E+000   0.2398658E+000   0.2807581E+001
