 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.1651879E+002  -0.1419572E+002
   0.9194555E+002   0.9503799E+002
   0.1564672E+003   0.1540729E+003
   0.1293822E+003   0.1361058E+003
   0.5169747E+002   0.5483103E+002
   0.1394393E+002   0.1631648E+002
  -0.2329358E+002  -0.2247302E+002
  -0.4975599E+002  -0.4950992E+002
  -0.6081860E+002  -0.6086360E+002
  -0.5848509E+002  -0.5921552E+002
  -0.4041917E+002  -0.4280765E+002
  -0.1338643E+002  -0.1504850E+002
   0.6303358E+001   0.5856875E+001
   0.2799104E+002   0.2762660E+002
   0.5726648E+002   0.5863897E+002
   0.7542801E+002   0.7836731E+002
   0.1100441E+003   0.1243769E+003
   0.2170508E+003   0.2411507E+003
   0.3628932E+003   0.3437212E+003
   0.4048335E+003   0.3930079E+003
   0.3628316E+003   0.3778076E+003
   0.3386196E+003   0.3435841E+003
   0.3095519E+003   0.3096321E+003
   0.2615904E+003   0.2625618E+003
   0.1832909E+003   0.1812012E+003
   0.1102868E+003   0.1085332E+003
   0.4337753E+002   0.4245626E+002
  -0.1440535E+002  -0.1358558E+002
  -0.7814083E+002  -0.7795956E+002
  -0.1764513E+003  -0.1777016E+003
  -0.2825380E+003  -0.2845358E+003
  -0.3265174E+003  -0.3356575E+003
  -0.2891990E+003  -0.3019773E+003
  -0.2312705E+003  -0.2357750E+003
  -0.2011601E+003  -0.2016040E+003
  -0.1667884E+003  -0.1683453E+003
  -0.1371954E+003  -0.1484531E+003
  -0.1436175E+003  -0.1543349E+003
  -0.1419166E+003  -0.1471891E+003
  -0.8850807E+002  -0.9040499E+002
  -0.4999551E+002  -0.5043030E+002
   0.1745890E+001   0.3090206E+001
   0.2677028E+002   0.2640709E+002
   0.1697002E+002   0.1902930E+002
  -0.1810937E+002  -0.1417881E+002
  -0.4542304E+002  -0.4422982E+002
  -0.5859301E+002  -0.5861062E+002
  -0.6604162E+002  -0.6692305E+002
  -0.7829062E+002  -0.8157531E+002
  -0.8673838E+002  -0.9080479E+002
  -0.6571262E+002  -0.7073380E+002
  -0.2226488E+002  -0.2539677E+002
   0.8927241E+001   0.8756742E+001
   0.2944321E+002   0.2924482E+002
   0.5779780E+002   0.5756712E+002
   0.7892244E+002   0.8129863E+002
   0.9387225E+002   0.1048867E+003
   0.1630673E+003   0.1939922E+003
   0.3482862E+003   0.3555601E+003
   0.5465770E+003   0.5220024E+003
   0.5986154E+003   0.6004655E+003
   0.4644259E+003   0.4955900E+003
   0.2909768E+003   0.2997744E+003
   0.2283559E+003   0.2317811E+003
   0.1517052E+003   0.1531581E+003
   0.7020093E+002   0.6854469E+002
  -0.1196472E+001  -0.2658828E+001
  -0.5292255E+002  -0.5104376E+002
  -0.8584799E+002  -0.8602150E+002
  -0.1138741E+003  -0.1223712E+003
  -0.1684048E+003  -0.1819237E+003
  -0.2122708E+003  -0.2327298E+003
  -0.2006087E+003  -0.2160675E+003
  -0.1599160E+003  -0.1637261E+003
  -0.1377827E+003  -0.1388675E+003
  -0.1334537E+003  -0.1413124E+003
  -0.1673503E+003  -0.1798090E+003
  -0.2002762E+003  -0.2186122E+003
  -0.1748566E+003  -0.1933949E+003
  -0.1094949E+003  -0.1162379E+003
  -0.7660273E+002  -0.7695416E+002
  -0.7121520E+002  -0.7287250E+002
  -0.1045762E+003  -0.1072509E+003
  -0.1312303E+003  -0.1387567E+003
  -0.1221510E+003  -0.1232271E+003
  -0.1125618E+003  -0.1129679E+003
  -0.1132875E+003  -0.1160230E+003
  -0.1420192E+003  -0.1507259E+003
  -0.1840383E+003  -0.1936447E+003
  -0.1791354E+003  -0.1850708E+003
  -0.1122936E+003  -0.1171705E+003
  -0.3453647E+002  -0.3811591E+002
   0.1901885E+002   0.1834646E+002
   0.4433985E+002   0.4565024E+002
   0.6184778E+002   0.6169373E+002
   0.7640263E+002   0.7677178E+002
   0.8107151E+002   0.8561656E+002
   0.8904341E+002   0.1046393E+003
   0.1480012E+003   0.1771080E+003
   0.3218408E+003   0.3401776E+003
   0.5280172E+003   0.5268720E+003
   0.5510017E+003   0.5603238E+003
   0.3914761E+003   0.4193392E+003
   0.2218513E+003   0.2258413E+003
   0.1439317E+003   0.1436412E+003
   0.6199946E+002   0.6179914E+002
  -0.1504247E+002  -0.1456515E+002
  -0.4450733E+002  -0.4412234E+002
  -0.3104149E+001  -0.2452162E+001
   0.1007484E+003   0.9662071E+002
   0.2153256E+003   0.2191482E+003
   0.2116950E+003   0.2384998E+003
   0.9433488E+002   0.1188676E+003
   0.9460448E-001   0.1138312E+002
  -0.7228142E+002  -0.7718548E+002
  -0.1612223E+003  -0.1760559E+003
  -0.2002772E+003  -0.2253194E+003
  -0.1831480E+003  -0.2126627E+003
  -0.1433482E+003  -0.1505949E+003
  -0.1088881E+003  -0.1092151E+003
  -0.2914275E+003  -0.2942658E+003
  -0.2956246E+003  -0.2976976E+003
  -0.2885751E+003  -0.2924676E+003
  -0.2736086E+003  -0.2791226E+003
  -0.2533429E+003  -0.2573566E+003
  -0.2617325E+003  -0.2692171E+003
  -0.3295075E+003  -0.3399573E+003
  -0.4026526E+003  -0.4075434E+003
  -0.3841308E+003  -0.3847738E+003
  -0.2740201E+003  -0.2761540E+003
  -0.1549336E+003  -0.1557829E+003
  -0.5811831E+002  -0.5935812E+002
   0.2071775E+002   0.1848635E+002
   0.6385785E+002   0.6478686E+002
   0.7292728E+002   0.7411273E+002
   0.7346364E+002   0.7334234E+002
   0.7356479E+002   0.7400403E+002
   0.7064357E+002   0.7250443E+002
   0.6023688E+002   0.6143055E+002
   0.5594068E+002   0.6083372E+002
   0.1790973E+003   0.2022798E+003
   0.4047088E+003   0.4189874E+003
   0.4369121E+003   0.4491470E+003
   0.2591233E+003   0.2676463E+003
   0.1425701E+003   0.1398327E+003
   0.3868415E+002   0.3998924E+002
  -0.6974448E+002  -0.6757424E+002
  -0.5257540E+002  -0.5726558E+002
   0.8986481E+002   0.9428470E+002
   0.2640979E+003   0.2592105E+003
   0.4541241E+003   0.4688547E+003
   0.5220239E+003   0.5546993E+003
   0.3680882E+003   0.3898434E+003
   0.1422306E+003   0.1486586E+003
  -0.1980351E+002  -0.2163119E+002
  -0.1214316E+003  -0.1479953E+003
  -0.1457684E+003  -0.1797619E+003
  -0.1572504E+003  -0.1759073E+003
  -0.2035425E+003  -0.2114809E+003
  -0.2607024E+003  -0.2679428E+003
  -0.5576068E+003  -0.5656769E+003
  -0.6796142E+003  -0.6849839E+003
  -0.7805585E+003  -0.7809806E+003
  -0.8453862E+003  -0.8388417E+003
  -0.8697089E+003  -0.8578370E+003
  -0.8641458E+003  -0.8494356E+003
  -0.7988680E+003  -0.7856239E+003
  -0.6399202E+003  -0.6469404E+003
  -0.4255065E+003  -0.4535969E+003
  -0.2477523E+003  -0.2683308E+003
  -0.1517900E+003  -0.1581652E+003
  -0.8644308E+002  -0.8616125E+002
   0.9282335E-002  -0.1605239E+001
   0.6796871E+002   0.6713171E+002
   0.8062937E+002   0.8209474E+002
   0.7306070E+002   0.7333644E+002
   0.6857663E+002   0.6848971E+002
   0.6910641E+002   0.6919295E+002
   0.7194382E+002   0.7231211E+002
   0.6901949E+002   0.6922056E+002
   0.7005207E+002   0.7506133E+002
   0.1853662E+003   0.2100701E+003
   0.3284499E+003   0.3341005E+003
   0.2391940E+003   0.2404852E+003
  -0.1700160E+002   0.3446011E+002
  -0.2025240E+003  -0.1759218E+003
  -0.2474490E+003  -0.2488334E+003
  -0.1104513E+003  -0.1174647E+003
   0.8020195E+002   0.8275637E+002
   0.2345565E+003   0.2316253E+003
   0.3594297E+003   0.3701552E+003
   0.4291231E+003   0.4492028E+003
   0.3414080E+003   0.3480579E+003
   0.1506994E+003   0.1645083E+003
   0.1829695E+002   0.2006553E+002
  -0.1769539E+002  -0.2211591E+002
  -0.6040961E+002  -0.6617181E+002
  -0.1453312E+003  -0.1516101E+003
  -0.2707829E+003  -0.2782332E+003
  -0.4160186E+003  -0.4245187E+003
  -0.5669865E+003  -0.5738094E+003
  -0.8247240E+003  -0.8265777E+003
  -0.1168955E+004  -0.1154504E+004
  -0.1486606E+004  -0.1457540E+004
  -0.1571730E+004  -0.1538229E+004
  -0.1346879E+004  -0.1325286E+004
  -0.9309589E+003  -0.9511307E+003
  -0.5149743E+003  -0.5605284E+003
  -0.2433124E+003  -0.2716247E+003
  -0.1359165E+003  -0.1452515E+003
  -0.1133631E+003  -0.1183938E+003
  -0.1038742E+003  -0.1070287E+003
  -0.3592945E+002  -0.3551463E+002
   0.5273352E+002   0.5025248E+002
   0.8257129E+002   0.8411385E+002
   0.7379862E+002   0.7422946E+002
   0.6832402E+002   0.6833764E+002
   0.7097986E+002   0.7103950E+002
   0.7934156E+002   0.7951171E+002
   0.8459415E+002   0.8486658E+002
   0.8131420E+002   0.8212384E+002
   0.9212967E+002   0.1026771E+003
   0.1956562E+003   0.2074197E+003
   0.1463200E+003   0.1473933E+003
  -0.1585069E+003  -0.8585752E+002
  -0.4135143E+003  -0.4322461E+003
  -0.3616466E+003  -0.3863770E+003
  -0.1256650E+003  -0.1296469E+003
   0.3102464E+002   0.3294135E+002
   0.1295813E+003   0.1277706E+003
   0.1470497E+003   0.1464664E+003
   0.9437106E+002   0.9693179E+002
   0.6774821E+002   0.7645495E+002
   0.6521786E+002   0.8069547E+002
   0.3945274E+002   0.4017438E+002
   0.2070992E+002   0.2071762E+002
  -0.2889440E+002  -0.3082671E+002
  -0.1145003E+003  -0.1168974E+003
  -0.2356559E+003  -0.2376730E+003
  -0.3842023E+003  -0.3879133E+003
  -0.3272997E+003  -0.3423360E+003
  -0.5679775E+003  -0.5867192E+003
  -0.9618407E+003  -0.1022408E+004
  -0.1341416E+004  -0.1496987E+004
  -0.1385127E+004  -0.1569197E+004
  -0.1032651E+004  -0.1155324E+004
  -0.5437064E+003  -0.5970253E+003
  -0.1967116E+003  -0.2173880E+003
  -0.6578714E+002  -0.6859831E+002
  -0.4592541E+002  -0.4483387E+002
  -0.7048570E+002  -0.7068794E+002
  -0.1111692E+003  -0.1163864E+003
  -0.9007584E+002  -0.8979821E+002
   0.9039301E+001   0.4388198E+001
   0.7872899E+002   0.7943042E+002
   0.7565270E+002   0.7630115E+002
   0.7382605E+002   0.7413053E+002
   0.8155180E+002   0.8227028E+002
   0.9120756E+002   0.9195183E+002
   0.9922423E+002   0.9985013E+002
   0.9711049E+002   0.9779568E+002
   0.8093188E+002   0.8222705E+002
   0.9867041E+002   0.1049813E+003
  -0.5698076E+002  -0.1854825E+002
  -0.3401184E+003  -0.2727280E+003
  -0.4406233E+003  -0.4629882E+003
  -0.2101932E+003  -0.2125861E+003
  -0.5195446E+002  -0.5480833E+002
  -0.5492563E+001  -0.5774877E+001
   0.4328827E+002   0.4210493E+002
   0.5730816E+002   0.5617889E+002
  -0.7684527E+001  -0.6918652E+001
   0.3920634E+001   0.1055693E+002
   0.6260391E+002   0.7982842E+002
   0.7171272E+002   0.7247616E+002
   0.6034173E+002   0.6129973E+002
   0.2496974E+002   0.2473777E+002
  -0.4403619E+002  -0.4593248E+002
  -0.1286940E+003  -0.1356515E+003
  -0.2136470E+003  -0.2260787E+003
  -0.1524546E+003  -0.1561244E+003
  -0.3144500E+003  -0.3214949E+003
  -0.5760018E+003  -0.6776349E+003
  -0.8506173E+003  -0.1062717E+004
  -0.8745637E+003  -0.1120905E+004
  -0.6056762E+003  -0.7491335E+003
  -0.2425436E+003  -0.2850505E+003
  -0.4795265E+002  -0.4927015E+002
   0.1161991E+002   0.1196392E+002
   0.2161962E+002   0.2564707E+002
  -0.1380856E+001   0.6144628E+001
  -0.6558161E+002  -0.6410328E+002
  -0.1268284E+003  -0.1278471E+003
  -0.6779953E+002  -0.7083382E+002
   0.3051684E+002   0.2752676E+002
   0.7162119E+002   0.7113898E+002
   0.8787829E+002   0.8874032E+002
   0.1067301E+003   0.1092585E+003
   0.1133776E+003   0.1162190E+003
   0.1288334E+003   0.1321327E+003
   0.1361662E+003   0.1397079E+003
   0.1066981E+003   0.1080534E+003
   0.4857861E+002   0.4919936E+002
  -0.2168517E+003  -0.1524502E+003
  -0.3893440E+003  -0.3481326E+003
  -0.2576882E+003  -0.2665752E+003
   0.2010357E+002   0.1550326E+002
   0.8838183E+002   0.8702693E+002
   0.6519131E+002   0.6292811E+002
   0.6577273E+002   0.6565858E+002
   0.7392602E+002   0.7517724E+002
   0.4473305E+002   0.4526831E+002
   0.6212666E+002   0.6488274E+002
   0.8663129E+002   0.9196737E+002
   0.8390236E+002   0.8438138E+002
   0.8686613E+002   0.8864249E+002
   0.6407885E+002   0.6618538E+002
   0.1682910E+002   0.1525565E+002
  -0.2835445E+002  -0.3501201E+002
  -0.7758069E+002  -0.8347772E+002
   0.2246477E+002   0.1538592E+002
  -0.2432917E+002  -0.2744501E+002
  -0.1482322E+003  -0.1702117E+003
  -0.3186510E+003  -0.3874986E+003
  -0.3627049E+003  -0.4483779E+003
  -0.2629940E+003  -0.3050661E+003
  -0.8024940E+002  -0.9445396E+002
   0.1368629E+002   0.1425114E+002
   0.4033632E+002   0.4107315E+002
   0.5419010E+002   0.5737392E+002
   0.6788786E+002   0.7524297E+002
   0.5830590E+002   0.6462240E+002
   0.3953449E+001  -0.1007090E+001
  -0.6165005E+002  -0.6491710E+002
  -0.8523390E+002  -0.8374116E+002
  -0.3226262E+002  -0.3417482E+002
   0.5635878E+002   0.5282606E+002
   0.1246238E+003   0.1231238E+003
   0.1409655E+003   0.1388160E+003
   0.1650507E+003   0.1609719E+003
   0.1897641E+003   0.1863176E+003
   0.1820557E+003   0.1917210E+003
   0.6409772E+002   0.7658106E+002
  -0.1160043E+003  -0.8147324E+002
  -0.1288819E+003  -0.1033048E+003
   0.3382290E+002   0.5513816E+002
   0.1969309E+003   0.1909535E+003
   0.2684067E+003   0.2719861E+003
   0.2453402E+003   0.2475266E+003
   0.1815604E+003   0.1793386E+003
   0.1439873E+003   0.1457162E+003
   0.1189001E+003   0.1223173E+003
   0.8854989E+002   0.9162999E+002
   0.7235589E+002   0.7348602E+002
   0.7882633E+002   0.7984700E+002
   0.8535279E+002   0.8732546E+002
   0.7367571E+002   0.7600998E+002
   0.5489451E+002   0.5515611E+002
   0.4373412E+002   0.4113551E+002
   0.3140354E+002   0.2564032E+002
   0.2714350E+003   0.2877914E+003
   0.5182073E+003   0.5514957E+003
   0.8317040E+003   0.7995900E+003
   0.9292816E+003   0.8627853E+003
   0.7609365E+003   0.8017157E+003
   0.4988862E+003   0.6044439E+003
   0.2262573E+003   0.2635972E+003
   0.1107184E+003   0.1134067E+003
   0.7416455E+002   0.7423393E+002
   0.6587893E+002   0.6739598E+002
   0.1006132E+003   0.1079304E+003
   0.1770036E+003   0.1747327E+003
   0.2290972E+003   0.2167501E+003
   0.1725126E+003   0.1363224E+003
  -0.5905030E+001  -0.5188779E+002
  -0.1456496E+003  -0.1478999E+003
  -0.1616576E+003  -0.1448169E+003
  -0.1504810E+003  -0.1152761E+003
  -0.1478246E+003  -0.8453200E+002
  -0.1292246E+003  -0.4510359E+002
  -0.7265019E+002  -0.1397841E+002
  -0.2567898E+001   0.1698640E+002
  -0.3985934E+002  -0.2004674E+002
   0.1043386E+003   0.1240023E+003
   0.4343882E+003   0.5494556E+003
   0.6304468E+003   0.6621494E+003
   0.5777199E+003   0.6106063E+003
   0.5015047E+003   0.5264196E+003
   0.4154683E+003   0.4248237E+003
   0.3168537E+003   0.3171955E+003
   0.2013475E+003   0.2074475E+003
   0.1498831E+003   0.1582531E+003
   0.9623052E+002   0.1000043E+003
   0.6760475E+002   0.6769103E+002
   0.7189425E+002   0.7211949E+002
   0.7883077E+002   0.7918624E+002
   0.7648325E+002   0.7679993E+002
   0.7712235E+002   0.7635807E+002
   0.1074876E+003   0.1046933E+003
   0.1729060E+003   0.1751515E+003
   0.5641582E+003   0.6493393E+003
   0.9588519E+003   0.1013581E+004
   0.1413091E+004   0.1324443E+004
   0.1602019E+004   0.1475965E+004
   0.1508063E+004   0.1588593E+004
   0.1180886E+004   0.1357871E+004
   0.5974960E+003   0.6677543E+003
   0.2703394E+003   0.2815657E+003
   0.1583063E+003   0.1615120E+003
   0.1166037E+003   0.1202129E+003
   0.1302803E+003   0.1361634E+003
   0.2172197E+003   0.2114107E+003
   0.2964002E+003   0.2905658E+003
   0.3377354E+003   0.3263616E+003
   0.2468228E+003   0.1994516E+003
   0.2282875E+002  -0.2237971E+002
  -0.1519059E+003  -0.1311285E+003
  -0.1749979E+003  -0.1341522E+003
  -0.1312430E+003  -0.6123326E+002
  -0.9399045E+002   0.1935543E+001
  -0.1303140E+003  -0.5456367E+002
  -0.1841663E+003  -0.1406990E+003
  -0.3621005E+002  -0.1784486E+002
   0.5159939E+003   0.5805362E+003
   0.1096191E+004   0.1182317E+004
   0.1209056E+004   0.1229380E+004
   0.9104993E+003   0.9224086E+003
   0.5975314E+003   0.6191891E+003
   0.4651255E+003   0.4699715E+003
   0.3770727E+003   0.3772120E+003
   0.2524759E+003   0.2556267E+003
   0.1866889E+003   0.1979543E+003
   0.1141094E+003   0.1232715E+003
   0.6665920E+002   0.6713046E+002
   0.6805905E+002   0.6794760E+002
   0.7747573E+002   0.7738532E+002
   0.7838704E+002   0.7827341E+002
   0.9322924E+002   0.9219162E+002
   0.1787103E+003   0.1819964E+003
   0.3571606E+003   0.4109299E+003
   0.6816847E+003   0.7441607E+003
   0.8809377E+003   0.8628862E+003
   0.1042362E+004   0.9189981E+003
   0.1255204E+004   0.1088565E+004
   0.1414588E+004   0.1463498E+004
   0.1296895E+004   0.1424619E+004
   0.8700792E+003   0.9708216E+003
   0.4835329E+003   0.5115712E+003
   0.2792883E+003   0.2816457E+003
   0.1738983E+003   0.1783259E+003
   0.1592753E+003   0.1673473E+003
   0.2191647E+003   0.2191269E+003
   0.2606204E+003   0.2595755E+003
   0.2930112E+003   0.2846668E+003
   0.4058171E+003   0.3783069E+003
   0.4810063E+003   0.4222622E+003
   0.3462829E+003   0.2904685E+003
   0.1777606E+003   0.1670820E+003
   0.1640713E+003   0.1725600E+003
   0.2102415E+003   0.2174538E+003
   0.1210989E+003   0.1446116E+003
  -0.2109512E+002  -0.1129211E+001
   0.9204214E+002   0.1217599E+003
