 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.4753898E+002   0.4903754E+002
   0.1407800E+003   0.1445390E+003
   0.1582605E+003   0.1578479E+003
   0.1257879E+003   0.1314659E+003
   0.5133604E+002   0.5857906E+002
   0.3195150E+001   0.6424410E+001
  -0.2818055E+002  -0.2717920E+002
  -0.4845528E+002  -0.4843885E+002
  -0.6181780E+002  -0.6253086E+002
  -0.5711925E+002  -0.5917294E+002
  -0.3940902E+002  -0.4349054E+002
  -0.1612933E+002  -0.1959033E+002
   0.8053029E+001   0.6678399E+001
   0.3137210E+002   0.3112253E+002
   0.5248719E+002   0.5455216E+002
   0.7501828E+002   0.8199994E+002
   0.1190448E+003   0.1471322E+003
   0.1924045E+003   0.2217482E+003
   0.2942862E+003   0.2881677E+003
   0.3993228E+003   0.3930480E+003
   0.4219154E+003   0.4453319E+003
   0.3990189E+003   0.4298268E+003
   0.3245121E+003   0.3289269E+003
   0.2621805E+003   0.2620100E+003
   0.1898786E+003   0.1884550E+003
   0.1074550E+003   0.1047975E+003
   0.3077631E+002   0.3032232E+002
  -0.2286553E+002  -0.2214455E+002
  -0.7299309E+002  -0.7377434E+002
  -0.1272646E+003  -0.1325871E+003
  -0.1851409E+003  -0.1913157E+003
  -0.2175584E+003  -0.2287001E+003
  -0.2202701E+003  -0.2318257E+003
  -0.2017030E+003  -0.2067337E+003
  -0.1731703E+003  -0.1746575E+003
  -0.1492264E+003  -0.1573885E+003
  -0.1386379E+003  -0.1508210E+003
  -0.1310647E+003  -0.1421008E+003
  -0.1096495E+003  -0.1174492E+003
  -0.4689083E+002  -0.4876232E+002
  -0.4333699E+002  -0.4342482E+002
   0.1953442E+001   0.2981922E+001
   0.1187972E+002   0.1408761E+002
   0.2492221E+001   0.5764658E+001
  -0.2813494E+002  -0.2506762E+002
  -0.4401354E+002  -0.4238962E+002
  -0.6066881E+002  -0.6139933E+002
  -0.7644122E+002  -0.7991377E+002
  -0.9282221E+002  -0.9961347E+002
  -0.9101696E+002  -0.9919852E+002
  -0.6654678E+002  -0.7569511E+002
  -0.2709396E+002  -0.3322111E+002
   0.7826485E+001   0.5962984E+001
