# ~alp d~p/dy   Phi_p_sgs,y
  -0.7242761E+000   0.6103430E-002
  -0.1122171E+001   0.1112180E+000
  -0.7907701E+000   0.1820327E+000
   0.4289138E+000  -0.5523627E+000
   0.1244290E+001  -0.1023603E+000
   0.4238490E+001   0.2522143E+001
   0.1098471E+002   0.1992273E+001
   0.1671903E+002   0.1743817E+001
   0.5490397E+001   0.5744083E+001
   0.3181059E+000   0.1203472E+001
  -0.1654332E+000   0.8938040E-001
  -0.1696263E+001  -0.5034178E-001
  -0.1212824E+001  -0.1632034E+001
   0.1433074E+001  -0.1868738E+001
   0.3466633E+001   0.9700555E+000
   0.7230911E+001   0.2918566E+001
   0.6337010E+001   0.3813103E+001
   0.7348412E+000   0.2817192E+001
  -0.8856714E+000   0.4050781E-001
  -0.1537375E+001  -0.1062443E+000
  -0.3030432E+001  -0.3613961E+000
  -0.7081653E+001  -0.1081717E+001
  -0.1783467E+002  -0.5132623E+001
  -0.3198773E+002  -0.1490822E+002
  -0.3053012E+002  -0.1587569E+002
  -0.2153138E+002  -0.4132730E+001
  -0.1385973E+002  -0.2160492E+001
  -0.1688518E+002  -0.2409197E+002
  -0.5345271E+002  -0.5875586E+002
  -0.9180800E+002  -0.5241406E+002
  -0.5703074E+002  -0.3027948E+002
  -0.1952310E+002  -0.7185636E+001
  -0.6735244E+001  -0.4013540E+001
  -0.5557132E+000  -0.3881397E+000
   0.3361747E+000  -0.5830838E-001
   0.5600272E+000  -0.1726030E-001
   0.6396115E+000   0.3368457E-001
   0.5746600E+000   0.3056828E-001
  -0.3483086E-001   0.8853761E-001
  -0.5469332E+000   0.6320878E-001
  -0.1931419E+001  -0.7825868E+000
  -0.5353662E+001  -0.3842713E+001
  -0.9646028E+001  -0.4541054E+001
  -0.7649291E+001  -0.3365982E+001
  -0.2561182E+000  -0.2377454E+001
   0.7010547E+001   0.9518931E+000
   0.1347554E+002   0.2295705E+001
   0.3239597E+002   0.1131089E+002
   0.3752656E+002   0.2172928E+002
   0.1832090E+002   0.1897653E+002
   0.4514051E+001   0.3274227E+001
  -0.2260114E+000   0.1781372E+001
   0.4130030E+000  -0.3198876E+001
   0.2936519E+001  -0.1031351E+001
   0.6494105E+001   0.4983021E+001
   0.7563428E+001   0.6305424E+001
   0.2127420E+001   0.3771998E+001
  -0.8290691E+000   0.6782826E+000
  -0.1473201E+001   0.5555490E-001
  -0.2444373E+001  -0.9217266E-001
  -0.5759938E+001  -0.9352112E+000
  -0.1270516E+002  -0.1315983E+001
  -0.1670274E+002  -0.1520843E+001
  -0.1324757E+002  -0.3874749E+001
  -0.1216132E+002  -0.2632504E+001
  -0.9997057E+001  -0.1012875E+001
  -0.4487046E+001  -0.2504938E+001
  -0.8542140E+000  -0.1009305E+001
  -0.2573335E+001  -0.1179131E+002
  -0.2910279E+002  -0.2880384E+002
  -0.5334059E+002  -0.1345963E+002
  -0.2868619E+002  -0.5039269E+001
  -0.8760954E+001  -0.3936560E+001
  -0.8789197E+000  -0.2701313E+000
   0.1613906E+000  -0.1618259E+000
   0.1113074E+001  -0.3550704E+000
   0.2895465E+001  -0.1387086E+001
   0.2577276E+001  -0.4388189E+001
  -0.2171775E+001  -0.3474185E+001
  -0.2620525E+001  -0.2151283E+001
  -0.1806192E+002  -0.8129665E+001
  -0.2577296E+002  -0.7941823E+001
  -0.2521609E+002  -0.5496313E+001
  -0.1134430E+002  -0.3387065E+001
  -0.2972507E+000  -0.2837037E+001
   0.4229973E+001  -0.4343522E+000
   0.5910427E+001   0.8009238E+000
   0.1719084E+002   0.1642634E+002
   0.3624321E+002   0.2454145E+002
   0.2660076E+002   0.1859768E+002
   0.7213128E+001   0.4024826E+001
   0.6532708E+000   0.4646690E+001
  -0.3366979E+000  -0.5206609E+001
   0.1481558E+001  -0.1506934E+002
   0.5045892E+001  -0.1150783E+002
   0.1928367E+001   0.1102915E+001
  -0.1730755E+001   0.1055167E+001
  -0.1838272E+001   0.2426539E+000
  -0.1921908E+001   0.6854344E-001
  -0.3433933E+001  -0.2718612E+000
  -0.8137069E+001  -0.8897072E+000
  -0.1122201E+002  -0.1825257E+001
  -0.7593953E+001  -0.1249997E+001
  -0.3917031E+001   0.4157990E+001
  -0.2354656E+001   0.5342958E+001
  -0.1346871E+000   0.1166196E+001
   0.6548161E+000  -0.2919170E+000
   0.3016905E+000   0.9326003E-001
   0.4100310E+000  -0.3327648E+000
  -0.7651066E+001  -0.1136131E+002
  -0.2703989E+002  -0.2071862E+001
  -0.2260065E+002  -0.1532259E+001
  -0.1182403E+002  -0.4853986E+001
  -0.5329157E+001  -0.6337077E+001
  -0.2398230E+001  -0.2867347E+001
  -0.9685086E+000  -0.1869301E+001
   0.1095747E+000  -0.2053639E+001
  -0.3657853E+001  -0.4389223E+001
  -0.1657287E+002  -0.1445762E+001
  -0.1855810E+002  -0.5274497E+001
  -0.2356407E+002  -0.5529062E+001
  -0.2730561E+002  -0.6792962E+001
  -0.2400196E+002  -0.6538345E+001
  -0.7641697E+001  -0.5921880E+001
  -0.9577915E+000  -0.3169195E+001
  -0.1094374E+001  -0.4635815E+000
  -0.4435940E-001   0.2071043E+000
