# ~alp d~p/dy   Phi_p_sgs,y
  -0.6963461E+000  -0.3943032E-002
  -0.1131369E+001   0.3034491E-001
  -0.6841507E+000   0.1549607E+000
   0.7033263E+000  -0.3311913E+000
   0.1179038E+001  -0.1354984E+000
   0.3581803E+001   0.2190271E+001
   0.1070876E+002   0.3138210E+001
   0.1854852E+002  -0.5554319E+000
   0.2197067E+001   0.5769905E+001
  -0.5272772E+000   0.1449035E+000
   0.1635494E+000   0.2249658E+000
  -0.3864099E+001  -0.2782221E+000
  -0.3917856E+001  -0.1328333E+001
   0.1733472E+000  -0.2132006E+001
   0.1281310E+001   0.1155081E+001
   0.7282124E+001   0.3334944E+001
   0.8077972E+001   0.4307236E+001
   0.2983401E+000   0.1993430E+001
  -0.6352138E+000   0.5271681E-002
  -0.1176392E+001   0.6008195E-002
  -0.2492667E+001  -0.1384887E+000
  -0.6188665E+001  -0.7447845E+000
  -0.1479246E+002  -0.1785994E+001
  -0.2815757E+002  -0.1290570E+002
  -0.2215666E+002  -0.1316338E+002
  -0.1966605E+002  -0.1351916E+001
  -0.1483377E+002  -0.1960377E+001
  -0.1045867E+002  -0.1375860E+002
  -0.5740677E+002  -0.6808131E+002
  -0.1408259E+003  -0.5574222E+002
  -0.7383620E+002  -0.2973423E+002
  -0.2450579E+002  -0.6018001E+001
  -0.6930897E+001  -0.3302210E+001
  -0.4668306E+000  -0.1753916E+000
   0.3594192E+000  -0.3696595E-001
   0.5031704E+000  -0.7064692E-002
   0.4871421E+000  -0.5007533E-002
   0.4059242E+000  -0.1656741E-001
  -0.1799591E+000  -0.1964670E-002
  -0.6041215E+000   0.7492099E-003
  -0.1095448E+001  -0.5562299E-001
  -0.3760728E+001  -0.1834872E+001
  -0.9040391E+001  -0.3246226E+001
  -0.8650121E+001  -0.2763897E+001
  -0.1657449E+001  -0.2266038E+001
   0.7685302E+001   0.8074568E+000
   0.1525787E+002   0.1986473E+001
   0.3937594E+002   0.9425539E+001
   0.5073027E+002   0.2582710E+002
   0.1381941E+002   0.1697868E+002
   0.4807255E+001   0.2301077E+001
  -0.1053908E+001   0.1721066E+001
   0.1299166E+001  -0.1134727E+001
   0.2896525E+001  -0.9238792E-001
   0.6836859E+001   0.7036017E+001
   0.1128055E+002   0.7565775E+001
   0.2084519E+001   0.3728964E+001
  -0.8207292E+000   0.1316673E+000
  -0.1398251E+001   0.1866015E-001
  -0.2354441E+001  -0.4754694E-001
  -0.5239317E+001  -0.5458121E+000
  -0.1441576E+002  -0.1296573E+001
  -0.1933394E+002  -0.4656031E+000
  -0.1209384E+002  -0.7752344E+000
  -0.9803251E+001   0.2034347E+000
  -0.1172753E+002  -0.4743288E+000
  -0.3905102E+001  -0.2035160E+001
  -0.4979201E+000  -0.1988397E+000
  -0.1900694E-001  -0.2560863E+001
  -0.1805514E+002  -0.2071195E+002
  -0.5010552E+002  -0.6384840E+001
  -0.2763435E+002  -0.2142260E+001
  -0.8723044E+001  -0.3211120E+001
  -0.6869914E+000  -0.1098566E+000
   0.1765216E+000  -0.9274637E-001
   0.1132527E+001  -0.1681596E+000
   0.3102815E+001  -0.2822401E+000
   0.4321639E+001  -0.3243232E+001
  -0.1273542E+001  -0.2376193E+001
  -0.1623950E+001  -0.6501128E+000
  -0.1792118E+002  -0.8794778E+001
  -0.3152374E+002  -0.9259365E+001
  -0.3221923E+002  -0.4428984E+001
  -0.1399885E+002  -0.2859889E+001
  -0.5145178E+000  -0.3192345E+001
   0.4146359E+001  -0.4892143E+000
   0.4585165E+001   0.1182907E+000
   0.1240794E+002   0.1343376E+002
   0.5882784E+002   0.2780310E+002
   0.3711545E+002   0.1785828E+002
   0.1027474E+002   0.2255815E+001
   0.1078353E+001   0.5457914E+001
   0.9107893E+000  -0.2369805E+001
   0.5525459E+001  -0.6837132E+001
   0.1336917E+002  -0.2870234E-001
   0.3696727E+001   0.4846389E+001
  -0.1703417E+001   0.4618413E+000
  -0.1682900E+001   0.1768115E+000
  -0.1799577E+001   0.6383922E-001
  -0.2995658E+001  -0.8636299E-001
  -0.8525162E+001  -0.7271592E+000
  -0.1403699E+002  -0.1558968E+001
  -0.7859600E+001  -0.2397602E+001
  -0.3581343E+001   0.8019688E+000
  -0.2397853E+001   0.2207517E+001
   0.1597417E+000   0.2929152E+000
   0.7427845E+000   0.3613985E-001
   0.2593014E+000   0.5305819E-001
   0.4010713E+000   0.2385835E-001
  -0.4776269E+001  -0.9494346E+001
  -0.3457478E+002  -0.5678107E+000
  -0.1909659E+002  -0.2992799E+000
  -0.7966688E+001  -0.1661556E+001
  -0.2179815E+001  -0.1296158E+001
  -0.1060936E+001  -0.4004832E+000
  -0.5196915E+000  -0.1228674E+001
   0.2363769E-002  -0.1807620E+001
  -0.3248274E+001  -0.3032338E+001
  -0.2114769E+002   0.1365851E+000
  -0.1994907E+002  -0.5372661E+001
  -0.2813287E+002  -0.4987835E+001
  -0.3297336E+002  -0.6448585E+001
  -0.2441283E+002  -0.4346052E+001
  -0.4043822E+001  -0.4963964E+001
   0.1357379E+001  -0.6875359E+000
  -0.4779544E+000  -0.6513663E+000
   0.1001768E+001   0.4738551E+000
  -0.5642972E+000   0.1393154E+001
  -0.1433282E+001   0.9657350E+001
