# ~alp d~p/dx   Phi_p_sgs,x
   0.3456340E+001  -0.2993857E+001
   0.4251241E+001  -0.1032283E+001
   0.3544861E+001   0.1131981E+001
   0.2612683E+001   0.2735241E+001
   0.1482361E+001   0.4940915E+001
  -0.5829633E-001   0.3501466E+001
  -0.6400249E+000   0.1581116E+000
  -0.8359123E+000  -0.7560028E-001
  -0.1032203E+001  -0.5836926E-001
  -0.1157813E+001   0.2778943E-001
  -0.1105087E+001   0.4109048E-001
  -0.8306368E+000  -0.4318455E-002
  -0.4518426E+000  -0.2313734E-002
  -0.1743375E+000   0.2643005E-001
  -0.2777963E-001   0.3815606E-001
  -0.1690896E-001  -0.1056666E+001
  -0.1071589E+001  -0.5797119E+001
  -0.4611720E+001  -0.1129352E+002
  -0.1047113E+002  -0.1493622E+002
  -0.1361025E+002  -0.1457325E+002
  -0.1333517E+002  -0.1438755E+002
  -0.9168185E+001  -0.1340583E+002
  -0.4584833E+001  -0.9685375E+001
  -0.6744109E+000  -0.2406727E+001
   0.1094254E+000  -0.8752176E-001
   0.3472650E-001  -0.7686355E-001
  -0.4884446E+000  -0.3760695E+000
  -0.9991589E+000  -0.7674347E+000
  -0.1046917E+001  -0.1064160E+001
   0.8257220E+000  -0.1783774E+001
   0.3230185E+001  -0.2869839E+001
   0.4896014E+001  -0.2662951E+001
   0.5573353E+001  -0.1839392E+001
   0.5881222E+001  -0.8526280E+000
   0.5964547E+001  -0.5387990E+000
   0.5486698E+001  -0.5819876E+000
   0.4350603E+001  -0.1961997E+001
   0.2962724E+001  -0.3224084E+001
   0.2177853E+001  -0.4191399E+001
   0.1762755E+001  -0.5897590E+001
   0.4075166E+001  -0.1097421E+001
   0.3476961E+001   0.1869429E+000
   0.2310621E+001   0.1467852E+001
   0.1206586E+001   0.2629218E+001
   0.1228005E+000   0.4076865E+001
  -0.7697202E+000   0.2091241E+001
  -0.1169780E+001  -0.2549190E+000
  -0.1469819E+001  -0.3207615E+000
  -0.1666510E+001  -0.2124828E+000
  -0.1661744E+001  -0.8339408E-001
  -0.1323957E+001   0.2143117E-001
  -0.7705817E+000   0.1326783E+000
  -0.2935075E+000   0.1584950E+000
  -0.6194123E-002   0.1446455E+000
   0.1340978E+000   0.1001757E+000
   0.2505140E+000  -0.1070865E+001
  -0.2977105E+000  -0.6048362E+001
  -0.2226035E+001  -0.1056138E+002
  -0.5996456E+001  -0.1428466E+002
  -0.9886471E+001  -0.1476510E+002
  -0.1172878E+002  -0.1436320E+002
  -0.8745280E+001  -0.1275338E+002
  -0.6425353E+001  -0.1102332E+002
  -0.3931177E+001  -0.6409912E+001
  -0.3304451E+001  -0.4174227E+001
  -0.2950165E+001  -0.2126513E+001
  -0.3373019E+001  -0.1915844E+001
  -0.2858684E+001  -0.1337846E+001
  -0.1699088E+001  -0.8872387E+000
   0.7554131E+000  -0.1446283E+001
   0.3100486E+001  -0.2907332E+001
   0.5167906E+001  -0.2891573E+001
   0.5863004E+001  -0.2444074E+001
   0.6629995E+001  -0.1942889E+001
   0.6998824E+001  -0.1636000E+001
   0.6535088E+001  -0.8657973E+000
   0.5132284E+001  -0.7796089E+000
   0.3799085E+001  -0.1205792E+001
   0.3023028E+001  -0.1702969E+001
   0.2730351E+001  -0.3087233E+001
   0.4379369E+001  -0.3017800E+000
   0.3320760E+001   0.5603504E+000
   0.1957767E+001   0.1421268E+001
   0.6553953E+000   0.2086291E+001
  -0.7793002E+000   0.2445308E+001
  -0.1674269E+001   0.5530171E+000
  -0.2068240E+001  -0.7895112E+000
  -0.2273702E+001  -0.8133713E+000
  -0.2161167E+001  -0.7545839E+000
  -0.1611863E+001  -0.4410969E+000
  -0.8123446E+000   0.3819126E-001
  -0.2016544E+000   0.2663070E+000
   0.1669461E+000   0.3543558E+000
