#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1113747E-001  -0.6343890E-002   0.5296240E-001   0.6965615E-002  -0.3321647E-001   0.3214843E+000
   0.8661888E-002  -0.3998517E-002   0.1735104E-001   0.1585948E-001  -0.2426723E-001   0.6618627E-001
   0.1630562E-001  -0.1404287E-002   0.2006864E-001   0.3237302E-001  -0.2701968E-001   0.6665842E-001
   0.1452975E-001   0.8860597E-002  -0.1163258E-001   0.3338533E-001  -0.3556163E-001   0.8549817E-001
   0.7031139E-002   0.1036228E-001  -0.2775281E-001   0.6466077E-001  -0.3204668E-001   0.3147793E+000
   0.1486014E-001  -0.1058080E-001  -0.6539686E-002   0.6006521E-001  -0.6814241E-001   0.2568766E+000
   0.1414943E-001  -0.5034130E-002   0.4757831E-002   0.6855119E-001  -0.3543415E-001   0.1594078E+000
   0.9563226E-002   0.9556002E-002   0.2328394E-001   0.5401248E-001  -0.5902680E-002   0.2908762E+000
   0.9906874E-002  -0.2501430E-003   0.2772726E-001   0.5610663E-002  -0.2191498E-001   0.4130191E+000
   0.1817014E-001  -0.1357845E-001   0.1033105E-001   0.2456619E-001  -0.1894057E-001   0.2005526E+000
   0.4535473E-001   0.1704686E-002  -0.7053878E-001   0.1009987E-001   0.1018028E-001   0.8519958E+000
   0.3233800E+000  -0.1205179E-002  -0.2880994E+000   0.1306895E-001  -0.2371137E-001   0.6188734E+000
   0.4666830E+000   0.3770330E-001  -0.7206710E-001   0.3010461E-001   0.1906622E-001   0.2097731E+000
   0.5228323E+000   0.1027373E+000  -0.3696872E+000   0.6658502E-001  -0.2450818E-001   0.1303516E+001
   0.5340512E+000   0.1326255E+000  -0.6457863E+000   0.1143747E+000  -0.2044406E+000   0.1187253E+001
   0.1775509E+000   0.7076326E-001  -0.2016413E+000   0.7436916E-001  -0.1312226E+000   0.3477157E+000
   0.1786386E-001  -0.1424582E-002  -0.1064183E-001   0.1361310E-001   0.7135466E-002   0.9222811E-001
   0.2268655E-001   0.2053368E-002  -0.1056839E-001   0.3811233E-001   0.4219957E-002   0.1068333E+000
   0.1060068E-001  -0.1593244E-001  -0.1271909E-001   0.9643973E-001   0.1468572E+000   0.7028839E+000
   0.2745694E-001  -0.2696805E-001  -0.9921782E-001   0.9471980E-001   0.1627409E+000   0.4809478E+000
   0.2836548E-001  -0.2222972E-001  -0.4947937E-001   0.5209201E-001   0.6760968E-001   0.1668048E+000
   0.2531519E-001  -0.1914645E-002  -0.3962978E-001   0.2257883E-001   0.6729984E-002   0.1333102E+000
   0.2030083E-001   0.1023661E-002  -0.4284547E-002   0.1613758E-001  -0.1201010E-001   0.2118144E+000
   0.4001166E-001   0.5192751E-002  -0.4490461E-001   0.2120724E-001   0.2572276E-002   0.4872810E+000
   0.1161063E+000   0.2320362E-001  -0.1759133E+000   0.1414333E-001  -0.4893374E-001   0.5172098E+000
   0.1339069E+000   0.3053219E-001  -0.1004087E+000   0.1476139E-001  -0.1740325E-001   0.2979715E+000
   0.9853719E-001  -0.6817310E-002   0.6729971E-001   0.5113354E-001  -0.2454723E-001   0.4737854E+000
   0.1428572E+000  -0.2825139E-001  -0.7393720E-001   0.7392029E-001   0.5379740E-002   0.1392782E+000
