 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.6034375E+003   0.5959953E+003
   0.5066095E+003   0.5173651E+003
   0.3973701E+003   0.4078574E+003
   0.3684012E+003   0.3757186E+003
   0.3645376E+003   0.3679718E+003
   0.3824859E+003   0.3854539E+003
   0.2812443E+003   0.2928475E+003
   0.1722699E+003   0.1730036E+003
   0.1779258E+003   0.1908888E+003
   0.2591736E+003   0.2294563E+003
   0.3647186E+003   0.2959072E+003
   0.3602835E+003   0.3012754E+003
   0.2771521E+003   0.2479861E+003
   0.2091948E+003   0.2086791E+003
   0.1991179E+003   0.2076067E+003
   0.1708761E+003   0.1918513E+003
   0.1370632E+003   0.1580914E+003
   0.1191332E+003   0.1225878E+003
   0.8538998E+002   0.8575613E+002
   0.4820342E+002   0.4878194E+002
   0.4980740E+002   0.4911468E+002
   0.5441297E+002   0.5414360E+002
   0.3739388E+002   0.3754676E+002
   0.2289012E+002   0.2755368E+002
   0.8935325E+002   0.1089127E+003
   0.1563204E+003   0.1587307E+003
   0.1086328E+003   0.1111866E+003
   0.6210115E+002   0.6282522E+002
   0.5126676E+002   0.5318106E+002
   0.1222328E+003   0.1230802E+003
   0.2417802E+003   0.2371565E+003
   0.2058716E+003   0.2010272E+003
   0.1009040E+003   0.9931001E+002
   0.3557703E+002   0.3439741E+002
   0.1274386E+003   0.1260106E+003
   0.3086237E+003   0.3012312E+003
   0.5265484E+003   0.5203220E+003
   0.7078644E+003   0.6915623E+003
   0.6893165E+003   0.6999869E+003
   0.6359077E+003   0.6481279E+003
   0.4488490E+003   0.4312031E+003
   0.3802786E+003   0.3711060E+003
   0.2756679E+003   0.2757635E+003
   0.1908812E+003   0.2032855E+003
   0.1492883E+003   0.1646030E+003
   0.2269682E+003   0.2259046E+003
   0.2990406E+003   0.3023768E+003
   0.2703861E+003   0.2768775E+003
   0.1384108E+003   0.1308398E+003
  -0.1037655E+003  -0.1156929E+003
  -0.1417497E+003  -0.1322400E+003
  -0.3834427E+002  -0.3510402E+002
   0.5530615E+002   0.6138419E+002
   0.1112884E+003   0.1100752E+003
   0.7523906E+002   0.7953818E+002
   0.4178373E+002   0.4497795E+002
   0.7628974E+002   0.7485872E+002
   0.7761997E+002   0.7879098E+002
   0.4169105E+002   0.4538574E+002
   0.1423003E+002   0.1518430E+002
   0.1747831E+002   0.1730414E+002
   0.2992051E+002   0.3005732E+002
   0.2845144E+002   0.2852646E+002
   0.1773171E+002   0.1751864E+002
   0.5639570E+001   0.9525234E+001
   0.3506723E+002   0.4910930E+002
   0.7743897E+002   0.7953735E+002
   0.5950505E+002   0.6029316E+002
   0.2388891E+002   0.2423541E+002
   0.2493583E+002   0.2625022E+002
   0.7162483E+002   0.7726339E+002
   0.8908348E+002   0.9121082E+002
   0.1087501E+003   0.1093682E+003
   0.1728603E+003   0.1677986E+003
   0.3051148E+003   0.2946190E+003
   0.3455805E+003   0.3373874E+003
   0.5470637E+003   0.5049443E+003
   0.1083067E+004   0.1036322E+004
   0.1105336E+004   0.1116093E+004
   0.6756931E+003   0.6778105E+003
   0.3102496E+003   0.2881070E+003
   0.3335759E+003   0.3390136E+003
   0.3009875E+003   0.3159396E+003
   0.2038373E+003   0.2112112E+003
   0.2246474E+003   0.2314393E+003
   0.3298199E+003   0.3456218E+003
   0.4659783E+003   0.5135919E+003
   0.6016666E+003   0.6911926E+003
   0.4544375E+003   0.4809417E+003
   0.3893664E+001  -0.2935619E+002
  -0.2603799E+003  -0.2619133E+003
  -0.2030936E+003  -0.1980748E+003
  -0.1407920E+002  -0.9999039E+001
   0.5618472E+002   0.5231253E+002
   0.7120675E+000   0.2370516E+001
  -0.7364112E+001  -0.7567034E+001
   0.1776669E+002   0.2006081E+002
   0.1500950E+002   0.1821113E+002
   0.1181495E+002   0.1224337E+002
  -0.4784928E+001  -0.5236485E+001
  -0.2565570E+001  -0.3983070E+001
   0.1467298E+002   0.1387943E+002
   0.2220531E+002   0.2204452E+002
   0.2200106E+002   0.2187552E+002
   0.7255519E+001   0.6821193E+001
  -0.2288638E+002  -0.2388868E+002
   0.2224583E+002   0.3405675E+002
   0.7301853E+002   0.7549295E+002
   0.1138934E+002   0.9766736E+001
  -0.1046626E+002  -0.1490721E+002
   0.2186282E+002   0.2245842E+002
   0.4853490E+002   0.4971575E+002
   0.1220541E+003   0.1296135E+003
   0.2439395E+003   0.2566349E+003
   0.2467451E+003   0.2454757E+003
   0.1252569E+003   0.1265785E+003
   0.1491699E+003   0.1467976E+003
   0.4213680E+003   0.4237458E+003
   0.5495200E+003   0.5509731E+003
   0.3895928E+003   0.3691819E+003
