 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.4476343E+003   0.4687936E+003
   0.4206324E+003   0.4387160E+003
   0.4016074E+003   0.4166158E+003
   0.3882592E+003   0.3938638E+003
   0.3820461E+003   0.3867058E+003
   0.3310128E+003   0.3384132E+003
   0.2496008E+003   0.2654640E+003
   0.1830570E+003   0.1865880E+003
   0.1737515E+003   0.1864581E+003
   0.2755351E+003   0.2537993E+003
   0.3756735E+003   0.2904509E+003
   0.4079257E+003   0.3177290E+003
   0.3064211E+003   0.2489400E+003
   0.2196789E+003   0.2049886E+003
   0.1818826E+003   0.1935598E+003
   0.1753565E+003   0.1978561E+003
   0.1582141E+003   0.1822708E+003
   0.1357318E+003   0.1488041E+003
   0.9512321E+002   0.1049339E+003
   0.5936557E+002   0.6536717E+002
   0.5132556E+002   0.5219034E+002
   0.5174446E+002   0.5195863E+002
   0.4226627E+002   0.4550567E+002
   0.5902334E+002   0.7897522E+002
   0.9415870E+002   0.1188886E+003
   0.1151846E+003   0.1268331E+003
   0.8905750E+002   0.9138354E+002
   0.6740905E+002   0.6946907E+002
   0.8426390E+002   0.8592200E+002
   0.1445242E+003   0.1443880E+003
   0.1990181E+003   0.1972390E+003
   0.2255104E+003   0.2231380E+003
   0.1758035E+003   0.1742189E+003
   0.1543372E+003   0.1521694E+003
   0.1802933E+003   0.1749453E+003
   0.2906488E+003   0.2831768E+003
   0.4288431E+003   0.4111645E+003
   0.5320621E+003   0.5248525E+003
   0.5388397E+003   0.5585223E+003
   0.4850162E+003   0.5091097E+003
   0.4345683E+003   0.4225308E+003
   0.3642848E+003   0.3566833E+003
   0.2969445E+003   0.3021094E+003
   0.2395564E+003   0.2578798E+003
   0.2389095E+003   0.2561231E+003
   0.2798423E+003   0.2846459E+003
   0.3050108E+003   0.3156030E+003
   0.2777226E+003   0.2875115E+003
   0.1763215E+003   0.1754253E+003
   0.5683627E+002   0.3076533E+002
  -0.3098445E+002  -0.4372993E+002
  -0.3091681E+002  -0.2933355E+002
   0.9141693E+001   0.1641817E+002
   0.5985885E+002   0.6547255E+002
   0.6970411E+002   0.7586026E+002
   0.6133632E+002   0.6769265E+002
   0.5764641E+002   0.5982614E+002
   0.6062161E+002   0.6279712E+002
   0.4300601E+002   0.4715333E+002
   0.2480232E+002   0.2730783E+002
   0.2234961E+002   0.2235523E+002
   0.2888292E+002   0.2886357E+002
   0.2824321E+002   0.2832300E+002
   0.2070362E+002   0.2362953E+002
   0.2756052E+002   0.4193060E+002
   0.4870343E+002   0.6698236E+002
   0.6353733E+002   0.7269115E+002
   0.4770524E+002   0.4904081E+002
   0.2188609E+002   0.2291274E+002
   0.3255833E+002   0.3364004E+002
   0.7518811E+002   0.7975623E+002
   0.1225794E+003   0.1273314E+003
   0.1410199E+003   0.1430122E+003
   0.1833942E+003   0.1806303E+003
   0.2313047E+003   0.2242015E+003
   0.3188385E+003   0.3091499E+003
   0.5147788E+003   0.4890566E+003
   0.6880950E+003   0.6759454E+003
   0.7076165E+003   0.7135665E+003
   0.5471074E+003   0.5437868E+003
   0.5341401E+003   0.5192785E+003
   0.4856665E+003   0.4936794E+003
   0.3887343E+003   0.4239609E+003
   0.2814176E+003   0.2974815E+003
   0.2383114E+003   0.2521651E+003
   0.3030242E+003   0.3473997E+003
   0.4561576E+003   0.5494776E+003
   0.5753423E+003   0.6925413E+003
   0.4926216E+003   0.5363709E+003
   0.2115397E+003   0.1830458E+003
  -0.3898703E+002  -0.5790878E+002
  -0.7652895E+002  -0.7853612E+002
  -0.1653103E+002  -0.1979298E+002
   0.1955376E+002   0.1530018E+002
  -0.2906690E+001  -0.4766461E+001
  -0.1041082E+002  -0.9056912E+001
   0.7613818E+001   0.1017181E+002
   0.2254233E+002   0.2775872E+002
   0.1335253E+002   0.1637122E+002
   0.1544100E+000  -0.2576424E+000
  -0.2025278E+001  -0.3460800E+001
   0.1158644E+002   0.9964433E+001
   0.2125527E+002   0.2077224E+002
   0.1950336E+002   0.1919128E+002
   0.5888614E+001   0.6602394E+001
   0.5509426E+001   0.1286797E+002
   0.2199999E+002   0.3297574E+002
   0.2839656E+002   0.3241142E+002
   0.4483223E+001   0.4363686E+001
  -0.5021453E+001  -0.7979331E+001
   0.1822009E+002   0.1768855E+002
   0.6213214E+002   0.6514694E+002
   0.1271632E+003   0.1355383E+003
   0.2019716E+003   0.2118230E+003
   0.2244687E+003   0.2259467E+003
   0.2407350E+003   0.2377610E+003
   0.3861484E+003   0.3698505E+003
   0.5906568E+003   0.5834818E+003
   0.6901917E+003   0.6887832E+003
   0.6078606E+003   0.6029688E+003
   0.4753866E+003   0.4145038E+003
   0.4272070E+003   0.4056199E+003
   0.3854913E+003   0.4219608E+003
   0.3307857E+003   0.3447940E+003
   0.3211681E+003   0.3691746E+003
   0.4026588E+003   0.4706570E+003
   0.5333045E+003   0.6079917E+003
   0.6418664E+003   0.7084992E+003
   0.6497881E+003   0.6751257E+003
   0.4778382E+003   0.4642664E+003
   0.2485270E+003   0.2195260E+003
   0.9470182E+002   0.6854213E+002
   0.3887498E+002   0.1929565E+002
  -0.2804146E+002  -0.4170644E+002
  -0.7766200E+002  -0.8479051E+002
  -0.7774890E+002  -0.7854739E+002
  -0.4155468E+002  -0.4432442E+002
  -0.7733977E+001  -0.8909035E+001
   0.3564768E+001   0.2613970E+001
  -0.1303980E+002  -0.1598773E+002
  -0.2055002E+002  -0.2175935E+002
  -0.5363229E+001  -0.7209264E+001
   0.1489720E+002   0.1412771E+002
   0.1989281E+002   0.1977300E+002
   0.1027619E+002   0.1051553E+002
  -0.1849144E+001  -0.9352868E+000
   0.6882630E+001   0.1373971E+002
   0.1613962E+002   0.2003817E+002
  -0.3123003E+001  -0.4245433E+001
  -0.1722822E+002  -0.2179393E+002
   0.1432887E+001  -0.2458379E+001
   0.4468189E+002   0.4366603E+002
   0.9963546E+002   0.1027973E+003
   0.1277317E+003   0.1329041E+003
   0.1181675E+003   0.1240528E+003
   0.1124182E+003   0.1163262E+003
   0.2202254E+003   0.2195306E+003
   0.4045473E+003   0.4044595E+003
   0.5505804E+003   0.5568813E+003
   0.5423682E+003   0.5228005E+003
   0.4253024E+003   0.3706359E+003
   0.3754453E+003   0.3454985E+003
   0.3438857E+003   0.3620283E+003
   0.3123182E+003   0.3190200E+003
   0.2909161E+003   0.3153120E+003
   0.3068232E+003   0.3236582E+003
   0.3765417E+003   0.3859791E+003
   0.4562613E+003   0.4666617E+003
   0.5509058E+003   0.5532204E+003
   0.5611159E+003   0.5612750E+003
   0.4863694E+003   0.4821136E+003
   0.2869524E+003   0.2582158E+003
   0.8764993E+002   0.5995034E+002
  -0.9226862E+002  -0.1076885E+003
  -0.1499450E+003  -0.1558021E+003
  -0.1242968E+003  -0.1345908E+003
  -0.6710010E+002  -0.7540109E+002
  -0.1618432E+002  -0.2052459E+002
   0.6765103E+001   0.5358916E+001
  -0.1544895E+002  -0.2083101E+002
  -0.2840130E+002  -0.3081748E+002
  -0.1961648E+002  -0.2036116E+002
   0.3471098E+001   0.2454671E+001
   0.1024298E+002   0.9556574E+001
   0.8994984E+001   0.8728247E+001
   0.1557669E+001   0.1692362E+001
   0.3694987E+001   0.5608600E+001
   0.9989246E+001   0.1135271E+002
  -0.1971266E+001  -0.4110030E+001
  -0.1379362E+002  -0.1690342E+002
  -0.2898970E+001  -0.6941699E+001
   0.3913594E+002   0.3758974E+002
   0.7586196E+002   0.7470479E+002
   0.7104763E+002   0.7050936E+002
   0.4146561E+002   0.4268483E+002
   0.3927446E+002   0.4536174E+002
   0.1318156E+003   0.1381561E+003
   0.2848765E+003   0.2811997E+003
   0.4256839E+003   0.4260628E+003
   0.4636682E+003   0.4353692E+003
   0.2019737E+003   0.2281898E+003
   0.2246828E+003   0.2405122E+003
   0.2531753E+003   0.2713934E+003
   0.2781394E+003   0.2981162E+003
   0.2633539E+003   0.2862370E+003
   0.2351617E+003   0.2502184E+003
   0.1731992E+003   0.1820473E+003
   0.1118063E+003   0.1196583E+003
   0.1818063E+003   0.1809839E+003
   0.3385177E+003   0.3401747E+003
   0.4388005E+003   0.4414948E+003
   0.2797159E+003   0.2581272E+003
   0.5892191E+002   0.3875600E+002
  -0.1267811E+003  -0.1301529E+003
  -0.1666662E+003  -0.1723877E+003
  -0.1623080E+003  -0.1752128E+003
  -0.1146431E+003  -0.1269255E+003
  -0.5090223E+002  -0.6102858E+002
  -0.1165427E+002  -0.1713601E+002
  -0.2437500E+002  -0.3124724E+002
  -0.3485449E+002  -0.3889988E+002
  -0.3543015E+002  -0.3525793E+002
  -0.1973261E+002  -0.2064004E+002
  -0.1524379E+002  -0.1700383E+002
  -0.1066080E+002  -0.1287801E+002
  -0.9677019E+001  -0.1120865E+002
  -0.6372161E+000  -0.1346517E+000
   0.2628586E+002   0.3309791E+002
   0.4401928E+002   0.4901923E+002
   0.2604946E+002   0.2728386E+002
   0.9045433E+001   0.7476769E+001
   0.2357244E+002   0.2102320E+002
   0.4183165E+002   0.3971120E+002
   0.1038372E+002   0.3731649E+001
  -0.4654310E+002  -0.5665440E+002
  -0.6597436E+002  -0.6967127E+002
  -0.2240220E+001   0.2735972E+001
   0.1052228E+003   0.1158058E+003
   0.1825538E+003   0.2106969E+003
   0.2137171E+003   0.2368561E+003
   0.1948924E+003   0.2195112E+003
   0.2440679E+003   0.2534466E+003
   0.3074150E+003   0.3248386E+003
   0.3593440E+003   0.3798056E+003
   0.3317182E+003   0.3382084E+003
   0.2502983E+003   0.2528084E+003
   0.1775379E+003   0.1752926E+003
