 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.7683340E+003   0.7683340E+003
   0.5544527E+003   0.5544527E+003
   0.3006054E+003   0.3006054E+003
   0.3471349E+003   0.3471349E+003
   0.3572670E+003   0.3572670E+003
   0.4984389E+003   0.4984389E+003
   0.3031525E+003   0.3031525E+003
   0.1436545E+003   0.1436545E+003
   0.2485390E+003   0.2485390E+003
   0.2164043E+003   0.2164043E+003
   0.1757801E+003   0.1757801E+003
   0.5646386E+002   0.5646386E+002
   0.2342746E+003   0.2342746E+003
   0.1473001E+003   0.1473001E+003
   0.2454977E+003   0.2454977E+003
   0.4449326E+002   0.4449326E+002
   0.6175259E+002   0.6175259E+002
   0.1036941E+003   0.1036941E+003
   0.9038826E+002   0.9038826E+002
   0.3068829E+002   0.3068829E+002
   0.4615145E+002   0.4615145E+002
   0.5960556E+002   0.5960556E+002
   0.3527659E+002   0.3527659E+002
   0.1781333E+002   0.1781333E+002
   0.2517596E+002   0.2517596E+002
   0.2237170E+003   0.2237170E+003
   0.1486220E+003   0.1486220E+003
   0.9628572E+002   0.9628572E+002
   0.9738807E+001   0.9738807E+001
   0.2846994E+003   0.2846994E+003
   0.5113724E+003   0.5113724E+003
   0.1289823E+003   0.1289823E+003
  -0.2169317E+002  -0.2169317E+002
   0.4631512E+002   0.4631512E+002
   0.1223261E+002   0.1223261E+002
   0.5012338E+003   0.5012338E+003
   0.4108642E+003   0.4108642E+003
   0.7580738E+003   0.7580738E+003
   0.3344790E+003   0.3344790E+003
   0.3973602E+003   0.3973602E+003
   0.3267580E+003   0.3267580E+003
   0.3016729E+003   0.3016729E+003
   0.3020076E+003   0.3020076E+003
   0.1860226E+003   0.1860226E+003
   0.5367005E+002   0.5367005E+002
   0.1897490E+003   0.1897490E+003
   0.2294737E+003   0.2294737E+003
   0.1932421E+003   0.1932421E+003
   0.1670227E+003   0.1670227E+003
  -0.3489678E+003  -0.3489678E+003
  -0.2784205E+002  -0.2784205E+002
  -0.1280765E+002  -0.1280765E+002
   0.1925920E+003   0.1925920E+003
   0.1822171E+003   0.1822171E+003
   0.6437912E+002   0.6437912E+002
   0.2905766E+002   0.2905766E+002
   0.1218925E+003   0.1218925E+003
   0.9657192E+002   0.9657192E+002
   0.2735013E+002   0.2735013E+002
   0.9242788E+001   0.9242788E+001
   0.1856860E+002   0.1856860E+002
   0.2946049E+002   0.2946049E+002
   0.2805141E+002   0.2805141E+002
   0.1941203E+002   0.1941203E+002
  -0.1161988E+002  -0.1161988E+002
   0.9615838E+001   0.9615838E+001
   0.1538196E+003   0.1538196E+003
   0.3542656E+002   0.3542656E+002
   0.3198083E+002   0.3198083E+002
  -0.1141696E+002  -0.1141696E+002
   0.6592431E+002   0.6592431E+002
   0.5545104E+002   0.5545104E+002
   0.1280172E+003   0.1280172E+003
   0.1043700E+003   0.1043700E+003
   0.5991978E+003   0.5991978E+003
   0.3019471E+003   0.3019471E+003
   0.4174532E+003   0.4174532E+003
   0.2003754E+004   0.2003754E+004
   0.2154929E+004   0.2154929E+004
   0.6228590E+003   0.6228590E+003
   0.1316396E+003   0.1316396E+003
   0.1779691E+003   0.1779691E+003
   0.2410130E+003   0.2410130E+003
   0.8234139E+002   0.8234139E+002
   0.2586154E+003   0.2586154E+003
   0.3971744E+003   0.3971744E+003
   0.5761668E+003   0.5761668E+003
   0.5339404E+003   0.5339404E+003
   0.4111321E+003   0.4111321E+003
  -0.9169478E+002  -0.9169478E+002
  -0.3643002E+003  -0.3643002E+003
  -0.3170555E+003  -0.3170555E+003
   0.1253716E+003   0.1253716E+003
   0.4431152E+002   0.4431152E+002
  -0.2252045E+002  -0.2252045E+002
   0.2773014E+001   0.2773014E+001
   0.1903150E+002   0.1903150E+002
   0.2987204E+001   0.2987204E+001
   0.1664122E+002   0.1664122E+002
  -0.4996564E+001  -0.4996564E+001
  -0.4493620E+001  -0.4493620E+001
   0.1756705E+002   0.1756705E+002
   0.2331864E+002   0.2331864E+002
   0.2280362E+002   0.2280362E+002
   0.1676613E+002   0.1676613E+002
  -0.3987385E+002  -0.3987385E+002
   0.2196655E+002   0.2196655E+002
   0.1112214E+003   0.1112214E+003
  -0.8546056E+002  -0.8546056E+002
  -0.6574204E+002  -0.6574204E+002
   0.4623835E+001   0.4623835E+001
   0.3757810E+002   0.3757810E+002
   0.9222911E+002   0.9222911E+002
   0.2545931E+003   0.2545931E+003
   0.2238253E+003   0.2238253E+003
   0.4050091E+002   0.4050091E+002
  -0.5296646E+002  -0.5296646E+002
   0.1230314E+003   0.1230314E+003
   0.5254237E+003   0.5254237E+003
   0.1763173E+003   0.1763173E+003
   0.1572084E+004   0.1572084E+004
   0.1373063E+004   0.1373063E+004
   0.6289084E+003   0.6289084E+003
   0.4395941E+003   0.4395941E+003
   0.2760567E+003   0.2760567E+003
   0.2592865E+003   0.2592865E+003
   0.5036888E+003   0.5036888E+003
   0.1844415E+004   0.1844415E+004
   0.1565043E+004   0.1565043E+004
   0.4441127E+003   0.4441127E+003
