 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.2786381E+003   0.3123968E+003
   0.3047034E+003   0.3298637E+003
   0.3499926E+003   0.3630009E+003
   0.3676650E+003   0.3761049E+003
   0.3414626E+003   0.3494541E+003
   0.2904903E+003   0.3066300E+003
   0.2344414E+003   0.2463554E+003
   0.1893625E+003   0.2009910E+003
   0.1873873E+003   0.1933937E+003
   0.2140007E+003   0.2056574E+003
   0.2396475E+003   0.2072456E+003
   0.2345381E+003   0.1883391E+003
   0.2148860E+003   0.1782967E+003
   0.1780684E+003   0.1634015E+003
   0.1446636E+003   0.1501132E+003
   0.1349508E+003   0.1484370E+003
   0.1306397E+003   0.1476608E+003
   0.1088918E+003   0.1279493E+003
   0.8886703E+002   0.1068435E+003
   0.7368854E+002   0.8994767E+002
   0.5985115E+002   0.7077043E+002
   0.5746001E+002   0.6677631E+002
   0.7590226E+002   0.9723972E+002
   0.8803147E+002   0.1167541E+003
   0.9830022E+002   0.1255248E+003
   0.1145946E+003   0.1338079E+003
   0.1164223E+003   0.1244909E+003
   0.1206045E+003   0.1221649E+003
   0.1363719E+003   0.1370144E+003
   0.1520270E+003   0.1546597E+003
   0.1726777E+003   0.1772065E+003
   0.1865284E+003   0.1909429E+003
   0.1915442E+003   0.1959669E+003
   0.1998507E+003   0.2027152E+003
   0.2125298E+003   0.2112582E+003
   0.2498828E+003   0.2455500E+003
   0.2914646E+003   0.2883096E+003
   0.3019867E+003   0.3085865E+003
   0.2918041E+003   0.3111472E+003
   0.2804432E+003   0.3097567E+003
   0.4454732E+003   0.4674539E+003
   0.4011351E+003   0.4277058E+003
   0.3626573E+003   0.3949125E+003
   0.3281557E+003   0.3605948E+003
   0.3011208E+003   0.3200635E+003
   0.3058269E+003   0.3418032E+003
   0.3411782E+003   0.3924561E+003
   0.3468700E+003   0.3939965E+003
   0.3300407E+003   0.3578851E+003
   0.2920827E+003   0.2838357E+003
   0.2295359E+003   0.1924045E+003
   0.1770282E+003   0.1358989E+003
   0.1455315E+003   0.1169692E+003
   0.1231664E+003   0.1110940E+003
   0.1052671E+003   0.1065297E+003
   0.9185694E+002   0.1007976E+003
   0.8012304E+002   0.9289583E+002
   0.6380894E+002   0.7577689E+002
   0.4865586E+002   0.5773547E+002
   0.4091194E+002   0.4674293E+002
   0.3203245E+002   0.3389776E+002
   0.2768135E+002   0.2730929E+002
   0.3448143E+002   0.3980610E+002
   0.4320516E+002   0.5894963E+002
   0.4653129E+002   0.6600305E+002
   0.5165895E+002   0.6908268E+002
   0.4971612E+002   0.6167502E+002
   0.4267346E+002   0.4815723E+002
   0.5519622E+002   0.5716217E+002
   0.7474447E+002   0.7763041E+002
   0.1075548E+003   0.1133514E+003
   0.1385121E+003   0.1466503E+003
   0.1600572E+003   0.1682729E+003
   0.1824837E+003   0.1888420E+003
   0.2201409E+003   0.2205662E+003
   0.3020221E+003   0.2971916E+003
   0.3888649E+003   0.3803314E+003
   0.4530412E+003   0.4494015E+003
   0.4849875E+003   0.4887059E+003
   0.4790073E+003   0.4896678E+003
   0.5069107E+003   0.5205966E+003
   0.4342257E+003   0.4606730E+003
   0.3618072E+003   0.3950744E+003
   0.3167383E+003   0.3580322E+003
   0.2989413E+003   0.3392471E+003
   0.3332701E+003   0.3985930E+003
   0.3912488E+003   0.4755972E+003
   0.4357637E+003   0.5112629E+003
   0.4092536E+003   0.4450992E+003
   0.3214465E+003   0.3165810E+003
   0.2255169E+003   0.1973969E+003
   0.1307370E+003   0.1027250E+003
   0.6529966E+002   0.4989840E+002
   0.3154255E+002   0.2411280E+002
   0.1088932E+002   0.8387399E+001
  -0.1022000E+001   0.7623397E+000
   0.4807794E+001   0.7645548E+001
   0.1541255E+002   0.1940101E+002
   0.1513806E+002   0.1941086E+002
   0.1365165E+002   0.1567145E+002
   0.9512017E+001   0.8908794E+001
   0.9641706E+001   0.7989786E+001
   0.1705765E+002   0.1585944E+002
   0.1992747E+002   0.2320113E+002
   0.2051865E+002   0.2884385E+002
   0.2354821E+002   0.3373556E+002
   0.2013968E+002   0.2843949E+002
   0.1085349E+002   0.1499861E+002
   0.1031593E+002   0.1114443E+002
   0.1683878E+002   0.1701234E+002
   0.4149749E+002   0.4315732E+002
   0.8473808E+002   0.8969646E+002
   0.1308532E+003   0.1390065E+003
   0.1631668E+003   0.1723407E+003
   0.2032827E+003   0.2107073E+003
   0.2963575E+003   0.2972157E+003
   0.4082260E+003   0.4006467E+003
   0.5059408E+003   0.5014585E+003
   0.5702733E+003   0.5767499E+003
   0.5643612E+003   0.5707489E+003
   0.3876181E+003   0.3889635E+003
   0.3469896E+003   0.3635255E+003
   0.3049588E+003   0.3252212E+003
   0.2853342E+003   0.3171975E+003
   0.2841886E+003   0.3184185E+003
   0.3237639E+003   0.3719512E+003
   0.3821731E+003   0.4374962E+003
   0.4340873E+003   0.4839575E+003
   0.4220636E+003   0.4396511E+003
   0.3558824E+003   0.3468495E+003
   0.2668148E+003   0.2395289E+003
   0.1570416E+003   0.1255709E+003
   0.6198323E+002   0.3964712E+002
   0.5662865E+001  -0.8797072E+001
  -0.3372591E+002  -0.4272759E+002
  -0.4362560E+002  -0.5000092E+002
  -0.2823159E+002  -0.3196368E+002
  -0.5030637E+001  -0.5658938E+001
  -0.1818095E+000   0.1789195E+000
   0.4766672E+000  -0.1009440E+001
  -0.1377908E+001  -0.3328845E+001
  -0.1594727E+001  -0.3638109E+001
   0.7750519E+001   0.5601961E+001
   0.1150273E+002   0.1101356E+002
   0.7521658E+001   0.8457699E+001
   0.1017342E+002   0.1368720E+002
   0.8891529E+001   0.1257576E+002
   0.2238017E+001   0.3129017E+001
   0.3715805E+001   0.3066225E+001
   0.5061072E+001   0.3112052E+001
   0.1803292E+002   0.1595530E+002
   0.5678021E+002   0.5834829E+002
   0.9934486E+002   0.1053608E+003
   0.1213748E+003   0.1312644E+003
   0.1477700E+003   0.1613832E+003
   0.2019356E+003   0.2127516E+003
   0.2648638E+003   0.2687488E+003
   0.3411071E+003   0.3456517E+003
   0.3992730E+003   0.4106818E+003
   0.4090711E+003   0.4069892E+003
   0.3725368E+003   0.3693090E+003
   0.3609646E+003   0.3831637E+003
   0.3373533E+003   0.3613764E+003
   0.3208987E+003   0.3537331E+003
   0.3074530E+003   0.3358504E+003
   0.3191479E+003   0.3451479E+003
   0.3562584E+003   0.3759567E+003
   0.4034146E+003   0.4264501E+003
   0.4181194E+003   0.4304538E+003
   0.3916670E+003   0.3895961E+003
   0.3273462E+003   0.3102382E+003
   0.2254003E+003   0.1963506E+003
   0.1072822E+003   0.7710016E+002
   0.1217060E+002  -0.1006186E+002
  -0.5745033E+002  -0.7366129E+002
  -0.8259194E+002  -0.9797612E+002
  -0.6869808E+002  -0.8196967E+002
  -0.3443561E+002  -0.4261500E+002
  -0.1876149E+002  -0.2324439E+002
  -0.1147352E+002  -0.1522140E+002
  -0.1303671E+002  -0.1573045E+002
  -0.1535390E+002  -0.1732454E+002
  -0.5974686E+001  -0.8632435E+001
   0.1822301E+001   0.1220097E+000
  -0.5698624E+000  -0.1815650E+001
   0.4184830E+001   0.4970421E+001
   0.1112384E+002   0.1479005E+002
   0.9657102E+001   0.1229483E+002
   0.1068659E+002   0.1106941E+002
   0.1279581E+002   0.1204353E+002
   0.1825833E+002   0.1628316E+002
   0.3735290E+002   0.3529857E+002
   0.5482336E+002   0.5339674E+002
   0.5391627E+002   0.5409712E+002
   0.4994762E+002   0.5180343E+002
   0.7012411E+002   0.7448497E+002
   0.1237497E+003   0.1297192E+003
   0.2121823E+003   0.2238190E+003
   0.2955368E+003   0.3095534E+003
   0.3492096E+003   0.3446086E+003
   0.3029926E+003   0.3062957E+003
   0.3167476E+003   0.3425088E+003
   0.3277655E+003   0.3473185E+003
   0.3332451E+003   0.3589633E+003
   0.3254381E+003   0.3447080E+003
   0.3079039E+003   0.3195736E+003
   0.2864068E+003   0.2950108E+003
   0.2999993E+003   0.3126450E+003
   0.3175046E+003   0.3267890E+003
   0.3244132E+003   0.3253088E+003
   0.3055787E+003   0.2942754E+003
   0.2246804E+003   0.2021837E+003
   0.1082989E+003   0.8386257E+002
  -0.1230066E+001  -0.1838319E+002
  -0.8897680E+002  -0.1028869E+003
  -0.1150335E+003  -0.1303159E+003
  -0.9898528E+002  -0.1140365E+003
  -0.6830376E+002  -0.7751928E+002
  -0.4950075E+002  -0.5666981E+002
  -0.3494803E+002  -0.4222430E+002
  -0.3319396E+002  -0.3803948E+002
  -0.3587731E+002  -0.3788172E+002
  -0.2647174E+002  -0.2851267E+002
  -0.1921108E+002  -0.2267365E+002
  -0.1772024E+002  -0.2141543E+002
  -0.9444444E+001  -0.1182992E+002
   0.5438939E+001   0.7478658E+001
   0.1889125E+002   0.2430337E+002
   0.2579651E+002   0.2913093E+002
   0.2972423E+002   0.3164285E+002
   0.2837765E+002   0.2915112E+002
   0.2569090E+002   0.2341426E+002
   0.2223017E+002   0.1821115E+002
   0.8241124E+001   0.3028064E+001
   0.6523369E+001   0.2839044E+001
   0.3313375E+002   0.3630471E+002
   0.9519317E+002   0.1054546E+003
   0.1777574E+003   0.1967288E+003
   0.2472362E+003   0.2683282E+003
   0.2849919E+003   0.2872038E+003
   0.2315273E+003   0.2572096E+003
   0.2624422E+003   0.3015819E+003
   0.2942423E+003   0.3150708E+003
   0.3123341E+003   0.3295301E+003
   0.3114209E+003   0.3214119E+003
   0.2700665E+003   0.2689540E+003
   0.2236998E+003   0.2225548E+003
   0.2053899E+003   0.2045180E+003
   0.2187384E+003   0.2115858E+003
   0.2527958E+003   0.2440229E+003
   0.2367255E+003   0.2254659E+003
   0.1659727E+003   0.1530556E+003
   0.6569416E+002   0.5577896E+002
  -0.4218466E+002  -0.4875963E+002
  -0.1169727E+003  -0.1287775E+003
  -0.1277645E+003  -0.1432520E+003
  -0.1175558E+003  -0.1302266E+003
