 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.6193147E+003   0.6679571E+003
   0.6757525E+003   0.7208077E+003
   0.6931246E+003   0.7298910E+003
   0.6719464E+003   0.7245197E+003
   0.6040779E+003   0.6767844E+003
   0.5266570E+003   0.5650259E+003
   0.4959304E+003   0.5130724E+003
   0.5007107E+003   0.5003867E+003
   0.5483867E+003   0.5477350E+003
   0.6142085E+003   0.6191235E+003
   0.6573965E+003   0.6702910E+003
   0.6759740E+003   0.6907259E+003
   0.6598457E+003   0.6638057E+003
   0.6078600E+003   0.6039786E+003
   0.5612592E+003   0.5697624E+003
   0.5339930E+003   0.5902791E+003
   0.4998974E+003   0.5916369E+003
   0.4802287E+003   0.5533345E+003
   0.4690956E+003   0.4983495E+003
   0.4467104E+003   0.4722790E+003
   0.4371617E+003   0.4834810E+003
   0.4433930E+003   0.4965938E+003
   0.4519800E+003   0.4868651E+003
   0.4807893E+003   0.4840647E+003
   0.5174545E+003   0.5159846E+003
   0.5522015E+003   0.5550266E+003
   0.5842231E+003   0.5939313E+003
   0.6166929E+003   0.6264212E+003
   0.6447438E+003   0.6603275E+003
   0.6827941E+003   0.7059159E+003
   0.7225082E+003   0.7395440E+003
   0.7486081E+003   0.7632738E+003
   0.7581001E+003   0.7724145E+003
   0.7231792E+003   0.7318615E+003
   0.6588542E+003   0.6855603E+003
   0.5969270E+003   0.6384998E+003
   0.5430326E+003   0.5855730E+003
   0.5160871E+003   0.5595595E+003
   0.5236129E+003   0.5648588E+003
   0.5628610E+003   0.6012929E+003
   0.5760244E+003   0.6403798E+003
   0.6224125E+003   0.6929286E+003
   0.6516497E+003   0.7140924E+003
   0.6409047E+003   0.7116565E+003
   0.5780015E+003   0.6555344E+003
   0.5107727E+003   0.5414896E+003
   0.4826592E+003   0.4906135E+003
   0.4896633E+003   0.4915683E+003
   0.5334997E+003   0.5433354E+003
   0.5893919E+003   0.6066000E+003
   0.6250500E+003   0.6491954E+003
   0.6405303E+003   0.6664785E+003
   0.6396712E+003   0.6558734E+003
   0.6143826E+003   0.6148766E+003
   0.5894340E+003   0.5915884E+003
   0.5751008E+003   0.6321284E+003
   0.5411827E+003   0.6509582E+003
   0.5030807E+003   0.6024149E+003
   0.4689282E+003   0.5338975E+003
   0.4290172E+003   0.4734962E+003
   0.4133739E+003   0.4561087E+003
   0.4150811E+003   0.4606794E+003
   0.4214076E+003   0.4670007E+003
   0.4497813E+003   0.4777363E+003
   0.4795803E+003   0.4810394E+003
   0.5128869E+003   0.5112077E+003
   0.5701204E+003   0.5779263E+003
   0.6382925E+003   0.6428556E+003
   0.7078093E+003   0.7203998E+003
   0.7953344E+003   0.8184937E+003
   0.8591088E+003   0.8772094E+003
