 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.5155846E+003   0.5336646E+003
   0.6042807E+003   0.6429873E+003
   0.6952937E+003   0.7139242E+003
   0.7179785E+003   0.7641718E+003
   0.6469920E+003   0.6647398E+003
   0.5259115E+003   0.5485385E+003
   0.4356274E+003   0.4443276E+003
   0.4539698E+003   0.4524404E+003
   0.5242837E+003   0.5242701E+003
   0.6129525E+003   0.6139188E+003
   0.6984308E+003   0.7038518E+003
   0.7128675E+003   0.7211426E+003
   0.6657578E+003   0.6677965E+003
   0.6284343E+003   0.6271843E+003
   0.5779053E+003   0.5798640E+003
   0.5186127E+003   0.5313686E+003
   0.4994485E+003   0.5378238E+003
   0.4784525E+003   0.5202917E+003
   0.4445481E+003   0.4506174E+003
   0.4191561E+003   0.4388110E+003
   0.3938309E+003   0.4263818E+003
   0.3658814E+003   0.3692078E+003
   0.3978359E+003   0.3947806E+003
   0.4668273E+003   0.4656677E+003
   0.5201125E+003   0.5162224E+003
   0.5695502E+003   0.5683875E+003
   0.6003402E+003   0.6086423E+003
   0.5978505E+003   0.6161335E+003
   0.5918896E+003   0.6026061E+003
   0.5823403E+003   0.5879573E+003
   0.5824332E+003   0.5821475E+003
   0.6392699E+003   0.6418814E+003
   0.6997793E+003   0.7090742E+003
   0.7155273E+003   0.7191142E+003
   0.6813250E+003   0.6808034E+003
   0.6015483E+003   0.6100692E+003
   0.5247601E+003   0.5635863E+003
   0.5049975E+003   0.5329691E+003
   0.4973350E+003   0.5107002E+003
   0.4936570E+003   0.5069559E+003
   0.4915318E+003   0.5082418E+003
   0.5928928E+003   0.6458205E+003
   0.6835709E+003   0.7183874E+003
   0.6649174E+003   0.7243982E+003
   0.5713999E+003   0.6028137E+003
   0.4635957E+003   0.4774105E+003
   0.4209690E+003   0.4245327E+003
   0.4439865E+003   0.4453459E+003
   0.5048172E+003   0.5125863E+003
   0.5827604E+003   0.5910812E+003
   0.6528007E+003   0.6638984E+003
   0.6716439E+003   0.6862764E+003
   0.6440563E+003   0.6542687E+003
   0.6264335E+003   0.6281475E+003
   0.6183114E+003   0.6178049E+003
   0.5990606E+003   0.6128585E+003
   0.5717378E+003   0.6118414E+003
   0.5175873E+003   0.5786184E+003
   0.4399402E+003   0.4714113E+003
   0.4050650E+003   0.4203424E+003
   0.4227689E+003   0.4549301E+003
   0.4259899E+003   0.4699043E+003
   0.4070330E+003   0.4169646E+003
   0.4080277E+003   0.4100138E+003
   0.4525328E+003   0.4590674E+003
   0.5271477E+003   0.5365320E+003
   0.5905205E+003   0.6045633E+003
   0.6175382E+003   0.6259712E+003
   0.6771165E+003   0.6900436E+003
   0.7528068E+003   0.7789564E+003
   0.8255344E+003   0.8311872E+003
   0.9043095E+003   0.9172300E+003
   0.8919179E+003   0.9078749E+003
   0.8020711E+003   0.8100645E+003
   0.7244642E+003   0.7421845E+003
   0.6657005E+003   0.7159123E+003
   0.6205341E+003   0.6609737E+003
   0.6125929E+003   0.6516643E+003
   0.5759766E+003   0.6161010E+003
   0.4910221E+003   0.5121172E+003
   0.4802113E+003   0.4959952E+003
   0.6119824E+003   0.6703410E+003
   0.6981985E+003   0.7629769E+003
   0.6471007E+003   0.7103650E+003
   0.5474292E+003   0.5648036E+003
   0.4815504E+003   0.4819775E+003
   0.4708666E+003   0.4710563E+003
   0.4960160E+003   0.5039360E+003
   0.5398443E+003   0.5492415E+003
   0.5789856E+003   0.5844856E+003
   0.5999496E+003   0.6050937E+003
   0.6053763E+003   0.6137525E+003
   0.6039512E+003   0.6146759E+003
   0.6099207E+003   0.6156261E+003
   0.6192379E+003   0.6182400E+003
   0.6188867E+003   0.6220142E+003
   0.6177085E+003   0.6455339E+003
   0.5690791E+003   0.6215620E+003
   0.4636238E+003   0.5215877E+003
   0.3859888E+003   0.4315563E+003
   0.3881220E+003   0.4122095E+003
   0.4447076E+003   0.4678463E+003
   0.4570252E+003   0.4940508E+003
   0.4146623E+003   0.4211954E+003
   0.4349929E+003   0.4363874E+003
   0.5223882E+003   0.5307429E+003
   0.5883355E+003   0.5864530E+003
   0.6558483E+003   0.6713515E+003
   0.7893251E+003   0.8379695E+003
   0.9773594E+003   0.1005459E+004
   0.1182010E+004   0.1206508E+004
   0.1265184E+004   0.1329000E+004
   0.1108850E+004   0.1174533E+004
   0.8624185E+003   0.9280019E+003
