#dalpdx  dalpdy   dalpdz
   0.1156753E+001   0.4550889E-001   0.9623030E-002
   0.2156881E+001  -0.1406642E+001   0.1452216E+001
   0.3007608E+001  -0.2817709E+001   0.2358600E+001
   0.5314906E+000  -0.2836236E+001   0.2597664E+001
   0.4412809E+001  -0.1971059E+001   0.2341836E+001
  -0.1123649E+001  -0.3328470E+001   0.3841539E+001
  -0.1867615E+001  -0.4849828E+001   0.3314856E+001
  -0.6736178E+001  -0.3496210E+001   0.1882167E+001
  -0.2507342E+000   0.2669980E+000   0.9558048E-001
  -0.6114078E+000   0.2167970E+001  -0.1257465E+000
  -0.8079957E+000   0.2931486E+001  -0.3492762E+000
  -0.1818465E+001   0.2415363E+001  -0.5141803E+000
  -0.7176351E+000   0.9026536E+000  -0.2717983E+000
  -0.5702777E-001   0.2139594E+000  -0.8467511E-001
   0.9838698E-001   0.1238720E+000  -0.5260895E-001
   0.2085521E+000   0.6402748E-001  -0.1526015E-001
   0.4351020E+000  -0.3157323E+000   0.1231478E-001
  -0.8844316E-001  -0.5670950E+000  -0.3264525E-001
  -0.4385976E+000  -0.5270617E+000  -0.4786200E-001
  -0.1735373E+000  -0.2921532E+000   0.4555065E-001
   0.1359925E+001  -0.1575523E+001   0.6659671E+000
   0.8579097E+000  -0.1234273E+001   0.1141865E+001
   0.1289167E+000  -0.7857069E-001   0.1106975E+001
   0.2213983E+000   0.1293250E+001   0.3873532E+000
   0.3442565E+001   0.1325716E+001   0.3897377E-001
   0.1174217E+002   0.5783014E+001   0.1043595E+001
   0.6951958E+001   0.1336538E+002  -0.6281463E+000
  -0.1165202E+000   0.1358416E+002  -0.1163589E+001
  -0.9782818E+001   0.4654019E+001  -0.1810031E+001
  -0.4236489E+001  -0.3016878E+001  -0.1062954E+001
  -0.1943611E+001  -0.5509374E+001  -0.3534518E+001
   0.2365523E+001  -0.6044506E+001  -0.4221760E+001
  -0.3976152E+000  -0.3428503E+001  -0.1931511E+001
  -0.3939588E+001   0.9554490E+000   0.9553258E+000
  -0.4290280E+001   0.2800120E+001   0.1341582E+001
  -0.7634654E+000   0.1124942E+001  -0.5451591E-001
   0.1940011E+001   0.3771390E+000  -0.9570172E+000
   0.6927859E+000   0.2823397E+000  -0.1472106E+001
  -0.9733338E-001   0.1494387E+000  -0.1047849E+001
  -0.9290366E+000  -0.2643240E+000  -0.5628878E+000
   0.4811112E+000   0.4125811E+000   0.4225304E+000
   0.1194098E+001  -0.1216025E+001   0.1319927E+001
   0.2275298E+001  -0.1525842E+001   0.1877810E+001
   0.1648312E+001  -0.3570609E+000   0.2065657E+001
   0.3117979E+001  -0.4512400E+000   0.2439509E+001
  -0.2638068E+001  -0.2329245E+001   0.5212728E+001
  -0.1051964E+001  -0.3261561E+001   0.4645160E+001
  -0.3872142E+001  -0.1655875E+001   0.2554588E+001
   0.1487105E+001  -0.3085462E+000  -0.2981490E-002
   0.2933534E+000   0.5804521E+000   0.3878279E+000
  -0.5688121E+000   0.1847072E+001  -0.3147624E-001
  -0.2140372E+001   0.2287004E+001  -0.5084579E+000
  -0.2147232E+001   0.1835110E+001  -0.6611147E+000
  -0.4545568E+000   0.8677901E+000  -0.1179868E+000
  -0.2589137E-001   0.3652694E+000  -0.5653717E-002
  -0.8775385E-002  -0.5317837E-001   0.5675422E-001
   0.3740044E-001  -0.3475953E+000   0.8574192E-001
  -0.9831116E-002  -0.2918971E+000   0.5148043E-001
  -0.1744769E+000   0.2473070E-001   0.2943381E-001
  -0.1476597E+000   0.3056070E+000   0.1326121E+000
   0.2179198E+001   0.1699764E+001   0.5648227E+000
   0.2336916E+001   0.5212525E+001   0.1078843E+001
   0.1223928E+001   0.6165090E+001   0.1125216E+001
  -0.1473663E+001   0.4189696E+001   0.8398806E+000
   0.2501270E+001   0.6335124E+000   0.3083408E+000
   0.1694290E+002  -0.1857737E+000   0.2745770E+001
   0.1040571E+002   0.2318743E+001   0.2364107E+001
  -0.3134714E+001   0.3849011E+001   0.1497921E+001
  -0.1773166E+002  -0.2484996E+000  -0.2352737E+001
  -0.9135479E+001  -0.4387999E+001  -0.2972940E+001
  -0.1061883E+001  -0.5057384E+001  -0.3289068E+001
   0.3369408E+001  -0.3513082E+001  -0.2909095E+001
   0.2739674E+001  -0.2056312E+001  -0.2081521E+001
  -0.6674170E+000   0.5580619E-001  -0.8090685E+000
  -0.3537574E+001   0.2657142E+001  -0.1180477E-001
  -0.1892569E+001   0.2347561E+001  -0.4206609E+000
   0.1043964E+001   0.1388055E+001  -0.5117917E+000
   0.3739785E+000   0.3576753E+000  -0.5411043E+000
  -0.1627980E+000   0.8736218E+000  -0.2313326E-001
  -0.1026456E+001   0.9379459E+000   0.1453520E+000
  -0.4291573E+000   0.1438381E+000   0.3069499E+000
   0.2229401E+000  -0.8524194E+000   0.3882990E+000
   0.2081291E+001  -0.2563400E+001   0.3584056E+000
   0.3861950E+001  -0.2399614E+001   0.1411246E+000
   0.1300244E+001  -0.9157569E+000   0.5918832E+000
  -0.3268295E+001  -0.6746404E+000   0.3369375E+001
  -0.2612503E+001  -0.1821018E+001   0.3401057E+001
  -0.1344173E+001  -0.1672184E+001   0.1986800E+001
   0.1586896E+001  -0.1216778E+001   0.3397126E+000
   0.2082758E+001  -0.7980927E+000   0.1607472E+001
   0.7494987E+000   0.8994733E+000   0.1375805E+001
  -0.1328329E+001   0.2826303E+001   0.4744666E+000
  -0.2783887E+001   0.4017413E+001  -0.3075331E+000
  -0.1201902E+001   0.4087017E+001   0.2984075E+000
  -0.6576497E+000   0.3996968E+001   0.6013247E+000
  -0.2514128E+000   0.3830860E+001   0.7316174E+000
  -0.7764703E-001   0.3767092E+001   0.6975732E+000
  -0.1199035E+000   0.2932530E+001   0.4121083E+000
  -0.3987810E+000   0.1811317E+001   0.1587066E+000
   0.3814507E+000   0.1418976E+001   0.5098682E+000
   0.6352603E+001   0.4204534E+001   0.1418966E+001
   0.4399269E+001   0.7861383E+001   0.3039794E+001
   0.6175045E+000   0.7927632E+001   0.2887599E+001
  -0.6644831E+001   0.4045883E+001   0.2192194E+001
  -0.4128047E+000   0.7170551E-001   0.2868615E+000
   0.1420272E+002  -0.4861891E+001   0.2848404E+001
   0.1112317E+002  -0.9132201E+001   0.4788183E+001
  -0.7260531E+000  -0.6160814E+001   0.3356566E+001
  -0.1712673E+002  -0.3658224E+000  -0.1182095E+001
  -0.1044606E+002   0.1183376E+001  -0.3286577E+001
  -0.1660042E+001   0.3275007E+000  -0.8916970E+000
   0.2477315E+001  -0.8623143E+000  -0.4109404E+000
   0.3533694E+001  -0.2721422E+001  -0.1222862E+001
   0.1622122E+001  -0.1801410E+001  -0.1600160E+001
  -0.1503268E+001   0.5853573E+000  -0.1012913E+001
  -0.2951765E+001   0.1767891E+001  -0.5508582E+000
  -0.5184713E+000   0.1083119E+000  -0.4337036E+000
   0.4371022E+000  -0.4968024E+000  -0.1396522E+000
   0.4308732E+000  -0.3069761E+000   0.4225851E+000
  -0.5106061E+000   0.4176449E+000   0.4936651E+000
  -0.9459452E+000  -0.1133679E+001   0.8147307E-001
  -0.3283480E+000  -0.1536369E+001  -0.1427219E+000
   0.1824102E+001  -0.6960468E+000  -0.2398142E+000
   0.4981165E+001   0.9981470E+000  -0.3763087E+000
   0.1803724E+001   0.2049376E+001   0.4116360E+000
  -0.2884238E+001   0.2164363E+001   0.1976148E+001
  -0.4432680E+001   0.2261719E+001   0.1790357E+001
  -0.6677816E+000   0.1881137E+001   0.5038380E+000
   0.1526990E+001   0.1648046E+001  -0.2103865E+000
   0.2533591E+001   0.1926991E+001   0.1104337E+001
   0.1469407E+001   0.1067288E+001   0.1416817E+001
  -0.1674500E+000   0.2813071E+000   0.5265317E+000
  -0.1807289E+001   0.4131312E+000  -0.1018440E+001
  -0.9923790E+000   0.1823328E+001  -0.1445923E+001
  -0.8029339E+000   0.1945687E+001  -0.1106776E+001
   0.5554752E+000   0.2135803E+001  -0.2184762E+000
   0.9143715E+000   0.3534698E+001   0.4808484E-001
   0.5455221E+000   0.5239527E+001  -0.7460567E+000
  -0.9720212E+000   0.7247393E+001  -0.1225525E+001
   0.8958425E+000   0.7198271E+001   0.4962827E+000
   0.9007322E+001   0.8237516E+001   0.2247133E+001
   0.4385910E+001   0.6337316E+001   0.3735093E+001
  -0.1994126E+001   0.4433918E+001   0.3034917E+001
  -0.1104797E+002   0.1297378E+001   0.1963477E+001
  -0.3331241E+001  -0.5708437E+000   0.3945945E+000
   0.6458883E+001  -0.3072536E+001   0.3614577E+000
   0.1094856E+002  -0.8172023E+001   0.1797982E+001
   0.8514590E+000  -0.1057190E+002   0.1394461E+000
  -0.1007306E+002  -0.7834455E+001  -0.1573014E+001
  -0.9454428E+001  -0.3048573E+001  -0.3300136E+001
  -0.1502060E+001  -0.2974801E+000  -0.7918440E+000
   0.9135517E+000  -0.3335214E+000   0.9778187E-001
   0.1670957E+001  -0.1685018E+001  -0.2590771E+000
   0.2496109E+001  -0.3259242E+001  -0.8502063E+000
   0.9525522E+000  -0.2737635E+001  -0.8222942E+000
  -0.1969137E+001  -0.9169788E+000  -0.5963011E+000
  -0.1886313E+001   0.1331507E-001  -0.3974184E+000
   0.1919462E+000  -0.6789838E+000  -0.1325616E+000
   0.5277075E+000  -0.1069721E+001   0.3174131E+000
  -0.5842367E+000  -0.1036155E+001   0.4785460E+000
  -0.3597217E+000  -0.1523995E+001  -0.1699329E+000
   0.9376477E+000   0.1703833E+000  -0.1405381E-001
   0.3465420E+001   0.2505179E+001  -0.5101383E+000
   0.5474806E+001   0.2746455E+001  -0.1494032E+001
   0.8427186E+000   0.1469588E+001  -0.1028634E+001
  -0.1736545E+001   0.4836007E+000   0.6772440E+000
  -0.2529298E+001   0.1941369E+001   0.5495856E+000
   0.1198954E+000   0.3451025E+001  -0.5673004E+000
   0.2015295E+000   0.3220319E+001  -0.1926094E+000
   0.1361090E+001   0.1983815E+001   0.9341647E+000
  -0.2537970E+000   0.9345381E+000   0.1816507E+001
  -0.7754595E+000   0.7629299E+000   0.1257870E+001
  -0.8314023E+000   0.1059707E+001   0.2315456E+000
  -0.5648202E-001   0.1510793E+001  -0.1610667E+001
  -0.1737635E+000   0.2309176E+001  -0.2148172E+001
   0.1494115E+001   0.3171227E+001  -0.1082867E+001
   0.1945660E+001   0.3915278E+001  -0.1000737E+001
   0.1224423E+001   0.3385691E+001  -0.1742361E+001
  -0.4608642E+000   0.2638614E+001  -0.2823220E+001
   0.1250872E+001   0.3656598E+001  -0.9784176E+000
   0.6860118E+001   0.2591743E+001   0.9110661E+000
   0.1559578E+001  -0.1360529E+001   0.2944688E+001
  -0.3720364E+001  -0.2215277E+001   0.2811641E+001
  -0.9358290E+001   0.8019960E+000   0.1690499E+001
  -0.3014448E+001   0.4031187E+001   0.3846941E+000
   0.3672441E+001   0.4359773E+001  -0.1416585E+001
