# ~alp d~p/dz   Phi_p_sgs,z
  -0.1363313E+002  -0.9294076E+000
  -0.1270639E+002  -0.5847725E+000
  -0.1028350E+002   0.3757651E+000
  -0.6517292E+001   0.4214539E+001
  -0.4951945E+001   0.5298471E+001
  -0.4147476E+001   0.5757315E+001
  -0.3822815E+001   0.6197293E+001
  -0.3992843E+001   0.5722978E+001
  -0.4347355E+001   0.4138095E+001
  -0.5178796E+001   0.2925718E+001
  -0.6956017E+001   0.2730712E+001
  -0.1051779E+002   0.2036944E+001
  -0.1348994E+002   0.1968399E+001
  -0.1516011E+002   0.3097166E+001
  -0.1532434E+002   0.3811867E+001
  -0.1464833E+002   0.3248546E+001
  -0.1195916E+002   0.1267226E+001
  -0.1258888E+002   0.1752767E+001
  -0.1493314E+002   0.4495087E+001
  -0.1699780E+002   0.9056832E+001
  -0.1676545E+002   0.1246853E+002
  -0.1431638E+002   0.1428649E+002
  -0.1103123E+002   0.1505568E+002
  -0.8458933E+001   0.1398522E+002
  -0.6970565E+001   0.1121453E+002
  -0.6088680E+001   0.7089651E+001
  -0.5936085E+001   0.5050067E+001
  -0.5082061E+001   0.5235671E+001
  -0.3804048E+001   0.8299849E+001
  -0.2717055E+001   0.1059007E+002
  -0.2840542E+001   0.1136408E+002
  -0.3682326E+001   0.1137561E+002
  -0.5440157E+001   0.9956189E+001
  -0.6381122E+001   0.5734840E+001
  -0.7011084E+001   0.1457536E+001
  -0.7735373E+001  -0.1985542E-001
  -0.7978509E+001   0.9477729E-001
  -0.1017429E+002   0.5348240E+000
  -0.1403915E+002  -0.3775532E+000
  -0.1450434E+002  -0.5224391E+000
  -0.1041504E+002  -0.3385566E+000
  -0.1017515E+002   0.7023083E+000
  -0.9188484E+001   0.3632864E+001
  -0.6667430E+001   0.9109372E+001
  -0.4742563E+001   0.1109686E+002
  -0.3454143E+001   0.1141785E+002
  -0.3105646E+001   0.1197600E+002
  -0.3649698E+001   0.1081442E+002
  -0.4354307E+001   0.6767790E+001
  -0.5564699E+001   0.3719890E+001
  -0.7792766E+001   0.3219306E+001
  -0.1126387E+002   0.2402713E+001
  -0.1375634E+002   0.2205645E+001
  -0.1505146E+002   0.2934693E+001
  -0.1464548E+002   0.3088286E+001
  -0.1348695E+002   0.2192917E+001
  -0.1105676E+002   0.6674067E+000
  -0.1082021E+002   0.8319608E+000
  -0.1243267E+002   0.3138487E+001
  -0.1524488E+002   0.7843070E+001
  -0.1559795E+002   0.1137255E+002
  -0.1367739E+002   0.1335140E+002
  -0.1130927E+002   0.1407505E+002
  -0.9061377E+001   0.1278976E+002
  -0.7056657E+001   0.1020665E+002
  -0.5859363E+001   0.6778896E+001
  -0.5560864E+001   0.5334572E+001
  -0.4342432E+001   0.5389084E+001
  -0.2833644E+001   0.7590284E+001
  -0.1897622E+001   0.1003258E+002
  -0.2617391E+001   0.1164346E+002
  -0.3994754E+001   0.1212417E+002
  -0.6109686E+001   0.1149533E+002
  -0.7761172E+001   0.8113677E+001
  -0.9022568E+001   0.4465157E+001
  -0.9812898E+001   0.2601364E+001
  -0.9780482E+001   0.2274600E+001
  -0.9894505E+001   0.1408069E+001
  -0.1122775E+002   0.1501033E+000
  -0.1103581E+002  -0.2239746E+000
  -0.7680925E+001   0.4168376E+000
  -0.8114674E+001   0.1735827E+001
  -0.8180434E+001   0.6045767E+001
  -0.6366058E+001   0.1386112E+002
  -0.3804459E+001   0.1706422E+002
  -0.1747767E+001   0.1747898E+002
  -0.1106418E+001   0.1844933E+002
  -0.2121414E+001   0.1782526E+002
  -0.3654308E+001   0.1102912E+002
  -0.5532040E+001   0.5821791E+001
  -0.8065800E+001   0.4895980E+001
  -0.1110492E+002   0.3865736E+001
