# ~alp d~p/dz   Phi_p_sgs,z
  -0.2764429E+002  -0.5804537E+000
  -0.3059838E+002  -0.3329924E+000
  -0.7087982E+001   0.1967228E+000
  -0.1803408E+002   0.2491892E+001
  -0.4273428E+001  -0.2931800E+001
   0.8126112E+001   0.1227429E+001
   0.7756825E+001   0.4987054E+001
   0.3318163E+001   0.5429747E+001
   0.1492807E+002   0.3270961E+001
   0.1064179E+002   0.9374691E+000
  -0.2023625E+001   0.2150856E+000
  -0.1102247E+002   0.1072516E+000
  -0.1759186E+002  -0.1946390E+000
  -0.2970153E+002   0.7489849E+000
  -0.2275247E+002   0.7016563E+000
  -0.3787006E+001  -0.2448616E-002
  -0.3091244E+001  -0.1699355E-002
  -0.3393968E+001   0.2723352E-002
  -0.4338138E+001   0.4115961E-002
  -0.7047255E+001   0.6088306E-002
  -0.1085526E+002   0.6917561E+000
   0.3903449E+002   0.3271118E+002
   0.1838846E+003   0.3372485E+002
   0.4024743E+002   0.3872000E+002
   0.1248569E+003   0.2450619E+002
   0.9022610E+001   0.4263970E+001
  -0.5278376E+001   0.1147170E+000
  -0.3201226E+001  -0.7268800E-002
  -0.1157704E+002   0.9098533E+000
   0.2982584E+002   0.1064998E+002
   0.1303795E+003   0.1525821E+002
   0.5858135E+001   0.4481302E+001
  -0.3003410E+001  -0.6758597E-002
  -0.7459937E+001   0.5488459E-002
  -0.4020076E+001   0.3081929E-002
  -0.3257145E+001   0.1103063E-002
  -0.5485900E+001   0.1125455E-001
  -0.4162024E+001   0.1224010E-001
  -0.2581550E+001   0.1661828E-001
  -0.4109253E+001   0.7336808E-001
  -0.2615231E+001  -0.3637920E-002
  -0.7376474E+001   0.1309041E+000
  -0.1424073E+002   0.4257570E+000
  -0.6753592E+001   0.1940752E+000
  -0.2716087E+002   0.2681638E+001
  -0.1009105E+002   0.3011099E+000
  -0.2460905E+001   0.7465615E-001
   0.3881423E-001   0.3278651E+001
  -0.6264779E+000   0.3995786E+001
   0.3742591E+002   0.3159118E+001
  -0.6415426E+001   0.1758291E+001
  -0.1034130E+002   0.3535555E+000
