# ~alp d~p/dz   Phi_p_sgs,z
  -0.3229290E+002  -0.1237341E+001
  -0.2539739E+002  -0.7602685E+000
  -0.9573727E+001   0.4330381E+000
  -0.1595452E+002   0.3090373E+001
  -0.9531354E+001  -0.2185494E+001
   0.2205830E+001   0.1817108E+001
   0.3535589E+001   0.4997428E+001
   0.4763140E+001   0.6470183E+001
   0.1021852E+002   0.4871877E+001
   0.8178803E+001   0.1787300E+001
  -0.2321705E+001   0.1136278E+001
  -0.1136970E+002   0.9775103E-001
  -0.1809772E+002  -0.3759562E+000
  -0.3093555E+002   0.1308974E+001
  -0.2388880E+002   0.1705907E+001
  -0.4398075E+001   0.5585169E-001
  -0.3100721E+001  -0.5714016E-002
  -0.3538370E+001   0.4341072E-002
  -0.4812752E+001   0.1059933E-001
  -0.7872505E+001   0.5043936E-001
  -0.1119035E+002   0.3375259E+001
   0.1909823E+002   0.4050015E+002
   0.8787889E+002   0.4795757E+002
   0.5634875E+002   0.5390803E+002
   0.7138238E+002   0.3300605E+002
   0.8900875E+001   0.7374439E+001
  -0.5391190E+001   0.5672098E+000
  -0.3353350E+001  -0.5527344E-003
  -0.1307727E+002   0.2089516E+001
   0.9854092E+001   0.1771476E+002
   0.4589279E+002   0.2702468E+002
   0.3548632E+001   0.9937460E+001
  -0.3219985E+001  -0.7130741E-002
  -0.6698413E+001   0.8880126E-002
  -0.4425712E+001   0.2104265E-001
  -0.3435248E+001  -0.2549128E-002
  -0.5232915E+001   0.3073647E-001
  -0.4366706E+001   0.4118985E-001
  -0.3499718E+001   0.8707775E-001
  -0.7941966E+001   0.3776893E+000
  -0.3006422E+001  -0.2317373E-001
  -0.1010731E+002   0.5602567E+000
  -0.1296930E+002   0.6351991E+000
  -0.8847607E+001   0.7789622E+000
  -0.2325931E+002   0.5484505E+001
  -0.9296082E+001   0.6674138E+000
  -0.2415828E+001   0.4939720E+000
   0.8953990E+000   0.5167525E+001
   0.2951408E+001   0.1042072E+002
   0.1940469E+002   0.6999330E+001
  -0.3959127E+001   0.4951353E+001
  -0.1081169E+002   0.7440108E+000
  -0.1557306E+002   0.2071171E+001
  -0.1837465E+002   0.1007035E+001
  -0.1058754E+002   0.1012027E+000
  -0.7101654E+001   0.6127892E-002
  -0.5479155E+001  -0.1922325E-001
  -0.7166081E+001   0.1066942E-001
  -0.1279965E+002   0.1979277E+000
  -0.1550515E+002   0.7315644E-001
  -0.9784050E+001   0.1378297E+001
   0.2637700E+001   0.9128376E+001
   0.4310565E+002   0.4100999E+001
   0.2931666E+002   0.1228183E+002
   0.7812583E+001   0.2011836E+002
  -0.6669221E+001   0.3739390E+001
  -0.7487538E+001   0.8004733E-002
  -0.5490265E+001   0.1398547E+000
  -0.3042113E+002  -0.1515299E+001
   0.4814208E+001   0.2576158E+002
   0.1428831E+002   0.3024871E+002
  -0.3558505E+001   0.6252115E+001
  -0.7771709E+001  -0.1176405E+000
  -0.1014070E+002  -0.8999289E-002
  -0.1026583E+002   0.1742912E-001
  -0.4233756E+001  -0.5418867E-001
  -0.5917155E+001   0.3739190E-001
  -0.8497800E+001   0.1369806E+000
  -0.4352899E+001   0.4474065E-001
