# ~alp d~p/dz   Phi_p_sgs,z
  -0.6460985E+001   0.3548112E-001
  -0.7751903E+001   0.1226340E+000
  -0.3187896E+002   0.2029615E+001
  -0.3629905E+001   0.4476744E+000
  -0.3186083E+001   0.5303748E-001
  -0.2317543E+001   0.3468609E-001
  -0.1345281E+001   0.6120650E-002
  -0.1370557E+001  -0.1234059E-002
  -0.2025841E+001  -0.1599076E-002
  -0.3008395E+001   0.4618968E-003
  -0.3020332E+001   0.2180363E-002
  -0.1973169E+001   0.5857615E-003
  -0.1317713E+001  -0.2142146E-003
  -0.1085247E+001  -0.8843370E-004
  -0.1136302E+001   0.3620565E-004
  -0.1625464E+001   0.3843939E-003
  -0.3045653E+001   0.1430499E-002
  -0.1453893E+002   0.1025341E+000
  -0.7498169E+002   0.1998745E+000
  -0.4090618E+002   0.8007236E-003
  -0.2700322E+002   0.3130744E+000
  -0.1323231E+002  -0.2257518E-001
  -0.1656551E+002  -0.3113899E-001
  -0.7496544E+001  -0.1557420E-001
  -0.5423089E+001   0.3002604E-001
  -0.6087088E+001   0.3560310E-001
  -0.8070482E+001   0.2769891E-001
  -0.1566940E+002   0.8423096E-001
  -0.2200534E+002   0.2674286E+000
  -0.2383676E+002   0.6451418E-001
  -0.2881407E+002  -0.1988039E-001
  -0.2311644E+002  -0.1921215E+000
  -0.7789908E+001   0.4730806E-001
  -0.3915773E+001   0.1879486E-001
  -0.4158737E+001  -0.6105732E-002
  -0.4292701E+001   0.1415659E-001
  -0.5585644E+001   0.3704660E-001
  -0.1280097E+002   0.1346089E+000
  -0.1564565E+002   0.5344623E-001
  -0.1017915E+002   0.2944929E-001
  -0.3538673E+001   0.3026764E-002
  -0.1298454E+002   0.9859364E+000
  -0.2171701E+002   0.3983571E+000
  -0.4912099E+001   0.4599286E+000
  -0.1891667E+001   0.3003553E-001
  -0.1600008E+001   0.7103319E-002
  -0.1378952E+001   0.2852721E-002
  -0.1676867E+001  -0.1609174E-002
  -0.3062705E+001   0.2934951E-002
  -0.4892034E+001   0.8160824E-002
  -0.4671898E+001   0.5807683E-002
  -0.3298755E+001   0.1950379E-002
  -0.2154463E+001   0.4705065E-004
  -0.1437019E+001  -0.3283556E-004
  -0.1125507E+001  -0.8704462E-004
  -0.1268085E+001   0.3908783E-003
  -0.2277194E+001   0.1414069E-002
  -0.6424311E+001  -0.6362986E-002
  -0.2806995E+002  -0.3060004E-001
  -0.8120064E+002  -0.7547859E-001
  -0.5329572E+002   0.1995261E+001
  -0.1303503E+002   0.5263754E-001
  -0.1146187E+002  -0.2212104E-001
  -0.9674418E+001  -0.2728666E-001
  -0.6235314E+001  -0.5006892E-002
  -0.6602401E+001   0.2650143E+000
  -0.9012443E+001   0.2068865E+000
  -0.2721219E+002   0.1675701E+000
  -0.2870390E+002   0.2204519E+000
  -0.1553111E+002   0.3398393E+000
  -0.9506803E+001   0.8708738E-001
  -0.7895401E+001   0.2327152E-001
  -0.4294585E+001   0.1345262E-001
  -0.2911097E+001   0.6670179E-002
  -0.3573229E+001   0.3473337E-002
  -0.5844489E+001   0.1358283E-001
  -0.1501728E+002   0.7021057E-001
  -0.1905210E+002   0.4776490E+000
  -0.6190582E+001   0.3080951E-001
  -0.3629971E+001  -0.8552301E-002
  -0.2530336E+001   0.7642552E-002
  -0.5060793E+001   0.1833010E+000
  -0.5959463E+001  -0.1839522E-001
  -0.2886913E+001   0.1223426E-003
  -0.1653427E+001   0.5557459E-002
  -0.1528581E+001   0.1843305E-002
  -0.1876111E+001   0.2366932E-002
  -0.3493930E+001   0.1599706E-001
  -0.7245839E+001   0.3751349E-001
  -0.9954192E+001   0.1715306E-001
  -0.8744890E+001  -0.4822743E-003
  -0.6644310E+001  -0.1360290E-002
  -0.4184535E+001  -0.3924227E-004
  -0.2351958E+001  -0.2947318E-003
  -0.1448047E+001  -0.5434853E-004
  -0.1118353E+001  -0.4132418E-004
  -0.1328155E+001   0.3397040E-003
  -0.2457100E+001  -0.1747110E-002
  -0.5800765E+001  -0.1607591E-001
  -0.1135049E+002  -0.4583677E-001
  -0.4183094E+002  -0.9770306E-001
  -0.5767356E+002   0.4898608E+000
  -0.1044773E+002   0.1718688E-001
  -0.9946270E+001  -0.4834540E-002
  -0.1282250E+002   0.1951734E+000
  -0.1784435E+002  -0.5740642E-001
  -0.2048070E+002   0.3664107E+000
  -0.4166250E+002   0.5513978E+000
  -0.1151657E+002  -0.9522507E+000
  -0.2202359E+001  -0.2974565E-001
   0.5993481E-002   0.2017579E+001
   0.3331676E+000   0.2525372E+001
  -0.1275366E+001   0.7627950E+000
  -0.3389880E+001   0.1016295E+000
  -0.9070338E+001  -0.2979771E-001
  -0.1493255E+002   0.4633038E-001
  -0.2811260E+002  -0.2008190E-001
  -0.3371776E+001   0.7086671E-002
