 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.1201648E+003   0.1217999E+003
   0.1330434E+003   0.1349605E+003
   0.1532407E+003   0.1565391E+003
   0.1421063E+003   0.1487004E+003
   0.1156306E+003   0.1208306E+003
   0.8906061E+002   0.9280393E+002
   0.6662512E+002   0.6941997E+002
   0.5494389E+002   0.5599846E+002
   0.5349371E+002   0.5289540E+002
   0.5178039E+002   0.5267060E+002
   0.5313074E+002   0.5362620E+002
   0.4956887E+002   0.4867476E+002
   0.2155835E+002   0.2034034E+002
   0.2068132E+001   0.3478189E+000
  -0.1281180E+002  -0.1602353E+002
  -0.2692342E+002  -0.3090295E+002
  -0.4584630E+002  -0.4716769E+002
  -0.5265806E+002  -0.5368823E+002
  -0.4384898E+002  -0.4698976E+002
  -0.1659619E+002  -0.2304224E+002
   0.7534529E+001  -0.1303177E+001
   0.1780631E+002   0.8300995E+001
   0.3817069E+002   0.2705344E+002
   0.3856760E+002   0.2650650E+002
  -0.1277919E+002  -0.2388992E+002
  -0.8776014E+002  -0.9766769E+002
  -0.1303950E+003  -0.1381049E+003
  -0.1510641E+003  -0.1557196E+003
  -0.2121367E+003  -0.2115790E+003
  -0.2469479E+003  -0.2433289E+003
  -0.2394552E+003  -0.2386313E+003
  -0.1900480E+003  -0.1896401E+003
  -0.1688644E+003  -0.1705398E+003
  -0.8042496E+002  -0.7923300E+002
   0.2016059E+002   0.2034633E+002
   0.8879008E+002   0.8910588E+002
   0.1127479E+003   0.1145039E+003
   0.1070348E+003   0.1150688E+003
   0.1219628E+003   0.1272317E+003
   0.1262439E+003   0.1300256E+003
   0.8206739E+002   0.8253073E+002
   0.8719961E+002   0.8776885E+002
   0.8483855E+002   0.9168881E+002
   0.7959836E+002   0.9173369E+002
   0.8041230E+002   0.8993859E+002
   0.6991148E+002   0.7814991E+002
   0.6247297E+002   0.7008563E+002
   0.8204368E+002   0.8392440E+002
   0.1026211E+003   0.9853508E+002
   0.9557407E+002   0.9533056E+002
   0.8646268E+002   0.8673077E+002
   0.7638191E+002   0.7564329E+002
   0.4473842E+002   0.4372815E+002
   0.1668973E+002   0.1515727E+002
  -0.6715572E+001  -0.1009358E+002
  -0.2635325E+002  -0.3080191E+002
  -0.4098171E+002  -0.4164115E+002
  -0.4324310E+002  -0.4262829E+002
  -0.2402417E+002  -0.2735825E+002
   0.1684718E+002   0.8347340E+001
   0.6055156E+002   0.5050987E+002
   0.7939910E+002   0.6953568E+002
   0.9338480E+002   0.8363437E+002
   0.7911652E+002   0.6949259E+002
   0.1145612E+002   0.1716936E+001
  -0.8686463E+002  -0.9728421E+002
  -0.1389410E+003  -0.1480949E+003
  -0.1657090E+003  -0.1710653E+003
  -0.2195274E+003  -0.2203150E+003
  -0.2550539E+003  -0.2521780E+003
  -0.2465418E+003  -0.2454815E+003
  -0.2034542E+003  -0.2018081E+003
  -0.1852970E+003  -0.1848696E+003
  -0.9842837E+002  -0.9594604E+002
   0.5712084E+001   0.6911276E+001
   0.7827450E+002   0.7920035E+002
   0.1085350E+003   0.1103026E+003
   0.1057134E+003   0.1095551E+003
   0.1067499E+003   0.1097072E+003
   0.9654605E+002   0.9849886E+002
   0.4136934E+002   0.4186863E+002
   0.3050548E+002   0.3082778E+002
  -0.7013654E+001   0.5575104E+001
  -0.2324013E+001   0.1607902E+002
   0.2740852E+002   0.4226632E+002
   0.3910157E+002   0.5220626E+002
   0.5732396E+002   0.6968231E+002
   0.1176751E+003   0.1182587E+003
   0.1606419E+003   0.1509123E+003
   0.1436441E+003   0.1400826E+003
   0.1222037E+003   0.1208882E+003
   0.1026562E+003   0.1015093E+003
   0.6675083E+002   0.6590805E+002
   0.3078983E+002   0.2949420E+002
   0.3034889E+001  -0.4876037E+000
  -0.1570993E+002  -0.2013815E+002
  -0.2290883E+002  -0.2399252E+002
  -0.1710756E+002  -0.1741526E+002
   0.8108126E+001   0.4711185E+001
   0.5575694E+002   0.4880181E+002
   0.1121339E+003   0.1042299E+003
   0.1320733E+003   0.1252755E+003
   0.1345889E+003   0.1287177E+003
   0.1056088E+003   0.9916069E+002
   0.2886711E+002   0.2088178E+002
  -0.8621348E+002  -0.9541779E+002
  -0.1400534E+003  -0.1489130E+003
  -0.1673510E+003  -0.1727720E+003
  -0.2127030E+003  -0.2153082E+003
  -0.2417138E+003  -0.2415095E+003
  -0.2338420E+003  -0.2343534E+003
  -0.2034169E+003  -0.2035477E+003
  -0.1988200E+003  -0.2003745E+003
  -0.1218543E+003  -0.1205914E+003
  -0.2752481E+002  -0.2495795E+002
   0.4673635E+002   0.5075796E+002
   0.8434377E+002   0.8891719E+002
   0.9236249E+002   0.9518728E+002
   0.8301418E+002   0.8415013E+002
   0.6623140E+002   0.6706968E+002
   0.7729504E+001   0.9343249E+001
  -0.2908548E+002  -0.2764255E+002
  -0.1026411E+003  -0.8329095E+002
  -0.9718862E+002  -0.7075718E+002
  -0.3490783E+002  -0.1339984E+002
  -0.3251213E+001   0.1683321E+002
   0.4592119E+002   0.6440092E+002
   0.1506219E+003   0.1504182E+003
   0.2100283E+003   0.1960242E+003
   0.1802836E+003   0.1737658E+003
   0.1485152E+003   0.1451931E+003
   0.1194869E+003   0.1171391E+003
   0.7971298E+002   0.7837441E+002
   0.4154845E+002   0.3999672E+002
   0.1165602E+002   0.8938701E+001
  -0.6277365E+001  -0.8925357E+001
  -0.6280409E+001  -0.7333277E+001
   0.5338799E+001   0.4025362E+001
   0.3702095E+002   0.3380255E+002
   0.8997309E+002   0.8457867E+002
   0.1563522E+003   0.1493163E+003
   0.1770852E+003   0.1723539E+003
   0.1687596E+003   0.1671423E+003
   0.1233446E+003   0.1206481E+003
   0.4388800E+002   0.3827519E+002
  -0.7448372E+002  -0.8144727E+002
  -0.1268075E+003  -0.1327548E+003
  -0.1490472E+003  -0.1518329E+003
  -0.1792519E+003  -0.1786705E+003
  -0.2041121E+003  -0.1989093E+003
  -0.1996953E+003  -0.1944412E+003
  -0.1852826E+003  -0.1821153E+003
  -0.1980384E+003  -0.1968744E+003
  -0.1459680E+003  -0.1439359E+003
  -0.6760659E+002  -0.6502657E+002
  -0.1259605E+001   0.3518666E+001
   0.3849686E+002   0.4388563E+002
   0.5932032E+002   0.6322356E+002
   0.5503790E+002   0.5717451E+002
   0.3760320E+002   0.3991427E+002
  -0.1244121E+002  -0.1182470E+002
  -0.6813283E+002  -0.6709550E+002
  -0.1742484E+003  -0.1523140E+003
  -0.1779648E+003  -0.1497419E+003
  -0.1024130E+003  -0.7950539E+002
  -0.4976378E+002  -0.2722133E+002
   0.2219373E+002   0.4320805E+002
   0.1587279E+003   0.1592311E+003
   0.2320182E+003   0.2175042E+003
   0.1937818E+003   0.1867973E+003
   0.1506743E+003   0.1473335E+003
   0.1162519E+003   0.1142137E+003
   0.8029522E+002   0.7884220E+002
   0.4786671E+002   0.4615969E+002
   0.2009143E+002   0.1825347E+002
   0.5926968E+001   0.4667104E+001
   0.1292426E+002   0.1182865E+002
   0.3117091E+002   0.2865114E+002
   0.6916851E+002   0.6523816E+002
   0.1249709E+003   0.1193829E+003
   0.1962800E+003   0.1879575E+003
   0.2146872E+003   0.2097061E+003
   0.1907898E+003   0.1917327E+003
   0.1292307E+003   0.1293499E+003
   0.5611337E+002   0.5370598E+002
  -0.4910447E+002  -0.5065819E+002
  -0.9194795E+002  -0.9407447E+002
  -0.1034826E+003  -0.1043354E+003
  -0.1142286E+003  -0.1120198E+003
  -0.1338659E+003  -0.1273785E+003
  -0.1413458E+003  -0.1342568E+003
  -0.1528189E+003  -0.1485339E+003
  -0.1802571E+003  -0.1772002E+003
  -0.1583602E+003  -0.1554166E+003
  -0.1121513E+003  -0.1093939E+003
  -0.6354390E+002  -0.5878994E+002
  -0.2179637E+002  -0.1698650E+002
   0.9835497E+001   0.1323349E+002
   0.2108551E+002   0.2319111E+002
   0.1552430E+002   0.1721357E+002
  -0.3399220E+002  -0.3402604E+002
  -0.1013589E+003  -0.1006823E+003
  -0.2171984E+003  -0.1971696E+003
  -0.2250340E+003  -0.2020922E+003
  -0.1454894E+003  -0.1282035E+003
  -0.7482169E+002  -0.5596749E+002
   0.1329677E+002   0.3339499E+002
