 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.1288072E+003   0.1124712E+003
   0.2908623E+003   0.2799954E+003
   0.1856011E+003   0.1838182E+003
   0.3290758E+003   0.3257002E+003
   0.2393786E+003   0.2316021E+003
  -0.6961294E+002  -0.6960928E+002
  -0.1834879E+003  -0.1815353E+003
  -0.5640189E+002  -0.5695834E+002
   0.1138901E+003   0.1143690E+003
   0.1640603E+003   0.1609335E+003
   0.9414508E+002   0.9098966E+002
   0.2864461E+002   0.2812116E+002
   0.7185876E+002   0.7179498E+002
   0.3592648E+002   0.3422152E+002
  -0.6030824E+002  -0.6419533E+002
  -0.3273634E+002  -0.3355880E+002
  -0.9629641E+001  -0.9594915E+001
  -0.3894875E+002  -0.3869590E+002
  -0.1179270E+003  -0.1173669E+003
  -0.2076537E+003  -0.2070135E+003
  -0.2011945E+003  -0.2059319E+003
  -0.3956152E+002  -0.7246415E+002
   0.7975561E+002   0.8907290E+002
  -0.3358859E+002  -0.2978365E+002
   0.4032563E+003   0.3709061E+003
   0.1099642E+003   0.9169840E+002
  -0.1637074E+003  -0.1675042E+003
  -0.2562868E+003  -0.2587931E+003
  -0.4377938E+003  -0.4318988E+003
  -0.7738553E+002  -0.8431874E+002
  -0.3743555E+003  -0.3806321E+003
  -0.1636898E+003  -0.1670579E+003
  -0.5135415E+002  -0.5194699E+002
  -0.5176110E+002  -0.5355289E+002
   0.1122081E+003   0.1120244E+003
   0.1486656E+003   0.1491205E+003
   0.1988708E+003   0.1989706E+003
   0.1168917E+003   0.1163953E+003
   0.4384676E+002   0.4481081E+002
  -0.1539208E+002  -0.1599988E+002
   0.5735315E+000   0.6687159E+000
   0.1157358E+003   0.1203733E+003
   0.2228665E+003   0.2254107E+003
   0.1502010E+003   0.1528886E+003
   0.1445138E+003   0.1409496E+003
   0.1444896E+002   0.1065740E+002
  -0.1134404E+003  -0.1131848E+003
  -0.2128808E+003  -0.2138532E+003
  -0.8783194E+002  -0.8859746E+002
   0.3946647E+003   0.3899194E+003
   0.2592315E+003   0.2470561E+003
   0.2127704E+003   0.2107458E+003
   0.1233727E+003   0.1223686E+003
  -0.2735182E+002  -0.2889875E+002
  -0.7914748E+002  -0.8065438E+002
  -0.6165699E+002  -0.6203453E+002
  -0.3333678E+001  -0.3285709E+001
  -0.1565352E+002  -0.1565669E+002
  -0.9761804E+002  -0.9667977E+002
  -0.1508258E+003  -0.1505579E+003
  -0.1006697E+003  -0.1042980E+003
   0.1513104E+003   0.1434724E+003
   0.3762869E+003   0.3883166E+003
   0.1290265E+003   0.1253315E+003
   0.1557320E+003   0.1289977E+003
  -0.5264884E+002  -0.6094623E+002
  -0.2693139E+003  -0.2705123E+003
  -0.4332913E+003  -0.4330920E+003
  -0.5865815E+003  -0.5576100E+003
  -0.1000014E+003  -0.1067611E+003
  -0.3782858E+003  -0.3922069E+003
  -0.1525652E+003  -0.1526862E+003
  -0.5512797E+002  -0.5467771E+002
  -0.3604158E+002  -0.3624311E+002
   0.2749783E+002   0.2520414E+002
   0.1256672E+003   0.1254365E+003
   0.2375482E+003   0.2424281E+003
   0.2227817E+003   0.2213871E+003
   0.5779571E+002   0.5877558E+002
   0.8653839E+001   0.8504191E+001
   0.1004749E+002   0.1000308E+002
   0.3467489E+002   0.3519851E+002
   0.1052889E+003   0.1056321E+003
   0.5682262E+002   0.5683343E+002
  -0.1574102E+002  -0.1674042E+002
  -0.1001007E+003  -0.8264058E+002
  -0.6264736E+002  -0.6431790E+002
  -0.2212463E+003  -0.2207519E+003
  -0.1359243E+002  -0.2096973E+002
   0.6558075E+003   0.6320324E+003
   0.1886966E+003   0.1867483E+003
   0.2888622E+003   0.2886208E+003
   0.5447152E+002   0.5489024E+002
  -0.5196898E+002  -0.5174784E+002
  -0.7924576E+002  -0.7916636E+002
  -0.6420097E+002  -0.6418127E+002
  -0.9900530E+001  -0.9849835E+001
  -0.5602884E+002  -0.5478431E+002
  -0.1154525E+003  -0.1148008E+003
  -0.1102689E+002  -0.1056074E+002
  -0.1048617E+002  -0.1075838E+002
   0.3139747E+003   0.3025889E+003
   0.5127270E+003   0.4979694E+003
   0.7815021E+002   0.7738615E+002
  -0.3722108E+002  -0.3798120E+002
  -0.1119151E+003  -0.1145398E+003
  -0.2379992E+003  -0.2382416E+003
  -0.4414270E+003  -0.4374299E+003
  -0.6522325E+003  -0.6239000E+003
  -0.2912392E+003  -0.2858508E+003
  -0.2320099E+003  -0.2293876E+003
  -0.6808295E+002  -0.6755022E+002
  -0.1202418E+003  -0.1195720E+003
  -0.1262093E+003  -0.1251067E+003
  -0.8503505E+002  -0.8466603E+002
   0.8404998E+002   0.8783299E+002
   0.2596691E+003   0.2722007E+003
   0.2391684E+003   0.2377708E+003
   0.3371911E+002   0.3412488E+002
  -0.4214068E+001  -0.4831080E+001
   0.7531625E+001   0.7660084E+001
   0.2950353E+002   0.2982585E+002
   0.2897582E+002   0.2961195E+002
  -0.2139320E+002  -0.2119006E+002
  -0.5089674E+003  -0.3736994E+003
  -0.5954190E+003  -0.4986865E+003
   0.5986308E+003   0.5832741E+003
   0.1483465E+003   0.1393340E+003
   0.2879826E+003   0.2732478E+003
   0.5284749E+003   0.5113467E+003
   0.1786915E+003   0.1782218E+003
   0.2085520E+003   0.2072306E+003
   0.5007836E+002   0.4997563E+002
  -0.6613301E+002  -0.6640695E+002
  -0.3706883E+002  -0.3815059E+002
  -0.1291863E+002  -0.1348915E+002
  -0.1543135E+002  -0.1555419E+002
  -0.7410227E+002  -0.7400087E+002
  -0.3485716E+002  -0.3528290E+002
   0.6802660E+002   0.6736742E+002
   0.1182184E+003   0.1176803E+003
   0.4102644E+003   0.4052358E+003
   0.3868189E+003   0.3852705E+003
   0.3943218E+002   0.4043156E+002
  -0.1495513E+002  -0.1502416E+002
  -0.8791279E+002  -0.8760958E+002
  -0.1775399E+003  -0.1811857E+003
  -0.4002455E+003  -0.3966976E+003
  -0.4297840E+003  -0.4279268E+003
  -0.2020986E+003  -0.2045379E+003
  -0.2364885E+003  -0.2363109E+003
  -0.1315534E+003  -0.1330778E+003
  -0.1110965E+003  -0.1110126E+003
  -0.1563233E+003  -0.1560783E+003
  -0.6840797E+002  -0.6754201E+002
   0.6084466E+002   0.6036645E+002
   0.1612450E+003   0.1570528E+003
   0.7782743E+002   0.7680301E+002
   0.1103962E+002   0.1105612E+002
  -0.1669224E+002  -0.1693190E+002
  -0.8693463E+001  -0.8481058E+001
  -0.1330519E+002  -0.1321199E+002
  -0.2685237E+002  -0.2746654E+002
  -0.2121105E+003  -0.2163830E+003
  -0.1232734E+004  -0.1050083E+004
