 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.1253370E+003   0.1257839E+003
   0.1920171E+003   0.1924789E+003
   0.2122531E+003   0.2145127E+003
   0.1922367E+003   0.1961498E+003
   0.1427655E+003   0.1437957E+003
   0.7009465E+002   0.6833675E+002
   0.1546185E+002   0.1563298E+002
  -0.2002957E+001  -0.1230199E+001
   0.3231249E+002   0.3146190E+002
   0.7156233E+002   0.6982623E+002
   0.8813883E+002   0.8545383E+002
   0.8124254E+002   0.7885907E+002
   0.3935755E+002   0.3877991E+002
  -0.2518551E+001  -0.4766648E+001
  -0.2875748E+002  -0.3376260E+002
  -0.3472436E+002  -0.3840456E+002
  -0.2674773E+002  -0.2738869E+002
  -0.5442795E+002  -0.5321428E+002
  -0.1212466E+003  -0.1209257E+003
  -0.1343517E+003  -0.1403470E+003
  -0.6573086E+002  -0.8314171E+002
   0.3832632E+002   0.2491729E+002
   0.8680366E+002   0.7564585E+002
   0.9046894E+002   0.7812620E+002
   0.4218674E+002   0.2842051E+002
  -0.1385175E+002  -0.2948478E+002
  -0.1250962E+003  -0.1365859E+003
  -0.2325423E+003  -0.2387003E+003
  -0.2179926E+003  -0.2185860E+003
  -0.2734362E+003  -0.2680942E+003
  -0.2176261E+003  -0.2204125E+003
  -0.2424705E+003  -0.2520180E+003
  -0.1345151E+003  -0.1354280E+003
  -0.1963709E+002  -0.2222970E+002
   0.5257535E+002   0.4864925E+002
   0.1316194E+003   0.1317661E+003
   0.1520593E+003   0.1536667E+003
   0.1295222E+003   0.1318618E+003
   0.7028281E+002   0.7809857E+002
   0.8002058E+002   0.7859485E+002
   0.6478648E+002   0.6497350E+002
   0.1138530E+003   0.1175058E+003
   0.1561156E+003   0.1601704E+003
   0.1383649E+003   0.1447339E+003
   0.8534552E+002   0.9328805E+002
   0.4342606E+002   0.4771651E+002
  -0.7191988E+001  -0.2251879E+001
   0.1842404E+001   0.3142579E-001
   0.6311873E+002   0.6162867E+002
   0.1306256E+003   0.1292010E+003
   0.1878132E+003   0.1840117E+003
   0.1516351E+003   0.1497416E+003
   0.7942780E+002   0.7983036E+002
   0.5253912E+001   0.1961109E+001
  -0.3612024E+002  -0.4241279E+002
  -0.4103532E+002  -0.4373905E+002
  -0.3379674E+002  -0.3351076E+002
