 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.1347433E+003   0.1254049E+003
   0.2565095E+003   0.2475836E+003
   0.2280634E+003   0.2251331E+003
   0.2774265E+003   0.2763015E+003
   0.2060990E+003   0.2013983E+003
  -0.1070342E+002  -0.1460688E+002
  -0.1116018E+003  -0.1096331E+003
  -0.3911401E+002  -0.3904139E+002
   0.6900133E+002   0.6933085E+002
   0.1309678E+003   0.1278000E+003
   0.9980311E+002   0.9459516E+002
   0.4809138E+002   0.4729048E+002
   0.6034747E+002   0.6016276E+002
   0.1776135E+002   0.1554496E+002
  -0.4572776E+002  -0.5066134E+002
  -0.3542218E+002  -0.3771860E+002
  -0.1310697E+002  -0.1307570E+002
  -0.4045357E+002  -0.4002983E+002
  -0.1239595E+003  -0.1228417E+003
  -0.2031290E+003  -0.2019280E+003
  -0.1572900E+003  -0.1708171E+003
   0.1307197E+002  -0.1106311E+002
   0.6648853E+002   0.7340371E+002
   0.4884553E+002   0.4679504E+002
   0.2411443E+003   0.2111142E+003
   0.1008831E+003   0.8046155E+002
  -0.1388559E+003  -0.1465986E+003
  -0.2610252E+003  -0.2656516E+003
  -0.3180214E+003  -0.3158824E+003
  -0.1875325E+003  -0.1854972E+003
  -0.3176295E+003  -0.3226416E+003
  -0.2091055E+003  -0.2163719E+003
  -0.7158286E+002  -0.7221522E+002
  -0.3038155E+002  -0.3279809E+002
   0.9078257E+002   0.8949898E+002
   0.1499147E+003   0.1505399E+003
   0.1850303E+003   0.1856535E+003
   0.1262756E+003   0.1251640E+003
   0.4582784E+002   0.4803878E+002
  -0.5664487E+001  -0.7447950E+001
   0.2052877E+002   0.2080534E+002
   0.1241466E+003   0.1296218E+003
   0.1869566E+003   0.1895941E+003
   0.1649073E+003   0.1689078E+003
   0.1323071E+003   0.1280674E+003
   0.1726181E+002   0.1196826E+002
  -0.9618489E+002  -0.9563658E+002
  -0.1481630E+003  -0.1488086E+003
  -0.3234123E+002  -0.3390478E+002
   0.2925885E+003   0.2888130E+003
   0.2816825E+003   0.2666394E+003
   0.1762341E+003   0.1752347E+003
   0.1222947E+003   0.1220134E+003
  -0.1376467E+002  -0.1612787E+002
  -0.7238560E+002  -0.7485034E+002
  -0.5251004E+002  -0.5288268E+002
  -0.1114946E+002  -0.1109328E+002
  -0.2511185E+002  -0.2491508E+002
  -0.9565573E+002  -0.9450279E+002
  -0.1314953E+003  -0.1310273E+003
  -0.7312099E+002  -0.8184561E+002
   0.1568775E+003   0.1429006E+003
   0.3012002E+003   0.3039339E+003
   0.1538377E+003   0.1438446E+003
   0.1067739E+003   0.8528347E+002
  -0.3634356E+002  -0.5221589E+002
  -0.2460316E+003  -0.2483298E+003
  -0.4679045E+003  -0.4595394E+003
  -0.4396739E+003  -0.4213887E+003
  -0.2008302E+003  -0.1995972E+003
  -0.3407162E+003  -0.3505064E+003
  -0.1893835E+003  -0.1905283E+003
  -0.7581019E+002  -0.7493940E+002
  -0.4290967E+002  -0.4325101E+002
   0.2886720E+002   0.2575970E+002
   0.1249421E+003   0.1252833E+003
   0.2278107E+003   0.2338649E+003
   0.2081358E+003   0.2067903E+003
   0.6829687E+002   0.6961659E+002
   0.8824892E+001   0.8635006E+001
   0.7249192E+001   0.7155651E+001
   0.4098512E+002   0.4210141E+002
   0.9876498E+002   0.9970678E+002
   0.6689145E+002   0.6685085E+002
  -0.5457408E+002  -0.3987568E+002
  -0.1101224E+003  -0.7718625E+002
  -0.7610785E+001  -0.1078381E+002
  -0.1197399E+003  -0.1223952E+003
   0.5481170E+002   0.4950866E+002
   0.4390619E+003   0.4269640E+003
   0.2980234E+003   0.2900274E+003
   0.2276853E+003   0.2276321E+003
   0.8874700E+002   0.8843346E+002
  -0.4718337E+002  -0.4701910E+002
  -0.7736201E+002  -0.7734296E+002
  -0.5485028E+002  -0.5482976E+002
  -0.1565079E+002  -0.1554856E+002
  -0.6101067E+002  -0.5935790E+002
  -0.8525762E+002  -0.8457452E+002
  -0.2640343E+002  -0.2578513E+002
   0.3647300E+002   0.3267152E+002
   0.3065052E+003   0.2969747E+003
   0.4125083E+003   0.4038930E+003
   0.1344249E+003   0.1273117E+003
  -0.2669014E+002  -0.2831593E+002
  -0.1095487E+003  -0.1126115E+003
  -0.2315346E+003  -0.2327590E+003
  -0.5104097E+003  -0.4921195E+003
  -0.4934043E+003  -0.4720392E+003
  -0.2573724E+003  -0.2537732E+003
  -0.2601134E+003  -0.2538219E+003
  -0.1160472E+003  -0.1139467E+003
  -0.1153089E+003  -0.1142401E+003
  -0.1121834E+003  -0.1109185E+003
  -0.5741432E+002  -0.5811354E+002
   0.8367806E+002   0.8691783E+002
   0.2374895E+003   0.2500323E+003
   0.2064843E+003   0.2046509E+003
   0.4674602E+002   0.4757734E+002
  -0.1932241E+001  -0.2407248E+001
   0.6208348E+001   0.6313127E+001
   0.2409133E+002   0.2457552E+002
   0.2261021E+002   0.2329898E+002
  -0.5218645E+002  -0.4775298E+002
  -0.5152541E+003  -0.3766621E+003
  -0.3814845E+003  -0.2854404E+003
   0.4301338E+003   0.4192572E+003
   0.2236557E+003   0.1993370E+003
   0.2557588E+003   0.2464807E+003
   0.4220824E+003   0.4082107E+003
   0.2220698E+003   0.2193251E+003
   0.1827781E+003   0.1810722E+003
   0.4820014E+002   0.4832908E+002
  -0.4660599E+002  -0.4720272E+002
  -0.3536408E+002  -0.3705564E+002
  -0.1433426E+002  -0.1541388E+002
  -0.1466650E+002  -0.1499557E+002
  -0.6547626E+002  -0.6531161E+002
  -0.2572379E+002  -0.2634654E+002
   0.5532830E+002   0.5450843E+002
   0.1574596E+003   0.1547203E+003
   0.3837112E+003   0.3784967E+003
   0.3375448E+003   0.3387883E+003
   0.7379690E+002   0.7832687E+002
  -0.1943812E+002  -0.1951525E+002
  -0.9036262E+002  -0.9107219E+002
  -0.1822665E+003  -0.1864841E+003
  -0.4005503E+003  -0.3960474E+003
  -0.3519904E+003  -0.3513194E+003
  -0.2044586E+003  -0.2040900E+003
  -0.2361975E+003  -0.2354196E+003
  -0.1536067E+003  -0.1567081E+003
  -0.1470607E+003  -0.1463637E+003
  -0.1516250E+003  -0.1511887E+003
  -0.8153504E+002  -0.8108777E+002
   0.5924561E+002   0.5826808E+002
   0.1549482E+003   0.1494437E+003
   0.1024221E+003   0.9878175E+002
   0.1860733E+002   0.1881154E+002
  -0.9651675E+001  -0.9882094E+001
  -0.1289830E+002  -0.1257778E+002
  -0.1636119E+002  -0.1661762E+002
  -0.5275795E+002  -0.5516060E+002
  -0.2626724E+003  -0.2606184E+003
  -0.9839804E+003  -0.8139772E+003
  -0.4989910E+003  -0.3892813E+003
   0.8138579E+003   0.8024986E+003
   0.6459034E+003   0.6028192E+003
   0.4041877E+003   0.3903040E+003
   0.3257318E+003   0.3148851E+003
   0.1405838E+003   0.1396833E+003
   0.9244670E+002   0.9447041E+002
   0.1551757E+002   0.1594342E+002
  -0.3966036E+001  -0.4703900E+001
   0.2971896E+002   0.2960399E+002
   0.2299462E+002   0.2271869E+002
  -0.1011422E+000  -0.3722978E+000
  -0.1275695E+002  -0.1289191E+002
   0.2898607E+002   0.2858282E+002
   0.5994191E+002   0.5888930E+002
   0.2059929E+003   0.2036986E+003
   0.3528624E+003   0.3520956E+003
   0.3415521E+003   0.3404928E+003
   0.1312073E+003   0.1357543E+003
  -0.5022913E+001  -0.5183920E+001
  -0.8101635E+002  -0.8113001E+002
  -0.1122080E+003  -0.1143874E+003
  -0.2477393E+003  -0.2460574E+003
  -0.1450064E+003  -0.1361722E+003
  -0.6382577E+002  -0.6203103E+002
  -0.2514155E+003  -0.2474997E+003
  -0.2359074E+003  -0.2403451E+003
  -0.2306749E+003  -0.2314198E+003
  -0.2048168E+003  -0.2071899E+003
  -0.1425081E+003  -0.1425968E+003
  -0.3350724E+002  -0.2881918E+002
   0.6215756E+002   0.6681609E+002
   0.9538791E+002   0.9684894E+002
   0.6930032E+002   0.6993798E+002
   0.1491482E+002   0.1526744E+002
  -0.3077104E+002  -0.3087571E+002
  -0.5835034E+002  -0.5939446E+002
  -0.1238955E+003  -0.1243902E+003
  -0.4674658E+003  -0.4323611E+003
  -0.1060578E+004  -0.9427078E+003
  -0.3756483E+003  -0.2664601E+003
   0.7431528E+003   0.6991896E+003
   0.7396724E+003   0.7189459E+003
   0.4702491E+003   0.4584620E+003
   0.2501294E+003   0.2410407E+003
   0.1078548E+003   0.1074813E+003
   0.7759344E+002   0.7715708E+002
   0.4544051E+002   0.4537722E+002
   0.6299964E+002   0.6344452E+002
   0.7221561E+002   0.7186097E+002
   0.3155908E+002   0.3098430E+002
   0.4317187E+001   0.4140327E+001
   0.3041490E+002   0.3097695E+002
   0.5988629E+002   0.6006217E+002
   0.6151367E+002   0.6017738E+002
   0.1934557E+003   0.1931550E+003
   0.2966399E+003   0.2946717E+003
