# ~alp d~p/dx   Phi_p_sgs,x
  -0.1304161E+001   0.1421453E+000
  -0.1946425E+001  -0.2085298E+000
  -0.3241239E+001  -0.4540717E+000
  -0.4013868E+001   0.3652343E+000
  -0.3016250E+001   0.1287592E+001
  -0.3984091E+001   0.3634321E+000
  -0.1361918E+002  -0.5023476E+001
  -0.1969075E+002  -0.7027086E+001
  -0.2047269E+002  -0.7469135E+001
  -0.2035371E+002  -0.6590513E+001
  -0.1639036E+002  -0.8404375E+001
  -0.1245199E+002  -0.7676282E+001
  -0.2425181E+001  -0.5411355E+001
   0.9468970E+001  -0.7270229E+000
   0.1516845E+002   0.2490400E+000
   0.1615160E+002   0.3273265E+001
   0.1309091E+002   0.4652497E+001
   0.7404719E+001   0.4312022E+001
   0.2897356E+001   0.1820503E+001
   0.1313506E+001   0.2586173E+000
  -0.1008013E+000  -0.6081012E+000
  -0.2996938E+001  -0.1172342E+000
  -0.9255248E+001  -0.1108409E+001
  -0.1166928E+002  -0.4445067E+001
  -0.1305416E+002  -0.5972808E+001
  -0.9878244E+001  -0.6613464E+001
  -0.5812248E+001   0.1092525E+001
   0.3426236E+000   0.1721180E+002
   0.2172581E+002   0.3892300E+002
   0.3654451E+002   0.3606358E+002
   0.3432616E+002   0.2788350E+002
   0.1548162E+002   0.1574116E+002
   0.5388667E+001   0.2611535E+001
   0.2663554E+001   0.3187836E+000
   0.1359493E+001   0.9758487E-001
   0.1049175E+001  -0.8063111E-002
   0.2334880E+000  -0.7732739E+000
  -0.1372224E+001  -0.1048912E+001
  -0.2340876E+001  -0.6669080E+000
  -0.1898620E+001  -0.6101638E+000
  -0.3364815E+001  -0.1291680E+001
  -0.3285264E+001  -0.1183232E+001
  -0.3922525E+001  -0.1194755E+001
  -0.1847184E+001  -0.4604515E+000
   0.4629758E+000   0.3675513E+000
  -0.2230890E+000  -0.5984421E+000
  -0.7336851E+001  -0.7012641E+001
  -0.1870809E+002  -0.1290701E+002
  -0.2286099E+002  -0.1343017E+002
  -0.3132475E+002  -0.1211774E+002
  -0.2333764E+002  -0.1351323E+002
  -0.1315582E+002  -0.1363927E+002
  -0.1972426E+001  -0.9245972E+001
   0.1157365E+002   0.1139289E+001
   0.1646432E+002   0.2262393E+001
   0.1475121E+002   0.5084531E+001
   0.8097651E+001   0.5108024E+001
   0.3120352E+001   0.2927429E+001
   0.7702756E+000   0.4180615E+000
   0.2533252E-002  -0.5299138E+000
  -0.2132253E+001  -0.1867378E+001
  -0.5991301E+001  -0.1659595E+001
  -0.1136021E+002  -0.2682446E+001
  -0.9062833E+001  -0.3832979E+001
  -0.6915853E+001  -0.4685926E+001
  -0.2877057E+001  -0.3228499E+001
  -0.3189125E+001  -0.1029062E+001
  -0.1858807E+001   0.6409514E+001
   0.1186613E+002   0.3586992E+002
   0.3391639E+002   0.3431277E+002
   0.4810217E+002   0.2328827E+002
   0.2968821E+002   0.1312338E+002
   0.1024722E+002   0.1293479E+001
   0.4981420E+001   0.5052088E+000
   0.3150355E+001   0.3883972E+000
   0.2822033E+001  -0.4660699E+000
   0.8570811E-001  -0.4392713E+001
  -0.5743415E+001  -0.6085256E+001
  -0.7938901E+001  -0.5374649E+001
  -0.5763315E+001  -0.4401748E+001
  -0.5000562E+001  -0.1203513E+001
  -0.2003495E+001  -0.5422562E+000
   0.7174757E+000  -0.1638332E+001
   0.5441400E+001  -0.2133834E+001
   0.6872594E+001  -0.1320277E+001
   0.3995676E+001  -0.2450999E+001
  -0.2205007E+001  -0.6823886E+001
  -0.1537716E+002  -0.1375680E+002
  -0.2149689E+002  -0.1322083E+002
  -0.3934951E+002  -0.1356310E+002
  -0.3120348E+002  -0.1531013E+002
  -0.1767468E+002  -0.1588198E+002
  -0.2830959E+001  -0.5054831E+001
   0.1672199E+002   0.8439295E+001
   0.2149613E+002   0.8003992E+001
   0.1579018E+002   0.9274969E+001
   0.5948770E+001   0.5127416E+001
   0.1309637E+001   0.1389108E+001
  -0.3146364E-001  -0.4800456E-001
  -0.1101399E+001  -0.8824584E+000
  -0.3515066E+001  -0.1683972E+001
  -0.6939640E+001  -0.1358352E+001
  -0.1090037E+002  -0.1173026E+001
  -0.7487942E+001  -0.9239663E-001
  -0.3805944E+001  -0.1353564E+001
   0.1894176E+000   0.2402377E+000
  -0.1727094E+001   0.6152438E-001
  -0.1302940E+001   0.3836167E+000
   0.2945114E+001   0.1860467E+002
   0.1771597E+002   0.2225130E+002
   0.3360717E+002   0.1400973E+002
   0.3457497E+002   0.6707533E+001
   0.2001884E+002   0.2592632E+001
   0.1676436E+002   0.4597186E+001
   0.1234267E+002   0.5151413E+001
   0.7508420E+001   0.3114896E+001
  -0.2046302E+000  -0.5961566E+001
  -0.1404169E+002  -0.1282047E+002
  -0.1799274E+002  -0.1136280E+002
  -0.1391130E+002  -0.1075241E+002
  -0.5632496E+001  -0.2441075E+001
   0.8963647E+000  -0.5290274E+000
   0.7736788E+001   0.3251527E+000
   0.1153696E+002   0.8568783E+000
   0.1094364E+002   0.2482075E+001
   0.6035073E+001  -0.1691596E+001
   0.2179985E+001  -0.5706145E+001
  -0.9824125E+001  -0.1184220E+002
  -0.2138506E+002  -0.9560869E+001
  -0.4641688E+002  -0.1275915E+002
  -0.4164626E+002  -0.1423667E+002
  -0.2991669E+002  -0.9458677E+001
  -0.6715307E+001   0.7742708E+001
   0.2480092E+002   0.1267884E+002
   0.2934675E+002   0.9343264E+001
   0.1980315E+002   0.8931184E+001
   0.5483355E+001   0.4047725E+001
   0.9461150E+000   0.1087009E+001
  -0.6017800E+000  -0.2309346E+000
  -0.1742661E+001  -0.8150987E+000
  -0.2841510E+001  -0.1281039E+001
  -0.3687375E+001  -0.1095653E+001
  -0.6173862E+001   0.4154100E+000
  -0.5054460E+001   0.4441451E+000
  -0.3700626E+001  -0.1546151E+001
  -0.1608689E+001  -0.1383276E+001
  -0.3329317E+001  -0.4404727E+000
  -0.1782479E+001  -0.4306807E-001
  -0.1628102E+001   0.4628710E+001
   0.7711622E+001   0.8653394E+001
   0.2043258E+002   0.2666059E+001
   0.3053710E+002  -0.1634691E+001
   0.2475597E+002   0.1673664E+001
   0.2918212E+002   0.5864414E+001
   0.2700209E+002   0.7400086E+001
   0.1842652E+002   0.7268065E+001
   0.1878139E+001  -0.4336645E+001
  -0.2568397E+002  -0.1809308E+002
  -0.3234076E+002  -0.1565512E+002
  -0.2427915E+002  -0.1755438E+002
  -0.5856362E+001  -0.5254277E+000
   0.3863427E+001   0.2936519E+001
   0.1166471E+002   0.4963989E+001
   0.1211279E+002   0.6232944E+001
   0.1105289E+002   0.6163161E+001
   0.5872023E+001  -0.1366928E+001
   0.3607466E+001  -0.3703145E+001
  -0.5194825E+001  -0.4646213E+001
  -0.2148518E+002  -0.4832337E+001
  -0.4494905E+002  -0.1195220E+002
  -0.4608455E+002  -0.9987241E+001
  -0.4709630E+002  -0.3207749E+001
  -0.1581557E+002   0.1700408E+002
   0.2510934E+002   0.1096773E+002
   0.4117403E+002   0.4670097E+001
   0.3023352E+002   0.1069361E+002
   0.8855215E+001   0.4390735E+001
   0.1928176E+001   0.2218011E+001
  -0.4568066E+000   0.6089235E+000
  -0.1128910E+001  -0.4723125E+000
  -0.1239786E-001  -0.3463411E+000
   0.8592661E+000  -0.2018961E+000
   0.1724290E+001  -0.7838783E+000
  -0.1433080E+001  -0.6549889E+001
  -0.8409632E+001  -0.4672179E+001
  -0.1180701E+002  -0.2322778E+001
  -0.9424038E+001  -0.2116639E-001
  -0.3958766E+001  -0.8264175E-001
  -0.6812040E+001  -0.1400428E+001
   0.6768781E+000   0.4419154E+001
   0.1505218E+002   0.9733937E+000
   0.3051167E+002  -0.8094513E+000
   0.3322767E+002   0.3010062E+001
