#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.3115369E-001   0.1326353E-002   0.1463286E-001   0.1339432E+000   0.2970769E+000   0.2082800E-001
   0.2531131E-001   0.5949161E-003  -0.1068449E+000   0.1633615E+000   0.1537811E+000   0.2247891E-001
   0.3239220E-001   0.9612334E-003  -0.1336837E+000  -0.1334931E-001  -0.1329153E+000   0.1649798E-001
   0.3966208E-001   0.1049956E-002  -0.1104434E+000  -0.1342028E+000  -0.3067097E+000   0.1319735E-001
   0.3913447E-001   0.8590610E-003  -0.1040664E+000  -0.1627124E+000  -0.3730754E+000   0.1693973E-001
   0.4608786E-001   0.8174985E-003  -0.1657522E+000  -0.4059510E-001  -0.2879435E+000   0.1855208E-001
   0.6293361E-001   0.1989661E-002  -0.2414396E+000   0.7352978E-001  -0.3632625E+000   0.1362035E-001
   0.9076064E-001   0.5012736E-002  -0.2587785E+000   0.7534875E-001  -0.4855608E+000   0.7832329E-002
   0.9954152E-001   0.7289781E-002  -0.2309392E+000   0.6942676E-001  -0.5245408E+000   0.7359541E-002
   0.1129325E+000   0.9223676E-002  -0.9590054E-001   0.6516769E-001  -0.7276965E+000   0.7255163E-002
   0.1628375E+000   0.1449316E-001   0.7545964E-001   0.4717515E-001  -0.1146703E+001   0.4409846E-002
   0.2260004E+000   0.1432606E-001   0.1397921E+000   0.8190803E-002  -0.1370481E+001   0.1999630E-002
   0.2644478E+000   0.1508418E-001   0.1707860E+000  -0.3456573E-001  -0.1290327E+001   0.1240577E-002
   0.2171624E+000   0.2131444E-001   0.1786477E+000  -0.6304506E-001  -0.1073904E+001   0.2793490E-002
   0.1424445E+000   0.2014607E-001   0.1580620E+000  -0.5955523E-001  -0.7745092E+000   0.5908595E-002
   0.5968492E-001   0.6176717E-002   0.6259369E-001  -0.2203302E-002  -0.4143767E+000   0.1769908E-001
   0.2902755E-001   0.1352894E-002  -0.4186919E-001   0.6036142E-001  -0.1646327E+000   0.3639449E-001
