 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.5246756E+003   0.5489064E+003
   0.3928250E+003   0.3937069E+003
   0.1770844E+003   0.1780427E+003
   0.6558196E+002   0.6448713E+002
  -0.1156587E+002  -0.1148708E+002
   0.6485116E+001   0.5756343E+001
  -0.1587937E+003  -0.1567277E+003
  -0.2848078E+003  -0.2808120E+003
  -0.3677132E+003  -0.4086351E+003
   0.2024403E+003   0.1991753E+003
   0.3619790E+003   0.3174007E+003
   0.9790518E+002   0.6347477E+002
  -0.7236785E+002  -0.7659376E+002
  -0.7218454E+002  -0.7163848E+002
  -0.5827756E+002  -0.5822856E+002
  -0.4866176E+002  -0.4822276E+002
   0.1043261E+003   0.1036969E+003
   0.9448809E+002   0.9658675E+002
  -0.2191175E+002  -0.2441838E+002
  -0.5657562E+002  -0.5786801E+002
  -0.2027083E+003  -0.2025400E+003
  -0.9479066E+002  -0.9959071E+002
   0.4826585E+002   0.4766976E+002
   0.1114821E+003   0.1119836E+003
   0.1290109E+003   0.1290008E+003
   0.6901749E+001   0.6262039E+001
  -0.1009466E+003  -0.1037773E+003
  -0.2317263E+003  -0.2381479E+003
  -0.8553041E+003  -0.8759346E+003
  -0.7302329E+003  -0.7407134E+003
  -0.3670941E+003  -0.4005707E+003
  -0.4974699E+002  -0.5934855E+002
  -0.4678733E+001   0.5985781E+002
   0.1026982E+003   0.1198531E+003
   0.2133653E+002   0.2306781E+002
   0.3650185E+002   0.3789635E+002
   0.3539951E+002   0.3568425E+002
   0.4664436E+002   0.4918682E+002
   0.7331401E+002   0.7801864E+002
   0.2090769E+003   0.2224469E+003
   0.2438738E+003   0.2404589E+003
   0.1140012E+003   0.1129399E+003
   0.1211444E+003   0.1212360E+003
   0.7399441E+002   0.7813476E+002
   0.1104058E+003   0.1117832E+003
   0.9674188E+002   0.9834375E+002
  -0.2193986E+003  -0.2107663E+003
  -0.3989760E+003  -0.4386895E+003
  -0.3667328E+002  -0.3789996E+002
   0.3475315E+003   0.3085358E+003
  -0.9626870E+001  -0.1299031E+002
  -0.9394368E+002  -0.9545984E+002
  -0.1287395E+003  -0.1298495E+003
  -0.1315067E+003  -0.1318073E+003
  -0.7257418E+002  -0.7453004E+002
   0.1627059E+002   0.1614344E+002
   0.7337308E+002   0.8225000E+002
   0.2498090E+002   0.3131167E+002
  -0.7537645E+002  -0.7613247E+002
  -0.9590988E+002  -0.9825251E+002
  -0.1481475E+003  -0.1526957E+003
  -0.1880655E+003  -0.1921277E+003
   0.7969274E+002   0.7762780E+002
   0.2995690E+003   0.2999903E+003
   0.2855898E+003   0.2852158E+003
   0.1415574E+003   0.1366501E+003
  -0.7329650E+002  -0.7561056E+002
  -0.4632282E+002  -0.4989243E+002
  -0.5887343E+003  -0.5941175E+003
  -0.2977993E+003  -0.3092552E+003
   0.4566990E+003   0.4289545E+003
   0.1270070E+003   0.9489470E+002
  -0.3545294E+003  -0.3249246E+003
  -0.5714716E+003  -0.5502456E+003
  -0.2997604E+003  -0.2989534E+003
  -0.1256779E+003  -0.1312842E+003
   0.5886187E+002   0.6037524E+002
   0.1234931E+003   0.1270317E+003
   0.1437065E+003   0.1435918E+003
   0.2370434E+003   0.2314714E+003
   0.2685550E+003   0.2987342E+003
  -0.3522740E+002  -0.4342240E+002
  -0.1022461E+003  -0.9881575E+002
   0.1109550E+003   0.1120980E+003
   0.1710319E+003   0.1751467E+003
   0.1841189E+003   0.1856943E+003
  -0.7142368E+002  -0.7304356E+002
  -0.2162261E+003  -0.2186876E+003
   0.4880102E+002   0.3694376E+002
   0.4361705E+002   0.4317994E+002
  -0.7707631E+002  -0.7935941E+002
  -0.8756807E+002  -0.8842405E+002
  -0.1455935E+003  -0.1542552E+003
  -0.2231465E+003  -0.2441657E+003
  -0.1849457E+003  -0.2006592E+003
  -0.4999109E+002  -0.5130635E+002
  -0.3883415E+002  -0.3889300E+002
  -0.4853218E+002  -0.4887371E+002
  -0.7620510E+002  -0.7776327E+002
  -0.8946738E+002  -0.9045960E+002
  -0.1059347E+003  -0.1069326E+003
  -0.1355483E+003  -0.1404568E+003
   0.5724679E+002   0.5506583E+002
   0.3637783E+003   0.3661350E+003
   0.4953128E+003   0.5012680E+003
   0.3607365E+003   0.3766093E+003
   0.2448752E+003   0.2501805E+003
   0.1985220E+001  -0.4226847E+000
  -0.9135369E+002  -0.9542530E+002
   0.4293672E+003   0.4288296E+003
   0.4410413E+003   0.4256357E+003
  -0.1828341E+003  -0.2051024E+003
  -0.5907884E+003  -0.5719238E+003
  -0.7876444E+003  -0.7904062E+003
  -0.7342278E+003  -0.7478115E+003
  -0.4042244E+003  -0.4130518E+003
   0.1001986E+003   0.1011046E+003
   0.1581170E+003   0.1607901E+003
   0.1301840E+003   0.1429875E+003
   0.3467401E+003   0.3822903E+003
   0.1107978E+003   0.1355279E+003
  -0.3919177E+002  -0.4372544E+002
  -0.2557299E+003  -0.2574501E+003
   0.2656640E+002   0.2691157E+002
   0.2973169E+003   0.3060032E+003
   0.3569712E+003   0.3561425E+003
   0.4914823E+002   0.5013599E+002
  -0.3019042E+002  -0.4029889E+002
  -0.8533427E+002  -0.8683212E+002
  -0.4202305E+002  -0.4211901E+002
  -0.7029072E+002  -0.7011493E+002
  -0.8436671E+002  -0.8438157E+002
  -0.9223469E+002  -0.9226107E+002
  -0.1106142E+003  -0.1115776E+003
  -0.9910741E+002  -0.1003721E+003
  -0.6678028E+002  -0.6700757E+002
  -0.6441358E+002  -0.6423859E+002
  -0.7470987E+002  -0.7432367E+002
  -0.9112177E+002  -0.9044788E+002
  -0.1293147E+003  -0.1284315E+003
  -0.2032802E+003  -0.2052020E+003
  -0.2971341E+003  -0.3076601E+003
   0.1487198E+003   0.1779561E+003
   0.7554828E+003   0.8097564E+003
   0.1033158E+004   0.1044408E+004
   0.1047350E+004   0.9205920E+003
   0.1844998E+003   0.9852423E+002
  -0.1796719E+003  -0.1921674E+003
  -0.3188690E+001  -0.4056037E+001
  -0.6746719E+002  -0.7002209E+002
   0.1019535E+003   0.1020723E+003
   0.1902972E+003   0.1928584E+003
   0.8255843E+002   0.1040544E+003
  -0.6504536E+003  -0.5947758E+003
  -0.7717505E+003  -0.7864806E+003
  -0.7265218E+003  -0.8202888E+003
  -0.1727254E+003  -0.5210029E+002
   0.3000504E+003   0.3910478E+003
  -0.4555201E+002   0.1983803E+001
   0.1434890E+003   0.1681504E+003
  -0.7491739E+002  -0.9711113E+002
  -0.4551300E+002  -0.4645208E+002
  -0.1979602E+003  -0.1991249E+003
   0.2423196E+001  -0.3360517E+001
   0.3345110E+003   0.3508407E+003
   0.4619510E+003   0.4562403E+003
   0.5379576E+002   0.5777467E+002
   0.5550522E+001   0.5018157E+001
  -0.4304630E+002  -0.4840995E+002
  -0.6294163E+002  -0.6410754E+002
  -0.9792874E+002  -0.9890057E+002
  -0.1061618E+003  -0.1067669E+003
  -0.9863011E+002  -0.9920594E+002
  -0.9556942E+002  -0.9588212E+002
  -0.8688234E+002  -0.8697356E+002
  -0.8404038E+002  -0.8444322E+002
  -0.1027577E+003  -0.1045707E+003
  -0.1332216E+003  -0.1362278E+003
  -0.1541164E+003  -0.1546120E+003
  -0.2160516E+003  -0.2267874E+003
  -0.4320227E+003  -0.4554356E+003
  -0.6622817E+003  -0.7276769E+003
   0.1803968E+003   0.7381475E+002
   0.1567566E+004   0.1430105E+004
   0.2080297E+004   0.1912017E+004
   0.6633349E+003   0.4373815E+003
  -0.4741591E+003  -0.4441620E+003
   0.3709922E+002   0.2699833E+002
   0.2436792E+003   0.2360578E+003
   0.5026001E+002   0.4572704E+002
   0.4868278E+002   0.4995921E+002
   0.3476831E+003   0.3505251E+003
   0.3455696E+003   0.3470613E+003
   0.1467485E+002   0.1414651E+002
  -0.1312204E+003  -0.1196513E+003
  -0.4742274E+002  -0.3354396E+002
  -0.1475878E+003  -0.5300350E+002
  -0.5857668E+003  -0.6119904E+003
  -0.8020202E+003  -0.7943665E+003
  -0.8318987E+003  -0.7488641E+003
  -0.2213308E+003  -0.2642639E+003
  -0.8728207E+002  -0.8846946E+002
  -0.1600620E+003  -0.1618514E+003
   0.6328916E+002   0.6157487E+002
   0.2584698E+003   0.2633983E+003
   0.4526359E+003   0.4544038E+003
   0.9564469E+002   0.1002965E+003
  -0.3531745E+001  -0.3296725E+001
  -0.2362634E+002  -0.2499002E+002
  -0.6253632E+002  -0.6529029E+002
  -0.1161908E+003  -0.1183231E+003
  -0.1218443E+003  -0.1224270E+003
  -0.1262226E+003  -0.1270987E+003
  -0.1162153E+003  -0.1174002E+003
  -0.1004087E+003  -0.1008410E+003
  -0.1111613E+003  -0.1117675E+003
  -0.1554710E+003  -0.1588909E+003
  -0.2224317E+003  -0.2263819E+003
  -0.2394886E+003  -0.2422429E+003
  -0.2184621E+003  -0.2359688E+003
  -0.5492023E+003  -0.5489058E+003
  -0.8640156E+003  -0.8901658E+003
   0.6736096E+003   0.3794646E+003
   0.1766422E+004   0.1589669E+004
   0.1246457E+004   0.1187625E+004
  -0.1603056E+003  -0.2964359E+002
  -0.5228569E+002   0.8995804E+001
   0.1003283E+004   0.1020832E+004
   0.7732609E+003   0.7871467E+003
   0.2281152E+003   0.2316919E+003
   0.3468325E+002   0.3016744E+002
   0.3266910E+003   0.3325833E+003
   0.4600911E+003   0.4694905E+003
   0.2230473E+003   0.2219457E+003
   0.6196955E+002   0.6009812E+002
  -0.2422413E+002  -0.2748944E+002
  -0.1233788E+003  -0.1298373E+003
  -0.4712660E+003  -0.4642462E+003
  -0.6445501E+003  -0.6047562E+003
  -0.1706851E+004  -0.1606954E+004
  -0.1033209E+004  -0.9535203E+003
  -0.1227758E+003  -0.1234825E+003
   0.7562810E+002   0.6082957E+002
   0.2215453E+003   0.2192867E+003
   0.2137919E+003   0.2131780E+003
   0.3609787E+003   0.3645030E+003
   0.1492486E+003   0.1500382E+003
   0.1140626E+002   0.1217617E+002
  -0.2539470E+002  -0.2562615E+002
  -0.5659268E+002  -0.5956977E+002
  -0.1143276E+003  -0.1153845E+003
  -0.1398596E+003  -0.1434963E+003
  -0.1777338E+003  -0.1785138E+003
