# ~alp d~p/dz   Phi_p_sgs,z
  -0.2502261E+001  -0.3438514E-001
  -0.5423764E+001  -0.7784095E-001
  -0.9860207E+001  -0.6130988E-001
  -0.1153675E+002   0.2895175E+000
  -0.1138100E+002   0.3096278E+000
  -0.1306070E+002   0.5703190E+000
  -0.2209515E+002   0.1826623E+001
  -0.1344730E+002   0.9965779E+001
   0.2123916E+002  -0.8514058E+000
   0.1821659E+002   0.1257390E+001
   0.2269483E+002   0.4956249E+001
  -0.4441078E+001   0.2351551E+001
  -0.9513014E+001   0.3482747E+001
  -0.1021155E+002   0.3871965E+001
  -0.5046183E+001   0.1690774E+001
  -0.2335433E+001   0.2628886E+001
   0.8154457E+000   0.3751735E+001
  -0.2683961E+001   0.3181848E+000
  -0.2421637E+001   0.5108762E-002
  -0.2428094E+001   0.3475780E-002
  -0.2380523E+001   0.4416067E-001
  -0.1951313E+001   0.2125518E+000
  -0.9673558E+000   0.2032760E-001
  -0.8901373E+001   0.7114772E+001
  -0.1272546E+002   0.5774254E+001
  -0.1473232E+002   0.1404431E+001
  -0.9294713E+001   0.1132163E+000
  -0.3920500E+001   0.7007604E+000
  -0.1306185E+002   0.1818268E+002
   0.8875980E+001   0.2144968E+002
   0.1667591E+002   0.3915147E+001
   0.3785894E+001  -0.1254118E+001
   0.5903772E+000   0.3308944E+000
  -0.5037109E+000   0.4657343E-001
  -0.7216847E+000   0.2552512E-001
  -0.6853036E+000   0.1343414E-001
  -0.5831043E+000   0.1373820E-001
  -0.5645222E+000   0.1920989E-001
  -0.9426380E+000  -0.3119324E-001
  -0.1689235E+001  -0.4246685E-001
  -0.2162981E+001  -0.1006713E-001
  -0.5950852E+001   0.1505337E+000
  -0.1777885E+002   0.1154223E+001
  -0.2509774E+002   0.2433063E+001
  -0.2349812E+002   0.1974014E+001
  -0.1902377E+002   0.6720364E+000
  -0.1034575E+002  -0.6091828E+000
   0.2136499E+001   0.1043888E+002
   0.5411738E+002   0.7221716E+001
   0.2072779E+002   0.3101295E+001
   0.2548308E+002   0.7255791E+001
  -0.5328624E+001   0.3766757E+001
  -0.3525473E+001   0.1296178E+000
  -0.3818320E+001   0.8903849E-001
  -0.6464121E+001   0.3728239E+001
   0.1546622E+001   0.4665072E+001
  -0.2437126E+001   0.2374725E+001
  -0.2616403E+001   0.7768265E-001
  -0.2287425E+001   0.4737789E-001
  -0.1873867E+001   0.3385358E-001
  -0.1781464E+001   0.2070664E+000
  -0.1683819E+001   0.3577333E+000
  -0.4054417E+001   0.4392238E+000
