# ~alp d~p/dz   Phi_p_sgs,z
  -0.3613452E+001  -0.1300122E+000
  -0.7153444E+001  -0.2146509E-001
  -0.1257523E+002   0.1159568E+001
  -0.1635073E+002   0.2837285E+001
  -0.1661439E+002   0.3577441E+001
  -0.1675810E+002   0.4129346E+001
  -0.1523042E+002   0.7987569E+001
   0.1842705E+000   0.6468891E+001
   0.1430945E+002   0.8807070E+000
   0.1520301E+002   0.3963984E+001
   0.1230607E+002   0.9273459E+001
   0.7365523E+001   0.1086466E+002
   0.8231944E+000   0.8868795E+001
  -0.1649087E+001   0.5578856E+001
  -0.4787989E+000   0.4579739E+001
   0.1061669E+001   0.3512242E+001
   0.3737694E+000   0.3961664E+001
  -0.1501795E+001   0.3514133E+001
  -0.1899854E+001   0.1541077E+001
  -0.1800163E+001   0.8839027E+000
  -0.1617613E+001   0.1006418E+001
  -0.7596881E+000   0.1052472E+001
   0.8954093E+000   0.1005775E+002
   0.5718693E+000   0.2234224E+002
  -0.4319871E+001   0.2464261E+002
  -0.7164020E+001   0.1126967E+002
  -0.7191086E+001   0.1889387E+001
  -0.8132915E+001   0.8297270E+001
  -0.8797910E+001   0.1852602E+002
   0.3125111E+000   0.1502714E+002
   0.6055675E+001   0.5617998E+001
   0.2994584E+001   0.4524541E+000
  -0.2901124E+000   0.6160875E+000
  -0.7516114E+000   0.3823337E+000
  -0.7449772E+000   0.1246333E+000
  -0.8411346E+000   0.1331210E+000
  -0.1013086E+001   0.2724904E+000
  -0.1296167E+001   0.3578856E+000
  -0.1914724E+001   0.3421852E+000
  -0.2576319E+001   0.2507480E+000
  -0.6202797E+001   0.4374287E+000
  -0.1130979E+002   0.1355305E+001
  -0.1678886E+002   0.3223826E+001
  -0.1715568E+002   0.3778726E+001
  -0.1496889E+002   0.2986969E+001
  -0.1160544E+002   0.2112418E+001
  -0.6008661E+001   0.4738802E+001
   0.9452361E+001   0.1137406E+002
   0.2455281E+002   0.1019530E+002
   0.2820615E+002   0.8440379E+001
   0.1729443E+002   0.1335694E+002
   0.7792492E+001   0.1477876E+002
   0.1723109E+000   0.1070386E+002
  -0.2272723E+001   0.5137852E+001
  -0.2627362E+001   0.4962679E+001
  -0.2296586E+001   0.3712365E+001
  -0.2608220E+001   0.3118661E+001
  -0.2537858E+001   0.1426210E+001
  -0.1978950E+001   0.2512256E+000
  -0.1751914E+001   0.3453540E+000
  -0.1654820E+001   0.8175782E+000
  -0.1055019E+001   0.6701522E+000
  -0.2307692E+001   0.5748044E+001
  -0.5557800E+001   0.1266524E+002
  -0.9664220E+001   0.1293011E+002
  -0.9643571E+001   0.5185533E+001
  -0.7673945E+001   0.6956589E+000
  -0.5730386E+001   0.2064336E+001
  -0.1308356E+002   0.1321274E+002
  -0.1487402E+002   0.1896783E+002
  -0.2734407E+001   0.8013898E+001
   0.2644166E+001   0.2430081E+000
   0.1946926E+000   0.2863656E+000
  -0.5007589E+000   0.2600198E+000
  -0.9535513E+000   0.3473373E+000
  -0.1595440E+001   0.8801735E+000
  -0.2211927E+001   0.2240286E+001
  -0.1955275E+001   0.3276812E+001
  -0.3001091E+001   0.3554162E+001
  -0.4265242E+001   0.2638028E+001
  -0.7494184E+001   0.5180185E+000
  -0.1126873E+002   0.1194295E+001
  -0.1109012E+002   0.2541408E+000
  -0.7177035E+001  -0.9699487E+000
  -0.5506366E+001  -0.1431655E+001
  -0.4345233E+001  -0.1206762E+000
  -0.9192126E+000   0.3021360E+001
   0.1061381E+002   0.1234170E+002
   0.2346015E+002   0.1297288E+002
   0.3052537E+002   0.9009128E+001
   0.2138497E+002   0.1477304E+002
   0.1316428E+002   0.1865382E+002
   0.7052174E+001   0.2173397E+002
   0.8160940E+001   0.2249855E+002
   0.6624611E+001   0.2223271E+002
   0.6305448E+000   0.1398781E+002
  -0.2761277E+001   0.4078962E+001
  -0.2532346E+001   0.9098082E+000
  -0.1988863E+001   0.3147913E+000
  -0.1962990E+001   0.4731082E+000
  -0.1602959E+001   0.6088179E+000
  -0.8311432E+000   0.3803301E+000
  -0.2236625E+001   0.5029051E+001
  -0.5351074E+001   0.1219366E+002
  -0.9191098E+001   0.1298567E+002
  -0.8490933E+001   0.6148417E+001
  -0.6524154E+001   0.6921146E+000
  -0.3953223E+001   0.2085079E+000
  -0.9183419E+001   0.2515892E+001
  -0.1708377E+002   0.1000476E+002
  -0.8359136E+001   0.3447249E+001
   0.1099710E+001  -0.6409767E-001
   0.7336324E+000   0.1235581E+001
  -0.2075876E+000   0.2005245E+001
  -0.1252536E+001   0.2154569E+001
  -0.1804713E+001   0.1897604E+001
  -0.1257090E+001   0.2537067E+001
   0.1596636E+001   0.4111391E+001
   0.1200471E+001   0.4039040E+001
  -0.3028883E+001   0.3737972E+001
  -0.2187269E+000  -0.3320383E+001
  -0.1104926E+001  -0.3609459E+001
   0.2403554E+001  -0.1807961E+001
   0.4551387E+001   0.1024065E+001
   0.2810792E+001   0.2036078E+001
   0.1704339E+001   0.9154362E+000
   0.2988444E+001   0.3787995E+001
   0.1064815E+002   0.9390217E+001
   0.1919765E+002   0.1009038E+002
   0.2689877E+002   0.7496488E+001
   0.2860907E+002   0.1976252E+002
   0.3267609E+002   0.3885962E+002
   0.3847617E+002   0.5981406E+002
   0.4897104E+002   0.5131707E+002
   0.3310568E+002   0.3745835E+002
   0.7918341E+001   0.1804667E+002
  -0.2018898E+001   0.4169155E+001
  -0.2601062E+001   0.1047112E+001
  -0.2584539E+001   0.4041372E+000
  -0.2548376E+001   0.4038985E+000
  -0.1579083E+001   0.1859740E+000
  -0.6738389E-001   0.5746051E-001
   0.5064673E+000   0.7488963E+001
   0.6223674E+000   0.2363995E+002
  -0.2739912E+001   0.2728096E+002
  -0.6512678E+001   0.1777338E+002
  -0.6248620E+001   0.2739998E+001
  -0.3860227E+001   0.2313736E+000
  -0.7541702E+001   0.5558220E-001
  -0.1728500E+002   0.5106420E+001
  -0.1117176E+002   0.8377486E+000
  -0.3995280E+000  -0.8806341E+000
   0.2547472E+001   0.1998224E+001
   0.3800395E+001   0.3619828E+001
   0.3456427E+001   0.3979815E+001
   0.2423666E+001   0.3080957E+001
   0.2811042E+001   0.1696732E+001
   0.9178996E+001   0.4983949E+001
   0.1130634E+002   0.3739958E+001
   0.6019346E+001   0.3457507E+001
   0.1252913E+002   0.3303866E+001
   0.9218037E+001   0.2936505E+001
   0.1203174E+002   0.5396886E+001
   0.1222278E+002   0.5726541E+001
   0.9540634E+001   0.4130488E+001
   0.7328119E+001  -0.2836447E+000
   0.1046870E+002   0.1835332E+001
   0.1463307E+002   0.4051571E+001
   0.1662005E+002   0.3955182E+001
   0.2293856E+002   0.6788441E+001
   0.3282455E+002   0.2846905E+002
   0.5420782E+002   0.6956733E+002
   0.8514912E+002   0.1045499E+003
   0.1017394E+003   0.8591773E+002
   0.6221610E+002   0.5342312E+002
   0.1584848E+002   0.2049251E+002
  -0.2807124E+000   0.5691094E+001
  -0.2988698E+001   0.2298165E+001
  -0.3686616E+001   0.6889540E+000
  -0.3168146E+001   0.1906482E+000
  -0.1345660E+001   0.1037592E+000
   0.7946609E+000   0.2070268E+000
   0.3695665E+001   0.5895826E+001
   0.1081383E+002   0.1794784E+002
   0.9473435E+001   0.2070067E+002
  -0.3383544E+001   0.1902786E+002
  -0.7655330E+001   0.4805657E+001
  -0.4143432E+001   0.3800896E+000
  -0.8358540E+001   0.5133787E+000
  -0.1652247E+002   0.4692123E+001
  -0.1086225E+002   0.5223821E+001
   0.2031945E+001   0.4808423E+001
   0.8235646E+001   0.4918913E+001
   0.1335054E+002   0.2445518E+001
   0.1616441E+002   0.1522281E+001
   0.1393381E+002   0.1753300E+001
   0.9840563E+001   0.2441792E+001
   0.1921655E+002   0.7678803E+001
   0.2647992E+002   0.6156926E+001
   0.2474629E+002   0.5739476E+001
   0.2801214E+002   0.1103064E+002
   0.1353899E+002   0.1075400E+002
   0.1015692E+002   0.8970820E+001
   0.1098372E+002   0.8085557E+001
   0.1146595E+002   0.4431268E+001
   0.1033200E+002   0.5698826E+000
   0.1769881E+002   0.1818751E+001
   0.2479680E+002   0.2660311E+001
   0.2808110E+002   0.5318775E+001
   0.3034516E+002   0.1878319E+002
   0.3669616E+002   0.5379170E+002
   0.5732849E+002   0.1180129E+003
   0.8835044E+002   0.1516619E+003
   0.9903172E+002   0.1140523E+003
   0.6020679E+002   0.5217225E+002
   0.2216239E+002   0.1542495E+002
   0.4108024E+001   0.9519147E+001
  -0.1745868E+001   0.6224892E+001
  -0.3884203E+001   0.1973351E+001
  -0.3578452E+001   0.1860346E+000
  -0.1263174E+001   0.2350485E+000
   0.1712112E+001   0.5906612E+000
   0.4808718E+001   0.2528006E+001
   0.1069731E+002   0.7748251E+001
   0.1027138E+002   0.1013996E+002
  -0.1894184E+001   0.1371109E+002
  -0.7438183E+001   0.5959975E+001
  -0.4148544E+001   0.2987238E+001
  -0.6176234E+001   0.1329677E+002
  -0.4683896E+001   0.2492923E+002
   0.1084750E+002   0.3240126E+002
   0.2767023E+002   0.2747130E+002
   0.3281508E+002   0.2278449E+002
   0.3585723E+002   0.1554546E+002
   0.3627107E+002   0.1015389E+002
   0.2942376E+002   0.6238385E+001
   0.2118982E+002   0.3571717E+001
   0.3028499E+002   0.5174698E+001
   0.4005703E+002   0.5258249E+001
   0.4492571E+002   0.7773666E+001
   0.2858589E+002   0.1213832E+002
   0.1015149E+002   0.1271353E+002
   0.5393254E+001   0.7156542E+001
   0.6399518E+001   0.6103572E+001
   0.9018645E+001   0.3372021E+001
   0.1180810E+002   0.1057001E+001
   0.1909299E+002   0.2121752E+001
   0.2677074E+002   0.2783269E+001
   0.2827601E+002   0.9043685E+001
   0.2210536E+002   0.2736101E+002
   0.1792718E+002   0.5599246E+002
   0.2434000E+002   0.1064777E+003
   0.3962145E+002   0.1316241E+003
   0.5135203E+002   0.1011442E+003
   0.4399535E+002   0.4312354E+002
   0.2894010E+002   0.1577904E+002
   0.1098119E+002   0.1452238E+002
   0.2511263E+000   0.1094510E+002
  -0.3589963E+001   0.4001222E+001
  -0.4557615E+001   0.9574514E+000
  -0.1567367E+001   0.1495948E+001
   0.4607889E+001   0.2163093E+001
   0.8555808E+001   0.6305181E+001
   0.1406657E+002   0.7991776E+001
   0.1913815E+002   0.8435890E+001
   0.7940091E+001   0.1073927E+002
  -0.2525761E+001   0.8048282E+001
  -0.4710922E+000   0.6534963E+001
   0.1048870E+002   0.2374865E+002
   0.3606534E+002   0.3377211E+002
   0.5593793E+002   0.4205225E+002
   0.5606739E+002   0.3880153E+002
   0.4765164E+002   0.3244859E+002
   0.3630542E+002   0.2735965E+002
   0.2692866E+002   0.2189949E+002
   0.2126583E+002   0.1203416E+002
   0.2229508E+002   0.4248195E+001
   0.3337809E+002   0.1355794E+001
   0.4558050E+002  -0.8477664E+000
   0.4609551E+002   0.5004987E+001
   0.1526116E+002   0.1051567E+002
   0.7502892E+001   0.6606579E+001
   0.5484069E+001   0.1941084E+001
   0.6814469E+001   0.1229296E+001
   0.9632874E+001   0.7743733E+000
   0.1394385E+002   0.6759522E+000
   0.1975201E+002   0.7190715E+000
   0.2505561E+002   0.1357687E+001
   0.1891699E+002   0.1176195E+002
   0.5633985E+001   0.2798210E+002
  -0.1499030E+001   0.4214011E+002
  -0.3237297E+001   0.6111510E+002
   0.1701743E+001   0.6686381E+002
   0.1726760E+002   0.5342135E+002
   0.3086257E+002   0.3011173E+002
   0.3235550E+002   0.1986691E+002
   0.1543449E+002   0.1888814E+002
   0.9839417E+000   0.1478153E+002
  -0.3455004E+001   0.5434738E+001
  -0.5293438E+001   0.1673573E+001
  -0.2771172E+001   0.2791778E+001
   0.7329806E+001   0.5290568E+001
   0.1781435E+002   0.1828115E+002
   0.2858849E+002   0.3472944E+002
   0.4677661E+002   0.2957733E+002
   0.3142050E+002   0.2019661E+002
   0.7921339E+001   0.1055834E+002
   0.6107320E+001   0.6614281E+001
   0.2530869E+002   0.1951048E+002
   0.5466406E+002   0.2248647E+002
   0.5342210E+002   0.3781512E+002
   0.3688805E+002   0.4179502E+002
   0.2204592E+002   0.4135603E+002
   0.1191991E+002   0.3666898E+002
   0.5815886E+001   0.2724310E+002
   0.7586547E+001   0.1755990E+002
   0.1637330E+002   0.9869316E+001
   0.2576511E+002   0.4137245E+001
   0.2916912E+002   0.1650676E+001
   0.2314035E+002   0.7757469E+001
   0.1935318E+002   0.9361748E+001
   0.1296677E+002   0.3514804E+001
   0.9753292E+001   0.2798822E-001
   0.9243570E+001  -0.2867297E+000
   0.1087687E+002   0.1286645E+000
   0.1359521E+002   0.3443221E+000
   0.1718718E+002   0.4393001E+000
   0.2167884E+002   0.9499542E+000
   0.9617999E+001   0.9211455E+001
  -0.3937777E+001   0.1367952E+002
  -0.8590057E+001   0.8532816E+001
  -0.1230062E+002   0.1278931E+002
  -0.3690352E+001   0.1839697E+002
   0.1391452E+002   0.2622692E+002
   0.2726187E+002   0.3050469E+002
   0.3047126E+002   0.2539672E+002
   0.1531204E+002   0.2064580E+002
  -0.5467259E+000   0.1593755E+002
  -0.4304993E+001   0.5069374E+001
  -0.5234922E+001   0.1633011E+001
  -0.4139777E+001   0.3749362E+001
   0.5626349E+001   0.8300819E+001
   0.2237709E+002   0.3068171E+002
   0.4306933E+002   0.5722301E+002
   0.6429800E+002   0.5015836E+002
   0.4205228E+002   0.2895909E+002
   0.1261432E+002   0.1027330E+002
   0.8893663E+001   0.4746755E+001
   0.2002148E+002   0.1147554E+002
   0.2914199E+002   0.1344477E+002
   0.1348558E+002   0.2006526E+002
   0.6280260E+000   0.1946817E+002
  -0.3924321E+001   0.1510511E+002
  -0.3616957E+001   0.9562653E+001
  -0.2662941E+001   0.1635794E+002
   0.6725436E+001   0.3621863E+002
   0.2338417E+002   0.3691595E+002
   0.3085108E+002   0.2161928E+002
   0.3104816E+002   0.9770199E+001
   0.2541745E+002   0.1173603E+002
   0.3312447E+002   0.3761331E+001
   0.2312928E+002  -0.1801568E+001
   0.1549909E+002  -0.1952730E+001
   0.1230671E+002  -0.2867947E+000
   0.1245879E+002   0.5872808E+000
   0.1506085E+002   0.1111283E+001
   0.2014182E+002   0.2394755E+001
   0.2814793E+002   0.4793778E+001
   0.1941450E+002   0.1342706E+002
  -0.6533880E+000   0.2539702E+002
  -0.1083550E+002   0.2496590E+002
  -0.6378247E+001   0.2461475E+002
   0.9443400E+001   0.2708672E+002
   0.2529589E+002   0.3291141E+002
   0.3115451E+002   0.3395504E+002
   0.2958162E+002   0.2637971E+002
   0.1209468E+002   0.2092224E+002
  -0.4050474E+001   0.1652381E+002
  -0.6351216E+001   0.3337359E+001
  -0.4425237E+001   0.1723905E+000
  -0.3552459E+001   0.2167054E+001
   0.2426961E+001   0.1097994E+002
   0.1965685E+002   0.4163090E+002
   0.4573799E+002   0.6324804E+002
   0.5421901E+002   0.5593345E+002
   0.2943116E+002   0.2868510E+002
   0.6715222E+001   0.8048130E+001
   0.4839401E+001   0.3112290E+001
   0.8415631E+001   0.3105710E+001
   0.1033886E+002   0.5061366E+000
   0.1545694E+001  -0.1040902E+000
  -0.3426924E+001   0.2020435E+001
  -0.2562117E+001   0.1227251E+000
  -0.2786931E+001   0.3915571E-001
  -0.2816916E+001   0.2064233E+002
   0.1623457E+002   0.5265905E+002
   0.3843812E+002   0.5576711E+002
   0.3685586E+002   0.4060937E+002
   0.3460796E+002   0.1824834E+002
   0.3760929E+002   0.1050711E+002
   0.2623873E+002   0.6031581E+001
   0.1592338E+002   0.2000179E+001
   0.1157461E+002   0.1898369E+001
   0.1231106E+002   0.1706343E+001
   0.1320288E+002   0.1549362E+001
   0.1538610E+002   0.2166282E+001
   0.2205071E+002   0.4189534E+001
   0.3793997E+002   0.7689497E+001
   0.4659589E+002   0.1130868E+002
   0.3253671E+002   0.2679357E+002
   0.1304343E+002   0.3750917E+002
   0.1688831E+002   0.4450835E+002
   0.3231051E+002   0.5124048E+002
   0.4028649E+002   0.5120163E+002
   0.2832969E+002   0.4089308E+002
