# ~alp d~p/dz   Phi_p_sgs,z
  -0.4499783E+001   0.1921985E-001
  -0.8278019E+001   0.3295645E+000
  -0.1330009E+002   0.2176318E+001
  -0.1629197E+002   0.3780082E+001
  -0.1654943E+002   0.4547845E+001
  -0.1518352E+002   0.5078228E+001
  -0.1176304E+002   0.9820122E+001
   0.1415037E+001   0.6788786E+001
   0.1277116E+002   0.2826648E+001
   0.1599468E+002   0.5281296E+001
   0.1192430E+002   0.1035266E+002
   0.9693067E+001   0.1132014E+002
   0.6044450E+001   0.1228001E+002
   0.2172780E+001   0.6899020E+001
   0.2412245E+001   0.5345623E+001
   0.2270301E+001   0.3666066E+001
   0.1509160E+001   0.4160213E+001
  -0.6130747E-001   0.4386794E+001
  -0.8939870E+000   0.3298032E+001
  -0.9443091E+000   0.2412528E+001
  -0.6131157E+000   0.2349746E+001
   0.6136454E+000   0.2759767E+001
   0.3672885E+001   0.1683542E+002
   0.4893968E+001   0.2690799E+002
   0.1721709E+001   0.2806592E+002
  -0.3269222E+001   0.1891138E+002
  -0.6205453E+001   0.5031241E+001
  -0.7510531E+001   0.8958121E+001
  -0.7061721E+001   0.1617212E+002
  -0.5729504E+000   0.1263278E+002
   0.3848167E+001   0.6285861E+001
   0.2585364E+001   0.1258161E+001
  -0.2616127E+000   0.7247564E+000
  -0.8580530E+000   0.5250134E+000
  -0.7765375E+000   0.2180350E+000
  -0.9421573E+000   0.2708310E+000
  -0.1321152E+001   0.5954255E+000
  -0.1797851E+001   0.7462113E+000
  -0.2540624E+001   0.8260441E+000
  -0.3204854E+001   0.7336144E+000
  -0.8024147E+001   0.1260642E+001
  -0.1183979E+002   0.1944275E+001
  -0.1549007E+002   0.3564672E+001
  -0.1517210E+002   0.3807939E+001
  -0.1292189E+002   0.3299607E+001
  -0.9572964E+001   0.3056254E+001
  -0.3638832E+001   0.7442117E+001
   0.9241732E+001   0.1093965E+002
   0.1938740E+002   0.8895076E+001
   0.2478576E+002   0.8825736E+001
   0.1669922E+002   0.1364140E+002
   0.1040047E+002   0.1362924E+002
   0.6013502E+001   0.1492408E+002
   0.2249523E+001   0.8549123E+001
   0.1446689E+001   0.8714756E+001
  -0.3045546E+000   0.6620972E+001
  -0.1828484E+001   0.4695539E+001
  -0.2253840E+001   0.2262362E+001
  -0.1811244E+001   0.7007160E+000
  -0.1640515E+001   0.6368942E+000
  -0.1349211E+001   0.9808112E+000
  -0.5089405E+000   0.1118235E+001
   0.4314537E-001   0.1572202E+002
  -0.7995312E+000   0.2607053E+002
  -0.3812172E+001   0.2649110E+002
  -0.6442219E+001   0.1712666E+002
  -0.6930365E+001   0.2277928E+001
  -0.7606199E+001   0.4765287E+001
  -0.1370956E+002   0.1649279E+002
  -0.1133073E+002   0.1678090E+002
  -0.2842611E+001   0.8969362E+001
   0.1957061E+001   0.8318504E+000
   0.5092428E-001   0.4273217E+000
  -0.6064811E+000   0.3759969E+000
  -0.9305739E+000   0.6488289E+000
  -0.1543209E+001   0.1499216E+001
  -0.2052198E+001   0.3445340E+001
  -0.2167251E+001   0.4342808E+001
  -0.3358316E+001   0.4428136E+001
  -0.5034232E+001   0.3600166E+001
  -0.6627348E+001   0.7758178E+000
  -0.9020351E+001   0.1480669E+001
  -0.9068539E+001   0.9985662E+000
  -0.6471941E+001  -0.4899127E-001
  -0.4710412E+001  -0.5406253E+000
  -0.2781094E+001   0.9579502E+000
   0.2023539E+001   0.5299908E+001
   0.1243328E+002   0.1132728E+002
   0.1934060E+002   0.1048574E+002
   0.2557538E+002   0.9731112E+001
   0.1966495E+002   0.1633123E+002
   0.1493629E+002   0.2046672E+002
   0.1347841E+002   0.2960762E+002
   0.1245075E+002   0.2592765E+002
   0.1004123E+002   0.2376667E+002
   0.3053689E+001   0.1674648E+002
  -0.1727343E+001   0.6968485E+001
  -0.2271398E+001   0.1901655E+001
  -0.1983874E+001   0.6322886E+000
  -0.1918125E+001   0.6566083E+000
  -0.1354716E+001   0.7349755E+000
  -0.2841236E+000   0.9106264E+000
   0.2146676E+000   0.1536802E+002
  -0.4152028E+000   0.2593123E+002
  -0.3540802E+001   0.2672464E+002
  -0.6262659E+001   0.1781003E+002
  -0.6366749E+001   0.2705729E+001
  -0.4936852E+001   0.7368160E+000
  -0.1148381E+002   0.6991634E+001
  -0.1375884E+002   0.1053742E+002
  -0.7692752E+001   0.5920258E+001
   0.7939848E+000   0.4476134E+000
   0.9724831E+000   0.1635584E+001
   0.1751759E+000   0.2777630E+001
  -0.7747556E+000   0.3300821E+001
  -0.1243013E+001   0.3018068E+001
  -0.3706053E+000   0.4055754E+001
   0.1376201E+001   0.5234990E+001
   0.4961920E+000   0.5127042E+001
  -0.2710908E+001   0.5052614E+001
   0.5639442E+000  -0.1958750E+001
   0.3760569E+000  -0.2040452E+001
   0.3053196E+001  -0.8927314E+000
   0.5087556E+001   0.1280712E+000
   0.4253203E+001   0.1578067E+001
   0.3573110E+001   0.1627083E+001
   0.6269958E+001   0.6270593E+001
   0.1425054E+002   0.1167154E+002
   0.1937047E+002   0.1085849E+002
   0.2605806E+002   0.1047215E+002
   0.2535937E+002   0.2125163E+002
   0.2787066E+002   0.3765961E+002
   0.3488189E+002   0.5545700E+002
   0.3825794E+002   0.4749339E+002
   0.2830234E+002   0.3704884E+002
   0.1024879E+002   0.2141947E+002
  -0.5078101E+000   0.7907906E+001
  -0.2283868E+001   0.2433570E+001
  -0.2507205E+001   0.8046034E+000
  -0.2393109E+001   0.4899936E+000
  -0.1404433E+001   0.3009474E+000
   0.8663202E-001   0.5990418E+000
   0.1757357E+001   0.1272113E+002
   0.3592760E+001   0.2433250E+002
   0.5583634E+000   0.2634535E+002
  -0.4847088E+001   0.2137933E+002
  -0.6345056E+001   0.5372639E+001
  -0.4482640E+001   0.4572551E+000
  -0.1003632E+002   0.1823425E+001
  -0.1496956E+002   0.5277589E+001
  -0.1019314E+002   0.2211000E+001
  -0.7961999E+000  -0.1061407E+001
   0.2454562E+001   0.2039233E+001
   0.3754988E+001   0.3307083E+001
   0.3887917E+001   0.3460622E+001
   0.3427369E+001   0.3089373E+001
   0.5136462E+001   0.3358479E+001
   0.1016784E+002   0.5881330E+001
   0.1046950E+002   0.5187150E+001
   0.6760792E+001   0.5117179E+001
   0.1407294E+002   0.3847160E+001
   0.1218007E+002   0.4954823E+001
   0.1285307E+002   0.4938701E+001
   0.1120560E+002   0.4508293E+001
   0.9470759E+001   0.3995859E+001
   0.8474511E+001   0.1033730E+001
   0.1217770E+002   0.4245060E+001
   0.1716070E+002   0.6634247E+001
   0.1958914E+002   0.7007524E+001
   0.2436851E+002   0.1172722E+002
   0.2973856E+002   0.3113188E+002
   0.4514265E+002   0.6778680E+002
   0.6565569E+002   0.9069671E+002
   0.7384666E+002   0.7741795E+002
   0.5324379E+002   0.5364711E+002
   0.2078084E+002   0.2520746E+002
   0.2744925E+001   0.1095463E+002
  -0.1882909E+001   0.5172794E+001
  -0.3058276E+001   0.2114795E+001
  -0.2834031E+001   0.4892712E+000
  -0.1277360E+001   0.1972860E+000
   0.6406090E+000   0.5681963E+000
   0.3855949E+001   0.9082603E+001
   0.9724994E+001   0.1732051E+002
   0.7508785E+001   0.1953218E+002
  -0.1625319E+001   0.1984998E+002
  -0.6702080E+001   0.7781146E+001
  -0.4926282E+001   0.1333825E+001
  -0.1000153E+002   0.4253643E+001
  -0.1353308E+002   0.1005859E+002
  -0.7833258E+001   0.1121577E+002
   0.3612267E+001   0.7997983E+001
