# ~alp d~p/dz   Phi_p_sgs,z
  -0.2220427E+001   0.0000000E+000
  -0.5546149E+001   0.0000000E+000
  -0.9625590E+001   0.0000000E+000
  -0.1026806E+002   0.0000000E+000
  -0.9675529E+001   0.0000000E+000
  -0.9205705E+001   0.0000000E+000
  -0.2371921E+002   0.0000000E+000
  -0.2025005E+002   0.0000000E+000
   0.1041673E+002   0.0000000E+000
   0.2342974E+002   0.0000000E+000
   0.2179227E+002   0.0000000E+000
  -0.7975877E+001   0.0000000E+000
  -0.1263497E+002   0.0000000E+000
  -0.1001670E+002   0.0000000E+000
  -0.3899718E+001   0.0000000E+000
  -0.5272659E+001   0.0000000E+000
   0.9011649E+001   0.0000000E+000
  -0.2728771E+001   0.0000000E+000
  -0.2493222E+001   0.0000000E+000
  -0.2542191E+001   0.0000000E+000
  -0.2401403E+001   0.0000000E+000
  -0.1917944E+001   0.0000000E+000
  -0.1266972E+001   0.0000000E+000
  -0.1044035E+002   0.0000000E+000
  -0.9480684E+001   0.0000000E+000
  -0.1591795E+002   0.0000000E+000
  -0.9636872E+001   0.0000000E+000
  -0.2804671E+001   0.0000000E+000
  -0.7695569E+001   0.0000000E+000
   0.9104575E+001   0.0000000E+000
   0.4645403E+001   0.0000000E+000
   0.2271607E+001   0.0000000E+000
   0.7201532E+000   0.0000000E+000
  -0.4814779E+000   0.0000000E+000
  -0.7196174E+000   0.0000000E+000
  -0.6435684E+000   0.0000000E+000
  -0.5259902E+000   0.0000000E+000
  -0.4321794E+000   0.0000000E+000
  -0.7220885E+000   0.0000000E+000
  -0.1459134E+001   0.0000000E+000
  -0.1976007E+001   0.0000000E+000
  -0.3793521E+001   0.0000000E+000
  -0.1758172E+002   0.0000000E+000
  -0.2945230E+002   0.0000000E+000
  -0.2922605E+002   0.0000000E+000
  -0.2696832E+002   0.0000000E+000
  -0.8455638E+001   0.0000000E+000
  -0.7038106E+001   0.0000000E+000
   0.6161854E+002   0.0000000E+000
   0.1025949E+002   0.0000000E+000
   0.5190418E+002   0.0000000E+000
  -0.4999883E+001   0.0000000E+000
  -0.3186096E+001   0.0000000E+000
  -0.3725455E+001   0.0000000E+000
  -0.4560893E+001   0.0000000E+000
   0.2570404E+002   0.0000000E+000
  -0.2575887E+001   0.0000000E+000
  -0.2500508E+001   0.0000000E+000
  -0.2445378E+001   0.0000000E+000
  -0.1910162E+001   0.0000000E+000
  -0.1730479E+001   0.0000000E+000
  -0.1794305E+001   0.0000000E+000
  -0.3560894E+001   0.0000000E+000
  -0.1110789E+002   0.0000000E+000
  -0.9724877E+001   0.0000000E+000
  -0.2156430E+002   0.0000000E+000
  -0.5499756E+001   0.0000000E+000
  -0.3716433E+001   0.0000000E+000
  -0.3505789E+001   0.0000000E+000
  -0.2651910E+002   0.0000000E+000
   0.2248780E+002   0.0000000E+000
   0.7455207E+001   0.0000000E+000
   0.1290626E+001   0.0000000E+000
  -0.3200282E+000   0.0000000E+000
  -0.1107108E+001   0.0000000E+000
  -0.1197305E+001   0.0000000E+000
  -0.6845778E+000   0.0000000E+000
   0.3340427E+000   0.0000000E+000
   0.2658904E+000   0.0000000E+000
  -0.1094660E+001   0.0000000E+000
  -0.4450439E+001   0.0000000E+000
  -0.2825835E+002   0.0000000E+000
  -0.1633794E+002   0.0000000E+000
  -0.5744758E+001   0.0000000E+000
  -0.4327334E+001   0.0000000E+000
  -0.3144090E+001   0.0000000E+000
  -0.5977229E+001   0.0000000E+000
  -0.2997484E+001   0.0000000E+000
   0.9159336E+002   0.0000000E+000
   0.6050978E+002   0.0000000E+000
   0.8330456E+002   0.0000000E+000
   0.7210838E+000   0.0000000E+000
   0.5051733E+001   0.0000000E+000
  -0.2887009E+001   0.0000000E+000
   0.5903424E+001   0.0000000E+000
  -0.2627086E+001   0.0000000E+000
  -0.4948955E+001   0.0000000E+000
  -0.2945940E+001   0.0000000E+000
  -0.1792612E+001   0.0000000E+000
  -0.1426605E+001   0.0000000E+000
  -0.1415208E+001   0.0000000E+000
  -0.1892005E+001   0.0000000E+000
