# ~alp d~p/dz   Phi_p_sgs,z
  -0.7210342E+001   0.1111192E+001
  -0.1006965E+002   0.2189569E+001
  -0.1282688E+002   0.4448556E+001
  -0.1418366E+002   0.5436451E+001
  -0.1350479E+002   0.6155990E+001
  -0.1112999E+002   0.8458925E+001
  -0.5760454E+001   0.9891794E+001
   0.2533104E+001   0.7475525E+001
   0.1038530E+002   0.4018942E+001
   0.1526912E+002   0.6111981E+001
   0.1290070E+002   0.1131368E+002
   0.1307295E+002   0.1311033E+002
   0.1286874E+002   0.1414861E+002
   0.1101411E+002   0.1260244E+002
   0.9020553E+001   0.8483625E+001
   0.6845199E+001   0.6476752E+001
   0.5123663E+001   0.5497366E+001
   0.4260046E+001   0.7177034E+001
   0.3454895E+001   0.8049124E+001
   0.3144508E+001   0.7708251E+001
   0.3877305E+001   0.7315831E+001
   0.6026713E+001   0.1101179E+002
   0.9781804E+001   0.2435626E+002
   0.1257166E+002   0.3071525E+002
   0.1088894E+002   0.3152555E+002
   0.4878756E+001   0.3188416E+002
  -0.4684592E+000   0.1865519E+002
  -0.3753336E+001   0.1174618E+002
  -0.3692992E+001   0.1166251E+002
  -0.1068731E+001   0.9861688E+001
   0.1577794E+001   0.6326908E+001
   0.1627557E+001   0.2886266E+001
  -0.6211728E-002   0.9010164E+000
  -0.7331746E+000   0.8268913E+000
  -0.8228327E+000   0.8081541E+000
  -0.1123456E+001   0.1243812E+001
  -0.1750828E+001   0.1914136E+001
  -0.2655442E+001   0.2150664E+001
  -0.3701901E+001   0.2369813E+001
  -0.4985489E+001   0.2137212E+001
  -0.8280390E+001   0.3258838E+001
  -0.1064348E+002   0.3360590E+001
  -0.1200043E+002   0.4449913E+001
  -0.1153163E+002   0.4569563E+001
  -0.9194836E+001   0.5335329E+001
  -0.5251294E+001   0.7085845E+001
   0.4396961E+000   0.1056739E+002
   0.8218925E+001   0.1024854E+002
   0.1432885E+002   0.7341920E+001
   0.1844814E+002   0.9434269E+001
   0.1542043E+002   0.1229943E+002
   0.1444895E+002   0.1379985E+002
   0.1500376E+002   0.1671270E+002
   0.1328059E+002   0.1680369E+002
   0.1039409E+002   0.1360660E+002
   0.6181239E+001   0.1249798E+002
   0.2396157E+001   0.9299741E+001
   0.2767362E+000   0.6281823E+001
  -0.3298048E+000   0.4247212E+001
  -0.2898702E+000   0.3404315E+001
   0.2804948E+000   0.2982461E+001
   0.1888330E+001   0.8618012E+001
   0.5061669E+001   0.2675246E+002
   0.7384713E+001   0.3435347E+002
   0.5762408E+001   0.3532457E+002
   0.9084645E+000   0.3541498E+002
  -0.3852087E+001   0.1834436E+002
  -0.8050723E+001   0.1131810E+002
  -0.1002732E+002   0.1409292E+002
  -0.7207206E+001   0.1261036E+002
  -0.2515192E+001   0.8590605E+001
   0.6985524E+000   0.3168078E+001
   0.1187568E+000   0.9959637E+000
  -0.5792937E+000   0.1213945E+001
  -0.8295713E+000   0.1976922E+001
  -0.1124667E+001   0.3455678E+001
  -0.1345631E+001   0.5595721E+001
  -0.1966150E+001   0.6098773E+001
  -0.3407773E+001   0.6092723E+001
  -0.5696189E+001   0.5353938E+001
  -0.4570359E+001   0.3997241E+001
  -0.5883501E+001   0.2379987E+001
  -0.5727401E+001   0.2542963E+001
  -0.4077807E+001   0.2005376E+001
