#dalpdx  dalpdy   dalpdz
  -0.2886979E+001   0.2957902E+001   0.1694296E+001
  -0.1771780E+002   0.4180577E+001   0.6334749E+001
   0.3419034E+000   0.2052416E+001   0.5782787E+001
   0.1398481E+002   0.4901003E-001   0.1696279E+001
   0.4768803E+001   0.2679004E+000  -0.9956927E-001
   0.1675715E+001   0.5158824E+000   0.1510977E+000
   0.7585490E+000   0.1047935E+000   0.1607573E+000
  -0.1737363E+000  -0.9750253E-001   0.2294506E-001
  -0.5887002E+000  -0.4556202E+000   0.4431924E-001
  -0.3009233E+000  -0.8201644E+000   0.1378810E+000
   0.4009459E+000  -0.8603176E+000   0.1418544E+000
   0.6543480E+000  -0.6228496E+000   0.4921500E-001
   0.3727614E+000  -0.3559571E+000  -0.1146583E-001
   0.1078596E+000  -0.1250396E+000  -0.1993229E-001
  -0.1692271E+000   0.5026017E-001  -0.3848475E-001
  -0.6234329E+000   0.1766787E+000  -0.6333414E-001
  -0.4848427E+001   0.4443573E+000  -0.7979780E+000
  -0.1426040E+002   0.1661754E+001  -0.2602035E+001
  -0.9619878E+001  -0.1620423E+001  -0.9333863E+000
   0.9502580E+001  -0.8566948E+001  -0.9233891E+000
   0.1093023E+002  -0.8153328E+001  -0.2381667E+001
   0.4623294E+001  -0.1774021E+001  -0.6846759E+000
   0.4952815E+000   0.4917413E+000  -0.1512540E+000
   0.7214777E+000   0.1733883E+001  -0.2982011E+000
  -0.3907923E+000   0.3094455E+001  -0.8069051E-001
  -0.1322505E+001   0.2408175E+001   0.3327496E+000
  -0.4935732E+001  -0.5521642E+000   0.4193151E+000
  -0.6215764E+001  -0.8724062E+001   0.1560344E+001
  -0.1304730E+001  -0.1172425E+002   0.3107025E+001
   0.4016471E+001  -0.5801104E+001   0.2047544E+001
   0.3283716E+001  -0.1334697E+001  -0.5216528E+000
   0.3509670E+001  -0.4506381E+000  -0.2084236E+001
   0.3356664E+001  -0.9051845E-001  -0.2154487E+001
   0.1213385E+001   0.2462022E+000  -0.9916803E+000
   0.1071764E-001  -0.2029432E+000  -0.8156608E-001
  -0.1067722E+001  -0.1987868E+001   0.3708542E+000
  -0.2691820E+001  -0.5190044E+001   0.1266957E+001
  -0.9243093E+000  -0.4603770E+001   0.1420531E+001
   0.2026389E+001  -0.8748761E+000   0.7115815E+000
   0.9552994E+000   0.1160139E+001   0.8079274E+000
  -0.3090238E+001   0.1415410E+001  -0.7066417E+000
  -0.1400935E+002   0.3326261E+001   0.2535441E+001
  -0.7228706E+000   0.6523090E+001   0.4147391E+001
   0.1066803E+002   0.5969168E+001   0.2751696E+001
   0.4788897E+001   0.1309804E+001   0.2556671E+000
   0.1057012E+001   0.6486879E+000   0.2886125E+000
   0.2040793E+000  -0.2465279E+000   0.1769293E+000
  -0.7035637E+000  -0.1087565E+001   0.1140938E+000
  -0.1234569E+001  -0.2124380E+001   0.1687625E+000
  -0.4890147E+000  -0.2572362E+001   0.2027416E+000
   0.7143885E+000  -0.2208860E+001   0.8346928E-001
   0.1074737E+001  -0.1615547E+001  -0.6132025E-001
   0.7850497E+000  -0.1016876E+001  -0.8469196E-001
   0.4139886E+000  -0.4825719E+000  -0.5163565E-001
   0.6277870E-001  -0.1267901E+000  -0.4406263E-001
  -0.4145897E+000   0.1788667E+000  -0.7649884E-001
  -0.2444732E+001   0.1025393E+001  -0.2602250E+000
  -0.1045823E+002   0.7393887E+001  -0.5772942E+000
  -0.1171059E+002   0.1144259E+002   0.8388112E+000
  -0.2250624E+001   0.8386458E+001   0.1075331E+001
   0.9642044E+001  -0.3634804E+001  -0.4750802E+000
   0.9934440E+001  -0.7442353E+001  -0.1042007E+001
   0.3708524E+001  -0.2552309E+001  -0.5575864E+000
   0.6248342E+000  -0.1565002E+000   0.6773416E-001
  -0.5582636E+000  -0.2702214E+001   0.1290626E+001
  -0.3321010E+001  -0.4649362E+001   0.1314167E+001
  -0.1082256E+002  -0.7750107E+001  -0.7610689E+000
  -0.9983456E+001  -0.1096563E+002  -0.5620199E+000
   0.2816741E+001  -0.6893031E+001   0.1768298E+001
   0.1188704E+002   0.9562371E+000   0.5391962E+000
   0.4644266E+001   0.3431188E+001  -0.3321348E+001
   0.2138895E+001   0.2619678E+001  -0.4282812E+001
   0.2909730E+001   0.6878997E+000  -0.3087549E+001
   0.6953430E+000  -0.1371366E+001  -0.1131582E+001
  -0.1461418E+001  -0.3925285E+001   0.2579194E+000
  -0.5214168E+001  -0.8234290E+001   0.1916722E+001
  -0.1696406E+001  -0.6097832E+001   0.1952262E+001
   0.3902866E+001   0.7089712E-001   0.6662817E+000
   0.3735910E+001   0.3082116E+001  -0.2294060E+000
   0.1514819E+001   0.2569525E+001  -0.3261553E+000
  -0.2596898E+001   0.1379192E-001  -0.1778590E+000
  -0.5470213E+001   0.5277661E+001   0.1529936E+001
   0.2998882E+000   0.1109960E+002   0.3255320E+001
   0.4885413E+001   0.8078817E+001   0.2528398E+001
   0.2027190E+001   0.7904515E+000   0.4761330E+000
   0.7849651E-001  -0.6327663E+000   0.2676618E+000
  -0.1070073E+001  -0.2202000E+001   0.3096945E+000
  -0.2342761E+001  -0.4478883E+001   0.4293418E+000
  -0.1736527E+001  -0.5135296E+001   0.4198619E+000
   0.4150450E+000  -0.3534739E+001   0.1949328E+000
   0.1483300E+001  -0.2129051E+001  -0.8490283E-001
   0.1499329E+001  -0.1945966E+001  -0.2362501E+000
   0.1434145E+001  -0.1667461E+001  -0.2176802E+000
   0.1015872E+001  -0.9531603E+000  -0.1180146E+000
   0.4288276E+000  -0.3647643E+000  -0.5716116E-001
  -0.2559102E-001   0.2348872E-002  -0.5352188E-001
  -0.7219415E+000   0.5873822E+000  -0.9905921E-001
  -0.2628581E+001   0.3002755E+001  -0.2762626E-001
  -0.7018423E+001   0.1169155E+002   0.8234194E+000
  -0.7779606E+001   0.1684466E+002   0.1519343E+001
  -0.3095669E+001   0.1046269E+002   0.7195150E+000
   0.7007516E+001  -0.3291419E+001  -0.4238648E+000
   0.7954549E+001  -0.5616385E+001  -0.5471870E+000
  -0.7884727E+000  -0.2625806E+001   0.7142387E+000
  -0.2378277E+001  -0.5848995E+001   0.2531769E+001
  -0.5824143E+001  -0.7720945E+001   0.1091491E+001
  -0.1077625E+002  -0.5227346E+001  -0.4116222E+001
  -0.4835309E+001   0.2343477E+001  -0.4433141E+001
   0.7620210E+001   0.7842268E+001  -0.1298418E+001
   0.9884848E+001   0.3776918E+001  -0.1227013E+001
   0.3743955E+001  -0.2451024E+001  -0.4803111E+001
   0.5233312E+000  -0.5691973E+001  -0.4905493E+001
   0.9560105E+000  -0.7174925E+001  -0.3028371E+001
  -0.1627058E+001  -0.5260127E+001  -0.1029018E+001
  -0.3482945E+001  -0.2094201E+001   0.9230974E+000
  -0.2699723E+001   0.1472873E+000   0.1596205E+001
   0.4624969E+001   0.3696450E+001   0.2102460E+000
   0.7466827E+001   0.4612177E+001  -0.8557564E+000
   0.1771572E+001   0.1677897E+001  -0.3307088E+000
  -0.1688252E-001  -0.3729196E+000   0.4762380E-001
  -0.4141448E+000  -0.5797550E+001   0.2516710E+000
   0.1259541E+000  -0.3748468E+001   0.6075758E+000
   0.9094850E+000  -0.1308160E+001   0.8934593E+000
   0.1154393E+001  -0.1330704E+001   0.7740632E+000
  -0.1051309E-001  -0.2687593E+001   0.5695616E+000
  -0.1899659E+001  -0.4860632E+001   0.7508072E+000
  -0.3618780E+001  -0.7374259E+001   0.9112502E+000
  -0.2297506E+001  -0.6425780E+001   0.6332464E+000
   0.1090686E+001  -0.2218993E+001   0.2265160E+000
   0.2328465E+001   0.6026835E+000   0.9865941E-001
   0.1294089E+001   0.4552835E+000   0.8663783E-002
   0.8923420E+000  -0.1097344E+001  -0.1495924E+000
   0.1750729E+001  -0.1868017E+001  -0.2218165E+000
   0.1879618E+001  -0.1282736E+001  -0.1604652E+000
   0.8968974E+000  -0.4681564E+000  -0.7749359E-001
   0.2903057E+000  -0.1526020E+000  -0.3737968E-001
  -0.3465078E-001   0.1119967E+000  -0.3297003E-001
  -0.3167718E+000   0.6753261E+000  -0.3983973E-001
  -0.5357495E+000   0.1823266E+001  -0.4091599E-002
  -0.2090817E+001   0.4954041E+001   0.1401747E+000
  -0.8147890E+001   0.1141667E+002   0.2475787E+000
  -0.6129233E+001   0.8287872E+001   0.1337486E+000
   0.5139704E+001  -0.3359433E+001  -0.1334499E+000
  -0.1309873E+001  -0.7210036E+001   0.1664624E+001
  -0.4115505E+001  -0.1234095E+002   0.5782810E+001
  -0.5763116E+001  -0.1314713E+002   0.3800279E+001
  -0.1311354E+001   0.6505612E+000  -0.4112244E+001
   0.3637262E+001   0.1151033E+002  -0.3996811E+001
   0.6128051E+001   0.1126426E+002  -0.1576949E+001
   0.1866208E+001   0.4063570E+001  -0.9526678E+000
  -0.1371180E+000   0.7586185E+000  -0.1363720E+001
  -0.5444247E+001  -0.3193522E+001   0.7126737E+000
   0.2059279E+001  -0.1006051E+002  -0.1420825E+000
   0.3478881E+001  -0.7801675E+001  -0.1447642E+001
   0.2905118E+000   0.1732349E+001   0.9007753E+000
   0.8758694E+000   0.5746149E+001   0.2961932E+000
   0.4406125E+001   0.5763794E+001  -0.6136700E+000
   0.3626742E+001   0.1509597E+001  -0.6608302E+000
  -0.1112501E+001  -0.3010519E+001   0.1952217E+000
  -0.8922011E+000  -0.4874039E+001   0.2099455E+000
  -0.3837179E+000  -0.5880736E+001  -0.1189894E+001
   0.9885969E+000  -0.5680215E+001  -0.8606302E+000
   0.1409820E+001  -0.6779192E+001  -0.3596091E+000
   0.6550397E+000  -0.8188686E+001   0.4641382E+000
  -0.1195443E+001  -0.9106824E+001   0.1255850E+001
  -0.2762284E+001  -0.8428305E+001   0.1195431E+001
  -0.1198816E+001  -0.4631744E+001   0.2275950E+000
   0.2754042E+001   0.9292091E+000  -0.5037883E+000
   0.4265377E+001   0.4167083E+001  -0.3755404E+000
   0.2418330E+001   0.4076020E+001   0.1693510E-001
  -0.4310555E+000   0.2492406E+001   0.2210501E+000
  -0.1321544E+001   0.1962369E+000   0.9896244E-001
   0.1299009E+001  -0.1622054E+001  -0.1257986E+000
   0.2910037E+001  -0.1469949E+001  -0.1722351E+000
   0.1389991E+001  -0.4010601E+000  -0.8412447E-001
   0.4582373E+000  -0.1566825E+000  -0.2935020E-001
   0.1518856E+000  -0.6568499E-001  -0.3292384E-002
   0.6087428E-002   0.3799181E-001   0.5301408E-002
  -0.8549042E-001   0.1720722E+000   0.1271409E-001
  -0.2046793E+000   0.3340880E+000   0.2960543E-001
  -0.2442715E+001   0.2046451E+001   0.1019223E+000
  -0.9539282E+001   0.6956612E+001   0.7138388E-001
  -0.4663667E+001   0.2671051E+001  -0.6890483E-001
  -0.1277988E+002  -0.1136195E+002   0.1433052E+001
  -0.7468169E+001  -0.2464568E+002   0.8923704E+001
   0.3871861E+001  -0.2081748E+002   0.7631624E+001
   0.1597094E+002  -0.1642396E+001  -0.1611714E+001
   0.5187992E+001   0.6845739E+001  -0.5423329E+000
   0.6684005E+000   0.3976240E+001   0.3626701E+000
  -0.4361132E-001   0.2259009E+001   0.1733255E+000
  -0.9350433E+000   0.3846159E+001   0.1709548E+001
  -0.1435009E+002   0.1093399E+001   0.6733990E+001
   0.2197566E+001  -0.4134240E+001   0.1880960E+001
   0.1123841E+002  -0.1162509E+001  -0.3043334E+001
   0.7209523E+001   0.6868661E+001  -0.6799665E+000
  -0.8260781E-001   0.5493105E+001  -0.9947800E+000
  -0.1013685E+001   0.1678085E+001  -0.5455234E+000
  -0.2540715E+001  -0.2942807E+001   0.1695113E-001
  -0.3438415E+001  -0.5552403E+001  -0.4144703E+000
  -0.2463316E+001  -0.6537525E+001  -0.1067010E+001
  -0.4577330E-001   0.3088100E+001  -0.5718735E+000
  -0.6783892E+000   0.2147166E+001  -0.6079402E+000
  -0.7440105E+000  -0.4452476E+000  -0.9122069E+000
  -0.6017867E+000  -0.2701701E+001  -0.1326142E+001
